scenario_id,timestamp,gamma2019,selected_solver,selected_attempt,raw_prior_PF_success,raw_prior_PF_physical_audit_pass,raw_prior_PF_max_reference_adjustment_mw,bounded_AC_qualified,network_loads_boundaries_capabilities_frozen,gross_load_mw,boundary_injection_mw,raw_source_generation_mw,solved_generation_mw,dispatch_L1_movement_mw,max_unit_dispatch_movement_mw,Q_dispatch_L1_movement_mvar,max_voltage_movement_pu,max_P_mismatch_mw,max_Q_mismatch_mvar,fresh_PF_Pg_adjustment_mw,fresh_PF_VM_adjustment_pu,interface_objective_used,Marcy_DC_topology_AC_qualified,bounds_relaxed,raw_prior_PF_error
S2_2019_WINTER_PEAK_PUBLIC,2019-01-21 18:00,0.358662225381536,MIPS,1,1,0,172.49698907745,1,1,8868.85604434447,933.510199308108,7911.37136746592,8060.96421841411,162.457301442166,25.6294018886898,3517.56951256166,0.145132411672124,6.08224581810646e-12,3.7005065678386e-11,1.94720092849821e-06,3.49538176180886e-11,0,0,0,
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,2019-04-21 04:00,0.358662225381536,IPOPT,2,1,0,112.598253719038,1,1,4286.40812175727,569.299768185107,3928.696351273,3923.64467956675,5.051829818224,2.54299331077442,8096.38266897744,0.183116008923673,2.93773894100013e-11,1.98490113234584e-11,1.55964130499342e-11,1.11022302462516e-16,0,0,0,
S1_2019_SUMMER_PEAK_PUBLIC,2019-07-20 16:00,0.358662225381536,MIPS,1,1,0,212.972653387692,1,1,10902.2197987,1167.7625412471,9744.98237978785,9913.29281641336,168.310436625514,20.5276284593978,3540.55882228985,0.145559806436437,8.80784334356122e-12,2.72564193437574e-11,1.25624140423497e-05,1.51569423678666e-10,0,0,0,
