hour_start_unix_seconds,coverage_seconds,source_span_seconds,rejected_gap_seconds,maximum_bracketing_gap_seconds,complete_coverage,ptid,hour_start_utc
1751436000.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-02 06:00:00+00:00
1751439600.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-02 07:00:00+00:00
1751443200.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-02 08:00:00+00:00
1751446800.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-02 09:00:00+00:00
1751450400.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-02 10:00:00+00:00
1751454000.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-02 11:00:00+00:00
1751457600.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-02 12:00:00+00:00
1751461200.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-02 13:00:00+00:00
1751464800.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-02 14:00:00+00:00
1751468400.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-02 15:00:00+00:00
1751472000.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-02 16:00:00+00:00
1751475600.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-02 17:00:00+00:00
1751479200.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-02 18:00:00+00:00
1751482800.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-02 19:00:00+00:00
1751486400.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-02 20:00:00+00:00
1751490000.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-02 21:00:00+00:00
1751493600.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-02 22:00:00+00:00
1751497200.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-02 23:00:00+00:00
1751500800.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-03 00:00:00+00:00
1751504400.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-03 01:00:00+00:00
1751508000.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-03 02:00:00+00:00
1751511600.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-03 03:00:00+00:00
1751515200.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-03 04:00:00+00:00
1751518800.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-03 05:00:00+00:00
1751522400.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-03 06:00:00+00:00
1751526000.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-03 07:00:00+00:00
1751529600.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-03 08:00:00+00:00
1751533200.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-03 09:00:00+00:00
1751536800.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-03 10:00:00+00:00
1751540400.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-03 11:00:00+00:00
1751544000.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-03 12:00:00+00:00
1751547600.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-03 13:00:00+00:00
1751551200.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-03 14:00:00+00:00
1751554800.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-03 15:00:00+00:00
1751558400.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-03 16:00:00+00:00
1751562000.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-03 17:00:00+00:00
1751565600.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-03 18:00:00+00:00
1751569200.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-03 19:00:00+00:00
1751572800.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-03 20:00:00+00:00
1751576400.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-03 21:00:00+00:00
1751580000.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-03 22:00:00+00:00
1751583600.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-03 23:00:00+00:00
1751587200.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-04 00:00:00+00:00
1751590800.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-04 01:00:00+00:00
1751594400.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-04 02:00:00+00:00
1751598000.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-04 03:00:00+00:00
1751601600.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-04 04:00:00+00:00
1751605200.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-04 05:00:00+00:00
1751608800.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-04 06:00:00+00:00
1751612400.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-04 07:00:00+00:00
1751616000.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-04 08:00:00+00:00
1751619600.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-04 09:00:00+00:00
1751623200.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-04 10:00:00+00:00
1751626800.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-04 11:00:00+00:00
1751630400.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-04 12:00:00+00:00
1751634000.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-04 13:00:00+00:00
1751637600.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-04 14:00:00+00:00
1751641200.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-04 15:00:00+00:00
1751644800.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-04 16:00:00+00:00
1751648400.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-04 17:00:00+00:00
1751652000.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-04 18:00:00+00:00
1751655600.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-04 19:00:00+00:00
1751659200.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-04 20:00:00+00:00
1751662800.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-04 21:00:00+00:00
1751666400.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-04 22:00:00+00:00
1751670000.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-04 23:00:00+00:00
1751673600.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-05 00:00:00+00:00
1751677200.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-05 01:00:00+00:00
1751680800.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-05 02:00:00+00:00
1751684400.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-05 03:00:00+00:00
1751688000.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-05 04:00:00+00:00
1751691600.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-05 05:00:00+00:00
1751695200.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-05 06:00:00+00:00
1751698800.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-05 07:00:00+00:00
1751702400.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-05 08:00:00+00:00
1751706000.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-05 09:00:00+00:00
1751709600.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-05 10:00:00+00:00
1751713200.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-05 11:00:00+00:00
1751716800.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-05 12:00:00+00:00
1751720400.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-05 13:00:00+00:00
1751724000.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-05 14:00:00+00:00
1751727600.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-05 15:00:00+00:00
1751731200.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-05 16:00:00+00:00
1751734800.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-05 17:00:00+00:00
1751738400.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-05 18:00:00+00:00
1751742000.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-05 19:00:00+00:00
1751745600.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-05 20:00:00+00:00
1751749200.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-05 21:00:00+00:00
1751752800.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-05 22:00:00+00:00
1751756400.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-05 23:00:00+00:00
1751760000.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-06 00:00:00+00:00
1751763600.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-06 01:00:00+00:00
1751767200.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-06 02:00:00+00:00
1751770800.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-06 03:00:00+00:00
1751774400.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-06 04:00:00+00:00
1751778000.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-06 05:00:00+00:00
1751781600.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-06 06:00:00+00:00
1751785200.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-06 07:00:00+00:00
1751788800.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-06 08:00:00+00:00
1751792400.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-06 09:00:00+00:00
1751796000.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-06 10:00:00+00:00
1751799600.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-06 11:00:00+00:00
1751803200.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-06 12:00:00+00:00
1751806800.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-06 13:00:00+00:00
1751810400.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-06 14:00:00+00:00
1751814000.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-06 15:00:00+00:00
1751817600.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-06 16:00:00+00:00
1751821200.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-06 17:00:00+00:00
1751824800.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-06 18:00:00+00:00
1751828400.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-06 19:00:00+00:00
1751832000.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-06 20:00:00+00:00
1751835600.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-06 21:00:00+00:00
1751839200.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-06 22:00:00+00:00
1751842800.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-06 23:00:00+00:00
1751846400.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-07 00:00:00+00:00
1751850000.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-07 01:00:00+00:00
1751853600.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-07 02:00:00+00:00
1751857200.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-07 03:00:00+00:00
1751860800.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-07 04:00:00+00:00
1751864400.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-07 05:00:00+00:00
1751868000.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-07 06:00:00+00:00
1751871600.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-07 07:00:00+00:00
1751875200.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-07 08:00:00+00:00
1751878800.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-07 09:00:00+00:00
1751882400.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-07 10:00:00+00:00
1751886000.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-07 11:00:00+00:00
1751889600.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-07 12:00:00+00:00
1751893200.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-07 13:00:00+00:00
1751896800.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-07 14:00:00+00:00
1751900400.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-07 15:00:00+00:00
1751904000.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-07 16:00:00+00:00
1751907600.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-07 17:00:00+00:00
1751911200.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-07 18:00:00+00:00
1751914800.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-07 19:00:00+00:00
1751918400.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-07 20:00:00+00:00
1751922000.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-07 21:00:00+00:00
1751925600.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-07 22:00:00+00:00
1751929200.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-07 23:00:00+00:00
1751932800.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-08 00:00:00+00:00
1751936400.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-08 01:00:00+00:00
1751940000.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-08 02:00:00+00:00
1751943600.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-08 03:00:00+00:00
1751947200.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-08 04:00:00+00:00
1751950800.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-08 05:00:00+00:00
1751954400.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-08 06:00:00+00:00
1751958000.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-08 07:00:00+00:00
1751961600.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-08 08:00:00+00:00
1751965200.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-08 09:00:00+00:00
1751968800.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-08 10:00:00+00:00
1751972400.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-08 11:00:00+00:00
1751976000.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-08 12:00:00+00:00
1751979600.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-08 13:00:00+00:00
1751983200.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-08 14:00:00+00:00
1751986800.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-08 15:00:00+00:00
1751990400.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-08 16:00:00+00:00
1751994000.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-08 17:00:00+00:00
1751997600.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-08 18:00:00+00:00
1752001200.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-08 19:00:00+00:00
1752004800.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-08 20:00:00+00:00
1752008400.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-08 21:00:00+00:00
1752012000.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-08 22:00:00+00:00
1752015600.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-08 23:00:00+00:00
1752019200.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-09 00:00:00+00:00
1752022800.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-09 01:00:00+00:00
1752026400.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-09 02:00:00+00:00
1752030000.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-09 03:00:00+00:00
1752033600.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-09 04:00:00+00:00
1752037200.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-09 05:00:00+00:00
1752040800.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-09 06:00:00+00:00
1752044400.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-09 07:00:00+00:00
1752048000.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-09 08:00:00+00:00
1752051600.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-09 09:00:00+00:00
1752055200.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-09 10:00:00+00:00
1752058800.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-09 11:00:00+00:00
1752062400.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-09 12:00:00+00:00
1752066000.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-09 13:00:00+00:00
1752069600.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-09 14:00:00+00:00
1752073200.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-09 15:00:00+00:00
1752076800.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-09 16:00:00+00:00
1752080400.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-09 17:00:00+00:00
1752084000.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-09 18:00:00+00:00
1752087600.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-09 19:00:00+00:00
1752091200.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-09 20:00:00+00:00
1752094800.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-09 21:00:00+00:00
1752098400.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-09 22:00:00+00:00
1752102000.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-09 23:00:00+00:00
1752105600.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-10 00:00:00+00:00
1752109200.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-10 01:00:00+00:00
1752112800.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-10 02:00:00+00:00
1752116400.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-10 03:00:00+00:00
1752120000.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-10 04:00:00+00:00
1752123600.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-10 05:00:00+00:00
1752127200.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-10 06:00:00+00:00
1752130800.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-10 07:00:00+00:00
1752134400.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-10 08:00:00+00:00
1752138000.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-10 09:00:00+00:00
1752141600.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-10 10:00:00+00:00
1752145200.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-10 11:00:00+00:00
1752148800.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-10 12:00:00+00:00
1752152400.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-10 13:00:00+00:00
1752156000.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-10 14:00:00+00:00
1752159600.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-10 15:00:00+00:00
1752163200.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-10 16:00:00+00:00
1752166800.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-10 17:00:00+00:00
1752170400.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-10 18:00:00+00:00
1752174000.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-10 19:00:00+00:00
1752177600.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-10 20:00:00+00:00
1752181200.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-10 21:00:00+00:00
1752184800.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-10 22:00:00+00:00
1752188400.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-10 23:00:00+00:00
1752192000.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-11 00:00:00+00:00
1752195600.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-11 01:00:00+00:00
1752199200.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-11 02:00:00+00:00
1752202800.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-11 03:00:00+00:00
1752206400.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-11 04:00:00+00:00
1752210000.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-11 05:00:00+00:00
1752213600.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-11 06:00:00+00:00
1752217200.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-11 07:00:00+00:00
1752220800.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-11 08:00:00+00:00
1752224400.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-11 09:00:00+00:00
1752228000.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-11 10:00:00+00:00
1752231600.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-11 11:00:00+00:00
1752235200.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-11 12:00:00+00:00
1752238800.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-11 13:00:00+00:00
1752242400.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-11 14:00:00+00:00
1752246000.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-11 15:00:00+00:00
1752249600.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-11 16:00:00+00:00
1752253200.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-11 17:00:00+00:00
1752256800.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-11 18:00:00+00:00
1752260400.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-11 19:00:00+00:00
1752264000.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-11 20:00:00+00:00
1752267600.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-11 21:00:00+00:00
1752271200.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-11 22:00:00+00:00
1752274800.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-11 23:00:00+00:00
1752278400.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-12 00:00:00+00:00
1752282000.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-12 01:00:00+00:00
1752285600.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-12 02:00:00+00:00
1752289200.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-12 03:00:00+00:00
1752292800.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-12 04:00:00+00:00
1752296400.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-12 05:00:00+00:00
1752300000.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-12 06:00:00+00:00
1752303600.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-12 07:00:00+00:00
1752307200.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-12 08:00:00+00:00
1752310800.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-12 09:00:00+00:00
1752314400.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-12 10:00:00+00:00
1752318000.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-12 11:00:00+00:00
1752321600.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-12 12:00:00+00:00
1752325200.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-12 13:00:00+00:00
1752328800.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-12 14:00:00+00:00
1752332400.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-12 15:00:00+00:00
1752336000.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-12 16:00:00+00:00
1752339600.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-12 17:00:00+00:00
1752343200.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-12 18:00:00+00:00
1752346800.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-12 19:00:00+00:00
1752350400.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-12 20:00:00+00:00
1752354000.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-12 21:00:00+00:00
1752357600.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-12 22:00:00+00:00
1752361200.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-12 23:00:00+00:00
1752364800.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-13 00:00:00+00:00
1752368400.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-13 01:00:00+00:00
1752372000.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-13 02:00:00+00:00
1752375600.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-13 03:00:00+00:00
1752379200.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-13 04:00:00+00:00
1752382800.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-13 05:00:00+00:00
1752386400.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-13 06:00:00+00:00
1752390000.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-13 07:00:00+00:00
1752393600.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-13 08:00:00+00:00
1752397200.0,3600.0,3600.0,0.0,300.0,True,61752,2025-07-13 09:00:00+00:00
