label_interpretation,integration_method,sample_count,mean_absolute_error_mw,root_mean_square_error_mw,max_absolute_error_mw
hour_beginning,backward_sample_hold,8173,3.8807173136513144,5.4515731448641285,33.534075000000485
hour_beginning,forward_sample_hold,8173,9.209459144574957,13.776200560840628,87.9363666666668
hour_beginning,linear_between_samples,8173,6.406621743996148,9.449861444470393,60.726554166666574
hour_ending,backward_sample_hold,8173,72.77037864983957,111.07287999257119,912.8416076388894
hour_ending,forward_sample_hold,8173,78.25543472689206,119.46801071498957,933.2517990277775
hour_ending,linear_between_samples,8173,75.50402721551482,115.25815950516052,923.0467033333334
