scenario_id,external_region,model_bus,allocation_weight,p_injection_mw,q_injection_mvar,landing_assumption,q_assumption
S1_2025_SUMMER_PEAK_PUBLIC,HQ,48,1,515.850057154045,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S1_2025_SUMMER_PEAK_PUBLIC,SCH - HQ_CEDARS,48,1,44.4698325132797,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S1_2025_SUMMER_PEAK_PUBLIC,ISONE,37,0.4,-83.5833626399999,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S1_2025_SUMMER_PEAK_PUBLIC,ISONE,73,0.6,-125.37504396,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S1_2025_SUMMER_PEAK_PUBLIC,SCH - NPX_1385,80,1,-32.0182794095614,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S1_2025_SUMMER_PEAK_PUBLIC,SCH - NPX_CSC,80,1,112.063977933465,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S1_2025_SUMMER_PEAK_PUBLIC,ONTARIO,54,1,-137.337073147412,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S1_2025_SUMMER_PEAK_PUBLIC,PJM,66,0.35,-26.8679612872034,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S1_2025_SUMMER_PEAK_PUBLIC,PJM,67,0.15,-11.5148405516586,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S1_2025_SUMMER_PEAK_PUBLIC,PJM,75,0.25,-19.191400919431,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S1_2025_SUMMER_PEAK_PUBLIC,PJM,81,0.25,-19.191400919431,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S1_2025_SUMMER_PEAK_PUBLIC,SCH - PJM_HTP,81,1,0,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S1_2025_SUMMER_PEAK_PUBLIC,SCH - PJM_NEPTUNE,80,1,234.800715670117,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S1_2025_SUMMER_PEAK_PUBLIC,SCH - PJM_VFT,81,1,112.063977933465,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
