interface_name,model_flow_mw,target_flow_mw,residual_mw,absolute_residual_mw,used_in_optimizer,exact_public_operator
Dysinger_East,298.495364738867,NaN,NaN,NaN,0,0
West_Central,335.011041762716,NaN,NaN,NaN,0,0
Moses_South,-5.957960215487,NaN,NaN,NaN,0,0
Central_East,892.512737509128,NaN,NaN,NaN,0,0
Total_East_proxy,1214.41598171841,NaN,NaN,NaN,0,0
UPNY_ConEd,1558.80307453186,NaN,NaN,NaN,0,0
Dunwoodie_South,1271.57933375461,NaN,NaN,NaN,0,0
