data_product,source_path,sha256_raw,rows,unique_timestamps,unique_2019_timestamps,min_timestamp,max_timestamp,min_records_per_timestamp,max_records_per_timestamp,outside_2019_timestamps,missing_cells,missing_cells_by_column,timestamp_semantics,coverage_claim
fuelmixHourly,tmp/nygrid_2019_reproduction/upstream/Data/fuelmixHourly_2019.csv,e5a742ed76a91bb81989bd85da01b3faba6ca8945d7bc391566a1e5cfc64386e,61320,8760,8760,2019-01-01T00:00:00,2019-12-31T23:00:00,7,7,0,0,{},released_naive_local_hour_labels_DST_mapping_not_independently_corrected,released_prepared_rows_present_not_complete_observed_unit_truth
interflowHourly,tmp/nygrid_2019_reproduction/upstream/Data/interflowHourly_2019.csv,b872530b5704a57a17928ca2949511958e4de6bb31063d197d55af3b21e52754,157680,8760,8760,2019-01-01T00:00:00,2019-12-31T23:00:00,18,18,0,0,{},released_naive_local_hour_labels_DST_mapping_not_independently_corrected,released_prepared_rows_present_not_complete_observed_unit_truth
loadHourly,tmp/nygrid_2019_reproduction/upstream/Data/loadHourly_2019.csv,677ce71d73fc800b3b938a75b9f7797e4a3f8a97e992518d0d1f8f5f3bf96f62,96360,8760,8760,2019-01-01T00:00:00,2019-12-31T23:00:00,11,11,0,0,{},released_naive_local_hour_labels_DST_mapping_not_independently_corrected,released_prepared_rows_present_not_complete_observed_unit_truth
priceHourly,tmp/nygrid_2019_reproduction/upstream/Data/priceHourly_2019.csv,acff3a50ce1be67f3614a8f8413a2730b0da356d738f0b559b7b4d579ca4016c,131415,8761,8760,2019-01-01T00:00:00,2020-01-01T00:00:00,15,15,1,0,{},released_naive_local_hour_labels_DST_mapping_not_independently_corrected,released_prepared_rows_present_not_complete_observed_unit_truth
thermalGenHourly,tmp/nygrid_2019_reproduction/upstream/Data/thermalGenHourly_2019.csv,a6de40f9d9e9dba19302bfd0b1224f1a5617a18bfa03f257ab523f59d605116f,1200120,8760,8760,2019-01-01T00:00:00,2019-12-31T23:00:00,137,137,0,0,{},released_naive_local_hour_labels_DST_mapping_not_independently_corrected,released_prepared_rows_present_not_complete_observed_unit_truth
nuclearGenDaily,tmp/nygrid_2019_reproduction/upstream/Data/nuclearGenDaily_2019.csv,bfe80d073a2c8f4641a89738ff02b0c923efc4173242b6be9869b3728b9e64f5,365,365,365,2019-01-01T00:00:00,2019-12-31T00:00:00,1,1,0,0,{},released_naive_local_hour_labels_DST_mapping_not_independently_corrected,released_prepared_rows_present_not_complete_observed_unit_truth
hydroGenMonthly,tmp/nygrid_2019_reproduction/upstream/Data/hydroGenMonthly_2019.csv,a9797753476bcfc6133f3e0b2b714e61447c14f8c467df7d47f2ad747c49eb1f,12,12,12,2019-01-01T00:00:00,2019-12-01T00:00:00,1,1,0,0,{},released_naive_local_hour_labels_DST_mapping_not_independently_corrected,released_prepared_rows_present_not_complete_observed_unit_truth
fuelPriceWeekly,tmp/nygrid_2019_reproduction/upstream/Data/fuelPriceWeekly_2019.csv,bd0cffb62310188c1569f65bd0410f85aeaf157deb0b9a319667902281a6d696,53,53,53,2019-01-01T00:00:00,2019-12-31T00:00:00,1,1,0,0,{},released_naive_local_hour_labels_DST_mapping_not_independently_corrected,released_prepared_rows_present_not_complete_observed_unit_truth
