timestamp,interface,released_plot_mw,corrected_operator_mw,observed_mw,positive_limit_mw,released_paper_error_pct,pf_success
02-Jul-2019 12:00:00,Dysinger East,133.213099311888,496.421804685825,836.486666666667,3150,22.3261449953898,1
02-Jul-2019 12:00:00,West Central,-1949.78917941588,-290.840578095511,13.0908333333333,9999,19.6307632038125,1
02-Jul-2019 12:00:00,Total East,4439.00208444544,4439.00208444544,4263.225,6800,-2.58495712419759,1
02-Jul-2019 12:00:00,Moses South,288.589225076653,2098.25802421895,1962.9775,3150,53.1551833308999,1
02-Jul-2019 12:00:00,Central East,1846.18149950569,1846.18149950569,2187.13333333333,2691.66666666667,12.666941194835,1
02-Jul-2019 12:00:00,UpNY-Coned,-1881.95989902726,4141.77590956556,3953.79333333333,5700,102.381635655449,1
02-Jul-2019 12:00:00,Dun/SPR-South,4510.83992676552,3961.97619047622,3935.7725,4350,-13.2199408451844,1
02-Jul-2019 13:00:00,Dysinger East,172.067904116615,591.794084999534,943.9,3150,24.5026062185201,1
02-Jul-2019 13:00:00,West Central,-1901.54452985129,-193.385269049506,115.950833333333,9999,20.1769713289792,1
02-Jul-2019 13:00:00,Total East,4583.92361229076,4583.92361229076,4610.63166666667,6800,0.392765505528105,1
02-Jul-2019 13:00:00,Moses South,287.540019746715,2121.79787622224,1974.78666666667,3150,53.5633856165064,1
02-Jul-2019 13:00:00,Central East,2100.13724562708,2100.13724562708,2253.85916666667,2550,6.02831062900353,1
02-Jul-2019 13:00:00,UpNY-Coned,-1684.5682588915,3935.34804914867,3984.32,5700,99.4541799805526,1
02-Jul-2019 13:00:00,Dun/SPR-South,4602.13230594604,3935.28809523812,4016.10416666667,4350,-13.4719112478018,1
02-Jul-2019 14:00:00,Dysinger East,196.560791713006,808.508035487264,915.250714285714,3150,22.8155530975463,1
02-Jul-2019 14:00:00,West Central,-1851.30403505533,10.1793152771536,83.22,9999,19.3471750680601,1
02-Jul-2019 14:00:00,Total East,4772.62859511442,4772.62859511442,4665.66714285714,6800,-1.5729625331952,1
02-Jul-2019 14:00:00,Moses South,294.809162945643,2156.75847993197,1993.02071428571,3150,53.9114778203197,1
02-Jul-2019 14:00:00,Central East,2150.62928414548,2150.62928414548,2231.55,2550,3.17336140605954,1
02-Jul-2019 14:00:00,UpNY-Coned,-1836.00763863814,4302.40337921396,4060.67857142857,5700,103.450635264328,1
02-Jul-2019 14:00:00,Dun/SPR-South,4726.16880157642,4187.52539682538,4018.07,4350,-16.278133369573,1
02-Jul-2019 15:00:00,Dysinger East,208.781774804816,807.66493832962,923.079166666667,3150,22.676107678154,1
02-Jul-2019 15:00:00,West Central,-1878.03189623143,11.0146100376574,85.5516666666667,9999,19.6377994089218,1
02-Jul-2019 15:00:00,Total East,4701.32148317448,4701.32148317448,4530.69333333333,6800,-2.509237497664,1
02-Jul-2019 15:00:00,Moses South,281.085816431045,2186.3693776156,2016.00333333333,3150,55.0767465683266,1
02-Jul-2019 15:00:00,Central East,2033.26591959884,2033.26591959884,2213.74416666667,2550,7.07757831638527,1
02-Jul-2019 15:00:00,UpNY-Coned,-1939.17380597961,4331.18698823799,4066.65666666667,5700,105.365446888531,1
02-Jul-2019 15:00:00,Dun/SPR-South,4787.57365377805,4329.41666666664,3998.185,4350,-18.146865604093,1
02-Jul-2019 16:00:00,Dysinger East,199.800310138952,738.051361574866,776.981666666667,3150,18.3232176675465,1
02-Jul-2019 16:00:00,West Central,-1976.65767430787,-54.7688649844835,-51.3083333333333,9999,19.2554189516406,1
02-Jul-2019 16:00:00,Total East,4419.37575360121,4419.37575360121,3828.38833333333,6800,-8.69099147452754,1
02-Jul-2019 16:00:00,Moses South,248.262455629438,2122.24637570432,1986.88666666667,3150,55.1944193980072,1
02-Jul-2019 16:00:00,Central East,1828.31541708535,1828.31541708535,2057.89083333333,2550,9.00295749992106,1
02-Jul-2019 16:00:00,UpNY-Coned,-1947.84828341902,3894.87943325676,3728.40666666667,5700,99.5834201769419,1
02-Jul-2019 16:00:00,Dun/SPR-South,4876.27656897856,3960.96666666666,3951.78416666667,4350,-21.2526989037217,1
