TimeStamp,FlowMWH,PositiveLimitMWH,NegativeLimitMWH,sample_count,distinct_timestamp_count,FlowMWH_unimputed,FlowMWH_finite_samples,FlowMWH_imputed,PositiveLimitMWH_unimputed,PositiveLimitMWH_finite_samples,PositiveLimitMWH_imputed,NegativeLimitMWH_unimputed,NegativeLimitMWH_finite_samples,NegativeLimitMWH_imputed,PositiveLimitMWH_sentinel_samples,NegativeLimitMWH_sentinel_samples,spring_dst_missing_hour,fall_dst_ambiguous_hour,filter_unimputed_unambiguous_hour,filter_unimputed_unambiguous_exactly_12_unique_samples,InterfaceName
2019-03-10 02:00:00,2287.77517857143,2392.5,-9999,0,0,,0,True,,0,True,,0,True,0,0,True,False,False,False,CENTRAL EAST - VC
2019-03-10 02:00:00,533.603452380952,3150,-9999,0,0,,0,True,,0,True,,0,True,0,0,True,False,False,False,DYSINGER EAST
2019-03-10 02:00:00,1750.96273809524,3150,-1600,0,0,,0,True,,0,True,,0,True,0,0,True,False,False,False,MOSES SOUTH
2019-03-10 02:00:00,1050.2380952381,1500,-1000,0,0,,0,True,,0,True,,0,True,0,0,True,False,False,False,SCH - HQ - NY
2019-03-10 02:00:00,100,160,-100,0,0,,0,True,,0,True,,0,True,0,0,True,False,False,False,SCH - HQ_CEDARS
2019-03-10 02:00:00,937.553571428571,1310,-9999,0,0,,0,True,,0,True,,0,True,0,0,True,False,False,False,SCH - HQ_IMPORT_EXPORT
2019-03-10 02:00:00,-699.874345238095,600,-900,0,0,,0,True,,0,True,,0,True,0,0,True,False,False,False,SCH - NE - NY
2019-03-10 02:00:00,-65.9404761904762,100,-100,0,0,,0,True,,0,True,,0,True,0,0,True,False,False,False,SCH - NPX_1385
2019-03-10 02:00:00,0,330,-330,0,0,,0,True,,0,True,,0,True,0,0,True,False,False,False,SCH - NPX_CSC
2019-03-10 02:00:00,934.943928571429,2050,-2000,0,0,,0,True,,0,True,,0,True,0,0,True,False,False,False,SCH - OH - NY
2019-03-10 02:00:00,-107.840357142857,2000,-1300,0,0,,0,True,,0,True,,0,True,0,0,True,False,False,False,SCH - PJ - NY
2019-03-10 02:00:00,77.0833333333333,660,-660,0,0,,0,True,,0,True,,0,True,0,0,True,False,False,False,SCH - PJM_HTP
2019-03-10 02:00:00,660,660,-660,0,0,,0,True,,0,True,,0,True,0,0,True,False,False,False,SCH - PJM_NEPTUNE
2019-03-10 02:00:00,137.428571428571,315,-315,0,0,,0,True,,0,True,,0,True,0,0,True,False,False,False,SCH - PJM_VFT
2019-03-10 02:00:00,2298.34642857143,4600,-9999,0,0,,0,True,,0,True,,0,True,0,0,True,False,False,False,SPR/DUN-SOUTH
2019-03-10 02:00:00,3419.77755952381,6800,-9999,0,0,,0,True,,0,True,,0,True,0,0,True,False,False,False,TOTAL EAST
2019-03-10 02:00:00,1481.07505952381,5700,-9999,0,0,,0,True,,0,True,,0,True,0,0,True,False,False,False,UPNY CONED
2019-03-10 02:00:00,205.519047619048,9999,-9999,0,0,,0,True,,0,True,,0,True,0,0,True,False,False,False,WEST CENTRAL
2019-12-12 12:00:00,2205.93207142857,2627.5,-9999,0,0,,0,True,,0,True,,0,True,0,0,False,False,False,False,CENTRAL EAST - VC
2019-12-12 12:00:00,940.893071428571,3150,-9999,0,0,,0,True,,0,True,,0,True,0,0,False,False,False,False,DYSINGER EAST
2019-12-12 12:00:00,1694.21085714286,3000,-1600,0,0,,0,True,,0,True,,0,True,0,0,False,False,False,False,MOSES SOUTH
2019-12-12 12:00:00,1285,1500,-1000,0,0,,0,True,,0,True,,0,True,0,0,False,False,False,False,SCH - HQ - NY
2019-12-12 12:00:00,179.1,199,-100,0,0,,0,True,,0,True,,0,True,0,0,False,False,False,False,SCH - HQ_CEDARS
2019-12-12 12:00:00,1217.5,1310,-9999,0,0,,0,True,,0,True,,0,True,0,0,False,False,False,False,SCH - HQ_IMPORT_EXPORT
2019-12-12 12:00:00,-1189.32471428571,700,-1400,0,0,,0,True,,0,True,,0,True,0,0,False,False,False,False,SCH - NE - NY
2019-12-12 12:00:00,103.714285714286,200,-200,0,0,,0,True,,0,True,,0,True,0,0,False,False,False,False,SCH - NPX_1385
2019-12-12 12:00:00,0,0,0,0,0,,0,True,,0,True,,0,True,0,0,False,False,False,False,SCH - NPX_CSC
2019-12-12 12:00:00,686.103428571429,1700,-1700,0,0,,0,True,,0,True,,0,True,0,0,False,False,False,False,SCH - OH - NY
2019-12-12 12:00:00,1091.04057142857,2550,-1600,0,0,,0,True,,0,True,,0,True,0,0,False,False,False,False,SCH - PJ - NY
2019-12-12 12:00:00,265.5,660,-660,0,0,,0,True,,0,True,,0,True,0,0,False,False,False,False,SCH - PJM_HTP
2019-12-12 12:00:00,605.25,660,-660,0,0,,0,True,,0,True,,0,True,0,0,False,False,False,False,SCH - PJM_NEPTUNE
2019-12-12 12:00:00,311.2,315,-315,0,0,,0,True,,0,True,,0,True,0,0,False,False,False,False,SCH - PJM_VFT
2019-12-12 12:00:00,3154.07385714286,4600,-9999,0,0,,0,True,,0,True,,0,True,0,0,False,False,False,False,SPR/DUN-SOUTH
2019-12-12 12:00:00,4555.30628571429,6800,-9999,0,0,,0,True,,0,True,,0,True,0,0,False,False,False,False,TOTAL EAST
2019-12-12 12:00:00,2953.32285714286,5700,-9999,0,0,,0,True,,0,True,,0,True,0,0,False,False,False,False,UPNY CONED
2019-12-12 12:00:00,266.311357142857,9999,-9999,0,0,,0,True,,0,True,,0,True,0,0,False,False,False,False,WEST CENTRAL
