scope,operator_variant,unique_hour_labels,observations,sum_absolute_error_mw,sum_absolute_observed_mw,actual_flow_wape_pct,mae_mw,rmse_mw,bias_sim_minus_observed_mw,mape_nonzero_actual_pct,max_nonzero_actual_error_pct,mape_defined_observations,zero_actual_flow_count,min_absolute_observed_mw,min_nonzero_absolute_observed_mw,opposite_direction_count,opposite_direction_fraction,zero_prediction_nonzero_actual_count,positive_limit_9999_count,paper_error_q025_pct,paper_error_q25_pct,paper_error_median_pct,paper_error_q75_pct,paper_error_q975_pct,fraction_absolute_paper_error_le_10pct,fraction_absolute_paper_error_le_15pct
primary_all_naive_hours,literal_released_plot,24,168,169651.176484,304530.996282,55.7090012364,1009.82843145,1382.07731381,-758.508431541,121.205520444,1455.85611348,168,0,93.255,93.255,48,0.285714285714,0,24,-16.4638359929,-5.10223798185,8.02893139452,29.3811062505,57.1570186547,0.404761904762,0.553571428571
primary_all_naive_hours,corrected_released_if_map,24,168,49962.0904497,304530.996282,16.4062414203,297.393395534,356.658631528,262.667010179,44.7320287291,639.273480378,168,0,93.255,93.255,0,0,0,24,-20.2684139431,-8.19187658146,-5.12727072408,-2.46209908961,5.23596735731,0.797619047619,0.886904761905
unimputed_unambiguous_hour_sensitivity,literal_released_plot,24,168,169651.176484,304530.996282,55.7090012364,1009.82843145,1382.07731381,-758.508431541,121.205520444,1455.85611348,168,0,93.255,93.255,48,0.285714285714,0,24,-16.4638359929,-5.10223798185,8.02893139452,29.3811062505,57.1570186547,0.404761904762,0.553571428571
unimputed_unambiguous_hour_sensitivity,corrected_released_if_map,24,168,49962.0904497,304530.996282,16.4062414203,297.393395534,356.658631528,262.667010179,44.7320287291,639.273480378,168,0,93.255,93.255,0,0,0,24,-20.2684139431,-8.19187658146,-5.12727072408,-2.46209908961,5.23596735731,0.797619047619,0.886904761905
