scope,operator_variant,unique_hour_labels,observations,sum_absolute_error_mw,sum_absolute_observed_mw,actual_flow_wape_pct,mae_mw,rmse_mw,bias_sim_minus_observed_mw,mape_nonzero_actual_pct,max_nonzero_actual_error_pct,mape_defined_observations,zero_actual_flow_count,min_absolute_observed_mw,min_nonzero_absolute_observed_mw,opposite_direction_count,opposite_direction_fraction,zero_prediction_nonzero_actual_count,positive_limit_9999_count,paper_error_q025_pct,paper_error_q25_pct,paper_error_median_pct,paper_error_q75_pct,paper_error_q975_pct,fraction_absolute_paper_error_le_10pct,fraction_absolute_paper_error_le_15pct
primary_all_naive_hours,literal_released_plot,8760,61320,76746610.9543,126511214.549,60.663879663,1251.57552111,1812.63136291,-1015.44759382,376.691088348,1398483.6641,61320,0,0.135,0.135,16924,0.275994781474,0,8760,-20.4512851725,-2.52233759504,14.5797780767,41.9450384713,85.8496118174,0.356343770385,0.457534246575
primary_all_naive_hours,corrected_released_if_map,8760,61320,14192125.374,126511214.549,11.2180769306,231.443662329,300.085003355,82.9127656229,53.4287087033,152463.109117,61320,0,0.135,0.135,1092,0.0178082191781,0,8760,-16.5684731337,-5.47439937822,-1.8415230521,1.77805915517,14.7596691385,0.844993476843,0.942726679713
unimputed_unambiguous_hour_sensitivity,literal_released_plot,8757,61299,76725516.3666,126472148.873,60.6659387462,1251.66016357,1812.73526674,-1015.50441278,376.77015397,1398483.6641,61299,0,0.135,0.135,16918,0.275991451737,0,8757,-20.4530415328,-2.52199717238,14.5807947323,41.9495716515,85.8606491448,0.356286399452,0.457495228307
unimputed_unambiguous_hour_sensitivity,corrected_released_if_map,8757,61299,14189393.2257,126472148.873,11.2193817786,231.478380165,300.122536931,82.9136782125,53.4434553668,152463.109117,61299,0,0.135,0.135,1092,0.0178143199726,0,8757,-16.5696992446,-5.47510804336,-1.84160738342,1.77896179092,14.7629336473,0.844940374231,0.942707058843
