times,status,seconds,balance_residual,errors
02-Jul-2019 12:00:00,1,6.4099504,1.20223830890609e-11,
02-Jul-2019 13:00:00,1,0.8228239,6.3522520576953e-12,
02-Jul-2019 14:00:00,1,0.4975732,9.32232069317251e-12,
02-Jul-2019 15:00:00,1,0.3141798,1.02886588138063e-11,
02-Jul-2019 16:00:00,1,0.7113687,1.1397105481592e-11,
02-Jul-2019 17:00:00,1,0.1610786,8.58335624798201e-12,
02-Jul-2019 18:00:00,1,0.1613171,1.31308297568467e-11,
02-Jul-2019 19:00:00,1,0.1788475,6.45172804070171e-12,
02-Jul-2019 20:00:00,1,0.1696813,5.6843418860808e-12,
02-Jul-2019 21:00:00,1,0.1651403,1.02602371043758e-11,
02-Jul-2019 22:00:00,1,0.1717368,7.27595761418343e-12,
02-Jul-2019 23:00:00,1,0.1726052,5.51381162949838e-12,
03-Jul-2019 00:00:00,1,0.1822821,1.02886588138063e-11,
03-Jul-2019 01:00:00,1,0.166628,8.35598257253878e-12,
03-Jul-2019 02:00:00,1,0.1436465,7.84439180279151e-12,
03-Jul-2019 03:00:00,1,0.1522701,1.16529008664656e-11,
03-Jul-2019 04:00:00,1,0.1400956,6.42330633127131e-12,
03-Jul-2019 05:00:00,1,0.173333,1.3926637620898e-11,
03-Jul-2019 06:00:00,1,0.1667263,6.3664629124105e-12,
03-Jul-2019 07:00:00,1,0.16867,6.08224581810646e-12,
03-Jul-2019 08:00:00,1,0.1681702,7.7875483839307e-12,
03-Jul-2019 09:00:00,1,0.1633753,9.15179043659009e-12,
03-Jul-2019 10:00:00,1,0.1684925,7.44648787076585e-12,
03-Jul-2019 11:00:00,1,0.1693604,9.9475983006414e-12,
03-Jul-2019 12:00:00,1,0.1526628,6.42330633127131e-12,
03-Jul-2019 13:00:00,1,0.1656398,7.27595761418343e-12,
03-Jul-2019 14:00:00,1,0.1638743,1.13686837721616e-11,
03-Jul-2019 15:00:00,1,0.1662263,1.21076482173521e-11,
03-Jul-2019 16:00:00,1,0.1669131,1.13686837721616e-11,
03-Jul-2019 17:00:00,1,0.1697424,8.55493453855161e-12,
03-Jul-2019 18:00:00,1,0.170756,8.24229573481716e-12,
03-Jul-2019 19:00:00,1,0.1791648,8.61177795741241e-12,
03-Jul-2019 20:00:00,1,0.1690193,9.919176591211e-12,
03-Jul-2019 21:00:00,1,0.1641189,5.00222085975111e-12,
03-Jul-2019 22:00:00,1,0.1696365,8.5265128291212e-12,
03-Jul-2019 23:00:00,1,0.1583116,1.18234311230481e-11,
04-Jul-2019 00:00:00,1,0.1464833,6.08224581810646e-12,
04-Jul-2019 01:00:00,1,0.1649774,1.41540112963412e-11,
04-Jul-2019 02:00:00,1,0.1612126,6.76436684443615e-12,
04-Jul-2019 03:00:00,1,0.1599565,9.72022462519817e-12,
04-Jul-2019 04:00:00,1,0.1594023,8.24229573481716e-12,
04-Jul-2019 05:00:00,1,0.1705725,7.7875483839307e-12,
04-Jul-2019 06:00:00,1,0.1617416,1.05160324892495e-11,
04-Jul-2019 07:00:00,1,0.1622196,1.17665877041873e-11,
04-Jul-2019 08:00:00,1,0.141333,1.17665877041873e-11,
04-Jul-2019 09:00:00,1,0.1634786,1.38129507831763e-11,
04-Jul-2019 10:00:00,1,0.1659927,1.13118403533008e-11,
04-Jul-2019 11:00:00,1,0.1573013,1.4495071809506e-11,
04-Jul-2019 12:00:00,1,0.1666946,1.07149844552623e-11,
04-Jul-2019 13:00:00,1,0.1612813,3.97903932025656e-12,
04-Jul-2019 14:00:00,1,0.1774923,1.09992015495664e-11,
04-Jul-2019 15:00:00,1,0.1672222,9.35074240260292e-12,
04-Jul-2019 16:00:00,1,0.1711226,7.84439180279151e-12,
04-Jul-2019 17:00:00,1,0.1673391,6.42330633127131e-12,
04-Jul-2019 18:00:00,1,0.1666292,8.41282599139959e-12,
04-Jul-2019 19:00:00,1,0.1699818,9.57811607804615e-12,
04-Jul-2019 20:00:00,1,0.1410621,7.13384906703141e-12,
04-Jul-2019 21:00:00,1,0.1592243,7.87281351222191e-12,
04-Jul-2019 22:00:00,1,0.1171199,1.16529008664656e-11,
04-Jul-2019 23:00:00,1,0.1200332,6.19593265582807e-12,
05-Jul-2019 00:00:00,1,0.1657593,7.92965693108272e-12,
05-Jul-2019 01:00:00,1,0.1614724,7.84439180279151e-12,
05-Jul-2019 02:00:00,1,0.170838,8.24229573481716e-12,
05-Jul-2019 03:00:00,1,0.1607899,1.5688783605583e-11,
05-Jul-2019 04:00:00,1,0.1612834,1.53477230924182e-11,
05-Jul-2019 05:00:00,1,0.1640384,1.23918653116561e-11,
05-Jul-2019 06:00:00,1,0.1616883,7.84439180279151e-12,
05-Jul-2019 07:00:00,1,0.1643677,5.96855898038484e-12,
05-Jul-2019 08:00:00,1,0.1614321,7.84439180279151e-12,
05-Jul-2019 09:00:00,1,0.1818494,1.13686837721616e-11,
05-Jul-2019 10:00:00,1,0.1732772,9.97602001007181e-12,
05-Jul-2019 11:00:00,1,0.1696369,7.53175299905706e-12,
05-Jul-2019 12:00:00,1,0.1646577,6.25277607468888e-12,
05-Jul-2019 13:00:00,1,0.1586603,4.60431692772545e-12,
05-Jul-2019 14:00:00,1,0.1726667,5.6843418860808e-12,
05-Jul-2019 15:00:00,1,0.1713122,7.7875483839307e-12,
05-Jul-2019 16:00:00,1,0.1698774,6.82121026329696e-12,
05-Jul-2019 17:00:00,1,0.1704442,8.95283847057726e-12,
05-Jul-2019 18:00:00,1,0.1706797,8.10018718766514e-12,
05-Jul-2019 19:00:00,1,0.1672625,5.91171556152403e-12,
05-Jul-2019 20:00:00,1,0.1168986,5.62749846721999e-12,
05-Jul-2019 21:00:00,1,0.1707979,1.03170805232367e-11,
05-Jul-2019 22:00:00,1,0.1624935,9.57811607804615e-12,
05-Jul-2019 23:00:00,1,0.1611726,8.18545231595635e-12,
06-Jul-2019 00:00:00,1,0.1702387,5.6843418860808e-12,
06-Jul-2019 01:00:00,1,0.1629179,8.61177795741241e-12,
06-Jul-2019 02:00:00,1,0.163722,9.86233317235019e-12,
06-Jul-2019 03:00:00,1,0.1639964,1.31876731757075e-11,
06-Jul-2019 04:00:00,1,0.1361069,8.18545231595635e-12,
06-Jul-2019 05:00:00,1,0.1394508,1.20508047984913e-11,
06-Jul-2019 06:00:00,1,0.1525999,1.08570930024143e-11,
06-Jul-2019 07:00:00,1,0.1523936,1.27897692436818e-11,
06-Jul-2019 08:00:00,1,0.1683854,1.03455022326671e-11,
06-Jul-2019 09:00:00,1,0.1540962,1.09139364212751e-11,
06-Jul-2019 10:00:00,1,0.1137587,8.98126018000767e-12,
06-Jul-2019 11:00:00,1,0.1136037,7.8159700933611e-12,
06-Jul-2019 12:00:00,1,0.1667776,7.04858393874019e-12,
06-Jul-2019 13:00:00,1,0.1609634,7.7875483839307e-12,
06-Jul-2019 14:00:00,1,0.128635,8.27071744424757e-12,
06-Jul-2019 15:00:00,1,0.1562629,7.50333128962666e-12,
06-Jul-2019 16:00:00,1,0.129851,6.73594513500575e-12,
06-Jul-2019 17:00:00,1,0.1640042,8.41282599139959e-12,
06-Jul-2019 18:00:00,1,0.1621905,8.27071744424757e-12,
06-Jul-2019 19:00:00,1,0.1676699,7.95807864051312e-12,
06-Jul-2019 20:00:00,1,0.1454477,4.54747350886464e-12,
06-Jul-2019 21:00:00,1,0.1237352,7.84439180279151e-12,
06-Jul-2019 22:00:00,1,0.1637762,6.3664629124105e-12,
06-Jul-2019 23:00:00,1,0.1653357,1.25339738588082e-11,
07-Jul-2019 00:00:00,1,0.1508966,8.41282599139959e-12,
07-Jul-2019 01:00:00,1,0.1655918,9.12336872715969e-12,
07-Jul-2019 02:00:00,1,0.1706913,8.04334376880433e-12,
07-Jul-2019 03:00:00,1,0.1699907,7.19069248589221e-12,
07-Jul-2019 04:00:00,1,0.1682915,1.29034560814034e-11,
07-Jul-2019 05:00:00,1,0.1691787,7.84439180279151e-12,
07-Jul-2019 06:00:00,1,0.1701326,1.12265752250096e-11,
07-Jul-2019 07:00:00,1,0.1663918,8.01492205937393e-12,
07-Jul-2019 08:00:00,1,0.1362631,1.52340362546965e-11,
07-Jul-2019 09:00:00,1,0.1496814,1.04591890703887e-11,
07-Jul-2019 10:00:00,1,0.1636433,7.105427357601e-12,
07-Jul-2019 11:00:00,1,0.1631086,9.89075488178059e-12,
07-Jul-2019 12:00:00,1,0.172107,8.5265128291212e-12,
07-Jul-2019 13:00:00,1,0.1681352,1.07434061646927e-11,
07-Jul-2019 14:00:00,1,0.1625353,1.20508047984913e-11,
07-Jul-2019 15:00:00,1,0.1668873,9.9475983006414e-12,
07-Jul-2019 16:00:00,1,0.1672548,1.13686837721616e-11,
07-Jul-2019 17:00:00,1,0.1708911,1.03455022326671e-11,
07-Jul-2019 18:00:00,1,0.1730803,7.105427357601e-12,
07-Jul-2019 19:00:00,1,0.1681502,8.58335624798201e-12,
07-Jul-2019 20:00:00,1,0.1675167,7.38964445190504e-12,
07-Jul-2019 21:00:00,1,0.1611451,1.00044417195022e-11,
