hour_index,timestamp,source_chunk,max_branch_pf_error_mw,max_bus_angle_error_deg,max_result_pg_error_mw,max_released_operator_error_mw,max_corrected_operator_error_mw,max_independent_nodal_residual_mw,reference_angle_error_deg,max_active_rated_branch_overload_mw,replay_passed
20,2019-01-01T19:00:00,annual_1.mat,5.002220859751105e-12,2.8421709430404007e-13,1.0118128557223827e-11,6.59383658785373e-12,9.094947017729282e-12,3.0127011996228248e-12,0.0,564.148075866763,True
21,2019-01-01T20:00:00,annual_1.mat,3.950617610826157e-12,1.7053025658242404e-13,1.4779288903810084e-12,5.002220859751105e-12,7.048583938740194e-12,3.552713678800501e-12,0.0,539.1063149212761,True
22,2019-01-01T21:00:00,annual_1.mat,4.376943252282217e-12,1.4210854715202004e-13,3.979039320256561e-12,4.547473508864641e-12,8.185452315956354e-12,3.950617610826157e-12,0.0,480.00915285630515,True
23,2019-01-01T22:00:00,annual_1.mat,5.229594535194337e-12,1.5631940186722204e-13,4.774847184307873e-12,3.637978807091713e-12,6.821210263296962e-12,3.637978807091713e-12,0.0,485.325592641772,True
24,2019-01-01T23:00:00,annual_1.mat,5.059064278611913e-12,8.526512829121202e-14,1.8189894035458565e-12,3.637978807091713e-12,4.320099833421409e-12,1.0174971976084635e-11,0.0,424.6015534951322,True
25,2019-01-02T00:00:00,annual_1.mat,4.206412995699793e-12,1.2789769243681803e-13,3.637978807091713e-12,3.865352482534945e-12,6.139089236967266e-12,5.4285465012071654e-12,0.0,383.551669703378,True
26,2019-01-02T01:00:00,annual_1.mat,4.604316927725449e-12,1.5631940186722204e-13,4.206412995699793e-12,4.092726157978177e-12,6.59383658785373e-12,3.069544618483633e-12,0.0,332.95776751613903,True
27,2019-01-02T02:00:00,annual_1.mat,4.831690603168681e-12,1.5631940186722204e-13,3.865352482534945e-12,2.9558577807620168e-12,6.59383658785373e-12,4.376943252282217e-12,0.0,337.7057461759017,True
28,2019-01-02T03:00:00,annual_1.mat,4.064304448547773e-12,1.7053025658242404e-13,2.6147972675971687e-12,4.092726157978177e-12,7.16227077646181e-12,5.4285465012071654e-12,0.0,336.91283830927534,True
29,2019-01-02T04:00:00,annual_1.mat,2.9558577807620168e-12,1.2789769243681803e-13,4.206412995699793e-12,3.637978807091713e-12,5.9117155615240335e-12,2.1174173525650986e-12,0.0,340.06508554772995,True
30,2019-01-02T05:00:00,annual_1.mat,4.661160346586257e-12,1.5631940186722204e-13,5.002220859751105e-12,4.320099833421409e-12,7.73070496506989e-12,4.575895218295045e-12,0.0,368.36531975536104,True
31,2019-01-02T06:00:00,annual_1.mat,3.979039320256561e-12,1.7053025658242404e-13,3.183231456205249e-12,5.002220859751105e-12,1.0231815394945443e-11,4.490630090003833e-12,0.0,554.9868097481624,True
32,2019-01-02T07:00:00,annual_1.mat,5.286437954055145e-12,1.9895196601282805e-13,3.183231456205249e-12,5.002220859751105e-12,6.59383658785373e-12,3.723243935382925e-12,0.0,580.9119459515655,True
33,2019-01-02T08:00:00,annual_1.mat,5.229594535194337e-12,1.7053025658242404e-13,5.002220859751105e-12,5.229594535194337e-12,7.503331289626658e-12,6.73594513500575e-12,0.0,603.9484360147628,True
34,2019-01-02T09:00:00,annual_1.mat,8.242295734817162e-12,1.7053025658242404e-13,5.4569682106375694e-12,5.4569682106375694e-12,1.0459189070388675e-11,5.172751116333529e-12,0.0,610.464132946097,True
35,2019-01-02T10:00:00,annual_1.mat,5.6843418860808015e-12,1.4210854715202004e-13,5.229594535194337e-12,3.637978807091713e-12,6.139089236967266e-12,8.554934538551606e-12,0.0,653.8301878253093,True
36,2019-01-02T11:00:00,annual_1.mat,5.4569682106375694e-12,1.4210854715202004e-13,2.6147972675971687e-12,4.774847184307873e-12,1.0686562745831907e-11,5.002220859751105e-12,0.0,608.2364554696621,True
37,2019-01-02T12:00:00,annual_1.mat,6.792788553866558e-12,1.4210854715202004e-13,4.547473508864641e-12,4.831690603168681e-12,1.2732925824820995e-11,5.329070518200751e-12,0.0,561.1972910937544,True
38,2019-01-02T13:00:00,annual_1.mat,5.8548721426632255e-12,1.4210854715202004e-13,2.7284841053187847e-12,4.547473508864641e-12,5.002220859751105e-12,9.748646334628575e-12,0.0,544.5333552427429,True
39,2019-01-02T14:00:00,annual_1.mat,6.423306331271306e-12,1.9895196601282805e-13,4.320099833421409e-12,4.547473508864641e-12,6.821210263296962e-12,5.4285465012071654e-12,0.0,531.729287335503,True
40,2019-01-02T15:00:00,annual_1.mat,7.44648787076585e-12,1.4210854715202004e-13,3.637978807091713e-12,8.185452315956354e-12,6.821210263296962e-12,6.465938895416912e-12,0.0,598.8726910096041,True
41,2019-01-02T16:00:00,annual_1.mat,5.229594535194337e-12,1.7053025658242404e-13,4.092726157978177e-12,5.9117155615240335e-12,1.000444171950221e-11,5.6559201766503975e-12,0.0,671.2185836923519,True
42,2019-01-02T17:00:00,annual_1.mat,7.44648787076585e-12,2.2737367544323206e-13,5.229594535194337e-12,6.536993168992922e-12,1.0913936421275139e-11,9.947598300641403e-12,0.0,870.2500399908386,True
43,2019-01-02T18:00:00,annual_1.mat,4.888534022029489e-12,2.2737367544323206e-13,8.185452315956354e-12,5.4569682106375694e-12,8.640199666842818e-12,3.183231456205249e-12,0.0,788.4078097325237,True
44,2019-01-02T19:00:00,annual_1.mat,6.536993168992922e-12,1.7053025658242404e-13,5.002220859751105e-12,5.9117155615240335e-12,9.094947017729282e-12,7.787548383930698e-12,0.0,690.8853162426365,True
45,2019-01-02T20:00:00,annual_1.mat,6.707523425575346e-12,1.1368683772161603e-13,1.5916157281026244e-12,6.366462912410498e-12,8.86757334228605e-12,6.87805368215777e-12,0.0,658.6111155283106,True
46,2019-01-02T21:00:00,annual_1.mat,4.888534022029489e-12,1.9895196601282805e-13,3.069544618483633e-12,5.6843418860808015e-12,9.549694368615746e-12,6.0538241086760536e-12,0.0,629.1826609241473,True
47,2019-01-02T22:00:00,annual_1.mat,3.637978807091713e-12,1.4210854715202004e-13,5.684341886080801e-13,4.547473508864641e-12,5.229594535194337e-12,4.064304448547773e-12,0.0,566.7838623807415,True
