hour_index,timestamp,source_chunk,max_branch_pf_error_mw,max_bus_angle_error_deg,max_result_pg_error_mw,max_released_operator_error_mw,max_corrected_operator_error_mw,max_independent_nodal_residual_mw,reference_angle_error_deg,max_active_rated_branch_overload_mw,replay_passed
1826,2019-03-18T01:00:00,annual_1.mat,5.172751116333529e-12,1.1368683772161603e-13,5.6417093219351955e-12,5.6843418860808015e-12,8.185452315956354e-12,5.343281372915953e-12,0.0,729.5688467728442,True
1827,2019-03-18T02:00:00,annual_1.mat,5.343281372915953e-12,2.5579538487363607e-13,9.038103598868474e-12,8.185452315956354e-12,1.0913936421275139e-11,4.774847184307873e-12,0.0,651.8121050513427,True
1828,2019-03-18T03:00:00,annual_1.mat,5.3717030823463574e-12,1.9895196601282805e-13,9.379164112033322e-12,7.73070496506989e-12,8.412825991399586e-12,5.6843418860808015e-12,0.0,667.0982933089697,True
1829,2019-03-18T04:00:00,annual_1.mat,6.139089236967266e-12,2.2737367544323206e-13,7.815970093361102e-12,1.000444171950221e-11,7.275957614183426e-12,4.718003765447065e-12,0.0,644.8511857728253,True
1830,2019-03-18T05:00:00,annual_1.mat,6.849631972727366e-12,1.7053025658242404e-13,7.901235221652314e-12,6.139089236967266e-12,8.526512829121202e-12,7.673861546209082e-12,0.0,792.6983256702049,True
1831,2019-03-18T06:00:00,annual_1.mat,5.4569682106375694e-12,2.2737367544323206e-13,4.121147867408581e-12,7.275957614183426e-12,4.547473508864641e-12,1.0658141036401503e-11,0.0,821.2314297156406,True
1832,2019-03-18T07:00:00,annual_1.mat,7.844391802791506e-12,1.7053025658242404e-13,3.495870259939693e-12,5.6843418860808015e-12,8.640199666842818e-12,7.73070496506989e-12,0.0,760.7738430981067,True
1833,2019-03-18T08:00:00,annual_1.mat,7.844391802791506e-12,1.7053025658242404e-13,6.3806737671257e-12,5.9117155615240335e-12,8.640199666842818e-12,8.72546479513403e-12,0.0,960.2086121197331,True
1834,2019-03-18T09:00:00,annual_1.mat,7.815970093361102e-12,2.2737367544323206e-13,4.318323476582009e-12,8.640199666842818e-12,7.503331289626658e-12,6.366462912410498e-12,0.0,1016.0796311756842,True
1835,2019-03-18T10:00:00,annual_1.mat,5.229594535194337e-12,1.7053025658242404e-13,6.650680006714538e-12,6.366462912410498e-12,7.048583938740194e-12,5.7127635955112055e-12,0.0,903.6311517194324,True
1836,2019-03-18T11:00:00,annual_1.mat,6.59383658785373e-12,2.2737367544323206e-13,9.43600753089413e-12,6.366462912410498e-12,8.86757334228605e-12,8.100187187665142e-12,0.0,711.397604212538,True
1837,2019-03-18T12:00:00,annual_1.mat,7.617018127348274e-12,2.8421709430404007e-13,8.071765478234738e-12,6.821210263296962e-12,8.640199666842818e-12,6.366462912410498e-12,0.0,631.0590237585654,True
1838,2019-03-18T13:00:00,annual_1.mat,8.185452315956354e-12,2.8421709430404007e-13,9.919176591210999e-12,7.73070496506989e-12,1.0459189070388675e-11,6.45172804070171e-12,0.0,747.1842891377121,True
1839,2019-03-18T14:00:00,annual_1.mat,6.480149750132114e-12,1.9895196601282805e-13,8.569145393266808e-12,6.366462912410498e-12,8.640199666842818e-12,7.958078640513122e-12,0.0,689.6097011989885,True
1840,2019-03-18T15:00:00,annual_1.mat,6.0822458181064576e-12,2.2737367544323206e-13,7.673861546209082e-12,9.094947017729282e-12,1.0686562745831907e-11,7.133849067031406e-12,0.0,705.8748084082197,True
1841,2019-03-18T16:00:00,annual_1.mat,6.991740519879386e-12,1.9895196601282805e-13,4.590106073010247e-12,7.275957614183426e-12,5.9117155615240335e-12,7.958078640513122e-12,0.0,766.5994706548895,True
1842,2019-03-18T17:00:00,annual_1.mat,7.105427357601002e-12,2.5579538487363607e-13,8.753886504564434e-12,6.821210263296962e-12,8.412825991399586e-12,8.15703060652595e-12,0.0,916.6145058489317,True
1843,2019-03-18T18:00:00,annual_1.mat,6.934897101018578e-12,2.5579538487363607e-13,6.409095476556104e-12,6.366462912410498e-12,1.0686562745831907e-11,4.263256414560601e-12,0.0,940.1303516197661,True
1844,2019-03-18T19:00:00,annual_1.mat,6.87805368215777e-12,1.9895196601282805e-13,5.243805389909539e-12,7.503331289626658e-12,1.2505552149377763e-11,5.9117155615240335e-12,0.0,946.7209985547584,True
1845,2019-03-18T20:00:00,annual_1.mat,6.139089236967266e-12,2.2737367544323206e-13,6.977529665164184e-12,6.139089236967266e-12,5.4569682106375694e-12,1.071498445526231e-11,0.0,843.0101198723792,True
1846,2019-03-18T21:00:00,annual_1.mat,6.0254023992456496e-12,2.8421709430404007e-13,7.30437932361383e-12,7.73070496506989e-12,8.412825991399586e-12,8.58335624798201e-12,0.0,890.3922495942443,True
1847,2019-03-18T22:00:00,annual_1.mat,7.560174708487466e-12,2.5579538487363607e-13,9.336531547887716e-12,7.73070496506989e-12,1.1596057447604835e-11,1.0857093002414331e-11,0.0,801.5198859521156,True
1848,2019-03-18T23:00:00,annual_1.mat,6.139089236967266e-12,2.5579538487363607e-13,7.190692485892214e-12,6.821210263296962e-12,1.0913936421275139e-11,7.048583938740194e-12,0.0,746.6090461856297,True
1849,2019-03-19T00:00:00,annual_1.mat,5.115907697472721e-12,1.9895196601282805e-13,8.810729923425242e-12,7.958078640513122e-12,1.0686562745831907e-11,8.697043085703626e-12,0.0,766.128148200602,True
1850,2019-03-19T01:00:00,annual_1.mat,5.4569682106375694e-12,2.2737367544323206e-13,8.256506589532364e-12,9.094947017729282e-12,7.73070496506989e-12,7.844391802791506e-12,0.0,746.0516129552439,True
1851,2019-03-19T02:00:00,annual_1.mat,4.718003765447065e-12,1.9895196601282805e-13,6.465938895416912e-12,4.774847184307873e-12,7.275957614183426e-12,4.490630090003833e-12,0.0,660.4422328421675,True
1852,2019-03-19T03:00:00,annual_1.mat,6.821210263296962e-12,2.5579538487363607e-13,8.199663170671556e-12,7.503331289626658e-12,9.094947017729282e-12,8.114398042380344e-12,0.0,694.0835775056478,True
1853,2019-03-19T04:00:00,annual_1.mat,5.002220859751105e-12,1.7053025658242404e-13,5.5138116294983774e-12,6.139089236967266e-12,1.000444171950221e-11,6.281197784119286e-12,0.0,586.3000147615758,True
1854,2019-03-19T05:00:00,annual_1.mat,6.139089236967266e-12,2.5579538487363607e-13,7.87281351222191e-12,1.000444171950221e-11,1.3642420526593924e-11,7.290168468898628e-12,0.0,648.0102292814835,True
1855,2019-03-19T06:00:00,annual_1.mat,6.764366844436154e-12,1.8474111129762605e-13,5.5138116294983774e-12,7.275957614183426e-12,7.73070496506989e-12,5.343281372915953e-12,0.0,772.5601025980959,True
1856,2019-03-19T07:00:00,annual_1.mat,6.764366844436154e-12,1.2789769243681803e-13,3.126388037344441e-13,3.183231456205249e-12,4.774847184307873e-12,6.721734280290548e-12,0.0,834.9014395665401,True
1857,2019-03-19T08:00:00,annual_1.mat,5.059064278611913e-12,1.9895196601282805e-13,5.217160037318536e-12,6.139089236967266e-12,6.139089236967266e-12,5.016431714466307e-12,0.0,915.6860453666447,True
1858,2019-03-19T09:00:00,annual_1.mat,4.888534022029489e-12,2.2737367544323206e-13,5.6701310313655995e-12,7.958078640513122e-12,8.86757334228605e-12,7.73070496506989e-12,0.0,876.4915504262356,True
1859,2019-03-19T10:00:00,annual_1.mat,6.707523425575346e-12,1.9895196601282805e-13,6.636469151999336e-12,8.185452315956354e-12,9.322320693172514e-12,1.1141310096718371e-11,0.0,684.8590923477508,True
1860,2019-03-19T11:00:00,annual_1.mat,6.59383658785373e-12,1.7053025658242404e-13,8.853362487570848e-12,7.275957614183426e-12,6.366462912410498e-12,5.8122395785176195e-12,0.0,783.5652897563582,True
1861,2019-03-19T12:00:00,annual_1.mat,6.87805368215777e-12,2.5579538487363607e-13,1.2718714970105793e-11,8.640199666842818e-12,1.1823431123048067e-11,6.366462912410498e-12,0.0,668.2366903652875,True
1862,2019-03-19T13:00:00,annual_1.mat,5.229594535194337e-12,2.2737367544323206e-13,1.0743406164692715e-11,8.185452315956354e-12,1.0913936421275139e-11,3.808509063674137e-12,0.0,612.1288312200935,True
1863,2019-03-19T14:00:00,annual_1.mat,7.844391802791506e-12,2.2737367544323206e-13,5.300648808770347e-12,8.185452315956354e-12,6.366462912410498e-12,1.2022383089060895e-11,0.0,711.1001765558599,True
1864,2019-03-19T15:00:00,annual_1.mat,7.617018127348274e-12,2.5579538487363607e-13,1.0672351891116705e-11,7.73070496506989e-12,8.185452315956354e-12,9.265477274311706e-12,0.0,728.5588365160684,True
1865,2019-03-19T16:00:00,annual_1.mat,6.0254023992456496e-12,2.2737367544323206e-13,1.1468159755168017e-11,6.821210263296962e-12,1.0459189070388675e-11,1.0857093002414331e-11,0.0,739.388952570237,True
1866,2019-03-19T17:00:00,annual_1.mat,5.7980287238024175e-12,2.5579538487363607e-13,1.2960299500264227e-11,8.640199666842818e-12,1.000444171950221e-11,4.064304448547773e-12,0.0,771.285422725339,True
1867,2019-03-19T18:00:00,annual_1.mat,8.498091119690798e-12,2.5579538487363607e-13,8.782308213994838e-12,8.640199666842818e-12,1.2505552149377763e-11,5.258016244624741e-12,0.0,814.6288984610144,True
1868,2019-03-19T19:00:00,annual_1.mat,9.43600753089413e-12,2.5579538487363607e-13,8.213874025386758e-12,9.549694368615746e-12,8.412825991399586e-12,1.48929757415317e-11,0.0,902.364723284619,True
1869,2019-03-19T20:00:00,annual_1.mat,6.139089236967266e-12,2.2737367544323206e-13,1.0913936421275139e-11,9.322320693172514e-12,1.318767317570746e-11,6.139089236967266e-12,0.0,929.8689604576684,True
1870,2019-03-19T21:00:00,annual_1.mat,6.991740519879386e-12,2.5579538487363607e-13,8.526512829121202e-12,7.503331289626658e-12,1.2050804798491299e-11,6.0111915445304476e-12,0.0,915.0892046760569,True
1871,2019-03-19T22:00:00,annual_1.mat,5.002220859751105e-12,1.9895196601282805e-13,5.6701310313655995e-12,7.958078640513122e-12,9.094947017729282e-12,6.792788553866558e-12,0.0,769.657318751453,True
1872,2019-03-19T23:00:00,annual_1.mat,5.6843418860808015e-12,1.9895196601282805e-13,7.275957614183426e-12,7.503331289626658e-12,7.958078640513122e-12,9.848122317634989e-12,0.0,753.0024217253583,True
1873,2019-03-20T00:00:00,annual_1.mat,5.8548721426632255e-12,2.2737367544323206e-13,6.792788553866558e-12,8.185452315956354e-12,7.048583938740194e-12,4.945377440890297e-12,0.0,742.0888694339305,True
1874,2019-03-20T01:00:00,annual_1.mat,7.901235221652314e-12,2.5579538487363607e-13,8.455458555545192e-12,6.59383658785373e-12,8.412825991399586e-12,8.44124770082999e-12,0.0,620.9798085604848,True
1875,2019-03-20T02:00:00,annual_1.mat,6.0822458181064576e-12,1.7053025658242404e-13,5.8122395785176195e-12,5.6843418860808015e-12,7.048583938740194e-12,6.409095476556104e-12,0.0,619.4059074385162,True
1876,2019-03-20T03:00:00,annual_1.mat,7.332801033044234e-12,2.2737367544323206e-13,7.503331289626658e-12,5.9117155615240335e-12,1.0686562745831907e-11,5.4569682106375694e-12,0.0,584.604399139839,True
1877,2019-03-20T04:00:00,annual_1.mat,6.934897101018578e-12,2.8421709430404007e-13,8.668621376273222e-12,6.821210263296962e-12,9.322320693172514e-12,1.0857093002414331e-11,0.0,520.9384966524552,True
1878,2019-03-20T05:00:00,annual_1.mat,7.617018127348274e-12,1.4210854715202004e-13,4.774847184307873e-12,7.503331289626658e-12,7.275957614183426e-12,6.338041202980094e-12,0.0,647.6450727636199,True
1879,2019-03-20T06:00:00,annual_1.mat,7.16227077646181e-12,1.7053025658242404e-13,6.0254023992456496e-12,8.412825991399586e-12,9.322320693172514e-12,1.1539214028744027e-11,0.0,642.8912604173025,True
1880,2019-03-20T07:00:00,annual_1.mat,7.16227077646181e-12,2.5579538487363607e-13,7.133849067031406e-12,7.048583938740194e-12,7.275957614183426e-12,1.2789769243681803e-11,0.0,445.3175757548298,True
1881,2019-03-20T08:00:00,annual_1.mat,4.320099833421409e-12,1.7053025658242404e-13,8.526512829121202e-12,6.366462912410498e-12,1.000444171950221e-11,4.263256414560601e-12,0.0,707.4586445098925,True
1882,2019-03-20T09:00:00,annual_1.mat,5.4569682106375694e-12,2.2737367544323206e-13,1.092637091915094e-11,9.549694368615746e-12,9.094947017729282e-12,1.0857093002414331e-11,0.0,834.4669062006851,True
1883,2019-03-20T10:00:00,annual_1.mat,5.4569682106375694e-12,2.2737367544323206e-13,5.7127635955112055e-12,7.275957614183426e-12,1.2505552149377763e-11,6.45172804070171e-12,0.0,721.9628385912138,True
1884,2019-03-20T11:00:00,annual_1.mat,7.275957614183426e-12,1.9895196601282805e-13,7.560174708487466e-12,6.821210263296962e-12,8.412825991399586e-12,8.611777957412414e-12,0.0,631.7117532550969,True
1885,2019-03-20T12:00:00,annual_1.mat,8.071765478234738e-12,2.8421709430404007e-13,1.290345608140342e-11,8.640199666842818e-12,1.0913936421275139e-11,4.121147867408581e-12,0.0,629.9240740369625,True
1886,2019-03-20T13:00:00,annual_1.mat,1.0118128557223827e-11,2.5579538487363607e-13,1.1581846592889633e-11,1.0459189070388675e-11,1.1141310096718371e-11,9.15179043659009e-12,0.0,575.1931525801324,True
1887,2019-03-20T14:00:00,annual_1.mat,5.229594535194337e-12,2.5579538487363607e-13,1.0629719326971099e-11,8.185452315956354e-12,8.640199666842818e-12,7.503331289626658e-12,0.0,597.0871323772294,True
1888,2019-03-20T15:00:00,annual_1.mat,6.821210263296962e-12,1.8474111129762605e-13,3.652189661806915e-12,7.275957614183426e-12,9.777068044058979e-12,8.895995051716454e-12,0.0,517.5364629971839,True
1889,2019-03-20T16:00:00,annual_1.mat,7.02016222930979e-12,1.7053025658242404e-13,7.332801033044234e-12,7.275957614183426e-12,9.777068044058979e-12,4.661160346586257e-12,0.0,720.7159018420678,True
1890,2019-03-20T17:00:00,annual_1.mat,6.707523425575346e-12,2.2737367544323206e-13,8.611777957412414e-12,5.9117155615240335e-12,6.821210263296962e-12,5.5990767577895895e-12,0.0,794.2346378388697,True
1891,2019-03-20T18:00:00,annual_1.mat,7.673861546209082e-12,2.8421709430404007e-13,1.0459189070388675e-11,8.640199666842818e-12,1.0231815394945443e-11,1.1311840353300795e-11,0.0,848.2642992567869,True
1892,2019-03-20T19:00:00,annual_1.mat,8.469669410260394e-12,1.9895196601282805e-13,1.0587086762825493e-11,1.000444171950221e-11,9.094947017729282e-12,1.2391865311656147e-11,0.0,862.0436128889437,True
1893,2019-03-20T20:00:00,annual_1.mat,5.6843418860808015e-12,1.9895196601282805e-13,3.510081114654895e-12,6.366462912410498e-12,9.777068044058979e-12,3.922195901395753e-12,0.0,766.4316174565511,True
1894,2019-03-20T21:00:00,annual_1.mat,5.7980287238024175e-12,2.2737367544323206e-13,1.043076736095827e-11,1.0459189070388675e-11,9.777068044058979e-12,1.1056044968427159e-11,0.0,732.8656560207628,True
1895,2019-03-20T22:00:00,annual_1.mat,6.16751094639767e-12,1.9895196601282805e-13,6.266986929404084e-12,5.002220859751105e-12,1.1823431123048067e-11,5.030642569181509e-12,0.0,603.6495445099271,True
1896,2019-03-20T23:00:00,annual_1.mat,5.6559201766503975e-12,1.9895196601282805e-13,6.963318810448982e-12,6.252776074688882e-12,1.0686562745831907e-11,3.865352482534945e-12,0.0,604.4071751732223,True
1897,2019-03-21T00:00:00,annual_1.mat,5.172751116333529e-12,1.7053025658242404e-13,5.9117155615240335e-12,4.320099833421409e-12,6.139089236967266e-12,7.631228982063476e-12,0.0,549.780438223676,True
1898,2019-03-21T01:00:00,annual_1.mat,4.945377440890297e-12,1.7053025658242404e-13,4.050093593832571e-12,6.366462912410498e-12,5.5706550483591855e-12,8.995471034722868e-12,0.0,438.06653088595453,True
1899,2019-03-21T02:00:00,annual_1.mat,6.0254023992456496e-12,1.7053025658242404e-13,8.242295734817162e-12,6.821210263296962e-12,7.275957614183426e-12,9.109157872444484e-12,0.0,382.0831421027242,True
1900,2019-03-21T03:00:00,annual_1.mat,7.815970093361102e-12,1.7053025658242404e-13,5.6985527407960035e-12,5.229594535194337e-12,6.0254023992456496e-12,3.524291969370097e-12,0.0,324.0768588608462,True
1901,2019-03-21T04:00:00,annual_1.mat,6.139089236967266e-12,1.9895196601282805e-13,6.480149750132114e-12,5.6843418860808015e-12,5.9117155615240335e-12,8.895995051716454e-12,0.0,385.43491331095163,True
1902,2019-03-21T05:00:00,annual_1.mat,7.332801033044234e-12,2.5579538487363607e-13,1.043076736095827e-11,8.640199666842818e-12,9.094947017729282e-12,9.86233317235019e-12,0.0,410.03232760300205,True
1903,2019-03-21T06:00:00,annual_1.mat,7.16227077646181e-12,2.2737367544323206e-13,7.645439836778678e-12,8.185452315956354e-12,1.0913936421275139e-11,7.702283255639486e-12,0.0,372.40651176164295,True
1904,2019-03-21T07:00:00,annual_1.mat,6.821210263296962e-12,2.2737367544323206e-13,6.0680349633912556e-12,6.366462912410498e-12,1.5006662579253316e-11,1.0913936421275139e-11,0.0,562.5121644105961,True
1905,2019-03-21T08:00:00,annual_1.mat,6.821210263296962e-12,2.2737367544323206e-13,7.347011887759436e-12,8.640199666842818e-12,6.366462912410498e-12,7.673861546209082e-12,0.0,742.7924429899458,True
1906,2019-03-21T09:00:00,annual_1.mat,5.343281372915953e-12,2.8421709430404007e-13,1.0402345651527867e-11,7.73070496506989e-12,1.0913936421275139e-11,1.233502189279534e-11,0.0,723.1386901713804,True
1907,2019-03-21T10:00:00,annual_1.mat,7.16227077646181e-12,3.410605131648481e-13,1.2349232747510541e-11,1.0459189070388675e-11,1.000444171950221e-11,1.0828671292983927e-11,0.0,736.5343696735094,True
1908,2019-03-21T11:00:00,annual_1.mat,8.128608897095546e-12,2.8421709430404007e-13,1.0160761121369433e-11,9.094947017729282e-12,1.0913936421275139e-11,5.9969806898152456e-12,0.0,763.934754154852,True
1909,2019-03-21T12:00:00,annual_1.mat,5.6843418860808015e-12,2.2737367544323206e-13,4.7339909770016675e-12,5.9117155615240335e-12,1.0231815394945443e-11,8.526512829121202e-12,0.0,801.3235161708697,True
1910,2019-03-21T13:00:00,annual_1.mat,5.343281372915953e-12,1.4210854715202004e-13,5.188738327888132e-12,5.4569682106375694e-12,8.412825991399586e-12,4.149569576838985e-12,0.0,759.2065406964541,True
1911,2019-03-21T14:00:00,annual_1.mat,6.73594513500575e-12,2.2737367544323206e-13,6.16751094639767e-12,6.139089236967266e-12,8.86757334228605e-12,1.2022383089060895e-11,0.0,640.4075545149063,True
1912,2019-03-21T15:00:00,annual_1.mat,6.0254023992456496e-12,1.4210854715202004e-13,7.034373084024992e-12,1.000444171950221e-11,7.958078640513122e-12,1.0516032489249483e-11,0.0,685.014687208083,True
1913,2019-03-21T16:00:00,annual_1.mat,8.128608897095546e-12,1.9895196601282805e-13,7.716494110354688e-12,6.366462912410498e-12,9.549694368615746e-12,7.190692485892214e-12,0.0,652.2599678420485,True
1914,2019-03-21T17:00:00,annual_1.mat,4.604316927725449e-12,1.7053025658242404e-13,4.959588295605499e-12,5.002220859751105e-12,7.048583938740194e-12,9.237055564881302e-12,0.0,750.6574391110512,True
1915,2019-03-21T18:00:00,annual_1.mat,6.821210263296962e-12,2.5579538487363607e-13,1.0727418953138113e-11,9.094947017729282e-12,1.1141310096718371e-11,6.366462912410498e-12,0.0,748.7743962497216,True
1916,2019-03-21T19:00:00,annual_1.mat,7.673861546209082e-12,1.9895196601282805e-13,5.5848659030743875e-12,8.185452315956354e-12,8.185452315956354e-12,5.314859663485549e-12,0.0,723.8311280132511,True
1917,2019-03-21T20:00:00,annual_1.mat,7.275957614183426e-12,2.5579538487363607e-13,8.213874025386758e-12,9.094947017729282e-12,8.185452315956354e-12,9.492850949754938e-12,0.0,620.008393888071,True
1918,2019-03-21T21:00:00,annual_1.mat,6.821210263296962e-12,2.5579538487363607e-13,8.455458555545192e-12,8.185452315956354e-12,1.1368683772161603e-11,1.057287590811029e-11,0.0,647.5493022520714,True
1919,2019-03-21T22:00:00,annual_1.mat,8.128608897095546e-12,2.2737367544323206e-13,8.469669410260394e-12,8.185452315956354e-12,8.412825991399586e-12,1.3301360013429075e-11,0.0,575.7948119385289,True
1920,2019-03-21T23:00:00,annual_1.mat,9.29389898374211e-12,1.5631940186722204e-13,4.760636329592671e-12,8.753886504564434e-12,1.0686562745831907e-11,4.547473508864641e-12,0.0,659.4605390697559,True
1921,2019-03-22T00:00:00,annual_1.mat,6.0822458181064576e-12,1.9895196601282805e-13,8.22808488010196e-12,5.6843418860808015e-12,6.366462912410498e-12,4.718003765447065e-12,0.0,552.3230687109087,True
1922,2019-03-22T01:00:00,annual_1.mat,6.423306331271306e-12,1.7053025658242404e-13,8.355982572538778e-12,6.59383658785373e-12,6.821210263296962e-12,6.153300091682468e-12,0.0,475.9113721297822,True
1923,2019-03-22T02:00:00,annual_1.mat,6.30961949354969e-12,2.2737367544323206e-13,9.677592061052565e-12,6.59383658785373e-12,8.640199666842818e-12,3.296918293926865e-12,0.0,450.7917585393783,True
1924,2019-03-22T03:00:00,annual_1.mat,5.343281372915953e-12,2.2737367544323206e-13,5.101696842757519e-12,5.002220859751105e-12,7.503331289626658e-12,3.183231456205249e-12,0.0,379.3255347720394,True
1925,2019-03-22T04:00:00,annual_1.mat,8.810729923425242e-12,1.9895196601282805e-13,6.30961949354969e-12,5.9117155615240335e-12,1.0459189070388675e-11,1.1425527191022411e-11,0.0,401.7519919885931,True
1926,2019-03-22T05:00:00,annual_1.mat,6.821210263296962e-12,1.9895196601282805e-13,7.58859641791787e-12,7.73070496506989e-12,6.821210263296962e-12,1.2875034371973015e-11,0.0,332.89878829269014,True
1927,2019-03-22T06:00:00,annual_1.mat,8.01492205937393e-12,2.8421709430404007e-13,8.895995051716454e-12,1.0459189070388675e-11,1.1823431123048067e-11,1.1112888387287967e-11,0.0,430.6732555429305,True
1928,2019-03-22T07:00:00,annual_1.mat,5.4569682106375694e-12,2.2737367544323206e-13,9.15179043659009e-12,5.9117155615240335e-12,1.0231815394945443e-11,4.149569576838985e-12,0.0,560.8498521793691,True
1929,2019-03-22T08:00:00,annual_1.mat,6.991740519879386e-12,2.2737367544323206e-13,9.322320693172514e-12,8.86757334228605e-12,1.2505552149377763e-11,6.0254023992456496e-12,0.0,751.1143978080092,True
1930,2019-03-22T09:00:00,annual_1.mat,6.536993168992922e-12,2.2737367544323206e-13,9.904965736495797e-12,7.275957614183426e-12,8.640199666842818e-12,8.86757334228605e-12,0.0,793.0870226788268,True
1931,2019-03-22T10:00:00,annual_1.mat,6.934897101018578e-12,2.2737367544323206e-13,7.958078640513122e-12,6.821210263296962e-12,1.1596057447604835e-11,4.092726157978177e-12,0.0,847.8198509594745,True
1932,2019-03-22T11:00:00,annual_1.mat,6.252776074688882e-12,3.126388037344441e-13,8.895995051716454e-12,1.000444171950221e-11,1.1141310096718371e-11,4.462208380573429e-12,0.0,855.3730417583463,True
1933,2019-03-22T12:00:00,annual_1.mat,4.831690603168681e-12,1.9895196601282805e-13,8.01492205937393e-12,5.9117155615240335e-12,1.2050804798491299e-11,4.206412995699793e-12,0.0,774.2359843992681,True
1934,2019-03-22T13:00:00,annual_1.mat,6.252776074688882e-12,2.8421709430404007e-13,8.611777957412414e-12,7.73070496506989e-12,8.640199666842818e-12,8.01492205937393e-12,0.0,719.2212367723168,True
1935,2019-03-22T14:00:00,annual_1.mat,9.890754881780595e-12,2.5579538487363607e-13,1.1993961379630491e-11,1.1368683772161603e-11,1.000444171950221e-11,7.474909580196254e-12,0.0,716.0925032693433,True
1936,2019-03-22T15:00:00,annual_1.mat,6.366462912410498e-12,1.9895196601282805e-13,7.830180948076304e-12,1.000444171950221e-11,9.094947017729282e-12,9.265477274311706e-12,0.0,679.8503123337866,True
1937,2019-03-22T16:00:00,annual_1.mat,9.137579581874888e-12,2.5579538487363607e-13,6.0680349633912556e-12,9.094947017729282e-12,1.0913936421275139e-11,4.092726157978177e-12,0.0,733.7013403106935,True
1938,2019-03-22T17:00:00,annual_1.mat,7.958078640513122e-12,2.2737367544323206e-13,9.208633855450898e-12,1.0459189070388675e-11,1.3415046851150692e-11,7.133849067031406e-12,0.0,797.4475589310969,True
1939,2019-03-22T18:00:00,annual_1.mat,9.265477274311706e-12,2.2737367544323206e-13,8.967049325292464e-12,7.275957614183426e-12,8.185452315956354e-12,9.180212146020494e-12,0.0,781.579186458373,True
1940,2019-03-22T19:00:00,annual_1.mat,7.560174708487466e-12,1.9895196601282805e-13,7.58859641791787e-12,6.0254023992456496e-12,1.000444171950221e-11,6.338041202980094e-12,0.0,616.2346234745675,True
1941,2019-03-22T20:00:00,annual_1.mat,6.59383658785373e-12,2.2737367544323206e-13,6.991740519879386e-12,6.366462912410498e-12,9.777068044058979e-12,6.366462912410498e-12,0.0,606.5516677251082,True
1942,2019-03-22T21:00:00,annual_1.mat,8.753886504564434e-12,2.8421709430404007e-13,1.0061285138363019e-11,8.185452315956354e-12,9.094947017729282e-12,7.332801033044234e-12,0.0,573.1463729721409,True
1943,2019-03-22T22:00:00,annual_1.mat,5.6274984672199935e-12,2.2737367544323206e-13,5.6985527407960035e-12,9.094947017729282e-12,1.3415046851150692e-11,4.945377440890297e-12,0.0,558.639990970232,True
1944,2019-03-22T23:00:00,annual_1.mat,6.366462912410498e-12,1.7053025658242404e-13,2.8563817977556027e-12,4.547473508864641e-12,8.412825991399586e-12,1.1169731806148775e-11,0.0,481.3536990430583,True
1945,2019-03-23T00:00:00,annual_1.mat,6.679101716144942e-12,1.7053025658242404e-13,9.038103598868474e-12,8.185452315956354e-12,1.0231815394945443e-11,7.958078640513122e-12,0.0,340.73491917736794,True
1946,2019-03-23T01:00:00,annual_1.mat,7.617018127348274e-12,1.9895196601282805e-13,5.6843418860808015e-12,5.002220859751105e-12,7.958078640513122e-12,3.410605131648481e-12,0.0,297.82227902466616,True
1947,2019-03-23T02:00:00,annual_1.mat,4.433786671143025e-12,1.7053025658242404e-13,4.447997525858227e-12,5.9117155615240335e-12,5.002220859751105e-12,4.035882739117369e-12,0.0,287.285671485748,True
1948,2019-03-23T03:00:00,annual_1.mat,4.774847184307873e-12,2.2737367544323206e-13,6.508571459562518e-12,5.9117155615240335e-12,1.000444171950221e-11,8.185452315956354e-12,0.0,297.8183262691715,True
1949,2019-03-23T04:00:00,annual_1.mat,4.064304448547773e-12,2.2737367544323206e-13,6.508571459562518e-12,7.73070496506989e-12,9.322320693172514e-12,3.382183422218077e-12,0.0,270.9679475495087,True
1950,2019-03-23T05:00:00,annual_1.mat,5.6843418860808015e-12,1.7053025658242404e-13,6.679101716144942e-12,6.821210263296962e-12,1.000444171950221e-11,1.0388134796812665e-11,0.0,249.88666694107826,True
1951,2019-03-23T06:00:00,annual_1.mat,6.480149750132114e-12,1.7053025658242404e-13,9.464429240324534e-12,6.821210263296962e-12,8.86757334228605e-12,7.58859641791787e-12,0.0,225.49270646621994,True
1952,2019-03-23T07:00:00,annual_1.mat,6.195932655828074e-12,2.2737367544323206e-13,9.634959496906959e-12,6.821210263296962e-12,8.640199666842818e-12,1.1056044968427159e-11,0.0,218.94115267764187,True
1953,2019-03-23T08:00:00,annual_1.mat,5.002220859751105e-12,1.9895196601282805e-13,5.4996007747831754e-12,5.002220859751105e-12,8.412825991399586e-12,6.622258297284134e-12,0.0,512.8409637918229,True
1954,2019-03-23T09:00:00,annual_1.mat,3.694822225952521e-12,1.7053025658242404e-13,3.495870259939693e-12,5.4569682106375694e-12,5.9117155615240335e-12,7.30437932361383e-12,0.0,735.0463344421175,True
1955,2019-03-23T10:00:00,annual_1.mat,4.547473508864641e-12,1.9895196601282805e-13,7.418066161335446e-12,5.229594535194337e-12,9.549694368615746e-12,4.661160346586257e-12,0.0,788.4324977788158,True
