times,status,seconds,balance_residual,errors
01-Jan-2019 00:00:00,1,6.5066454,4.66116034658626e-12,
01-Jan-2019 01:00:00,1,0.8167474,7.73070496506989e-12,
01-Jan-2019 02:00:00,1,0.4977853,1.00044417195022e-11,
01-Jan-2019 03:00:00,1,0.320297,5.17275111633353e-12,
01-Jan-2019 04:00:00,1,0.7757969,8.95283847057726e-12,
01-Jan-2019 05:00:00,1,0.1984824,1.27897692436818e-11,
01-Jan-2019 06:00:00,1,0.1673744,6.76436684443615e-12,
01-Jan-2019 07:00:00,1,0.1640099,7.90123522165231e-12,
01-Jan-2019 08:00:00,1,0.1423411,5.00222085975111e-12,
01-Jan-2019 09:00:00,1,0.157733,8.18545231595635e-12,
01-Jan-2019 10:00:00,1,0.176443,1.07434061646927e-11,
01-Jan-2019 11:00:00,1,0.1694264,1.10844666778576e-11,
01-Jan-2019 12:00:00,1,0.1683576,7.105427357601e-12,
01-Jan-2019 13:00:00,1,0.1739693,7.27595761418343e-12,
01-Jan-2019 14:00:00,1,0.1722857,6.19593265582807e-12,
01-Jan-2019 15:00:00,1,0.1711615,6.05382410867605e-12,
01-Jan-2019 16:00:00,1,0.1708014,7.7875483839307e-12,
01-Jan-2019 17:00:00,1,0.1333873,8.86757334228605e-12,
01-Jan-2019 18:00:00,1,0.1733966,9.9475983006414e-12,
01-Jan-2019 19:00:00,1,0.1765456,1.28466126625426e-11,
01-Jan-2019 20:00:00,1,0.1578361,6.11066752753686e-12,
01-Jan-2019 21:00:00,1,0.1688079,8.64019966684282e-12,
01-Jan-2019 22:00:00,1,0.1621576,7.61701812734827e-12,
01-Jan-2019 23:00:00,1,0.1663255,8.12860889709555e-12,
02-Jan-2019 00:00:00,1,0.1492245,1.01181285572238e-11,
02-Jan-2019 01:00:00,1,0.1722204,7.73070496506989e-12,
02-Jan-2019 02:00:00,1,0.1365917,5.85487214266323e-12,
02-Jan-2019 03:00:00,1,0.1471891,7.8159700933611e-12,
02-Jan-2019 04:00:00,1,0.1701731,9.60653778747655e-12,
02-Jan-2019 05:00:00,1,0.172861,5.28643795405515e-12,
02-Jan-2019 06:00:00,1,0.1723905,8.41282599139959e-12,
02-Jan-2019 07:00:00,1,0.1538373,9.9475983006414e-12,
02-Jan-2019 08:00:00,1,0.1482261,7.105427357601e-12,
02-Jan-2019 09:00:00,1,0.1523332,1.49498191603925e-11,
02-Jan-2019 10:00:00,1,0.1554532,1.10276232589968e-11,
02-Jan-2019 11:00:00,1,0.1569027,1.48929757415317e-11,
02-Jan-2019 12:00:00,1,0.1606058,1.06297193269711e-11,
02-Jan-2019 13:00:00,1,0.1712818,1.70530256582424e-11,
02-Jan-2019 14:00:00,1,0.161566,1.13686837721616e-11,
02-Jan-2019 15:00:00,1,0.1690794,7.105427357601e-12,
02-Jan-2019 16:00:00,1,0.1523438,1.2448708730517e-11,
02-Jan-2019 17:00:00,1,0.1572378,9.26547727431171e-12,
02-Jan-2019 18:00:00,1,0.1718417,7.16227077646181e-12,
02-Jan-2019 19:00:00,1,0.1636614,9.89075488178059e-12,
02-Jan-2019 20:00:00,1,0.1651136,1.48929757415317e-11,
02-Jan-2019 21:00:00,1,0.1658392,6.21014351054328e-12,
02-Jan-2019 22:00:00,1,0.1629135,6.82121026329696e-12,
02-Jan-2019 23:00:00,1,0.1652707,6.08224581810646e-12,
03-Jan-2019 00:00:00,1,0.1697398,6.76436684443615e-12,
03-Jan-2019 01:00:00,1,0.1685128,1.09707798401359e-11,
03-Jan-2019 02:00:00,1,0.1633969,9.60653778747655e-12,
03-Jan-2019 03:00:00,1,0.1727655,7.16227077646181e-12,
03-Jan-2019 04:00:00,1,0.140839,7.84439180279151e-12,
03-Jan-2019 05:00:00,1,0.1437624,6.11066752753686e-12,
03-Jan-2019 06:00:00,1,0.1678673,7.41806616133545e-12,
03-Jan-2019 07:00:00,1,0.1633429,8.46966941026039e-12,
03-Jan-2019 08:00:00,1,0.1546269,7.7875483839307e-12,
03-Jan-2019 09:00:00,1,0.1717798,1.13686837721616e-11,
03-Jan-2019 10:00:00,1,0.1678998,1.32445165945683e-11,
03-Jan-2019 11:00:00,1,0.1682987,1.3926637620898e-11,
03-Jan-2019 12:00:00,1,0.166294,1.17665877041873e-11,
03-Jan-2019 13:00:00,1,0.1637087,9.43600753089413e-12,
03-Jan-2019 14:00:00,1,0.1677448,1.4495071809506e-11,
03-Jan-2019 15:00:00,1,0.1748829,9.43600753089413e-12,
03-Jan-2019 16:00:00,1,0.169129,9.26547727431171e-12,
03-Jan-2019 17:00:00,1,0.1652955,8.41282599139959e-12,
03-Jan-2019 18:00:00,1,0.1688689,8.12860889709555e-12,
03-Jan-2019 19:00:00,1,0.1624326,1.10276232589968e-11,
03-Jan-2019 20:00:00,1,0.1643992,1.39834810397588e-11,
03-Jan-2019 21:00:00,1,0.1657523,8.92441676114686e-12,
03-Jan-2019 22:00:00,1,0.1662525,6.59383658785373e-12,
03-Jan-2019 23:00:00,1,0.1687063,8.46966941026039e-12,
04-Jan-2019 00:00:00,1,0.173227,7.84439180279151e-12,
04-Jan-2019 01:00:00,1,0.1477472,7.16227077646181e-12,
04-Jan-2019 02:00:00,1,0.1549575,5.45696821063757e-12,
04-Jan-2019 03:00:00,1,0.1639958,1.07718278741231e-11,
04-Jan-2019 04:00:00,1,0.166832,7.53175299905706e-12,
04-Jan-2019 05:00:00,1,0.1673005,7.87281351222191e-12,
04-Jan-2019 06:00:00,1,0.1643588,7.84439180279151e-12,
04-Jan-2019 07:00:00,1,0.1660231,1.5404566511279e-11,
04-Jan-2019 08:00:00,1,0.1492925,9.89075488178059e-12,
04-Jan-2019 09:00:00,1,0.153382,8.92441676114686e-12,
04-Jan-2019 10:00:00,1,0.1713955,6.19593265582807e-12,
04-Jan-2019 11:00:00,1,0.1711218,4.49063009000383e-12,
04-Jan-2019 12:00:00,1,0.1719231,8.18545231595635e-12,
04-Jan-2019 13:00:00,1,0.1678097,8.18545231595635e-12,
04-Jan-2019 14:00:00,1,0.1652041,1.26760824059602e-11,
04-Jan-2019 15:00:00,1,0.1622814,8.86757334228605e-12,
04-Jan-2019 16:00:00,1,0.1693092,1.23918653116561e-11,
