scope,operator_variant,interface,month,observations,sum_absolute_error_mw,sum_absolute_observed_mw,actual_flow_wape_pct,mae_mw,rmse_mw,bias_sim_minus_observed_mw,mape_nonzero_actual_pct,max_nonzero_actual_error_pct,mape_defined_observations,zero_actual_flow_count,min_absolute_observed_mw,min_nonzero_absolute_observed_mw,opposite_direction_count,opposite_direction_fraction,zero_prediction_nonzero_actual_count,positive_limit_9999_count,paper_error_q025_pct,paper_error_q25_pct,paper_error_median_pct,paper_error_q75_pct,paper_error_q975_pct,fraction_absolute_paper_error_le_10pct,fraction_absolute_paper_error_le_15pct
unimputed_unambiguous_hour_sensitivity,literal_released_plot,Dun/SPR-South,9,720,341579.508479,2220090.02706,15.3858404081,474.415983998,595.187603015,344.48544296,15.6168314717,73.8722384233,720,0,2158.57666667,2158.57666667,0,0,0,0,-32.6054591272,-14.5234644748,-7.87271048096,-0.942446374016,12.7686804267,0.511111111111,0.748611111111
unimputed_unambiguous_hour_sensitivity,literal_released_plot,Dun/SPR-South,10,744,262703.593844,2063846.44257,12.7288342982,353.096228284,435.061685982,-23.4183657469,13.3668943594,83.1621918582,744,0,1421.765,1421.765,0,0,0,0,-19.1683128123,-6.19950281267,1.40823588304,7.44403664967,17.2155464687,0.684139784946,0.895161290323
unimputed_unambiguous_hour_sensitivity,literal_released_plot,Dun/SPR-South,11,719,381124.41599,1745980.83065,21.8286712718,530.075682879,642.037633588,476.176212306,24.9820107627,112.104425954,719,0,1095.85583333,1095.85583333,0,0,0,0,-29.2263165333,-16.667274879,-10.1881920206,-3.54444344758,8.11582742167,0.475660639777,0.687065368567
unimputed_unambiguous_hour_sensitivity,literal_released_plot,Dun/SPR-South,12,743,526221.932918,1823662.96704,28.8552184493,708.239479028,796.446077281,707.521176402,31.5127502331,99.5809483229,743,0,1317.39916667,1317.39916667,0,0,0,0,-32.2522421573,-20.3808312895,-15.1284082149,-9.39582176169,-1.87991856419,0.274562584118,0.49663526245
unimputed_unambiguous_hour_sensitivity,corrected_released_if_map,Dysinger East,1,744,204827.615108,1076283.65645,19.0310067314,275.305934285,335.074416537,-80.6010217943,25.6147095445,3424.60860918,744,0,5.22916666667,5.22916666667,1,0.00134408602151,0,0,-17.339119061,-5.06677410452,3.20824421934,9.92379048819,22.4692762065,0.629032258065,0.842741935484
unimputed_unambiguous_hour_sensitivity,corrected_released_if_map,Dysinger East,2,672,113697.01071,668820.185245,16.999638052,169.191980224,211.807688298,73.4996591201,20.5943103056,184.050490465,672,0,155.803333333,155.803333333,0,0,0,0,-14.3399862665,-6.54361091959,-2.72966009433,1.26090654868,11.9779361165,0.858630952381,0.974702380952
unimputed_unambiguous_hour_sensitivity,corrected_released_if_map,Dysinger East,3,743,118295.83202,820254.056386,14.4218527295,159.213771225,193.743251977,-12.4982675746,16.677051668,133.956263701,743,0,115.324166667,115.324166667,1,0.00134589502019,0,0,-11.432111326,-4.07092267336,0.798435907141,4.82907635951,11.6790654949,0.900403768506,0.993270524899
unimputed_unambiguous_hour_sensitivity,corrected_released_if_map,Dysinger East,4,720,208038.348463,666268.107583,31.2244194334,288.942150642,342.975385638,279.549353449,280.790810167,116113.79992,720,0,0.469230769231,0.469230769231,30,0.0416666666667,0,0,-22.4197081718,-13.3895995832,-8.6291013142,-4.47983836518,2.08697137176,0.580555555556,0.8125
unimputed_unambiguous_hour_sensitivity,corrected_released_if_map,Dysinger East,5,744,188150.588905,842022.191896,22.345086711,252.890576485,297.330703979,237.06946032,26.2493110381,256.217542201,744,0,259.820833333,259.820833333,0,0,0,0,-21.4882250384,-12.3239445262,-8.15273530042,-3.99149344701,3.69798507345,0.614247311828,0.862903225806
unimputed_unambiguous_hour_sensitivity,corrected_released_if_map,Dysinger East,6,720,167079.681893,716634.835149,23.3144795227,232.055113741,272.322781328,188.651556156,25.614133334,143.11856153,720,0,192.5075,192.5075,0,0,0,0,-17.3215770295,-10.3809778972,-6.58550208955,-2.08709680526,7.55355209519,0.722222222222,0.947222222222
unimputed_unambiguous_hour_sensitivity,corrected_released_if_map,Dysinger East,7,744,161686.691843,775523.352101,20.8487199521,217.32082237,272.795849334,-168.502211023,21.4069699176,115.073325815,744,0,338.875833333,338.875833333,1,0.00134408602151,0,0,-7.09944822843,0.225340153514,5.13026306796,10.1193731073,19.1810444753,0.743279569892,0.905913978495
unimputed_unambiguous_hour_sensitivity,corrected_released_if_map,Dysinger East,8,744,151775.597807,554880.28436,27.352854676,203.999459418,260.424706243,-140.487088942,32.8755739452,2402.91941969,744,0,6.58583333333,6.58583333333,11,0.0147849462366,0,0,-7.24404319102,-0.710089009319,4.02233352556,9.14593269226,18.6059072165,0.770161290323,0.92876344086
unimputed_unambiguous_hour_sensitivity,corrected_released_if_map,Dysinger East,9,720,92761.304359,433178.000118,21.4141309886,128.835144943,160.749476438,53.3411979104,36.1783849536,4929.36452409,720,0,6.3725,6.3725,2,0.00277777777778,0,0,-10.5485583721,-4.92557636388,-1.82592074641,1.47471024768,8.19409782746,0.956944444444,0.998611111111
unimputed_unambiguous_hour_sensitivity,corrected_released_if_map,Dysinger East,10,744,163579.104361,453200.908143,36.0941695883,219.864387582,271.61522359,-0.719717195655,116.239511369,55277.3597893,744,0,0.4175,0.4175,9,0.0120967741935,0,0,-15.2715241819,-6.06881211769,-0.582753302802,5.71341297921,18.866594682,0.745967741935,0.915322580645
unimputed_unambiguous_hour_sensitivity,corrected_released_if_map,Dysinger East,11,719,127534.987391,443638.917236,28.7474751281,177.378285662,211.061239515,151.794675329,62.9238542289,6518.78864416,719,0,5.4075,5.4075,22,0.0305980528512,0,0,-14.423311824,-8.77258389037,-5.28640583083,-1.90530374052,5.42644537782,0.833101529903,0.981919332406
unimputed_unambiguous_hour_sensitivity,corrected_released_if_map,Dysinger East,12,743,141278.784192,722228.38962,19.5615107661,190.146412102,233.808597737,59.2807141852,26.490814757,327.034151032,743,0,119.635833333,119.635833333,0,0,0,0,-14.42833054,-6.78423142501,-2.3112004739,2.94637143013,13.482640898,0.810228802153,0.963660834455
unimputed_unambiguous_hour_sensitivity,corrected_released_if_map,West Central,1,744,204887.571922,634988.685371,32.2663342895,275.386521401,334.437474798,-51.7850867012,41.7795305507,639.273480378,744,0,27.2008333333,27.2008333333,8,0.010752688172,0,744,-5.85526573495,-1.87222655408,0.703205596089,2.90875738379,6.83762999019,0.998655913978,1
unimputed_unambiguous_hour_sensitivity,corrected_released_if_map,West Central,2,672,122166.397968,304324.604728,40.1434507987,181.795235071,224.658341773,100.679003667,173.506814351,9944.27615706,672,0,2.46083333333,2.46083333333,57,0.0848214285714,0,672,-4.84863836953,-2.38450446831,-1.13331784888,0.15589692663,3.55317238604,1,1
unimputed_unambiguous_hour_sensitivity,corrected_released_if_map,West Central,3,743,116705.286499,464992.287528,25.0983273551,157.073063929,192.189425326,11.4064794675,67.8174588494,10378.6377139,743,0,2.74083333333,2.74083333333,23,0.0309555854643,0,743,-3.80189023683,-1.51854924859,0.0414557353156,1.23107318225,3.41100521011,1,1
unimputed_unambiguous_hour_sensitivity,corrected_released_if_map,West Central,4,720,220153.631666,414126.804188,53.1609230409,305.76893287,358.64180496,299.063837143,122.407294615,15135.6313425,720,0,3.8025,3.8025,43,0.0597222222222,0,720,-6.9775289063,-4.37619389288,-2.8777680095,-1.56449100628,0.490799379918,1,1
unimputed_unambiguous_hour_sensitivity,corrected_released_if_map,West Central,5,744,201713.342174,573574.783353,35.1677493552,271.120083568,315.835719038,258.840502623,54.3766019603,2303.5952251,744,0,16.9541666667,16.9541666667,2,0.00268817204301,0,744,-6.14203228643,-3.78445893144,-2.61850459993,-1.39204010131,0.906464574739,1,1
unimputed_unambiguous_hour_sensitivity,corrected_released_if_map,West Central,6,720,191383.366666,369346.877321,51.8167008895,265.810231481,320.127387806,224.230546428,95.9078823651,5375.92341025,720,0,7.07,7.07,24,0.0333333333333,0,720,-6.77619338306,-3.57107303173,-2.31993654214,-0.848823178819,2.22531600176,0.995833333333,1
unimputed_unambiguous_hour_sensitivity,corrected_released_if_map,West Central,7,744,146427.905872,277575.03173,52.7525494492,196.811701441,248.251026237,-124.935672233,321.739258598,129898.452982,744,0,0.423333333333,0.423333333333,116,0.155913978495,0,744,-2.67351964991,-0.326230386122,1.15342827796,2.76158677703,5.59330171559,1,1
unimputed_unambiguous_hour_sensitivity,corrected_released_if_map,West Central,8,744,139109.617981,174333.70527,79.7950217175,186.975292985,236.85346986,-95.3377790166,548.339195985,140293.886761,744,0,0.179166666667,0.179166666667,200,0.268817204301,0,744,-2.73441580214,-0.663334000406,0.800299912896,2.42133833172,5.38510524204,1,1
unimputed_unambiguous_hour_sensitivity,corrected_released_if_map,West Central,9,720,103151.403408,178029.049202,57.9407708296,143.265838067,176.755303236,91.3673752206,396.772440672,107622.407727,720,0,0.135,0.135,111,0.154166666667,0,720,-3.70118928698,-1.95382062954,-0.952662580971,0.0348648956767,2.17876038527,1,1
unimputed_unambiguous_hour_sensitivity,corrected_released_if_map,West Central,10,744,168364.453425,182921.818434,92.0417557985,226.296308367,276.869983244,33.8744112123,267.927194265,6614.71420634,744,0,2.9475,2.9475,170,0.228494623656,0,744,-5.18042869064,-2.2643439631,-0.574987983024,1.50477524186,5.73633916046,1,1
unimputed_unambiguous_hour_sensitivity,corrected_released_if_map,West Central,11,719,147443.01633,177019.449088,83.2919868918,205.0667821,239.758148785,188.315057406,729.5912858,152463.109117,719,0,0.195,0.195,169,0.23504867872,0,719,-4.69453014874,-2.9332613832,-1.9490513283,-0.915286586755,1.26280083337,1,1
unimputed_unambiguous_hour_sensitivity,corrected_released_if_map,West Central,12,743,152029.882662,336750.554076,45.146141802,204.616261995,248.984145008,96.6242696415,314.185048476,50394.2039206,743,0,0.1525,0.1525,83,0.111709286676,0,743,-4.91976059071,-2.54357343312,-1.11429254551,0.525899539358,3.9654501369,1,1
unimputed_unambiguous_hour_sensitivity,corrected_released_if_map,Total East,1,744,176598.802595,3452556.50198,5.11501556871,237.363981982,285.693592464,12.3005787009,5.2491493113,30.1752709386,744,0,2760.21,2760.21,0,0,0,0,-8.48133606631,-3.30574487777,-0.0571819630006,3.10396541068,7.56342612503,0.991935483871,1
unimputed_unambiguous_hour_sensitivity,corrected_released_if_map,Total East,2,672,167669.695736,2812847.74158,5.96085217333,249.508475798,299.003003859,193.564963637,6.32340677424,23.006240993,672,0,2811.75333333,2811.75333333,0,0,0,0,-8.53656999468,-5.27995468123,-3.00622557245,-0.708757522266,4.76297789439,0.988095238095,1
unimputed_unambiguous_hour_sensitivity,corrected_released_if_map,Total East,3,743,177698.300567,3343294.6822,5.31506545065,239.163257829,298.200827755,-92.9740495926,5.30593490452,31.338538578,743,0,2686.00166667,2686.00166667,0,0,0,0,-6.46835719074,-1.55343321328,1.48861550295,4.24118112402,9.5700160346,0.971736204576,0.99865410498
unimputed_unambiguous_hour_sensitivity,corrected_released_if_map,Total East,4,720,218339.11556,2499169.50964,8.736466843,303.248771612,353.938311711,188.394890865,9.42481132264,43.3349921433,720,0,2144.87583333,2144.87583333,0,0,0,0,-9.99271982023,-6.04189092929,-3.4073892061,0.783463762091,5.59274206479,0.975,0.998611111111
unimputed_unambiguous_hour_sensitivity,corrected_released_if_map,Total East,5,744,249848.934353,2681940.15362,9.31597724193,335.818460152,374.771789903,330.352661303,9.81364072527,40.1636101227,744,0,2183.38,2183.38,0,0,0,0,-9.64057141998,-6.40670166475,-4.76158642455,-3.32195673577,0.414999681097,0.978494623656,0.995967741935
unimputed_unambiguous_hour_sensitivity,corrected_released_if_map,Total East,6,720,217550.153376,2976620.46492,7.30862923035,302.1529908,380.719651012,243.470630224,7.94249475789,77.6923087854,720,0,2117.50307692,2117.50307692,0,0,0,0,-13.0221591378,-5.98588449647,-3.42469242914,-1.13230716143,4.88699403052,0.938888888889,0.984722222222
unimputed_unambiguous_hour_sensitivity,corrected_released_if_map,Total East,7,744,207007.978146,3153409.03838,6.56457743433,278.236529766,352.429177333,203.405249997,7.02041001997,33.3403833085,744,0,2231.54583333,2231.54583333,0,0,0,0,-11.8045192962,-5.68388671572,-2.77406015607,-0.242136944877,5.15016578224,0.94623655914,0.995967741935
unimputed_unambiguous_hour_sensitivity,corrected_released_if_map,Total East,8,744,235916.258678,3031366.62284,7.78250498967,317.091745534,384.185013697,276.734787382,8.41639230188,42.7912306275,744,0,2271.1725,2271.1725,0,0,0,0,-12.1153382241,-6.69259334244,-4.1127062376,-1.27691848815,3.58277823965,0.934139784946,0.998655913978
unimputed_unambiguous_hour_sensitivity,corrected_released_if_map,Total East,9,720,203916.24482,2765675.342,7.37310853965,283.217006695,363.734255446,268.439010907,8.40850197042,118.256342235,720,0,1395.15416667,1395.15416667,0,0,0,0,-11.3894302905,-5.91957084976,-3.58713751363,-1.50915410763,1.61332007825,0.965277777778,0.986111111111
unimputed_unambiguous_hour_sensitivity,corrected_released_if_map,Total East,10,744,175383.053281,2533524.36595,6.9224932524,235.729910324,299.523666579,197.529048386,7.55614674892,43.4393023984,744,0,2096.41583333,2096.41583333,0,0,0,0,-9.93358582841,-4.74929583929,-2.88859785989,-0.645788026903,2.96368167178,0.975806451613,0.995967741935
unimputed_unambiguous_hour_sensitivity,corrected_released_if_map,Total East,11,719,258164.932548,2465692.57575,10.470280646,359.061102292,402.248170526,355.951212881,11.7244069221,48.6023402174,719,0,1603.76416667,1603.76416667,0,0,0,0,-10.8530788384,-6.87414824698,-5.03634044608,-3.47662009106,-0.198452914144,0.955493741307,0.998609179416
unimputed_unambiguous_hour_sensitivity,corrected_released_if_map,Total East,12,743,221343.682834,2963528.59315,7.46892347675,297.905360477,335.242607403,235.079205541,7.86523886653,23.9942308429,743,0,2639.63,2639.63,0,0,0,0,-8.85189745832,-5.74412404195,-3.87290888431,-2.09271072761,5.73812125043,0.985195154778,1
unimputed_unambiguous_hour_sensitivity,corrected_released_if_map,Moses South,1,744,192748.145469,1146686.72362,16.8091372734,259.070087996,310.2922066,230.159761314,33.3773122284,4323.95887862,744,0,11.9283333333,11.9283333333,9,0.0120967741935,0,0,-20.7845657503,-12.1920416794,-7.39325543308,-2.97812041217,5.23466245945,0.623655913978,0.869623655914
unimputed_unambiguous_hour_sensitivity,corrected_released_if_map,Moses South,2,672,100152.391944,1210343.22048,8.27471003668,149.036297535,183.406367024,96.3120621491,9.23381679996,67.9935119259,672,0,666.749166667,666.749166667,0,0,0,0,-12.5400438169,-6.72085200084,-3.08569081994,0.828308991195,5.95492935095,0.894345238095,0.994047619048
unimputed_unambiguous_hour_sensitivity,corrected_released_if_map,Moses South,3,743,85686.16133,1427880.19123,6.00093494231,115.324577833,141.123646011,56.7542890171,6.33949830746,40.3236024574,743,0,664.025,664.025,0,0,0,0,-10.7004196575,-4.94609758304,-2.07689580131,1.05882197726,6.2976983758,0.955585464334,0.995962314939
unimputed_unambiguous_hour_sensitivity,corrected_released_if_map,Moses South,4,720,131490.5768,1069971.64356,12.2891646327,182.625801111,219.968112428,108.215812007,15.0783126641,117.914441327,720,0,505.206666667,505.206666667,0,0,0,0,-16.1408655986,-8.30438560879,-3.80180858598,0.453932032807,9.26960271898,0.834722222222,0.965277777778
unimputed_unambiguous_hour_sensitivity,corrected_released_if_map,Moses South,5,744,156570.453214,928132.282531,16.8694114148,210.444157546,245.130106529,202.626211893,27.6351664628,1915.40291811,744,0,38.5375,38.5375,0,0,0,0,-41.0823237909,-9.95823886549,-7.08316781631,-3.90055664207,2.50153834186,0.752688172043,0.922043010753
unimputed_unambiguous_hour_sensitivity,corrected_released_if_map,Moses South,6,720,85835.2837656,1337647.08959,6.41688562205,119.215671897,149.320197246,84.0341316763,7.17398463339,55.8295562642,720,0,775.461666667,775.461666667,0,0,0,0,-11.7262206821,-5.14265871832,-2.68054911445,-0.394909180771,5.94723643545,0.959722222222,0.993055555556
unimputed_unambiguous_hour_sensitivity,corrected_released_if_map,Moses South,7,744,79792.2555176,1510004.52876,5.2842394839,107.247655266,141.159252405,77.0970565502,6.68634714321,99.7406311688,744,0,388.808333333,388.808333333,0,0,0,0,-15.5314150002,-4.8503430478,-1.87499327241,0.196017878505,4.02118043573,0.942204301075,0.971774193548
unimputed_unambiguous_hour_sensitivity,corrected_released_if_map,Moses South,8,744,57244.4930741,1541829.10486,3.71276511084,76.9415229491,101.744677919,32.5090602861,4.95879178656,118.00309553,744,0,363.659166667,363.659166667,0,0,0,0,-8.10575587338,-2.70141985824,-0.995968229495,0.736175627972,4.76089126973,0.978494623656,0.978494623656
unimputed_unambiguous_hour_sensitivity,corrected_released_if_map,Moses South,9,720,63752.9305799,1444736.10835,4.41277339243,88.5457369165,113.722125764,8.70456620802,5.11779206604,79.9564841366,720,0,448.4125,448.4125,0,0,0,0,-8.66740914993,-2.37715078975,-0.0201650348703,2.08678729381,6.28621461002,0.986111111111,0.990277777778
unimputed_unambiguous_hour_sensitivity,corrected_released_if_map,Moses South,10,744,136169.364302,923579.024558,14.7436614173,183.023339115,242.907945617,115.448966107,37.4764332522,342.463449918,744,0,164.385,164.385,0,0,0,0,-59.1635704147,-28.8452965322,-2.47201489232,1.06757049006,9.14296389168,0.633064516129,0.659946236559
unimputed_unambiguous_hour_sensitivity,corrected_released_if_map,Moses South,11,719,96068.8658396,1163876.49079,8.25421482435,133.614556105,168.027684492,80.9861221562,8.94678746136,37.5413017724,719,0,632.200833333,632.200833333,0,0,0,0,-13.5003208593,-6.64393968001,-2.67341961754,0.995774109738,6.4480144824,0.892906815021,0.991655076495
unimputed_unambiguous_hour_sensitivity,corrected_released_if_map,Moses South,12,743,151850.563629,1164835.96299,13.0362186998,204.3749174,242.30246757,161.415888125,16.4064668464,133.746861955,743,0,405.875,405.875,0,0,0,0,-15.8608209785,-9.92479926989,-5.65013749455,-1.31111510213,6.1820250141,0.744279946164,0.955585464334
unimputed_unambiguous_hour_sensitivity,corrected_released_if_map,Central East,1,744,196711.565474,1852836.93936,10.6167769702,264.397265422,317.018231476,247.351516693,10.9269164684,46.13080093,744,0,1514.04916667,1514.04916667,0,0,0,0,-24.4657095589,-14.5591713697,-9.19318036457,-3.86759338216,3.87759579889,0.529569892473,0.766129032258
unimputed_unambiguous_hour_sensitivity,corrected_released_if_map,Central East,2,672,132847.77166,1606756.91024,8.26806910328,197.690136399,251.636059214,164.204713089,8.36166736033,48.5063868414,672,0,1598.29666667,1598.29666667,0,0,0,0,-22.0103001112,-10.8275269286,-6.04000061781,-1.12510328366,6.17810933169,0.702380952381,0.888392857143
unimputed_unambiguous_hour_sensitivity,corrected_released_if_map,Central East,3,743,197095.895718,1733657.90323,11.3687882339,265.270384546,313.845228853,-201.896613645,11.6774838624,32.5345956048,743,0,1337.1125,1337.1125,0,0,0,0,-10.3112012271,-0.285708244531,9.50746733673,15.0025822686,21.0282133462,0.488559892328,0.742934051144
unimputed_unambiguous_hour_sensitivity,corrected_released_if_map,Central East,4,720,116686.98317,1408029.44286,8.28725448623,162.065254403,202.235105989,-50.7227116533,8.30857364544,31.1916160012,720,0,1247.41666667,1247.41666667,0,0,0,0,-12.5567322845,-4.26214732355,2.19507754358,7.24059571975,19.036266247,0.743055555556,0.9125
unimputed_unambiguous_hour_sensitivity,corrected_released_if_map,Central East,5,744,143691.61201,1586358.97624,9.05795057501,193.13388711,247.680276093,-87.4377914606,9.26377572609,31.1303051246,744,0,1372.62,1372.62,0,0,0,0,-16.0479324891,-2.91257339916,3.07504829508,9.37661528422,23.0853450216,0.685483870968,0.84811827957
unimputed_unambiguous_hour_sensitivity,corrected_released_if_map,Central East,6,720,176649.132438,1683216.64958,10.4947353321,245.346017275,285.064820908,-235.910337268,10.6651977225,44.952226591,720,0,1518.27833333,1518.27833333,0,0,0,0,-2.72152662377,5.02464024485,8.93554106456,12.6379622213,20.7414597486,0.576388888889,0.855555555556
unimputed_unambiguous_hour_sensitivity,corrected_released_if_map,Central East,7,744,190801.918683,1681703.25213,11.3457542786,256.454191778,290.235933214,-240.937476181,11.6883143847,46.0820001985,744,0,1342.42916667,1342.42916667,0,0,0,0,-3.99914457575,5.70173892365,9.17506432992,13.2361702188,19.6253978756,0.540322580645,0.854838709677
unimputed_unambiguous_hour_sensitivity,corrected_released_if_map,Central East,8,744,155893.484868,1678723.34681,9.28643097531,209.534253855,251.752252247,-179.391192001,9.54490634634,48.5537333088,744,0,1313.41083333,1313.41083333,0,0,0,0,-9.1852906143,2.30418110496,7.05356160545,10.9668539667,19.5486705854,0.681451612903,0.895161290323
unimputed_unambiguous_hour_sensitivity,corrected_released_if_map,Central East,9,720,134389.861667,1560317.32534,8.61298272375,186.652585649,235.62242427,-126.01030469,9.08529564766,47.432623621,720,0,1121.36083333,1121.36083333,0,0,0,0,-9.34171232471,-0.631962049332,4.78687037729,10.3784199901,25.1976179633,0.722222222222,0.863888888889
unimputed_unambiguous_hour_sensitivity,corrected_released_if_map,Central East,10,744,145112.651207,1396475.8976,10.391346636,195.043886032,233.444595758,34.9544722113,10.889598811,40.9242142447,744,0,1215.38666667,1215.38666667,0,0,0,0,-26.8338935253,-8.24759155687,-2.61808136929,7.10230284269,20.9959790133,0.626344086022,0.819892473118
unimputed_unambiguous_hour_sensitivity,corrected_released_if_map,Central East,11,719,153050.495362,1392714.72511,10.9893643402,212.865779363,275.922604723,189.392365473,13.0112073402,63.5586807255,719,0,1107.80909091,1107.80909091,0,0,0,0,-45.8574552774,-15.437032785,-7.12084383161,-2.06541292984,5.46856123819,0.607788595271,0.739916550765
unimputed_unambiguous_hour_sensitivity,corrected_released_if_map,Central East,12,743,111985.732856,1679282.26651,6.66866643503,150.721040183,185.262703546,113.596887375,6.75692121336,36.6124975072,743,0,1529.99083333,1529.99083333,0,0,0,0,-15.9697279003,-8.82613103885,-4.73037002468,-0.364094333692,6.34957092076,0.815612382234,0.962314939435
unimputed_unambiguous_hour_sensitivity,corrected_released_if_map,UpNY-Coned,1,744,165668.518875,1511674.94573,10.9592686803,222.672740423,314.966338397,188.438064954,15.0393586066,293.725857352,744,0,246.2,246.2,0,0,0,0,-14.9417119283,-5.11798329306,-2.49425803284,-0.548117617971,3.32516028888,0.92876344086,0.974462365591
unimputed_unambiguous_hour_sensitivity,corrected_released_if_map,UpNY-Coned,2,672,130051.21153,1396457.08169,9.31294009923,193.528588586,252.192324158,151.514479326,11.867501458,79.3339359261,672,0,591.652307692,591.652307692,0,0,0,0,-10.6155131941,-4.50187291404,-2.4206796144,-0.236823744369,3.2366357805,0.962797619048,0.997023809524
unimputed_unambiguous_hour_sensitivity,corrected_released_if_map,UpNY-Coned,3,743,205335.861863,2289685.4658,8.96786326903,276.360513948,366.113155536,141.278097769,10.9439839209,120.073802577,743,0,1259.39916667,1259.39916667,0,0,0,0,-16.0705488874,-6.34169022304,-2.42077221759,1.49426199074,9.29887686617,0.885598923284,0.966352624495
unimputed_unambiguous_hour_sensitivity,corrected_released_if_map,UpNY-Coned,4,720,164724.708051,1642700.74041,10.0276760093,228.784316738,305.897916675,36.499016167,12.4812354064,125.06862497,720,0,566.5,566.5,0,0,0,0,-13.8150261065,-3.18571397593,-0.192843681238,2.93561909136,8.15725799302,0.927777777778,0.986111111111
unimputed_unambiguous_hour_sensitivity,corrected_released_if_map,UpNY-Coned,5,744,147653.117613,1517424.58259,9.73050781614,198.458491415,265.886166048,34.5018162471,10.6065321552,70.1164062956,744,0,940.398333333,940.398333333,0,0,0,0,-10.9567477169,-3.26150370511,-0.192774974072,2.13017921128,8.53243327652,0.954301075269,0.991935483871
unimputed_unambiguous_hour_sensitivity,corrected_released_if_map,UpNY-Coned,6,720,185608.776982,1926087.65917,9.63656955585,257.789968031,329.54683943,62.5291498116,10.6049513528,67.7088057273,720,0,1177.08,1177.08,0,0,0,0,-12.9217991625,-4.71432490371,-1.25217772545,2.54116454437,11.3391668207,0.9,0.990277777778
unimputed_unambiguous_hour_sensitivity,corrected_released_if_map,UpNY-Coned,7,744,261491.450045,2467420.39786,10.5977664071,351.467002749,455.484610093,227.043068004,10.9824761154,57.056744202,744,0,2070.6125,2070.6125,0,0,0,0,-19.5587941247,-8.32689054879,-3.35256732531,0.653425119282,9.01883101113,0.788978494624,0.926075268817
unimputed_unambiguous_hour_sensitivity,corrected_released_if_map,UpNY-Coned,8,744,213952.48043,2157919.80878,9.91475584773,287.570538213,384.429531936,170.107877102,10.4196490261,76.6263245374,744,0,1383.64916667,1383.64916667,0,0,0,0,-16.1088748845,-6.28771287726,-2.39724306522,0.750402590203,9.14323866642,0.84811827957,0.963709677419
unimputed_unambiguous_hour_sensitivity,corrected_released_if_map,UpNY-Coned,9,720,202542.43712,1859142.72658,10.8943995651,281.308940445,351.181241242,159.441892372,11.6172866102,61.3123471973,720,0,1261.19166667,1261.19166667,0,0,0,0,-14.035323419,-6.23356357955,-2.89428262714,0.374074826358,9.0219627638,0.901388888889,0.984722222222
unimputed_unambiguous_hour_sensitivity,corrected_released_if_map,UpNY-Coned,10,744,184444.129145,1532663.02196,12.0342258215,247.908775733,338.348180205,13.5281068507,13.9311182321,206.550940371,744,0,262.883333333,262.883333333,0,0,0,0,-13.0907488876,-2.90020967857,-0.0413187316471,3.02530033217,10.7436934865,0.899193548387,0.981182795699
unimputed_unambiguous_hour_sensitivity,corrected_released_if_map,UpNY-Coned,11,719,111723.724228,1392955.48687,8.02062415352,155.387655393,211.233090227,15.2652555907,10.7016030895,282.168501213,719,0,326.620833333,326.620833333,0,0,0,0,-9.57284766279,-2.10529437096,0.159319653664,2.12413938086,5.57582737233,0.977746870654,0.991655076495
unimputed_unambiguous_hour_sensitivity,corrected_released_if_map,UpNY-Coned,12,743,138500.094737,1610050.96974,8.6022180254,186.406587802,237.952478115,80.1863021211,9.88630009631,77.4452735123,743,0,797.35,797.35,0,0,0,0,-8.84562121926,-3.72153629049,-1.58662258202,0.919165930046,6.62298703407,0.978465679677,0.99730820996
unimputed_unambiguous_hour_sensitivity,corrected_released_if_map,Dun/SPR-South,1,744,211630.83006,1776466.86157,11.9130187361,284.450040403,320.940931379,266.105245948,12.7851049714,50.8321198674,744,0,721.135833333,721.135833333,0,0,0,0,-12.5358396739,-8.45889686853,-6.21918478261,-3.31272192029,3.47530661232,0.872311827957,0.998655913978
unimputed_unambiguous_hour_sensitivity,corrected_released_if_map,Dun/SPR-South,2,672,135246.157692,1683574.81433,8.03327280385,201.259163232,243.979115585,151.345556127,8.77622849937,36.918068059,672,0,1223.62384615,1223.62384615,0,0,0,0,-11.1005208333,-6.18038496377,-3.32866847826,-0.589624094203,5.09944519928,0.953869047619,1
unimputed_unambiguous_hour_sensitivity,corrected_released_if_map,Dun/SPR-South,3,743,288240.595391,1859720.80356,15.4991327106,387.941581953,463.261138617,300.961600759,16.0620005778,69.2176823669,743,0,972.9825,972.9825,0,0,0,0,-21.0969442029,-11.532875,-7.05900362319,-1.81986413043,9.54056431159,0.647375504711,0.897711978466
unimputed_unambiguous_hour_sensitivity,corrected_released_if_map,Dun/SPR-South,4,720,215304.480888,1790440.63519,12.0252231019,299.034001233,397.139958889,-31.2909385836,12.4376410015,71.0968465233,720,0,1525.19083333,1525.19083333,0,0,0,0,-18.2760940287,-4.18284337945,0.155027173913,5.54457880435,18.0122260362,0.806944444444,0.922222222222
unimputed_unambiguous_hour_sensitivity,corrected_released_if_map,Dun/SPR-South,5,744,205065.074636,1985316.1726,10.3290890119,275.625100317,350.495928535,7.03998380716,10.5361831264,62.0199052981,744,0,1650.21583333,1650.21583333,0,0,0,0,-15.9183882734,-5.13056871118,-0.454561563756,5.0880615942,14.2936657609,0.825268817204,0.947580645161
