scenario_id,zone,source_prior_public_mw,source_prior_benchmark_mw,online_generator_count,allocatable_headroom_mw,online_pmin_mw,online_pmax_mw,raw_generator_prior_mw,bounded_generator_prior_mw,unallocated_source_prior_mw,clipped_source_prior_mw,total_unrepresented_prior_mw,zone_sigma_mw,effective_coherent_zone_sigma_mw,generator_sigma_floor_count,allocation_status,source_method,source_coverage_qualified,observed_zonal_generation,named_source_subset_mw,named_bounded_generator_prior_mw,generic_source_residual_mw,solved_generation_mw,deviation_from_source_prior_mw,deviation_from_bounded_prior_mw,gross_load_benchmark_mw,scheduled_import_benchmark_mw,solved_generation_public_scale_mw,electrical_baseline_qualified
S2_2019_WINTER_PEAK_PUBLIC,A,3474.15007651059,1246.04639775072,7,1292.8,0,1292.8,1246.04639775072,1246.04639775072,0,0,0,186.906959662608,186.906959662608,0,represented_within_zone,EPA_grid_gross_share_times_P63_combined_fossil_plus_NRC_EIA_nonfossil,1,0,0,0,1246.04639775072,1292.79998731363,46.7535895629123,46.7535895629123,755.808907546511,228.284620947906,3604.50556491804,1
S2_2019_WINTER_PEAK_PUBLIC,B,663.067942828713,237.817423954103,1,288.8,0,288.8,237.817423954103,237.817423954103,0,0,0,50,50,0,represented_within_zone,EPA_grid_gross_share_times_P63_combined_fossil_plus_NRC_EIA_nonfossil,1,0,0,0,237.817423954103,251.137381191718,13.3199572376149,13.3199572376149,561.700911170024,0,700.205829940871,1
S2_2019_WINTER_PEAK_PUBLIC,C,5064.71012203312,1816.52020328079,6,2511.2,0,2511.2,1816.52020328079,1816.52020328079,-2.27373675443232e-13,0,-2.27373675443232e-13,272.478030492119,272.478030492119,0,represented_within_zone,EPA_grid_gross_share_times_P63_combined_fossil_plus_NRC_EIA_nonfossil,1,0,0,0,1816.52020328079,2208.30442135364,391.784218072844,391.784218072844,957.054282208091,156.607320188751,6157.05882883121,1
S2_2019_WINTER_PEAK_PUBLIC,D,1634.75233812106,586.323911538169,2,984.9807077,0,984.9807077,586.323911538169,586.323911538169,1.13686837721616e-13,0,1.13686837721616e-13,87.9485867307253,87.9485867307253,0,represented_within_zone,EPA_grid_gross_share_times_P63_combined_fossil_plus_NRC_EIA_nonfossil,1,0,0,0,586.323911538169,621.852436998243,35.5285254600743,35.5285254600744,267.956548582546,174.459284129335,1733.8107918578,1
S2_2019_WINTER_PEAK_PUBLIC,E,598.424263007253,214.632177892487,2,600,0,600,214.632177892487,214.632177892487,2.8421709430404e-14,0,2.8421709430404e-14,50,50,0,represented_within_zone,EPA_grid_gross_share_times_P63_combined_fossil_plus_NRC_EIA_nonfossil,1,0,0,0,214.632177892487,228.322802641267,13.6906247487805,13.6906247487805,507.973309807869,0,636.595622520278,1
S2_2019_WINTER_PEAK_PUBLIC,F,1505.05914565115,539.807862510076,5,2168.003995,0,2168.003995,539.807862510076,539.807862510076,0,0,0,80.9711793765113,80.9711793765113,0,represented_within_zone,EPA_grid_gross_share_times_P63_combined_fossil_plus_NRC_EIA_nonfossil,1,0,0,0,539.807862510076,577.107709303794,37.2998467937186,37.2998467937186,740.924425193177,-74.0425884699897,1609.05628879618,1
S2_2019_WINTER_PEAK_PUBLIC,G,776.893115104743,278.642213547061,3,2200,0,2200,278.642213547061,278.642213547061,0,0,0,50,50,0,represented_within_zone,EPA_grid_gross_share_times_P63_combined_fossil_plus_NRC_EIA_nonfossil,1,0,0,0,278.642213547061,293.292972646358,14.6507590992972,14.6507590992972,580.207881999711,-32.7602226106089,817.741462275154,1
S2_2019_WINTER_PEAK_PUBLIC,H,2083.73393536723,747.356650361835,0,0,0,0,0,0,747.356650361835,0,747.356650361835,112.103497554275,Inf,0,no_online_generator_source_total_unallocated,EPA_grid_gross_share_times_P63_combined_fossil_plus_NRC_EIA_nonfossil,1,0,0,0,747.356650361835,0,-747.356650361835,0,191.453895908664,0,0,1
S2_2019_WINTER_PEAK_PUBLIC,I,0,0,1,565.099092,0,565.099092,0,0,0,0,0,50,50,0,represented_within_zone,EPA_grid_gross_share_times_P63_combined_fossil_plus_NRC_EIA_nonfossil,1,0,0,0,0,14.8933857136964,14.8933857136964,14.8933857136964,337.501154084025,0,41.5248238028223,1
S2_2019_WINTER_PEAK_PUBLIC,J,4099.47143561914,1470.3255479872,5,4197.07746,0,4197.07746,1470.3255479872,1470.3255479872,2.27373675443232e-13,0,2.27373675443232e-13,220.54883219808,220.54883219808,0,represented_within_zone,EPA_grid_gross_share_times_P63_combined_fossil_plus_NRC_EIA_nonfossil,1,0,0,0,1470.3255479872,1760.68895206544,290.363404078239,290.363404078239,2752.33805135537,268.304973990244,4909.04485464691,1
S2_2019_WINTER_PEAK_PUBLIC,K,2157.737625757,773.898978643477,3,2384.929342,0,2384.929342,773.898978643477,773.898978643477,0,0,0,116.084846796522,116.084846796522,0,represented_within_zone,EPA_grid_gross_share_times_P63_combined_fossil_plus_NRC_EIA_nonfossil,1,0,0,0,773.898978643477,854.455225257807,80.5562466143299,80.5562466143299,1215.93667648848,212.656811132469,2382.33960754818,1
