TimeStamp,interface,FlowMWH,PositiveLimitMWH,NegativeLimitMWH,sample_count,distinct_timestamp_count,FlowMWH_unimputed,FlowMWH_finite_samples,FlowMWH_imputed,PositiveLimitMWH_unimputed,PositiveLimitMWH_finite_samples,PositiveLimitMWH_imputed,NegativeLimitMWH_unimputed,NegativeLimitMWH_finite_samples,NegativeLimitMWH_imputed,PositiveLimitMWH_sentinel_samples,NegativeLimitMWH_sentinel_samples,spring_dst_missing_hour,fall_dst_ambiguous_hour,filter_unimputed_unambiguous_hour,filter_unimputed_unambiguous_exactly_12_unique_samples,InterfaceName
2019-09-06 03:00:00,West Central,483.386666666667,9999.0,-9999.0,12,12,483.386666666667,12,False,9999.0,12,False,-9999.0,12,False,12,12,False,False,True,True,WEST CENTRAL
2019-09-08 05:00:00,Central East,2234.5025,2355.0,-9999.0,12,12,2234.5025,12,False,2355.0,12,False,-9999.0,12,False,0,12,False,False,True,True,CENTRAL EAST - VC
2019-09-08 05:00:00,Dun/SPR-South,2539.30083333333,4350.0,-9999.0,12,12,2539.30083333333,12,False,4350.0,12,False,-9999.0,12,False,0,12,False,False,True,True,SPR/DUN-SOUTH
2019-09-08 05:00:00,Dysinger East,765.053333333333,3150.0,-9999.0,12,12,765.053333333333,12,False,3150.0,12,False,-9999.0,12,False,0,12,False,False,True,True,DYSINGER EAST
2019-09-08 05:00:00,Moses South,2037.21166666667,3150.0,-1600.0,12,12,2037.21166666667,12,False,3150.0,12,False,-1600.0,12,False,0,0,False,False,True,True,MOSES SOUTH
2019-09-08 05:00:00,Total East,4053.45916666667,6800.0,-9999.0,12,12,4053.45916666667,12,False,6800.0,12,False,-9999.0,12,False,0,12,False,False,True,True,TOTAL EAST
2019-09-08 05:00:00,UpNY-Coned,1866.06666666667,5700.0,-9999.0,12,12,1866.06666666667,12,False,5700.0,12,False,-9999.0,12,False,0,12,False,False,True,True,UPNY CONED
2019-09-08 05:00:00,West Central,568.540833333333,9999.0,-9999.0,12,12,568.540833333333,12,False,9999.0,12,False,-9999.0,12,False,12,12,False,False,True,True,WEST CENTRAL
2019-10-10 16:00:00,Central East,1942.59583333333,2545.0,-9999.0,12,12,1942.59583333333,12,False,2545.0,12,False,-9999.0,12,False,0,12,False,False,True,True,CENTRAL EAST - VC
2019-10-10 16:00:00,Dun/SPR-South,2917.05583333333,4350.0,-9999.0,12,12,2917.05583333333,12,False,4350.0,12,False,-9999.0,12,False,0,12,False,False,True,True,SPR/DUN-SOUTH
2019-10-10 16:00:00,Dysinger East,636.859166666667,3150.0,-9999.0,12,12,636.859166666667,12,False,3150.0,12,False,-9999.0,12,False,0,12,False,False,True,True,DYSINGER EAST
2019-10-10 16:00:00,Moses South,1483.5075,2850.0,-1600.0,12,12,1483.5075,12,False,2850.0,12,False,-1600.0,12,False,0,0,False,False,True,True,MOSES SOUTH
2019-10-10 16:00:00,Total East,3689.325,6800.0,-9999.0,12,12,3689.325,12,False,6800.0,12,False,-9999.0,12,False,0,12,False,False,True,True,TOTAL EAST
2019-10-10 16:00:00,UpNY-Coned,2301.24333333333,5700.0,-9999.0,12,12,2301.24333333333,12,False,5700.0,12,False,-9999.0,12,False,0,12,False,False,True,True,UPNY CONED
2019-10-10 16:00:00,West Central,175.378333333333,9999.0,-9999.0,12,12,175.378333333333,12,False,9999.0,12,False,-9999.0,12,False,12,12,False,False,True,True,WEST CENTRAL
2019-10-30 12:00:00,Central East,2025.96333333333,2605.0,-9999.0,12,12,2025.96333333333,12,False,2605.0,12,False,-9999.0,12,False,0,12,False,False,True,True,CENTRAL EAST - VC
2019-10-30 12:00:00,Dun/SPR-South,3346.33416666667,4600.0,-9999.0,12,12,3346.33416666667,12,False,4600.0,12,False,-9999.0,12,False,0,12,False,False,True,True,SPR/DUN-SOUTH
2019-10-30 12:00:00,Dysinger East,538.903333333333,3150.0,-9999.0,12,12,538.903333333333,12,False,3150.0,12,False,-9999.0,12,False,0,12,False,False,True,True,DYSINGER EAST
2019-10-30 12:00:00,Moses South,1805.6025,2850.0,-1600.0,12,12,1805.6025,12,False,2850.0,12,False,-1600.0,12,False,0,0,False,False,True,True,MOSES SOUTH
2019-10-30 12:00:00,Total East,3934.20166666667,6800.0,-9999.0,12,12,3934.20166666667,12,False,6800.0,12,False,-9999.0,12,False,0,12,False,False,True,True,TOTAL EAST
2019-10-30 12:00:00,UpNY-Coned,2426.3125,5700.0,-9999.0,12,12,2426.3125,12,False,5700.0,12,False,-9999.0,12,False,0,12,False,False,True,True,UPNY CONED
2019-10-30 12:00:00,West Central,-8.435,9999.0,-9999.0,12,12,-8.435,12,False,9999.0,12,False,-9999.0,12,False,12,12,False,False,True,True,WEST CENTRAL
