scenario_id,external_region,model_bus,allocation_weight,p_injection_mw,q_injection_mvar,landing_assumption,q_assumption
S2_2019_WINTER_PEAK_PUBLIC,HQ,48,1,120.510507728196,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S2_2019_WINTER_PEAK_PUBLIC,SCH - HQ_CEDARS,48,1,35.8662225381536,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S2_2019_WINTER_PEAK_PUBLIC,ISONE,37,0.4,-91.5592928953984,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S2_2019_WINTER_PEAK_PUBLIC,ISONE,73,0.6,-137.338939343098,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S2_2019_WINTER_PEAK_PUBLIC,SCH - NPX_1385,80,1,51.6473604549411,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S2_2019_WINTER_PEAK_PUBLIC,SCH - NPX_CSC,80,1,0,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S2_2019_WINTER_PEAK_PUBLIC,ONTARIO,54,1,251.314621324842,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S2_2019_WINTER_PEAK_PUBLIC,PJM,66,0.35,151.494261392231,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S2_2019_WINTER_PEAK_PUBLIC,PJM,67,0.15,64.9261120252417,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S2_2019_WINTER_PEAK_PUBLIC,PJM,75,0.25,108.210186708736,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S2_2019_WINTER_PEAK_PUBLIC,PJM,81,0.25,108.210186708736,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S2_2019_WINTER_PEAK_PUBLIC,SCH - PJM_HTP,81,1,108.315992065224,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S2_2019_WINTER_PEAK_PUBLIC,SCH - PJM_NEPTUNE,80,1,186.145694973017,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S2_2019_WINTER_PEAK_PUBLIC,SCH - PJM_VFT,81,1,112.978600995184,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
