zone,zone_name,actual_load_mw,target_load_mw,load_share,actual_load_q_mvar,target_load_q_mvar,source_csv_line,scenario_id,timestamp,timestamp_utc,vintage,dataset_split,campaign_role,scale_factor_gamma,source_id,scale_policy,scale_reference_scenario_id,scale_reference_source_id,target_use,provenance_class,source_field,actual_unit,model_power_scale
K,LONGIL,5305.1,1902.73897187158,0.174527665650116,NaN,NaN,183,S1_2019_SUMMER_PEAK_PUBLIC,2019-07-20 16:00,2019-07-20T20:00:00Z,2019,training,historical_validation,0.358662225381536,NYISO:P58C:20190720,fixed_year_peak,S1_2019_SUMMER_PEAK_PUBLIC,NYISO:P58C:20190720,operating_input,source_verified_public_record,Integrated Load,MW,year_peak_scaled_benchmark_MW
A,WEST,2107.3,755.80890754651,0.085220563257251,NaN,NaN,210,S2_2019_WINTER_PEAK_PUBLIC,2019-01-21 18:00,2019-01-21T23:00:00Z,2019,training,historical_validation,0.358662225381536,NYISO:P58C:20190121,fixed_year_peak,S1_2019_SUMMER_PEAK_PUBLIC,NYISO:P58C:20190720,operating_input,source_verified_public_record,Integrated Load,MW,year_peak_scaled_benchmark_MW
B,GENESE,1566.1,561.700911170023,0.0633340882253029,NaN,NaN,203,S2_2019_WINTER_PEAK_PUBLIC,2019-01-21 18:00,2019-01-21T23:00:00Z,2019,training,historical_validation,0.358662225381536,NYISO:P58C:20190121,fixed_year_peak,S1_2019_SUMMER_PEAK_PUBLIC,NYISO:P58C:20190720,operating_input,source_verified_public_record,Integrated Load,MW,year_peak_scaled_benchmark_MW
C,CENTRL,2668.4,957.05428220809,0.107911807049613,NaN,NaN,201,S2_2019_WINTER_PEAK_PUBLIC,2019-01-21 18:00,2019-01-21T23:00:00Z,2019,training,historical_validation,0.358662225381536,NYISO:P58C:20190121,fixed_year_peak,S1_2019_SUMMER_PEAK_PUBLIC,NYISO:P58C:20190720,operating_input,source_verified_public_record,Integrated Load,MW,year_peak_scaled_benchmark_MW
D,NORTH,747.1,267.956548582545,0.0302132030605477,NaN,NaN,209,S2_2019_WINTER_PEAK_PUBLIC,2019-01-21 18:00,2019-01-21T23:00:00Z,2019,training,historical_validation,0.358662225381536,NYISO:P58C:20190121,fixed_year_peak,S1_2019_SUMMER_PEAK_PUBLIC,NYISO:P58C:20190720,operating_input,source_verified_public_record,Integrated Load,MW,year_peak_scaled_benchmark_MW
E,MHK VL,1416.3,507.973309807869,0.0572760801695272,NaN,NaN,206,S2_2019_WINTER_PEAK_PUBLIC,2019-01-21 18:00,2019-01-21T23:00:00Z,2019,training,historical_validation,0.358662225381536,NYISO:P58C:20190121,fixed_year_peak,S1_2019_SUMMER_PEAK_PUBLIC,NYISO:P58C:20190720,operating_input,source_verified_public_record,Integrated Load,MW,year_peak_scaled_benchmark_MW
F,CAPITL,2065.8,740.924425193176,0.0835422766463385,NaN,NaN,200,S2_2019_WINTER_PEAK_PUBLIC,2019-01-21 18:00,2019-01-21T23:00:00Z,2019,training,historical_validation,0.358662225381536,NYISO:P58C:20190121,fixed_year_peak,S1_2019_SUMMER_PEAK_PUBLIC,NYISO:P58C:20190720,operating_input,source_verified_public_record,Integrated Load,MW,year_peak_scaled_benchmark_MW
G,HUD VL,1617.7,580.20788199971,0.0654208253126062,NaN,NaN,204,S2_2019_WINTER_PEAK_PUBLIC,2019-01-21 18:00,2019-01-21T23:00:00Z,2019,training,historical_validation,0.358662225381536,NYISO:P58C:20190121,fixed_year_peak,S1_2019_SUMMER_PEAK_PUBLIC,NYISO:P58C:20190720,operating_input,source_verified_public_record,Integrated Load,MW,year_peak_scaled_benchmark_MW
H,MILLWD,533.8,191.453895908664,0.0215872142868697,NaN,NaN,207,S2_2019_WINTER_PEAK_PUBLIC,2019-01-21 18:00,2019-01-21T23:00:00Z,2019,training,historical_validation,0.358662225381536,NYISO:P58C:20190121,fixed_year_peak,S1_2019_SUMMER_PEAK_PUBLIC,NYISO:P58C:20190720,operating_input,source_verified_public_record,Integrated Load,MW,year_peak_scaled_benchmark_MW
I,DUNWOD,941,337.501154084025,0.0380546433944257,NaN,NaN,202,S2_2019_WINTER_PEAK_PUBLIC,2019-01-21 18:00,2019-01-21T23:00:00Z,2019,training,historical_validation,0.358662225381536,NYISO:P58C:20190121,fixed_year_peak,S1_2019_SUMMER_PEAK_PUBLIC,NYISO:P58C:20190720,operating_input,source_verified_public_record,Integrated Load,MW,year_peak_scaled_benchmark_MW
J,N.Y.C.,7673.9,2752.33805135537,0.310337436710396,NaN,NaN,208,S2_2019_WINTER_PEAK_PUBLIC,2019-01-21 18:00,2019-01-21T23:00:00Z,2019,training,historical_validation,0.358662225381536,NYISO:P58C:20190121,fixed_year_peak,S1_2019_SUMMER_PEAK_PUBLIC,NYISO:P58C:20190720,operating_input,source_verified_public_record,Integrated Load,MW,year_peak_scaled_benchmark_MW
K,LONGIL,3390.2,1215.93667648848,0.137101861887122,NaN,NaN,205,S2_2019_WINTER_PEAK_PUBLIC,2019-01-21 18:00,2019-01-21T23:00:00Z,2019,training,historical_validation,0.358662225381536,NYISO:P58C:20190121,fixed_year_peak,S1_2019_SUMMER_PEAK_PUBLIC,NYISO:P58C:20190720,operating_input,source_verified_public_record,Integrated Load,MW,year_peak_scaled_benchmark_MW
A,WEST,1299.6,466.117428105844,0.108743128247609,NaN,NaN,56,S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,2019-04-21 04:00,2019-04-21T08:00:00Z,2019,training,historical_validation,0.358662225381536,NYISO:P58C:20190421,fixed_year_peak,S1_2019_SUMMER_PEAK_PUBLIC,NYISO:P58C:20190720,operating_input,source_verified_public_record,Integrated Load,MW,year_peak_scaled_benchmark_MW
B,GENESE,777.3,278.788147789068,0.0650400381554836,NaN,NaN,49,S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,2019-04-21 04:00,2019-04-21T08:00:00Z,2019,training,historical_validation,0.358662225381536,NYISO:P58C:20190421,fixed_year_peak,S1_2019_SUMMER_PEAK_PUBLIC,NYISO:P58C:20190720,operating_input,source_verified_public_record,Integrated Load,MW,year_peak_scaled_benchmark_MW
C,CENTRL,1261.8,452.559995986422,0.105580239475864,NaN,NaN,47,S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,2019-04-21 04:00,2019-04-21T08:00:00Z,2019,training,historical_validation,0.358662225381536,NYISO:P58C:20190421,fixed_year_peak,S1_2019_SUMMER_PEAK_PUBLIC,NYISO:P58C:20190720,operating_input,source_verified_public_record,Integrated Load,MW,year_peak_scaled_benchmark_MW
D,NORTH,457.9,164.231433002205,0.0383144647773008,NaN,NaN,55,S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,2019-04-21 04:00,2019-04-21T08:00:00Z,2019,training,historical_validation,0.358662225381536,NYISO:P58C:20190421,fixed_year_peak,S1_2019_SUMMER_PEAK_PUBLIC,NYISO:P58C:20190720,operating_input,source_verified_public_record,Integrated Load,MW,year_peak_scaled_benchmark_MW
E,MHK VL,507.7,182.092811826206,0.0424814452226155,NaN,NaN,52,S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,2019-04-21 04:00,2019-04-21T08:00:00Z,2019,training,historical_validation,0.358662225381536,NYISO:P58C:20190421,fixed_year_peak,S1_2019_SUMMER_PEAK_PUBLIC,NYISO:P58C:20190720,operating_input,source_verified_public_record,Integrated Load,MW,year_peak_scaled_benchmark_MW
F,CAPITL,944.2,338.648873205246,0.0790052798487169,NaN,NaN,46,S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,2019-04-21 04:00,2019-04-21T08:00:00Z,2019,training,historical_validation,0.358662225381536,NYISO:P58C:20190421,fixed_year_peak,S1_2019_SUMMER_PEAK_PUBLIC,NYISO:P58C:20190720,operating_input,source_verified_public_record,Integrated Load,MW,year_peak_scaled_benchmark_MW
G,HUD VL,708.1,253.968721792665,0.0592497761712311,NaN,NaN,50,S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,2019-04-21 04:00,2019-04-21T08:00:00Z,2019,training,historical_validation,0.358662225381536,NYISO:P58C:20190421,fixed_year_peak,S1_2019_SUMMER_PEAK_PUBLIC,NYISO:P58C:20190720,operating_input,source_verified_public_record,Integrated Load,MW,year_peak_scaled_benchmark_MW
H,MILLWD,179.5,64.3798694559856,0.0150195379504815,NaN,NaN,53,S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,2019-04-21 04:00,2019-04-21T08:00:00Z,2019,training,historical_validation,0.358662225381536,NYISO:P58C:20190421,fixed_year_peak,S1_2019_SUMMER_PEAK_PUBLIC,NYISO:P58C:20190720,operating_input,source_verified_public_record,Integrated Load,MW,year_peak_scaled_benchmark_MW
I,DUNWOD,437.4,156.878857381884,0.0365991415016191,NaN,NaN,48,S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,2019-04-21 04:00,2019-04-21T08:00:00Z,2019,training,historical_validation,0.358662225381536,NYISO:P58C:20190421,fixed_year_peak,S1_2019_SUMMER_PEAK_PUBLIC,NYISO:P58C:20190720,operating_input,source_verified_public_record,Integrated Load,MW,year_peak_scaled_benchmark_MW
J,N.Y.C.,3908.2,1401.72370923612,0.327015923220457,NaN,NaN,54,S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,2019-04-21 04:00,2019-04-21T08:00:00Z,2019,training,historical_validation,0.358662225381536,NYISO:P58C:20190421,fixed_year_peak,S1_2019_SUMMER_PEAK_PUBLIC,NYISO:P58C:20190720,operating_input,source_verified_public_record,Integrated Load,MW,year_peak_scaled_benchmark_MW
K,LONGIL,1469.4,527.018273975629,0.122951025428622,NaN,NaN,51,S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,2019-04-21 04:00,2019-04-21T08:00:00Z,2019,training,historical_validation,0.358662225381536,NYISO:P58C:20190421,fixed_year_peak,S1_2019_SUMMER_PEAK_PUBLIC,NYISO:P58C:20190720,operating_input,source_verified_public_record,Integrated Load,MW,year_peak_scaled_benchmark_MW
A,WEST,2275.6,816.171760078223,0.0776133452934375,NaN,NaN,188,S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,2019-07-17 16:00,2019-07-17T20:00:00Z,2019,training,historical_validation,0.358662225381536,NYISO:P58C:20190717,fixed_year_peak,S1_2019_SUMMER_PEAK_PUBLIC,NYISO:P58C:20190720,operating_input,source_verified_public_record,Integrated Load,MW,year_peak_scaled_benchmark_MW
B,GENESE,1552.6,556.858971127372,0.0529541571025624,NaN,NaN,181,S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,2019-07-17 16:00,2019-07-17T20:00:00Z,2019,training,historical_validation,0.358662225381536,NYISO:P58C:20190717,fixed_year_peak,S1_2019_SUMMER_PEAK_PUBLIC,NYISO:P58C:20190720,operating_input,source_verified_public_record,Integrated Load,MW,year_peak_scaled_benchmark_MW
C,CENTRL,2289.8,821.26476367864,0.0780976612993994,NaN,NaN,179,S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,2019-07-17 16:00,2019-07-17T20:00:00Z,2019,training,historical_validation,0.358662225381536,NYISO:P58C:20190717,fixed_year_peak,S1_2019_SUMMER_PEAK_PUBLIC,NYISO:P58C:20190720,operating_input,source_verified_public_record,Integrated Load,MW,year_peak_scaled_benchmark_MW
D,NORTH,571.2,204.867863137933,0.0194817818736208,NaN,NaN,187,S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,2019-07-17 16:00,2019-07-17T20:00:00Z,2019,training,historical_validation,0.358662225381536,NYISO:P58C:20190717,fixed_year_peak,S1_2019_SUMMER_PEAK_PUBLIC,NYISO:P58C:20190720,operating_input,source_verified_public_record,Integrated Load,MW,year_peak_scaled_benchmark_MW
E,MHK VL,1088.6,390.43969855034,0.0371286200063439,NaN,NaN,184,S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,2019-07-17 16:00,2019-07-17T20:00:00Z,2019,training,historical_validation,0.358662225381536,NYISO:P58C:20190717,fixed_year_peak,S1_2019_SUMMER_PEAK_PUBLIC,NYISO:P58C:20190720,operating_input,source_verified_public_record,Integrated Load,MW,year_peak_scaled_benchmark_MW
F,CAPITL,1889,677.512943745721,0.0644276714973209,NaN,NaN,178,S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,2019-07-17 16:00,2019-07-17T20:00:00Z,2019,training,historical_validation,0.358662225381536,NYISO:P58C:20190717,fixed_year_peak,S1_2019_SUMMER_PEAK_PUBLIC,NYISO:P58C:20190720,operating_input,source_verified_public_record,Integrated Load,MW,year_peak_scaled_benchmark_MW
G,HUD VL,1951.2,699.821734164452,0.0665491120304778,NaN,NaN,182,S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,2019-07-17 16:00,2019-07-17T20:00:00Z,2019,training,historical_validation,0.358662225381536,NYISO:P58C:20190717,fixed_year_peak,S1_2019_SUMMER_PEAK_PUBLIC,NYISO:P58C:20190720,operating_input,source_verified_public_record,Integrated Load,MW,year_peak_scaled_benchmark_MW
H,MILLWD,573.4,205.656920033773,0.0195568167477839,NaN,NaN,185,S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,2019-07-17 16:00,2019-07-17T20:00:00Z,2019,training,historical_validation,0.358662225381536,NYISO:P58C:20190717,fixed_year_peak,S1_2019_SUMMER_PEAK_PUBLIC,NYISO:P58C:20190720,operating_input,source_verified_public_record,Integrated Load,MW,year_peak_scaled_benchmark_MW
I,DUNWOD,1311.8,470.493107255498,0.0447412490578007,NaN,NaN,180,S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,2019-07-17 16:00,2019-07-17T20:00:00Z,2019,training,historical_validation,0.358662225381536,NYISO:P58C:20190717,fixed_year_peak,S1_2019_SUMMER_PEAK_PUBLIC,NYISO:P58C:20190720,operating_input,source_verified_public_record,Integrated Load,MW,year_peak_scaled_benchmark_MW
J,N.Y.C.,10771.1,3863.18669580706,0.367367333226466,NaN,NaN,186,S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,2019-07-17 16:00,2019-07-17T20:00:00Z,2019,training,historical_validation,0.358662225381536,NYISO:P58C:20190717,fixed_year_peak,S1_2019_SUMMER_PEAK_PUBLIC,NYISO:P58C:20190720,operating_input,source_verified_public_record,Integrated Load,MW,year_peak_scaled_benchmark_MW
K,LONGIL,5045.4,1809.59439194,0.172082251864787,NaN,NaN,183,S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,2019-07-17 16:00,2019-07-17T20:00:00Z,2019,training,historical_validation,0.358662225381536,NYISO:P58C:20190717,fixed_year_peak,S1_2019_SUMMER_PEAK_PUBLIC,NYISO:P58C:20190720,operating_input,source_verified_public_record,Integrated Load,MW,year_peak_scaled_benchmark_MW
A,WEST,2004.8,719.046029444903,0.0823712128059954,NaN,NaN,100,S5_2019_HIGH_TOTAL_EAST_PUBLIC,2019-07-17 08:00,2019-07-17T12:00:00Z,2019,heldout,historical_validation,0.358662225381536,NYISO:P58C:20190717,fixed_year_peak,S1_2019_SUMMER_PEAK_PUBLIC,NYISO:P58C:20190720,operating_input,source_verified_public_record,Integrated Load,MW,year_peak_scaled_benchmark_MW
B,GENESE,1416.4,508.009176030407,0.0581956234130147,NaN,NaN,93,S5_2019_HIGH_TOTAL_EAST_PUBLIC,2019-07-17 08:00,2019-07-17T12:00:00Z,2019,heldout,historical_validation,0.358662225381536,NYISO:P58C:20190717,fixed_year_peak,S1_2019_SUMMER_PEAK_PUBLIC,NYISO:P58C:20190720,operating_input,source_verified_public_record,Integrated Load,MW,year_peak_scaled_benchmark_MW
C,CENTRL,2152.9,772.163905023908,0.0884561971518493,NaN,NaN,91,S5_2019_HIGH_TOTAL_EAST_PUBLIC,2019-07-17 08:00,2019-07-17T12:00:00Z,2019,heldout,historical_validation,0.358662225381536,NYISO:P58C:20190717,fixed_year_peak,S1_2019_SUMMER_PEAK_PUBLIC,NYISO:P58C:20190720,operating_input,source_verified_public_record,Integrated Load,MW,year_peak_scaled_benchmark_MW
D,NORTH,562.7,201.81923422219,0.0231196535544362,NaN,NaN,99,S5_2019_HIGH_TOTAL_EAST_PUBLIC,2019-07-17 08:00,2019-07-17T12:00:00Z,2019,heldout,historical_validation,0.358662225381536,NYISO:P58C:20190717,fixed_year_peak,S1_2019_SUMMER_PEAK_PUBLIC,NYISO:P58C:20190720,operating_input,source_verified_public_record,Integrated Load,MW,year_peak_scaled_benchmark_MW
E,MHK VL,1120.8,401.988622207625,0.0460503069198721,NaN,NaN,96,S5_2019_HIGH_TOTAL_EAST_PUBLIC,2019-07-17 08:00,2019-07-17T12:00:00Z,2019,heldout,historical_validation,0.358662225381536,NYISO:P58C:20190717,fixed_year_peak,S1_2019_SUMMER_PEAK_PUBLIC,NYISO:P58C:20190720,operating_input,source_verified_public_record,Integrated Load,MW,year_peak_scaled_benchmark_MW
F,CAPITL,1812.8,650.182882171648,0.074482509265118,NaN,NaN,90,S5_2019_HIGH_TOTAL_EAST_PUBLIC,2019-07-17 08:00,2019-07-17T12:00:00Z,2019,heldout,historical_validation,0.358662225381536,NYISO:P58C:20190717,fixed_year_peak,S1_2019_SUMMER_PEAK_PUBLIC,NYISO:P58C:20190720,operating_input,source_verified_public_record,Integrated Load,MW,year_peak_scaled_benchmark_MW
G,HUD VL,1410.5,505.893068900656,0.0579532101271232,NaN,NaN,94,S5_2019_HIGH_TOTAL_EAST_PUBLIC,2019-07-17 08:00,2019-07-17T12:00:00Z,2019,heldout,historical_validation,0.358662225381536,NYISO:P58C:20190717,fixed_year_peak,S1_2019_SUMMER_PEAK_PUBLIC,NYISO:P58C:20190720,operating_input,source_verified_public_record,Integrated Load,MW,year_peak_scaled_benchmark_MW
H,MILLWD,421.1,151.032663108165,0.017301734693039,NaN,NaN,97,S5_2019_HIGH_TOTAL_EAST_PUBLIC,2019-07-17 08:00,2019-07-17T12:00:00Z,2019,heldout,historical_validation,0.358662225381536,NYISO:P58C:20190717,fixed_year_peak,S1_2019_SUMMER_PEAK_PUBLIC,NYISO:P58C:20190720,operating_input,source_verified_public_record,Integrated Load,MW,year_peak_scaled_benchmark_MW
I,DUNWOD,992.2,355.86466002356,0.0407665190273886,NaN,NaN,92,S5_2019_HIGH_TOTAL_EAST_PUBLIC,2019-07-17 08:00,2019-07-17T12:00:00Z,2019,heldout,historical_validation,0.358662225381536,NYISO:P58C:20190717,fixed_year_peak,S1_2019_SUMMER_PEAK_PUBLIC,NYISO:P58C:20190720,operating_input,source_verified_public_record,Integrated Load,MW,year_peak_scaled_benchmark_MW
J,N.Y.C.,8992.9,3225.41352663361,0.369491260795609,NaN,NaN,98,S5_2019_HIGH_TOTAL_EAST_PUBLIC,2019-07-17 08:00,2019-07-17T12:00:00Z,2019,heldout,historical_validation,0.358662225381536,NYISO:P58C:20190717,fixed_year_peak,S1_2019_SUMMER_PEAK_PUBLIC,NYISO:P58C:20190720,operating_input,source_verified_public_record,Integrated Load,MW,year_peak_scaled_benchmark_MW
K,LONGIL,3451.5,1237.92267090437,0.141811772246555,NaN,NaN,95,S5_2019_HIGH_TOTAL_EAST_PUBLIC,2019-07-17 08:00,2019-07-17T12:00:00Z,2019,heldout,historical_validation,0.358662225381536,NYISO:P58C:20190717,fixed_year_peak,S1_2019_SUMMER_PEAK_PUBLIC,NYISO:P58C:20190720,operating_input,source_verified_public_record,Integrated Load,MW,year_peak_scaled_benchmark_MW
A,WEST,1468.2,526.587879305171,0.0866951674618546,NaN,NaN,34,S6_2019_LOW_TOTAL_EAST_PUBLIC,2019-07-27 02:00,2019-07-27T06:00:00Z,2019,heldout,historical_validation,0.358662225381536,NYISO:P58C:20190727,fixed_year_peak,S1_2019_SUMMER_PEAK_PUBLIC,NYISO:P58C:20190720,operating_input,source_verified_public_record,Integrated Load,MW,year_peak_scaled_benchmark_MW
B,GENESE,975.2,349.767402192074,0.0575842033161699,NaN,NaN,27,S6_2019_LOW_TOTAL_EAST_PUBLIC,2019-07-27 02:00,2019-07-27T06:00:00Z,2019,heldout,historical_validation,0.358662225381536,NYISO:P58C:20190727,fixed_year_peak,S1_2019_SUMMER_PEAK_PUBLIC,NYISO:P58C:20190720,operating_input,source_verified_public_record,Integrated Load,MW,year_peak_scaled_benchmark_MW
C,CENTRL,1526.8,547.605485712529,0.0901554159384005,NaN,NaN,25,S6_2019_LOW_TOTAL_EAST_PUBLIC,2019-07-27 02:00,2019-07-27T06:00:00Z,2019,heldout,historical_validation,0.358662225381536,NYISO:P58C:20190727,fixed_year_peak,S1_2019_SUMMER_PEAK_PUBLIC,NYISO:P58C:20190720,operating_input,source_verified_public_record,Integrated Load,MW,year_peak_scaled_benchmark_MW
D,NORTH,483.7,173.484918417049,0.0285618120837073,NaN,NaN,33,S6_2019_LOW_TOTAL_EAST_PUBLIC,2019-07-27 02:00,2019-07-27T06:00:00Z,2019,heldout,historical_validation,0.358662225381536,NYISO:P58C:20190727,fixed_year_peak,S1_2019_SUMMER_PEAK_PUBLIC,NYISO:P58C:20190720,operating_input,source_verified_public_record,Integrated Load,MW,year_peak_scaled_benchmark_MW
E,MHK VL,715.5,256.622822260489,0.0422492796069725,NaN,NaN,30,S6_2019_LOW_TOTAL_EAST_PUBLIC,2019-07-27 02:00,2019-07-27T06:00:00Z,2019,heldout,historical_validation,0.358662225381536,NYISO:P58C:20190727,fixed_year_peak,S1_2019_SUMMER_PEAK_PUBLIC,NYISO:P58C:20190720,operating_input,source_verified_public_record,Integrated Load,MW,year_peak_scaled_benchmark_MW
F,CAPITL,1271.7,456.110752017699,0.0750921158297511,NaN,NaN,24,S6_2019_LOW_TOTAL_EAST_PUBLIC,2019-07-27 02:00,2019-07-27T06:00:00Z,2019,heldout,historical_validation,0.358662225381536,NYISO:P58C:20190727,fixed_year_peak,S1_2019_SUMMER_PEAK_PUBLIC,NYISO:P58C:20190720,operating_input,source_verified_public_record,Integrated Load,MW,year_peak_scaled_benchmark_MW
G,HUD VL,998.2,358.016633375849,0.0589423213189097,NaN,NaN,28,S6_2019_LOW_TOTAL_EAST_PUBLIC,2019-07-27 02:00,2019-07-27T06:00:00Z,2019,heldout,historical_validation,0.358662225381536,NYISO:P58C:20190727,fixed_year_peak,S1_2019_SUMMER_PEAK_PUBLIC,NYISO:P58C:20190720,operating_input,source_verified_public_record,Integrated Load,MW,year_peak_scaled_benchmark_MW
H,MILLWD,284.9,102.182868011199,0.0168229486513298,NaN,NaN,31,S6_2019_LOW_TOTAL_EAST_PUBLIC,2019-07-27 02:00,2019-07-27T06:00:00Z,2019,heldout,historical_validation,0.358662225381536,NYISO:P58C:20190727,fixed_year_peak,S1_2019_SUMMER_PEAK_PUBLIC,NYISO:P58C:20190720,operating_input,source_verified_public_record,Integrated Load,MW,year_peak_scaled_benchmark_MW
I,DUNWOD,668,239.586366554866,0.0394444706882706,NaN,NaN,26,S6_2019_LOW_TOTAL_EAST_PUBLIC,2019-07-27 02:00,2019-07-27T06:00:00Z,2019,heldout,historical_validation,0.358662225381536,NYISO:P58C:20190727,fixed_year_peak,S1_2019_SUMMER_PEAK_PUBLIC,NYISO:P58C:20190720,operating_input,source_verified_public_record,Integrated Load,MW,year_peak_scaled_benchmark_MW
