scenario_id,solver,opf_start,mips_cost_multiplier,electrically_qualified,interface_fit_used,hardware_frozen,bounded_P_residual_mw,bounded_Q_residual_mvar,proxy_MAE_mw,proxy_max_error_mw,solver_error,replay_error,bounds_relaxed
S1_2025_SUMMER_PEAK_PUBLIC,MIPS,0,1,1,0,1,9.72870111581869e-07,4.77907322693483e-06,396.18845452991,980.657633107554,,,0
