scenario_id,load_timestamp,interface_timestamp,offset_minutes,actual_total_load_mw,archived_gamma,exact_timestamp_match,use_for_calibration,use_for_validation,load_source_id,p32_source_id,replacement_scenario_id,replacement_timestamp,exclusion_reason
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,2025-04-20 14:00,2025-04-20 14:03,3,11060.559,0.985684340068165,0,0,0,NYISO:P58C:20250420,NYISO:P32:20250420,S3_2025_SHOULDER_LIGHT_LOAD_EXACT,2025-04-20 13:00,archived_three_minute_offset_no_exact_P32_row_at_load_timestamp
