interface_name,model_flow_mw,target_flow_mw,residual_mw,absolute_residual_mw,used_in_optimizer,exact_public_operator
Dysinger_East,106.176260361377,119.424624611063,-13.2483642496859,13.2483642496859,0,0
West_Central,-243.183968501994,-249.020389314563,5.83642081256917,5.83642081256917,0,0
Moses_South,862.486176972281,713.559374921485,148.926802050796,148.926802050796,0,0
Central_East,1360.56755316711,919.824688464481,440.742864702627,440.742864702627,0,0
Total_East_proxy,2045.52512729735,1064.86749418979,980.657633107554,980.657633107554,0,0
UPNY_ConEd,2522.3765120126,1887.02575769531,635.350754317294,635.350754317294,0,0
Dunwoodie_South,1562.29064444157,1013.73430197272,548.556342468842,548.556342468842,0,0
