branch_key,temperature_c,independent_PF_equilibrium_c,heat_residual_w_m,temperature_limit_c,passed
PERFORM2019:AC:651:858:1,8.89312541147241,8.8891726432107,-0.00886248143913249,75,1
PERFORM2019:AC:651:858:2,8.89312541147241,8.8891726432107,-0.00886248143913249,75,1
PERFORM2019:AC:651:902:1,8.8935626523999,8.88960921293713,-0.00886397456225363,75,1
PERFORM2019:AC:651:902:2,8.8935626523999,8.88960921293713,-0.00886397456225363,75,1
PERFORM2019:AC:858:902:1,8.87194565855356,8.86798973892613,-0.00887011899965517,75,1
PERFORM2019:AC:858:902:2,8.87194565855356,8.86798973892613,-0.00887011899965517,75,1
PERFORM2019:AC:897:902:1,17.5632280240456,17.5600568548561,-0.00693485201687416,75,1
PERFORM2019:AC:897:902:2,17.5632280240456,17.5600568548561,-0.00693485201687416,75,1
PERFORM2019:AC:774:1519:1,6.13319984413916,6.12899763633979,-0.0095026199104043,75,1
PERFORM2019:AC:774:900:1,6.12524525428681,6.12104246457526,-0.00950417395848208,75,1
PERFORM2019:AC:900:1519:1,6.12661318176949,6.12241049935054,-0.00950389037266408,75,1
NY2025:CEEC:351,7.29503007693461,7.29093319495709,-0.00923083946164394,75,1
NY2025:CEEC:352,7.29503007693461,7.29093319495709,-0.00923083946164394,75,1
NY2025:CEEC:361,8.84252629305617,8.83857244841274,-0.00886626046617556,75,1
NY2025:CEEC:362,8.84252629305617,8.83857244841274,-0.00886626046617556,75,1
NY2025:CEEC:14,6.97763807527689,6.97351249636771,-0.00930468135962748,75,1
NY2025:CEEC:371,7.3359064364257,7.33181192943712,-0.00922431773434551,75,1
NY2025:NYES:1,7.02523799893057,7.02111602586158,-0.00929516992072654,75,1
NY2025:NYES:2,7.03612771622417,7.03200600267472,-0.00929426940636802,75,1
NY2025_SPC:MH2,31.7581179681645,31.7570849643783,-0.00207058401859328,75,1
NY2025_SPC:MH3,31.7581179681645,31.7570849643783,-0.00207058401859328,75,1
NY2025_SPC:HA2,15.6111677048414,15.6081145566185,-0.00637584899728783,75,1
NY2025_SPC:HW2,6.08777475952605,6.08356991209098,-0.00903707684692162,75,1
NY2025_SPC:LINE11,15.2170513387358,15.2139256972472,-0.00653456338163227,75,1
NY2025_SPC:LINE13,15.3490896101572,15.3459915135859,-0.0064745386199343,75,1
