fbus,tbus,r,x,b,rateA,rateB,rateC,ratio,angle,status,angmin,angmax,Pf,Qf,Pt,Qt
32,474,0.00565,0.02337,0.00387,166.999996,555.999994,209.99999,1,0,1,1,0,77.5779157916797,-18.2028177129537,-77.2334858923011,19.2248425144538
32,678,0.006,0.027,0.0044,166.999996,555.999994,209.99999,1,0,1,2,0,50.585222361701,-10.8663400459246,-50.4311266230959,11.1020233663601
32,31,0.0006,0.0027,0.00044,135.000002,555.999994,175,1,0,1,1,0,10.6404981730292,-2.38582625246143,-10.6398130307286,2.34313179281374
33,140,0.00862,0.03565,0.0059,166.999996,555.999994,209.99999,1,0,1,1,0,84.4281960574617,-13.8642311877712,-83.8223833000421,15.7570370746877
33,1469,0.01066,0.04408,0.0073,166.999996,555.999994,209.99999,1,0,1,1,0,-33.2368670574601,3.88619841788855,33.351918787186,-4.17123653646783
35,485,0.01865,0.07712,0.01277,115.999997,555.999994,145.000005,1,0,1,2,0,49.5004071987283,-25.4079311031754,-48.9280930026055,26.4856961300831
35,485,0.01865,0.07712,0.01277,115.999997,555.999994,145.000005,1,0,1,1,0,49.5004071987283,-25.4079311031754,-48.9280930026055,26.4856961300831
35,191,0.01727,0.07139,0.01182,166.999996,555.999994,209.99999,1,0,1,1,0,35.361241098524,4.35658322525346,-35.1407200756786,-4.6141515851922
35,36,0.00018,0.00076,0.00013,175,563.000011,175,1,0,1,2,0,-71.3714697479829,32.1796394905491,71.3825208923873,-32.1459570754667
35,36,0.00018,0.00076,0.00013,175,563.000011,175,1,0,1,1,0,-71.3714697479829,32.1796394905491,71.3825208923873,-32.1459570754667
36,192,0.00793,0.03281,0.00543,175,555.999994,175,1,0,1,2,0,-78.5819220633059,29.0506923320827,79.1407998817857,-27.2787565843563
36,192,0.00793,0.03281,0.00543,175,555.999994,175,1,0,1,1,0,-78.5819220633059,29.0506923320827,79.1407998817857,-27.2787565843563
36,190,0.02914,0.1205,0.01995,166.999996,555.999994,209.99999,1,0,1,1,0,-61.8188244648821,14.8540577124431,63.0077855310154,-11.932933915209
37,273,0.00153,0.00631,0.00104,166.999996,555.999994,209.99999,1,0,1,1,0,2.52510180917744,-0.107811049659183,-2.5250080000018,4.63691585128601e-13
37,270,0.00334,0.01382,0.00229,166.999996,555.999994,209.99999,1,0,1,2,0,78.9866058691504,10.550980522391,-78.7826637781018,-9.94444823598351
37,270,0.00261,0.01077,0.00178,166.999996,555.999994,209.99999,1,0,1,1,0,101.348355321676,13.5338598864248,-101.086021486857,-12.6358260153532
38,97,0.01486,0.06145,0.01018,166.999996,555.999994,209.99999,1,0,1,1,0,21.2696264237173,-0.869287722149719,-21.2049942190715,0.0803482055648435
38,91,0.00853,0.03527,0.00584,166.999996,555.999994,209.99999,1,0,1,1,0,73.543523576282,-11.3103677554293,-73.090148463059,12.5785899951757
39,1469,0.00149,0.0623,0,325.999999,369.000006,423.000002,1,0,1,1,0,37.573072628956,-3.31928019941056,-37.5526967871869,4.1712365364672
39,1307,0.00092,0.0074,0.02824,453.000021,935.999966,578.999996,1,0,1,1,0,87.6285103710484,-8.58508714515263,-87.5601612516964,6.1974934458617
42,1576,0.00889,0.03675,0.00609,166.999996,555.999994,209.99999,1,0,1,1,0,-24.8009606420365,-3.55920183823487,24.8544149383327,3.1444527373009
42,1576,0.00886,0.03666,0.00607,166.999996,555.999994,209.99999,1,0,1,2,0,-24.8624317426022,-3.57156046738499,24.9159730385999,3.15946432488258
42,46,0.00072,0.00296,0.00049,166.999996,555.999994,209.99999,1,0,1,1,0,7.57549662721231,-0.136420318889561,-7.57509940691144,0.0870743623167962
42,1330,0.00036,0.00149,0.00025,166.999996,555.999994,209.99999,1,0,1,1,0,-63.489529214482,16.6495347720259,63.5044371776621,-16.6138428494588
45,1330,0.0088,0.03638,0.00602,166.999996,555.999994,209.99999,1,0,1,1,0,-16.3984690563127,0.712154822764175,16.4213508989496,-1.24322472348024
45,44,0.00034,0.00142,0.00023,166.999996,555.999994,209.99999,1,0,1,1,0,2.525028879991,-0.0237917303647462,-2.52500799998992,1.31867390271156e-11
45,43,0.00052,0.00217,0.00036,166.999996,555.999994,209.99999,1,0,1,1,0,6.2984151763079,-0.688363092406569,-6.29821424048499,0.651826241179549
46,1438,0.00123,0.00508,0.00084,166.999996,555.999994,209.99999,1,0,1,1,0,2.52508340689929,-0.087074362333311,-2.52500799999602,3.87871158802344e-12
48,86,0.01054,0.04358,0.00722,166.999996,555.999994,209.99999,1,0,1,1,0,-18.0651333618168,8.54795045820382,18.1062647221493,-9.12759537286556
48,1369,0.02381,0.09844,0.0163,166.999996,555.999994,209.99999,1,0,1,1,0,-1.23872503401054,2.20429460454447,1.2412083056971,-3.88535370776648
48,1108,0.01146,0.0474,0.00785,166.999996,555.999994,209.99999,1,0,1,1,0,4.60426831828303,-5.37273336702097,-4.59921818626596,4.5755271213732
50,412,0.00331,0.01367,0.00226,166.999996,555.999994,209.99999,1,0,1,1,0,-2.21999252265244,0.0331589415314355,2.22015408395972,-0.2617075674945
51,131,0.00276,0.01143,0.00189,166.999996,555.999994,209.99999,1,0,1,1,0,-4.17864499999948,-6.45533973497869e-13,4.1791103552904,-0.193929908203787
52,131,0.01481,0.06124,0.01014,166.999996,555.999994,209.99999,1,0,1,1,0,11.918701,-0.0875559761648345,-11.8984519877651,-0.881643532396401
53,152,0.03542,0.14646,0.02425,166.999996,555.999994,209.99999,1,0,1,1,0,31.4465404137156,-7.84028507945742,-31.0951438112284,6.7712368661497
54,132,0.00359,0.02888,0.11019,453.000021,935.999966,578.999996,1,0,1,1,0,-104.541176432135,28.5116837224875,104.953459687038,-36.7488188066043
55,56,0.00881,0.03642,0.00603,166.999996,555.999994,209.99999,1,0,1,1,0,31.0975894229426,-6.26621033669188,-31.0122780196093,5.99491182194661
56,57,0.01171,0.04844,0.00802,166.999996,555.999994,209.99999,1,0,1,1,0,22.6549880196097,-5.99491182194782,-22.5933528102867,5.42029390139621
57,133,0.01248,0.05159,0.00854,166.999996,555.999994,209.99999,1,0,1,1,0,14.2360628102865,-5.42029390139582,-14.2086236430574,4.64955250115518
58,353,0.00193,0.00799,0.00132,417.000008,417.000008,417.000008,1,0,1,1,0,119.606719106401,-6.28429289608011,-119.340241895392,7.2505772534177
58,1552,0.00016,0.00068,0.00011,417.000008,417.000008,417.000008,1,0,1,1,0,-125.874685106397,6.28429289606891,125.899147569224,-6.19175723470144
59,1220,0.00149,0.0623,0,325,325,325,1,0,1,0,0,-162.154923096074,8.47932965481082,162.532419719303,7.30458955805521
59,83,0.00638,0.02637,0.00437,166.999996,555.999994,209.99999,1,0,1,1,0,-3.68316119275836,1.20663696743566,3.6841189180349,-1.65739559231436
59,15,0.03648,0.15084,0.02498,166.999996,555.999994,209.99999,1,0,1,1,0,-26.6621636611753,5.82713477824267,26.929156181066,-7.32243129054654
59,83,0.00637,0.02632,0.00436,166.999996,555.999994,209.99999,1,0,1,2,0,-3.68998271759982,1.21013310168397,3.69094254329645,-1.65984380847561
60,500,0.03202,0.0728,0.00142,95.999998,250,123.000002,1,0,1,1,0,-8.04224417119809,1.27593824513959,8.06271052462581,-1.37737217429974
61,1289,0.02343,0.09689,0.01604,166.999996,555.999994,209.99999,1,0,1,2,0,6.52016450703629,-4.82476947714298,-6.50692880463149,3.21549398624529
61,1289,0.02422,0.10014,0.01658,166.999996,555.999994,209.99999,1,0,1,1,0,6.30834776194717,-4.72327743307666,-6.29553969791214,3.05620434718473
62,722,0.00025,0.00383,0.09893,1215.99998,2454.00009,1804.00009,1,0,1,1,0,572.905116804229,-27.8445624685893,-572.115212241272,29.6562145055843
63,800,0.00024,0.00373,0.096,1215.99998,1215.99998,1804.00009,1,0,1,1,0,80.7383001957447,36.7466671893797,-80.7192437949663,-46.4215855262078
63,62,0,5e-05,0.00123,1215.99998,1215.99998,1804.00009,1,0,1,1,0,572.905116803803,-27.8144257490189,-572.90511680383,27.844562468751
64,422,6e-05,0.00024,4e-05,166.999996,555.999994,209.99999,1,0,1,1,0,-2.07700300001367,-1.48320461815232e-10,2.07700556270971,-0.00402983401797921
65,1573,0.00587,0.02425,0.00402,166.999996,555.999994,209.99999,1,0,1,1,0,-9.20483931430391,2.33483743678489,9.20997446709944,-2.73269555906287
68,134,0.01482,0.0613,0.01015,166.999996,555.999994,209.99999,1,0,1,1,0,8.75089913948906,2.37381154590185,-8.738725814485,-3.37045419585451
69,77,0.01769,0.07315,0.01211,166.999996,555.999994,209.99999,1,0,1,2,0,-2.14756815616185,-0.627733015755757,2.14835234718895,-0.629408282612964
69,77,0.0177,0.07319,0.01212,166.999996,555.999994,209.99999,1,0,1,1,0,-2.14639226274943,-0.628245384073788,2.14717603806728,-0.629938472651214
71,1572,0.01784,0.07378,0.01222,166.999996,555.999994,209.99999,1,0,1,1,0,-32.2028036959609,1.1573973870112,32.3802723511388,-1.70705346864537
71,78,0.01035,0.04279,0.00709,166.999996,555.999994,209.99999,1,0,1,1,0,10.3929800413931,-0.433517321359247,-10.3822888379893,-0.262951452433885
73,74,0.00162,0.00669,0.00111,166.999996,555.999994,209.99999,1,0,1,1,0,6.76009321895048,1.03417012374846,-6.75936318804017,-1.14663661862306
74,1416,0.00146,0.00605,0.001,166.999996,555.999994,209.99999,1,0,1,1,0,3.76980405902258,1.14312968605873,-3.76958454050193,-1.24622622427225
74,1363,0.00254,0.01052,0.00174,166.999996,555.999994,209.99999,1,0,1,1,0,-10.7546364290228,-1.12206294902886,10.7574867267678,0.952808672913207
77,1324,0.01823,0.07537,0.01248,166.999996,555.999994,209.99999,1,0,1,2,0,-5.7968321939716,1.27025819753626,5.8033613257196,-2.54215704821922
77,1324,0.01823,0.07539,0.01248,166.999996,555.999994,209.99999,1,0,1,1,0,-5.7954956791815,1.26942568004549,5.80202153854135,-2.54133090059723
77,78,0.01449,0.0599,0.00992,166.999996,555.999994,209.99999,1,0,1,1,0,-5.32824051210353,-1.28033712231558,5.33227283799016,0.262951452432498
79,1136,8e-05,0.00129,0.03339,1215.99998,2454.00009,1804.00009,1,0,1,1,0,345.744808555218,-22.4318812107397,-345.652561148135,20.4454750499475
79,1136,8e-05,0.00129,0.03342,1215.99998,2454.00009,1804.00009,1,0,1,2,0,345.744808555216,-22.4334418107325,-345.652561148135,20.4439144499516
80,375,0.00312,0.01291,0.00214,166.999996,555.999994,209.99999,1,0,1,1,0,16.182534292778,-1.48378261867618,-16.1746245931072,1.29393558775857
81,1465,0.02539,0.10501,0.01739,166.999996,555.999994,209.99999,1,0,1,1,0,13.5403161376774,0.104446253211967,-13.495507126753,-1.72814881765534
81,122,0.00663,0.02743,0.00454,166.999996,555.999994,209.99999,1,0,1,1,0,19.0056283710987,-0.192726031881864,-18.9827037354902,-0.186136424908084
81,112,0.02605,0.10774,0.01784,166.999996,555.999994,209.99999,1,0,1,1,0,12.164602932187,-0.389522880752031,-12.1276296505814,-1.31470562546822
81,1559,0.00227,0.00937,0.00155,166.999996,555.999994,209.99999,1,0,1,1,0,-32.8512982448211,0.251625820225436,32.8747511969799,-0.316852723876574
81,1559,0.00227,0.0094,0.00156,166.999996,555.999994,209.99999,1,0,1,2,0,-32.7524731961401,0.226176839202576,32.7757849233192,-0.292723986708798
85,1337,0.00563,0.02326,0.00385,166.999996,555.999994,209.99999,1,0,1,1,0,-2.52500800000003,-1.35497082304203e-12,2.52535660477766,-0.397495384433995
86,87,0.00291,0.01205,0.00199,166.999996,555.999994,209.99999,1,0,1,1,0,-23.1562807221496,9.12759537286593,23.1737283041016,-9.26151129904806
87,1368,0.01345,0.0556,0.00921,166.999996,555.999994,209.99999,1,0,1,1,0,16.8319381191182,-3.86242279347312,-16.7936525099193,3.06723869289115
87,88,0.00235,0.00972,0.00161,166.999996,555.999994,209.99999,1,0,1,1,0,-47.5806914232189,13.1239340925241,47.636024633714,-13.0617683075276
88,1391,0.00076,0.00313,0.00052,166.999996,555.999994,209.99999,1,0,1,1,0,-52.6860406337121,13.061768307527,52.7076759573899,-13.0264981036144
89,1391,0.00012,0.00051,8e-05,166.999996,555.999994,209.99999,1,0,1,1,0,-2.52500799998889,-1.1589687543001e-12,2.52501539036764,-0.00825053038652507
90,91,0.0024,0.00994,0.00165,166.999996,555.999994,209.99999,1,0,1,1,0,-67.9293045520572,12.8666704511946,68.0401324630616,-12.5785899951762
90,1391,0.0018,0.00743,0.00123,166.999996,555.999994,209.99999,1,0,1,1,0,62.8792885520545,-12.8666704511924,-62.8077163477663,13.0347486339946
93,1565,0.00934,0.03861,0.00639,166.999996,555.999994,209.99999,1,0,1,1,0,-50.9065422804901,7.83603277735976,51.1457896248549,-7.51128699543705
93,131,0.015,0.06204,0.01027,166.999996,555.999994,209.99999,1,0,1,1,0,36.5080432804896,-7.83603277736009,-36.3076774053393,7.59968709398747
94,95,0.00138,0.00572,0.00095,166.999996,555.999994,209.99999,1,0,1,1,0,-59.3294318805022,0.138056375929295,59.3761949999981,-0.0429873144041429
98,99,0.01014,0.04193,0.00694,166.999996,555.999994,209.99999,1,0,1,1,0,29.306327498888,-1.95443176832648,-29.221419803989,1.59313780834707
98,131,0.01067,0.04414,0.00731,166.999996,555.999994,209.99999,1,0,1,1,0,-43.7048264988876,1.95443176832576,43.903506471755,-1.88732630582727
105,1436,6e-05,0.00025,4e-05,166.999996,555.999994,209.99999,1,0,1,1,0,10.8413420795429,4.02373025713645,-10.8412641326336,-4.02752334332849
105,1433,0.01693,0.07002,0.01159,166.999996,555.999994,209.99999,1,0,1,1,0,12.6522807737046,-1.81738060598298,-12.6257102532757,0.735546508835169
105,1365,0.00407,0.01683,0.00279,166.999996,555.999994,209.99999,1,0,1,1,0,-14.0987091786762,-0.404383232671506,14.1065702649301,0.149491034291859
105,309,0.00227,0.0094,0.00156,166.999996,555.999994,209.99999,1,0,1,1,0,8.50563893308485,-3.01389696385575,-8.50385395153158,2.86067624315168
105,309,0.00227,0.00939,0.00155,166.999996,555.999994,209.99999,1,0,1,2,0,8.51348342102461,-3.018402772039,-8.51169484560006,2.86621862012073
105,262,0.01823,0.07536,0.01248,166.999996,555.999994,209.99999,1,0,1,1,0,-11.8658786627584,-0.679943912488765,11.8908115011803,-0.504568367815941
105,1364,0.00405,0.01676,0.00278,166.999996,555.999994,209.99999,1,0,1,1,0,-14.1415349279223,-0.407874287791458,14.1494050459255,0.154074392421031
106,1364,6e-05,0.00024,4e-05,166.999996,555.999994,209.99999,1,0,1,1,0,-2.4760172490765,0.00606987189096129,2.47602081786621,-0.0101784820905093
106,1365,8e-05,0.00034,6e-05,166.999996,555.999994,209.99999,1,0,1,1,0,-2.5739987508869,-0.00606987211820864,2.57400389329848,-9.26043724972913e-05
107,1566,0.00777,0.03214,0.00532,166.999996,555.999994,209.99999,1,0,1,3,0,-20.4418468212584,0.0685427893252842,20.4732778238899,-0.489043465847813
107,1566,0.00777,0.03213,0.00532,166.999996,555.999994,209.99999,1,0,1,2,0,-20.4478331162468,0.0700973337576665,20.4792826056762,-0.490562016612933
107,1566,0.00785,0.03244,0.00537,166.999996,555.999994,209.99999,1,0,1,1,0,-20.2516631918597,0.0671736700743619,20.2828299192252,-0.494064227433735
107,1365,0.00528,0.02184,0.00362,166.999996,555.999994,209.99999,1,0,1,1,0,24.2857373062322,-0.0995272132741774,-24.255599158213,-0.14939842993466
107,1364,0.0053,0.0219,0.00363,166.999996,555.999994,209.99999,1,0,1,1,0,24.2305658231293,-0.106286579880313,-24.2004508638382,-0.143895910266799
108,1568,0.00685,0.02832,0.00469,166.999996,555.999994,209.99999,1,0,1,1,0,-14.6664608431314,-1.69478474385947,14.680715151703,1.26350387488989
108,133,0.02302,0.09519,0.01576,166.999996,555.999994,209.99999,1,0,1,1,0,6.30917084313177,1.6947847438577,-6.29899462191514,-3.29171006024029
109,1568,0.00789,0.03261,0.0054,166.999996,555.999994,209.99999,1,0,1,1,0,2.52662636687735,-6.7083034199104,-2.52301850069383,6.1590476064362
109,124,0.01167,0.04826,0.00799,166.999996,555.999994,209.99999,1,0,1,1,0,-10.883916366877,6.70830341991048,10.902853278141,-7.4615169241509
110,1568,0.01636,0.06764,0.0112,166.999996,555.999994,209.99999,1,0,1,1,0,-46.4407598811602,6.82512357557977,46.7885141875521,-6.55612017705654
110,114,0.02289,0.09466,0.01567,166.999996,555.999994,209.99999,1,0,1,1,0,20.6493749002253,-3.44673559630259,-20.5540436964513,2.21377994820268
112,1465,0.00715,0.02956,0.00489,166.999996,555.999994,209.99999,1,0,1,1,0,3.77033965058172,1.3147056254688,-3.76919029013166,-1.81685259263932
113,1265,0.00202,0.00837,0.00139,166.999996,555.999994,209.99999,1,0,1,1,0,4.17898565531144,-0.142562351138283,-4.1786450000007,9.6259805681953e-13
113,1218,3e-05,0.00014,2e-05,166.999996,555.999994,209.99999,1,0,1,1,0,-12.5362756553382,0.142562351280111,12.5363211765234,-0.144421649598392
114,1466,0.00648,0.0268,0.00444,166.999996,555.999994,209.99999,1,0,1,1,0,12.1967536964515,-2.2137799482029,-12.1872062772235,1.79322868435973
115,1559,0.01298,0.05366,0.00888,166.999996,555.999994,209.99999,1,0,1,1,0,-47.1682033549611,7.65382151834131,47.4535805522071,-7.40113245994498
115,205,0.03321,0.13731,0.02274,166.999996,555.999994,209.99999,1,0,1,1,0,38.8109133549613,-7.65382151834107,-38.3174536283536,7.33053394739922
116,1559,0.00595,0.0246,0.00407,166.999996,555.999994,209.99999,1,0,1,1,0,17.3817479960158,-15.9443028505892,-17.3503143769188,15.6496597569353
116,120,0.01538,0.0636,0.01053,166.999996,555.999994,209.99999,1,0,1,1,0,21.6587010039841,-3.3890137051387,-21.5881617380265,2.58667080555197
117,121,0.00385,0.01594,0.00264,166.999996,555.999994,209.99999,1,0,1,1,0,20.2319014045197,0.522470627002435,-20.2167580315156,-0.734569384792997
117,122,0.00162,0.00669,0.00111,166.999996,555.999994,209.99999,1,0,1,1,0,-10.6236578130217,-0.29454289133991,10.6254137354886,0.186136424908391
117,1559,0.00982,0.0406,0.00672,166.999996,555.999994,209.99999,1,0,1,1,0,-22.144177591497,-0.227927735659645,22.190401897048,-0.282489134176973
118,119,0.00744,0.03076,0.00509,166.999996,555.999994,209.99999,1,0,1,1,0,-4.85955709990042,1.62396538264104,4.86150618066805,-2.14388674582809
118,123,0.01054,0.04357,0.00721,166.999996,555.999994,209.99999,1,0,1,1,0,-3.49773290009888,-1.62396538264123,3.49913448304003,0.881057945939117
119,120,0.00694,0.0287,0.00475,166.999996,555.999994,209.99999,1,0,1,1,0,-13.2187961806689,2.14388674582778,13.2308717380272,-2.58667080555087
121,123,0.00224,0.00926,0.00153,166.999996,555.999994,209.99999,1,0,1,1,0,11.8594680315153,0.73456938479282,-11.8564244830402,-0.881057945938058
124,29,0.03314,0.13704,0.02269,166.999996,555.999994,209.99999,1,0,1,1,0,-38.4195857641107,8.53761067696277,38.9207140937166,-8.82393157340403
124,149,0.03175,0.1313,0.02174,166.999996,555.999994,209.99999,1,0,1,1,0,13.1765252512621,-4.54611495468864,-13.1198773844965,2.52153840274009
124,55,0.03506,0.14498,0.02401,166.999996,555.999994,209.99999,1,0,1,1,0,-9.29999299765764,2.20554329758481,9.33321404430003,-4.5578117194111
125,415,0.00237,0.0098,0.00162,166.999996,555.999994,209.99999,1,0,1,1,0,3.84563350251456,-1.32193440633241,-3.84525960623676,1.15587243737367
125,418,0.0026,0.01555,0.0023,220.000005,251.999998,279.999995,1,0,1,0,0,56.6357301539108,-6.79518517742995,-56.5540003430576,7.04612817127231
