fbus,tbus,r,x,b,rateA,rateB,rateC,ratio,angle,status,angmin,angmax,Pf,Qf,Pt,Qt
474,684,0.00807,0.03337,0.00553,166.999996,555.999994,209.99999,1,0,1,2,0,14.633896541311,-3.2606338833014,-14.6166000710108,2.75691223097624
474,684,0.00854,0.03533,0.00585,166.999996,555.999994,209.99999,1,0,1,1,0,13.8227097334365,-3.11094538378021,-13.806379612806,2.56997223511719
474,683,0.01395,0.05768,0.00955,166.999996,555.999994,209.99999,1,0,1,1,0,15.5246922804569,-4.17677131422446,-15.490560325046,3.32431699795979
480,481,0.0131,0.05416,0.00897,166.999996,555.999994,209.99999,1,0,1,1,0,20.1755633588847,-0.221275568269894,-20.1237931736945,-0.4863092799274
481,482,0.00217,0.00898,0.00149,166.999996,555.999994,209.99999,1,0,1,1,0,13.2802371736949,0.486309279931614,-13.2764957384754,-0.623461609931569
483,1507,0.01457,0.06026,0.00998,166.999996,555.999994,209.99999,1,0,1,1,0,-70.4703864164913,7.49275200209372,71.1943828099609,-5.51501019823766
483,1480,0.0032,0.1644,0,125,145.000005,170.000005,1,0,1,1,0,12.4584239170754,-1.63413255905822,-12.4534328907132,1.89054653841697
485,490,0.04017,0.16613,0.02751,115.999997,555.999994,145.000005,1,0,1,2,0,34.1186960026056,-6.00004242271094,-33.6519734617504,5.13599748483673
485,490,0.04017,0.16613,0.02751,115.999997,555.999994,145.000005,1,0,1,1,0,34.1186960026056,-6.00004242271094,-33.6519734617504,5.13599748483673
487,488,0.0019,0.00787,0.0013,166.999996,555.999994,209.99999,1,0,1,1,0,3.42200034671659,-0.129201656451782,-3.42177800000266,3.98023627945499e-12
489,783,0.02898,0.11982,0.01984,166.999996,555.999994,209.99999,1,0,1,1,0,17.1980413123618,-8.63754819843767,-17.0974951004803,7.02063139934146
490,36,0.0375,0.24,0.033,115.999997,563.000011,145.000005,1,0,1,0,0,-40.3293586968181,9.50367564828591,40.9787168067175,-8.66352822573548
496,497,0.01815,0.07504,0.01243,166.999996,555.999994,209.99999,1,0,1,1,0,4.76544541807087,-3.03333004288489,-4.76058632640341,1.73595464152557
497,1223,0.01089,0.04504,0.00746,166.999996,555.999994,209.99999,1,0,1,1,0,21.891851001747,-9.68529380203315,-21.833794372221,9.13264365310726
497,1543,0.01385,0.05727,0.00948,166.999996,555.999994,209.99999,1,0,1,1,0,-23.3622726753432,7.94933916050829,23.4428575200391,-8.62036324184541
498,1223,0.00836,0.03457,0.00572,166.999996,555.999994,209.99999,1,0,1,1,0,12.4032284240553,-6.36052805234974,-12.3882363352054,5.81421278420015
498,499,0.00769,0.0318,0.00527,166.999996,555.999994,209.99999,1,0,1,1,0,-16.5572344240551,6.3605280523497,16.5802692913568,-6.82473048578164
499,1543,0.01594,0.06592,0.01092,166.999996,555.999994,209.99999,1,0,1,1,0,-20.7342752913572,6.82473048578126,20.8071147671334,-7.68025304717559
500,1481,0.10557,0.24,0.00469,95.999998,250,123.000002,1,0,1,1,0,-9.93051852462578,1.37737217429972,10.0329363492051,-1.63724592690294
501,1481,0.005,0.125,0,125,145.000005,170.000005,1,0,1,1,0,11.5148944582709,-1.47751820025568,-11.508505349205,1.63724592690306
501,1543,0.02043,0.08447,0.01399,166.999996,555.999994,209.99999,1,0,1,1,0,-7.76107497053163,-0.666498821318611,7.772743253839,-0.762990553797652
503,511,0.00031,0.00127,0.00021,166.999996,555.999994,209.99999,1,0,1,1,0,3.14519335697829,-2.79440948399303,-3.14514010703075,2.77306055836959
503,511,0.00031,0.00128,0.00021,166.999996,555.999994,209.99999,1,0,1,2,0,3.12695799594767,-2.76824602770368,-3.12690552886183,2.74689558735922
503,728,0.00077,0.0032,0.00053,166.999996,555.999994,209.99999,1,0,1,1,0,-6.31571355799969,1.99755416870974,6.31604336739742,-2.05061251843442
505,1520,0.00892,0.0369,0.00611,166.999996,555.999994,209.99999,1,0,1,1,0,27.7369162626208,-1.55312596093903,-27.6706823317434,1.19400826717723
507,813,0.01771,0.07322,0.01212,166.999996,555.999994,209.99999,1,0,1,1,0,-15.4045192679482,-0.376609020458217,15.4453341082454,-0.706091244469196
507,1520,0.00778,0.03216,0.00533,166.999996,555.999994,209.99999,1,0,1,1,0,-48.6470316238697,5.2155712337646,48.8280737904364,-5.01729982465203
508,509,0.00016,0.00065,0.00011,555.999994,555.999994,555.999994,1,0,1,2,0,165.744966000016,-10.9644323269255,-165.702533878398,11.1253705480295
508,509,0.00016,0.00065,0.00011,555.999994,555.999994,555.999994,1,0,1,1,0,165.744966000016,-10.9644323269255,-165.702533878398,11.1253705480295
510,815,0.00146,0.00605,0.001,250,250,250,1,0,1,2,0,86.3167539150098,-10.2342243473909,-86.2104308774738,10.5711394004455
510,815,0.00146,0.00605,0.001,250,250,250,1,0,1,1,0,86.3167539150098,-10.2342243473909,-86.2104308774738,10.5711394004455
511,720,0.00335,0.01385,0.00229,166.999996,555.999994,209.99999,1,0,1,1,0,22.9135627290431,-3.43583016844336,-22.8960779235235,3.27299770006139
512,1482,0.0032,0.1644,0,125,145.000005,170.000005,1,0,1,1,0,49.5122486772185,-0.521478066241768,-49.4353390157251,4.47271192546505
513,705,0.00272,0.01123,0.00186,166.999996,555.999994,209.99999,1,0,1,1,0,-1.21870300181107,-1.28851073157199,1.21877898927834,1.09534112213048
514,1485,0.03772,0.08576,0.00168,95.999998,250,123.000002,1,0,1,1,0,-12.3885024096133,4.84391564157634,12.4550495475534,-4.86197994573722
515,1483,0.0032,0.1644,0,125,145.000005,170.000005,1,0,1,1,0,7.69974839376392,-7.47474698957647,-7.69591257256585,7.67181230362727
517,664,0.0175,0.07235,0.01198,166.999996,555.999994,209.99999,1,0,1,1,0,47.3315241568059,-4.66132760991993,-46.9403635765815,5.07462535871708
517,523,0.00876,0.03624,0.006,166.999996,555.999994,209.99999,1,0,1,1,0,-54.1750801568052,4.66132760991993,54.431866691442,-4.20667364225343
518,1484,0.0032,0.1644,0,125,145.000005,170.000005,1,0,1,1,0,-3.15273574027637,-18.9909392612158,3.16513532903269,19.6279681335719
520,1509,0.0262,0.05956,0.00116,95.999998,250,123.000002,1,0,1,1,0,-46.6714023002244,8.53186854946756,47.2434568323313,-7.3519512562463
520,638,0.03439,0.07819,0.00153,95.999998,250,123.000002,1,0,1,1,0,38.4143203002244,-8.53186854946762,-37.898480642175,9.54781266270863
522,1485,0.0032,0.1644,0,125,145.000005,170.000005,1,0,1,1,0,14.8937696444238,-4.46227746901817,-14.8859895475534,4.86197994573722
524,537,0.00647,0.02677,0.00443,555.999994,555.999994,555.999994,1,0,1,1,0,-46.2395339267012,17.7215045526116,46.3961180237608,-17.5231921852649
524,525,0.00544,0.02249,0.00372,250,250,250,1,0,1,1,0,30.4595068600095,-8.08828786181031,-30.4065173856574,7.92915067242147
525,851,0.00606,0.02506,0.00415,250,250,250,1,0,1,1,0,22.149435385659,-7.92915067242165,-22.1166469966256,7.64250426046542
527,1516,0.00056,0.00126,2e-05,95.999998,250,123.000002,1,0,1,1,0,-14.5527104128459,-1.0063294469081,14.5539069005572,1.00702946644661
527,770,0.03479,0.07909,0.00155,95.999998,250,123.000002,1,0,1,1,0,6.29562841285452,1.0063294469184,-6.28137317293947,-1.12782372130502
528,1487,0.00919,0.03799,0.00629,198.000002,555.999994,259.99999,1,0,1,1,0,-79.3699608239247,11.1827503033956,79.9642433921588,-9.35383923293825
528,666,0.01685,0.06968,0.01154,166.999996,555.999994,209.99999,1,0,1,1,0,61.0062098239246,-11.1827503033959,-60.3566252008847,12.7233990330847
529,651,1e-05,0.00011,0.00273,1215.99998,2454.00009,1804.00009,1,0,1,1,0,-55.8386948186463,-9.16844546355534,55.8390084725397,8.89341259309769
529,651,1e-05,0.00014,0.0035,1215.99998,2454.00009,1804.00009,1,0,1,2,0,-43.7964978615778,-8.1330451762648,43.796692104171,7.77873500308845
529,1486,0.00106,0.0574,0,259.99999,290.00001,345.000005,1,0,1,1,0,47.4491974753827,-0.652037729027952,-47.4257974635431,1.91917044562977
529,1487,0.0006,0.0524,0,417.000008,517.999983,598.999977,1,0,1,1,0,52.185995204726,17.953528369076,-52.1680804908193,-16.3889766878881
530,860,0.0005,0.06,0,444.000006,444.000006,444.000006,1,0,1,1,0,45.8432386142796,6.35907304509147,-45.8327445524639,-5.09978562720717
530,858,0.00024,0.00373,0.09633,1215.99998,2454.00009,1804.00009,1,0,1,1,0,-45.8432386142824,-6.35907304508827,45.8481855708263,-3.39704044898124
531,1401,0.00023,0.00097,0.00016,555.999994,555.999994,555.999994,1,0,1,1,0,-119.118738339272,-6.82500460431329,119.151723977251,6.94823056817679
531,532,0.00488,0.02016,0.00334,555.999994,555.999994,555.999994,1,0,1,1,0,100.754985339301,6.82500460430889,-100.253503214558,-5.08280405177916
532,901,0.00686,0.02837,0.0047,555.999994,555.999994,555.999994,1,0,1,1,0,81.8897522145562,5.08280405177923,-81.4185580968916,-3.59173002282856
533,1419,0.02212,0.05029,0.00098,95.999998,250,123.000002,1,0,1,1,0,8.37407128003337,1.47811841933523,-8.35837642790306,-1.54226187395373
533,60,0.04755,0.10809,0.00211,95.999998,250,123.000002,1,0,1,1,0,-16.6311532800329,-1.47811841933417,16.7608131711979,1.55535635321929
534,1488,0.06776,0.15405,0.00301,95.999998,250,123.000002,1,0,1,1,0,-16.4565708595826,1.73328664679269,16.6385389408823,-1.62972094695416
534,1419,0.06393,0.14534,0.00284,95.999998,250,123.000002,1,0,1,1,0,8.19948885958251,-1.73328664679227,-8.15584293466963,1.54315373472922
535,757,0.00273,0.01363,0.10324,260.99999,561.999989,432.000017,1,0,1,1,0,172.854990678223,-15.8766216198893,-172.068076169521,9.0953991008499
535,757,0.00273,0.01364,0.10336,260.99999,561.999989,432.000017,1,0,1,2,0,172.734627350455,-15.8510713033959,-171.948821827873,9.05474168838639
535,544,0.0012,0.00602,0.04564,260.99999,561.999989,432.000017,1,0,1,2,0,180.478265779258,-15.6816587972769,-180.100532295176,12.8341936788286
535,541,0.00022,0.0011,0.0083,260.99999,561.999989,432.000017,1,0,1,1,0,38.8549802082623,-3.15094579053088,-38.8517721848716,2.30349995442293
535,1488,0.00302,0.10864,0,125,145.000005,170.000005,1,0,1,1,0,26.7149532045553,0.291016912827969,-26.6942342914929,0.454315112037425
535,544,0.0012,0.00602,0.04564,260.99999,561.999989,432.000017,1,0,1,1,0,180.478265779258,-15.6816587972769,-180.100532295176,12.8341936788286
536,1574,2e-05,0.00013,0.00096,260.99999,561.999989,440.00001,1,0,1,1,0,78.5730495271393,0.01846325927716,-78.5718557918576,-0.110000517649542
536,1574,2e-05,0.00013,0.00096,260.99999,561.999989,440.00001,1,0,1,2,0,78.5730495271393,0.01846325927716,-78.5718557918576,-0.110000517649542
536,546,0.00303,0.01517,0.11497,260.99999,561.999989,432.000017,1,0,1,1,0,81.5149073189182,-15.8882644263694,-81.3173649081994,4.99546331417213
536,546,0.00303,0.01517,0.11496,260.99999,561.999989,432.000017,1,0,1,2,0,81.5149073189181,-15.8877472490024,-81.3173649081992,4.99597960789156
536,757,2e-05,0.00011,0.00084,260.99999,561.999989,432.000017,1,0,1,1,0,-117.842953050491,8.51817028680792,117.845652368701,-8.5902110238532
536,757,2e-05,0.0001,0.00079,260.99999,561.999989,432.000017,1,0,1,3,0,-129.009359821051,11.6101988462825,129.012604193917,-11.6756921244329
536,757,2e-05,0.0001,0.00078,260.99999,561.999989,432.000017,1,0,1,2,0,-129.009359821055,11.6107160236222,129.01260419392,-11.6751749328846
537,781,0.00927,0.03834,0.00635,166.999996,555.999994,209.99999,1,0,1,1,0,-85.5759277535022,9.4228998370363,86.2547059172858,-7.26186808808917
537,771,0.00695,0.02874,0.00476,200,555.999994,209.99999,1,0,1,1,0,42.2274198824249,3.04261163653251,-42.104352762816,-3.01412197688119
537,538,0.00677,0.02798,0.00463,166.999996,555.999994,209.99999,1,0,1,1,0,-39.7751131526821,5.05768071169902,39.8827057743457,-5.08266155104474
538,781,0.00902,0.03731,0.00618,166.999996,555.999994,209.99999,1,0,1,1,0,-58.2464567743455,5.08266155104566,58.5503445403268,-4.45549933884032
539,758,0.01761,0.04003,0.00078,95.999998,250,123.000002,1,0,1,1,0,7.69956780489763,-0.509711947841382,-7.6894961408742,0.451545773895512
539,540,0.008,0.0212,0.00024,76.999998,99.000001,107.000005,1,0,1,1,0,-25.3835783423173,2.98667650376777,25.4338145059073,-2.87855412282482
540,541,0.001,0.068,0,232.999992,232.999992,344.000006,1,0,1,1,0,-29.5623555059073,2.87855412282531,29.5708121848542,-2.30349995444181
542,781,0.0084,0.03473,0.00575,166.999996,555.999994,209.99999,1,0,1,1,0,-9.1818759999995,9.93649607039515e-13,9.18881731443724,-0.55892413093121
543,781,0.01365,0.05643,0.00934,166.999996,555.999994,209.99999,1,0,1,1,0,-9.18187599999982,-1.5855372570428e-13,9.19318164503731,-0.907463748001119
546,1518,0.00046,0.00229,0.01736,360.99999,360.99999,380.999994,1,0,1,1,0,184.316543816396,-9.99144292205472,-184.164833248078,8.95522060427921
547,897,0.00028,0.00424,0.10951,1215.99998,2454.00009,1804.00009,1,0,1,1,0,-650.309255608477,57.7020238736429,651.472711317527,-51.3298760438509
547,594,0.00028,0.0043,0.11125,1215.99998,2454.00009,1804.00009,1,0,1,4,0,616.563838218565,-51.1061289933117,-615.522205746908,55.6662547327754
547,594,0.00028,0.00429,0.1109,1215.99998,2454.00009,1804.00009,1,0,1,3,0,617.988077013635,-51.2869132944456,-616.941603409596,55.9199905384899
547,900,0.0006,0.00919,0.23757,1215.99998,2454.00009,1804.00009,1,0,1,1,0,-552.021617520306,36.9754629915853,553.815317319154,-33.911757456326
547,897,0.00028,0.0043,0.11121,1215.99998,2454.00009,1804.00009,1,0,1,3,0,-641.330782318887,56.1464069669868,642.46213215423,-50.1925795609331
547,897,0.00028,0.00432,0.11162,1215.99998,2454.00009,1804.00009,1,0,1,2,0,-638.392563717903,55.6485188668248,639.513506062018,-49.8165575551462
547,594,0.00028,0.00425,0.10981,1215.99998,2454.00009,1804.00009,1,0,1,1,0,623.751151966684,-52.0396852056623,-622.684972869359,56.9344182129501
547,594,0.00028,0.00425,0.10981,1215.99998,2454.00009,1804.00009,1,0,1,2,0,623.751151966684,-52.0396852056623,-622.684972869359,56.9344182129501
549,737,0.03551,0.089,0.00158,200,250,200,1,0,1,1,0,27.1756194989115,-17.5057671012619,-26.8082692538959,18.2662953337774
549,739,0.06254,0.14217,0.00278,250,250,250,1,0,1,2,0,-41.0876594989117,17.5057671012616,42.3289656361067,-14.9648500668052
549,739,0.06254,0.14217,0.00278,250,250,250,1,0,1,1,0,-41.0876594989117,17.5057671012616,42.3289656361067,-14.9648500668052
549,737,0.03551,0.089,0.00158,200,250,200,1,0,1,2,0,27.1756194989115,-17.5057671012619,-26.8082692538959,18.2662953337774
550,1489,0.00302,0.10864,0,500,500,500,1,0,1,1,0,135.638410624388,1.70452894049598,-135.101284872223,17.6177696406983
550,1170,0.00104,0.0052,0.03937,260.99999,561.999989,432.000017,1,0,1,1,0,36.851839512295,-9.80676411984623,-36.8375808916293,5.80481831815118
550,1489,0.00302,0.10864,0,500,500,500,1,0,1,2,0,135.638410624388,1.70452894049598,-135.101284872223,17.6177696406983
550,1165,0.00261,0.01304,0.09879,260.99999,561.999989,432.000017,1,0,1,2,0,-133.232836458937,3.19813245855547,133.682392398228,-11.1978656480916
550,1164,0.00232,0.0116,0.08786,260.99999,561.999989,432.000017,1,0,1,2,0,-73.8061297331967,-0.00935782868277668,73.928745098172,-8.47814975043384
550,1165,0.00261,0.01304,0.09879,260.99999,561.999989,432.000017,1,0,1,1,0,-133.232836458937,3.19813245855547,133.682392398228,-11.1978656480916
550,1164,0.00232,0.01159,0.08778,260.99999,561.999989,432.000017,1,0,1,1,0,-73.8666041099982,0.0107991504032123,73.9894229994259,-8.48953205749447
551,1539,0.01234,0.02805,0.00055,95.999998,250,123.000002,1,0,1,2,0,-6.92592978519113,7.94737631336362e-05,6.93160972397666,-0.0445340106350063
551,1539,0.01223,0.02781,0.00054,95.999998,250,123.000002,1,0,1,1,0,-6.98611321480954,-7.9473763517357e-05,6.99184077353276,-0.0432191056948014
552,608,0.00177,0.00885,0.06702,260.99999,561.999989,432.000017,1,0,1,2,0,62.5766668960577,-3.35546162347953,-62.5101388779233,-3.28682125475497
552,608,0.00178,0.00889,0.06732,260.99999,561.999989,432.000017,1,0,1,1,0,62.292438387446,-3.38517990918014,-62.2261409498123,-3.28985000753154
552,1490,0.00302,0.10864,0,125,145.000005,170.000005,1,0,1,1,0,63.843632080024,6.72603824163546,-63.7241672098365,-2.4284675472094
553,842,0.00018,0.001,0.0305,400,561.999989,432.000017,1,0,1,2,0,-59.2640070087531,-0.923685273267288,59.2700653486024,-2.22610389998304
553,842,0.0001,0.001,0.03,400,561.999989,432.000017,1,0,1,1,0,-59.7863266900704,-5.58648254536518,59.7897670806519,2.48962748368423
554,608,0.00199,0.00994,0.07534,260.99999,561.999989,432.000017,1,0,1,1,0,-89.0702860283162,6.91655432205378,89.2246090408106,-13.972653178019
554,1491,0.00302,0.10864,0,125,145.000005,170.000005,1,0,1,1,0,17.9597137049255,0.308965503713644,-17.9503278074351,0.0286781728949956
554,1164,0.00144,0.00719,0.05447,260.99999,561.999989,432.000017,1,0,1,1,0,48.0682619029113,-4.59829642976697,-48.0361689315052,-0.893199122324531
554,1164,0.00143,0.00712,0.05398,260.99999,561.999989,432.000017,1,0,1,2,0,48.5345824400813,-4.61641791004224,-48.5020896708019,-0.82269567795395
554,1164,0.00143,0.00712,0.05398,260.99999,561.999989,432.000017,1,0,1,3,0,48.5345824400813,-4.61641791004224,-48.5020896708019,-0.82269567795395
554,555,0.00203,0.01013,0.07672,260.99999,561.999989,432.000017,1,0,1,1,0,-86.2767894596764,6.60561242405523,86.4245360227056,-13.8384981431662
555,1492,0.00302,0.10864,0,250,250,250,1,0,1,1,0,-41.6760632552548,11.3499324570982,41.7302625657796,-9.40019302153124
555,608,7e-05,0.00037,0.00283,260.99999,561.999989,432.000017,1,0,1,1,0,-30.7067754797886,0.687520097030625,30.7074108526553,-0.978368467653587
556,629,0.00057,0.00285,0.0216,561.999989,561.999989,561.999989,1,0,1,1,0,-255.418091523248,19.8950640282612,255.778755901104,-20.3357717002812
556,597,8e-05,0.00042,0.00322,561.999989,561.999989,561.999989,1,0,1,1,0,126.930111389897,-132.621011957426,-126.904173299118,132.422798310993
556,629,0.00057,0.00285,0.0216,561.999989,561.999989,561.999989,1,0,1,2,0,-255.418091523248,19.8950640282612,255.778755901104,-20.3357717002812
557,1493,0.0012,0.055,0,1292.00001,1347.00003,1394.99998,1,0,1,1,0,493.292250871245,56.8889627805891,-490.448062008635,73.4696934224021
557,79,0.00012,0.0023,0.05,1200,1200,1200,1,0,1,2,0,139.83070931894,-11.2907965874196,-139.808068555238,6.52292994200226
557,79,0.00012,0.0023,0.05,1200,1200,1200,1,0,1,1,0,139.83070931894,-11.2907965874196,-139.808068555238,6.52292994200226
557,1493,0.0012,0.055,0,1292.00001,1347.00003,1394.99998,1,0,1,2,0,493.292250871245,56.8889627805891,-490.448062008635,73.4696934224021
560,1494,0.00106,0.0574,0,500,500,500,1,0,1,2,0,92.368312240496,-5.5268029249869,-92.2801036241548,10.3033827155404
560,1494,0.00106,0.0574,0,500,500,500,1,0,1,1,0,92.368312240496,-5.5268029249869,-92.2801036241548,10.3033827155404
560,593,0.00046,0.00697,0.18022,600,2454.00009,1804.00009,1,0,1,1,0,-184.736624480989,11.0536058499764,184.891042004968,-27.2487839480638
561,598,0.02266,0.05151,0.00101,200,250,200,1,0,1,1,0,-10.1912716085316,21.0617747034476,10.3133652908745,-20.8864079539197
561,567,0.02338,0.05314,0.00104,95.999998,250,123.000002,1,0,1,1,0,-5.06772719541654,-20.9595749238434,5.17379055113965,21.093268304886
561,587,0.0271,0.06162,0.0012,250,250,250,1,0,1,1,0,93.1004222102618,-45.8624938147607,-90.2404499177414,52.2424437976475
564,1540,0.00691,0.01571,0.00031,95.999998,250,123.000002,1,0,1,1,0,64.0909070000001,-10.7610481951374,-63.8048404193502,11.3798852957846
565,1525,0.00023,0.00114,0.00866,260.99999,561.999989,432.000017,1,0,1,1,0,-142.83986868314,-5.846573326549,142.886845107048,5.21273460703876
565,1401,0.00229,0.01143,0.08661,260.99999,561.999989,432.000017,1,0,1,0,0,107.447572683145,5.84657332655769,-107.18092446674,-13.1493517187627
567,588,0.01166,0.02651,0.00052,250,250,275,1,0,1,1,0,151.979001101686,-33.5230921091409,-149.276176112105,39.6142719984432
567,1497,0.00919,0.0209,0.00041,250,250,325,1,0,1,2,0,-171.955949377254,22.9764579566961,174.603242756818,-16.9992738089496
567,1497,0.00919,0.0209,0.00041,250,250,325,1,0,1,1,0,-171.955949377254,22.9764579566961,174.603242756818,-16.9992738089496
567,588,0.01166,0.02651,0.00052,250,250,275,1,0,1,2,0,151.979001101686,-33.5230921091409,-149.276176112105,39.6142719984432
568,591,0.01312,0.02982,0.00058,250,250,250,1,0,1,1,0,-92.8340645420682,18.2722746240943,93.9727790488926,-15.7443763206236
568,841,0.01472,0.03347,0.00065,250,250,250,1,0,1,1,0,78.9220215420682,-18.2722746240937,-77.9857407092367,20.3344479744977
569,591,0.0076,0.01727,0.00034,250,250,250,1,0,1,1,0,82.712604405908,-6.34231846166525,-82.2173917535244,7.43188997583143
569,591,0.0076,0.01727,0.00034,250,250,250,1,0,1,2,0,82.712604405908,-6.34231846166525,-82.2173917535244,7.43188997583143
569,592,0.01108,0.0252,0.00049,200,250,200,1,0,1,1,0,-7.22301781181484,12.6846369233355,7.24544146842929,-12.6852678459003
570,1506,0.02818,0.06407,0.00125,200,125,200,1,0,1,2,0,20.7594554138348,12.5071919393605,-20.5999161943731,-12.2727930473778
570,1506,0.02818,0.06407,0.00125,200,125,200,1,0,1,1,0,20.7594554138348,12.5071919393605,-20.5999161943731,-12.2727930473778
571,1531,0.00208,0.01673,0.06382,900,900,900,1,0,1,1,0,185.079522695365,18.4664770391737,-184.385208206195,-19.4769488841227
571,1528,0.00181,0.01457,0.05559,935.999966,935.999966,935.999966,1,0,1,1,0,466.30906860927,93.9481209146619,-462.363009110492,-67.8547238211799
571,1531,0.00208,0.01673,0.06382,900,900,900,1,0,1,2,0,185.079522695365,18.4664770391737,-184.385208206195,-19.4769488841227
572,1160,0.00049,0.00245,0.01858,260.99999,561.999989,432.000017,1,0,1,1,0,-81.2205241742634,-0.445802023147573,81.2516083349537,-1.33169645635695
577,578,0.00134,0.00306,6e-05,95.999998,250,123.000002,1,0,1,1,0,51.5936421128783,-8.04598874093088,-51.5578256822332,8.12166056296419
578,846,0.00849,0.0193,0.00038,95.999998,250,123.000002,1,0,1,1,0,37.6457826822359,-8.12166056295829,-37.5222616822463,8.36378696684847
580,1495,0.00106,0.0574,0,450,450,450,1,0,1,1,0,149.247164236584,5.3621801020416,-149.024318754931,6.70511296106933
580,1496,1e-05,0.03356,0,775,775,775,1,0,1,1,0,224.217129619068,24.7747232619182,-224.212333021073,-8.67734039121586
580,1499,6e-05,0.00089,0.02291,1215.99998,2454.00009,1804.00009,1,0,1,1,0,115.235893322499,-0.619615552977187,-115.228382907263,-1.69933244665483
580,1496,1e-05,0.03356,0,775,775,775,1,0,1,2,0,224.217129619068,24.7747232619182,-224.212333021073,-8.67734039121586
580,589,0.00012,0.00182,0.04707,1215.99998,2454.00009,1804.00009,1,0,1,2,0,-281.45865839862,-64.6160754102253,281.552628926211,61.040666080367
580,589,0.00012,0.00182,0.04706,1215.99998,2454.00009,1804.00009,1,0,1,1,0,-281.458658398622,-64.6155449602295,281.552628926207,61.0411980117157
581,840,0.04374,0.09944,0.00194,300,300,300,1,0,1,1,0,13.8758429279003,-11.1707707097163,-13.7402285357929,11.2809049497226
581,582,0.04093,0.09306,0.00182,300,300,300,1,0,1,1,0,-30.5702919279006,11.1707707097159,30.9977137122231,-10.3844214268069
582,583,0.01011,0.02299,0.00045,200,250,200,1,0,1,1,0,-46.3009607122216,10.384421426807,46.5238455966497,-9.92365984951594
584,1523,0.02864,0.06511,0.00127,95.999998,250,123.000002,1,0,1,1,0,11.4488333218876,-1.94113314038935,-11.4114219684426,1.89558334045172
584,1498,0.03244,0.07375,0.00144,300,300,300,1,0,1,1,0,-43.071602933605,-0.749903478225583,43.6558201238121,1.92753710669614
584,840,0.01201,0.0273,0.00053,95.999998,250,123.000002,1,0,1,1,0,9.36350161171745,2.69103661861574,-9.35242093931846,-2.72036025613629
585,586,0.01878,0.04268,0.00083,250,250,250,1,0,1,1,0,83.4462844060977,-18.6022021403862,-82.1072506150546,21.5608421786253
586,598,0.02555,0.05808,0.00114,250,250,250,1,0,1,1,0,68.1952076150546,-21.5608421786252,-66.903010518479,24.3834480519488
587,625,0.01756,0.03993,0.00078,250,250,250,1,0,1,1,0,76.3284069177411,-15.6098507324737,-75.2946891380407,17.8805499853123
589,594,0.00073,0.01109,0.28674,1500,2454.00009,1804.00009,1,0,1,1,0,-404.046672588365,181.074604768958,405.431368215056,-190.037667859966
589,594,0.00073,0.01109,0.28674,1500,2454.00009,1804.00009,1,0,1,2,0,-404.046672588365,181.074604768958,405.431368215056,-190.037667859966
589,1497,0.00106,0.0574,0,500,500,500,1,0,1,1,0,188.870762662159,2.25013597077405,-188.515285756819,16.9992738089503
589,1497,0.00106,0.0574,0,500,500,500,1,0,1,2,0,188.870762662159,2.25013597077405,-188.515285756819,16.9992738089503
590,1498,0.00106,0.0574,0,359.99999,359.99999,400,1,0,1,1,0,115.228382906702,1.69808046100914,-115.095672390297,5.48831920094339
590,1499,0,1e-05,0,1215.99998,2454.00009,1804.00009,1,0,1,1,0,-115.228382907106,-1.69808046179243,115.228382907106,1.69933244779626
591,843,0.01393,0.03166,0.00062,200,250,200,1,0,1,2,0,47.9861053844512,-2.56201785479365,-47.6785757133639,3.19647827950233
591,843,0.01393,0.03166,0.00062,200,250,200,1,0,1,1,0,47.9861053844512,-2.56201785479365,-47.6785757133639,3.19647827950233
592,840,0.04416,0.10039,0.00196,95.999998,250,123.000002,1,0,1,1,0,17.6723659472957,4.58576479494988,-17.5319425995692,-4.47017514447884
593,1500,0.00106,0.0574,0,259.99999,290.00001,345.000005,1,0,1,1,0,93.9795623304708,-1.61223741665614,-93.8884625846121,6.54537459806115
593,898,0.00053,0.00814,0.21032,1215.99998,2454.00009,1804.00009,1,0,1,2,0,-455.537111374476,43.3659034811736,456.622136096567,-48.2943244060111
593,898,0.00053,0.00812,0.21,1215.99998,2454.00009,1804.00009,1,0,1,1,0,-456.645691417806,43.5881478571355,457.736044969331,-48.443018226709
593,1501,0.00133,0.0571,0,850,850,850,1,0,1,1,0,460.250478184228,51.5890159092775,-457.475374167952,67.5526677970223
593,1501,0.00133,0.0571,0,850,850,850,1,0,1,2,0,460.250478184228,51.5890159092775,-457.475374167952,67.5526677970223
593,1500,0.00106,0.0574,0,259.99999,290.00001,345.000005,1,0,1,2,0,93.9795623304708,-1.61223741665614,-93.8884625846121,6.54537459806115
593,594,4e-05,0.00055,0.01426,1215.99998,2454.00009,1804.00009,1,0,1,4,0,-110.375107961469,-45.6274827224551,110.380632671046,44.237137139364
593,594,5e-05,0.00082,0.02111,1215.99998,2454.00009,1804.00009,1,0,1,1,0,-73.7323794188768,-32.085492636725,73.7354911098289,29.9658503660633
593,594,4e-05,0.00055,0.01432,1215.99998,2454.00009,1804.00009,1,0,1,2,0,-110.375107961456,-45.630566652989,110.380632671054,44.2340514611392
593,594,5e-05,0.0007,0.01801,1215.99998,2454.00009,1804.00009,1,0,1,3,0,-86.6857249004366,-36.3152823631388,86.6899890227402,34.5230691902185
