Name,bus_i,type,Pd,Qd,Gs,Bs,area,Vm,Va,baseKV,zone,Vmax,Vmin
UNKNOWN129008,518,1,11.57643,0,0,0,71,0.977960758906244,69.3225605314387,115,71,1.1,0.9
UNKNOWN129009,519,1,18.363751,0,0,0,71,0.973817795830568,70.0514804070083,115,71,1.1,0.9
UNKNOWN129010,520,1,8.257082,0,0,0,71,1.01559297162274,71.7515344485446,69,71,1.1,0.9
UNKNOWN129013,521,1,3.421778,0,0,0,70,0.997168527926653,74.735848130643,115,70,1.1,0.9
UNKNOWN129014,522,1,7.735927,0,0,0,70,0.997133752588151,72.144267756333,115,70,1.1,0.9
UNKNOWN129016,523,1,10.265335,0,0,0,70,1.00793408802282,78.2116887785638,115,70,1.1,0.9
UNKNOWN129024,524,1,22.492293,0,0,0,71,1.00823442952731,69.2277208338857,115,71,1.1,0.9
UNKNOWN129025,525,1,8.257082,0,0,0,71,1.00837884114746,68.8174448761025,115,71,1.1,0.9
UNKNOWN129050,526,2,0.933904,0,0,0,69,1.02,72.8270199803042,69,69,1.1,0.9
UNKNOWN129051,527,1,8.257082,0,0,0,71,0.997970302729887,68.1037970635689,69,71,1.1,0.9
UNKNOWN129083,528,1,18.363751,0,0,0,71,0.997299146008114,67.1158606016594,115,71,1.1,0.9
UNKNOWN129084,529,1,0,0,0,0,71,1.00998463561638,70.4520977644761,345,71,1.1,0.9
UNKNOWN129085,530,1,0,0,0,0,71,1.01024571139868,68.824129402087,345,71,1.1,0.9
UNKNOWN129086,531,1,18.363753,0,0,0,71,0.996303352965204,59.6755808948271,115,71,1.1,0.9
UNKNOWN129087,532,1,18.363751,0,0,0,71,0.990156619721666,58.5155813195691,115,71,1.1,0.9
UNKNOWN129090,533,1,8.257082,0,0,0,71,1.0105647194916,76.6582993217251,69,71,1.1,0.9
UNKNOWN129091,534,1,8.257082,0,0,0,71,1.01079964261388,77.1677103719478,69,71,1.1,0.9
SHOEMAKER,535,2,39.518392,0,0,0,71,1.02,80.2479423588354,138,71,1.1,0.9
UNKNOWN129096,536,1,55.685759,0,0,0,71,1.01703231747539,78.9234636827724,138,71,1.1,0.9
UNKNOWN129097,537,1,36.727503,0,0,0,71,1.00652619547246,69.9921736059666,115,71,1.1,0.9
UNKNOWN129098,538,1,18.363751,0,0,0,71,1.00779497631846,70.6410393610598,115,71,1.1,0.9
UNKNOWN129103,539,2,12.385622,0,0,1.462161,71,1.01999977398181,78.8076533313195,69,71,1.1,0.9
UNKNOWN129104,540,1,4.128541,0,0,0,71,1.02138215602048,79.1168034484164,69,71,1.1,0.9
UNKNOWN129106,541,1,9.28096,0,0,0,71,1.01994560812889,80.2240740681303,138,71,1.1,0.9
UNKNOWN129107,542,1,9.181876,0,0,0,71,1.01058336802518,71.7100988601002,115,71,1.1,0.9
UNKNOWN129109,543,1,9.181876,0,0,0,71,1.01026296704493,71.5960321083051,115,71,1.1,0.9
UNKNOWN129110,544,1,18.561921,0,0,0,71,1.0187194658494,79.640039529302,138,71,1.1,0.9
UNKNOWN129111,545,1,9.28096,0,0,0,71,1.01753916380552,79.1341082452407,138,71,1.1,0.9
UNKNOWN129180,546,1,24.523534,0,0,0,71,1.01616309580295,78.2211821547505,138,71,1.1,0.9
UNKNOWN129188,547,1,0,0,0,0,72,1.01361617778596,64.6319950993478,345,72,1.1,0.9
UNKNOWN129191,548,1,13.912043,0,0,0,75,1.00846630377818,25.5609690879032,69,75,1.1,0.9
UNKNOWN129193,549,1,27.82408,0,0,0,75,1.00370894816049,31.8080815394827,69,75,1.1,0.9
UNKNOWN129197,550,1,106.009746,0,0,0,75,1.01714405695831,52.4924576694741,138,75,1.1,0.9
UNKNOWN129199,551,1,13.912043,0,0,0,75,1.02086326292088,48.956715975016,69,75,1.1,0.9
UNKNOWN129212,552,1,50.945902,0,0,0,75,1.02069923281338,53.9690579194123,138,75,1.1,0.9
UNKNOWN129228,553,1,55.982059,0,0,0,75,1.02159327477056,54.5946586329352,138,75,1.1,0.9
UNKNOWN129497,554,1,82.220167,0,0,0,75,1.0188945355788,53.1641214640272,138,75,1.1,0.9
UNKNOWN129500,555,1,46.577513,0,0,0,75,1.019598686209,53.6580045333671,138,75,1.1,0.9
WEST ASTORIA,556,1,363.64367,0,0,0,74,1.01883213821924,48.2376860809193,138,74,1.1,0.9
EAST ASTORIA,557,1,0,0,0,0,74,1.01996364962652,63.2676823726995,345,74,1.1,0.9
UNKNOWN129549,558,1,6.956021,0,0,0,75,1.02682055850147,47.4746235908485,69,75,1.1,0.9
UNKNOWN129551,559,1,33.388898,0,0,0,75,1.01882440711813,45.2645360173544,69,75,1.1,0.9
SHORE RD,560,1,0,0,0,0,75,1.01437016865172,62.3916779968213,345,75,1.1,0.9
UNKNOWN129558,561,1,27.824086,0,0,0,75,1.0099962436754,52.8359444210956,69,75,1.1,0.9
UNKNOWN129567,562,2,0,0,0,0,68,1.02,109.350582029964,230,68,1.1,0.9
UNKNOWN129569,563,2,3.421778,0,0,0,70,1.02,81.9715538371396,115,70,1.1,0.9
UNKNOWN129570,564,2,6.956021,0,0,0,75,1.01,57.2946413585574,69,75,1.1,0.9
UNKNOWN129572,565,1,94.713998,0,0,0,73,1.00019584566963,60.4338616872025,115,73,1.1,0.9
UNKNOWN129573,566,1,2.525008,0,0,0,65,1.01817737107635,96.3472444805177,115,65,1.1,0.9
UNKNOWN129899,567,1,34.780106,0,0,0,75,1.0221714355581,52.714128127832,69,75,1.1,0.9
UNKNOWN129909,568,1,13.912043,0,0,0,75,1.01565690539109,53.0813352015421,69,75,1.1,0.9
UNKNOWN129912,569,1,20.868061,0,0,0,75,1.02765766186652,55.545987274322,69,75,1.1,0.9
UNKNOWN129913,570,2,113.234246,0,0,2.221991,74,1.02,43.1613613812569,69,74,1.1,0.9
UNKNOWN129920,571,2,0,0,0,0,74,1.02,80.2805787698761,345,74,1.1,0.9
UNKNOWN129921,572,1,31.274268,0,0,0,75,1.01977219447117,54.5705717533902,138,75,1.1,0.9
UNKNOWN130013,573,2,2.077003,0,0,0,69,1.02,98.5769373340191,115,69,1.1,0.9
UNKNOWN130113,574,1,2.077003,0,0,0,69,1.0166782792946,82.9975657303831,115,69,1.1,0.9
FAY STREET,575,1,4.178645,0,0,0,67,1.0118928569162,97.9322123273756,115,67,1.1,0.9
UNKNOWN130191,576,1,2.077003,0,0,0,69,1.01469351453553,89.7975550688979,115,69,1.1,0.9
UNKNOWN130194,577,2,13.912043,0,0,0,75,1.01,54.0553485981637,69,75,1.1,0.9
UNKNOWN130195,578,1,13.912043,0,0,0,75,1.00956054811922,53.9605796829561,69,75,1.1,0.9
UNKNOWN130198,579,1,2.077003,0,0,0,69,1.00741662304167,100.46209021281,115,69,1.1,0.9
NEWBRIDGE ROAD,580,2,0,0,0,0,75,1.03,60.3411870501811,345,75,1.1,0.9
OYSTER BAY,581,1,16.694449,0,0,0,75,1.00816792239338,55.9028833131802,69,75,1.1,0.9
ORCHARD,582,1,15.303247,0,0,0,75,1.01071436024687,57.7620751090339,69,75,1.1,0.9
GLEN HEAD,583,1,13.912043,0,0,0,75,1.01304457080388,58.4166229537057,69,75,1.1,0.9
WOODBURY,584,1,22.259268,0,0,0,75,1.0150740590775,54.9814767564564,69,75,1.1,0.9
BAR BEACH,585,1,13.912043,0,0,0,75,1.0123802826979,58.1726079265125,69,75,1.1,0.9
PORT WASHINGTON,586,1,13.912043,0,0,0,75,1.00546716662232,55.9712082636331,69,75,1.1,0.9
WHITESIDE,587,2,13.912043,0,0,35.535964,75,1.0153126102519,48.9340661646811,69,75,1.1,0.9
WEST HEMPSTEAD,588,1,27.824086,0,0,0,75,1.01444403332994,50.2713835976163,69,75,1.1,0.9
EAST GARDEN CITY,589,1,0,0,0,500,75,1.03143719786666,60.6134346028017,345,75,1.1,0.9
DUFFY AVENUE CONVERTER STATION,590,1,0,0,0,0,75,1.0299280415179,60.2851907741339,345,75,1.1,0.9
LEVITTOWN,591,1,48.692143,0,0,0,75,1.02270443739395,54.7410255093562,69,75,1.1,0.9
NEW SOUTH ROAD,592,1,20.868063,0,0,0,75,1.02532440217964,55.7215441003572,69,75,1.1,0.9
DUNWOODIE,593,1,0,0,0,0,72,1.01389192743786,63.1142380105818,345,72,1.1,0.9
SPRAIN BROOK,594,1,0,0,0,0,72,1.01417917574444,63.147063349365,345,72,1.1,0.9
BRUCKNER,595,1,440.642929,0,0,0,74,1.01807743284785,48.1249596608515,138,74,1.1,0.9
TREMONT,596,1,522.495079,0,0,0,74,1.00897499038699,47.5595045297604,138,74,1.1,0.9
NORTH QUEENS,597,1,636.376381,0,0,0,74,1.0192786876312,48.2024266558822,138,74,1.1,0.9
GREAT NECK,598,1,27.824086,0,0,0,75,1.0015641830949,53.4042690148827,69,75,1.1,0.9
PARKCHESTER,599,1,272.732735,0,0,0,74,1.00900872167547,47.5591409798559,138,74,1.1,0.9
EAST 179TH STREET,600,1,557.759476,0,0,0,74,1.01357710836871,47.8466823353664,138,74,1.1,0.9
CORONA,601,1,555.171251,0,0,0,74,1.01631923111305,47.9994946288315,138,74,1.1,0.9
YAPHANK,602,1,6.956021,0,0,0,75,1.01766026335342,52.0159206331326,69,75,1.1,0.9
WEST YAPHANK,603,1,47.106174,0,0,0,75,1.00357542167577,51.6782660964733,69,75,1.1,0.9
HOLTSVILLE,604,1,31.719455,0,0,0,75,1.00509109907927,53.9665633418343,69,75,1.1,0.9
NORTH BELLPORT,605,1,13.912043,0,0,0,75,1.00297894388326,50.930619449518,69,75,1.1,0.9
EASTPORT,606,1,20.868063,0,0,0,75,1.00911927241559,44.0334230799876,69,75,1.1,0.9
MORICHES,607,1,13.912043,0,0,0,75,1.0157541776636,47.4792648668495,69,75,1.1,0.9
HOLBROOK,608,1,148.803186,0,0,0,75,1.01961674519455,53.6642984337303,138,75,1.1,0.9
HOLTSVILLE MGU,609,2,50.639832,0,0,-96.778244,75,1.01,56.2482902097148,69,75,1.1,0.9
UNKNOWN135465,610,1,6.956021,0,0,0,75,1.00360459036262,51.539165444424,69,75,1.1,0.9
UNKNOWN135467,611,1,27.712789,0,0,0,75,1.0037720903156,51.5609325466729,69,75,1.1,0.9
UNKNOWN135468,612,1,6.956021,0,0,0,75,1.00354978217726,51.674941786128,69,75,1.1,0.9
TAP135472,613,1,13.912043,0,0,0,75,1.00801187908831,53.5413913822246,69,75,1.1,0.9
BRENTWOOD,614,1,41.736126,0,0,0,75,1.01821308583416,54.0391697282444,69,75,1.1,0.9
BRIGHTWATERS,615,1,20.868063,0,0,0,75,1.00278254078295,51.9079486873821,69,75,1.1,0.9
GREAT RIVER,616,1,13.912043,0,0,0,75,1.00262835765758,51.4746890151791,69,75,1.1,0.9
WATSON,617,1,13.912043,0,0,0,75,1.00102981965116,51.4324148437862,69,75,1.1,0.9
PINES,618,1,13.912043,0,0,0,75,1.01429784729521,53.2862710284805,69,75,1.1,0.9
RONKONKOMA,619,1,19.671626,0,0,0,75,1.01915976690454,53.6267415488293,138,75,1.1,0.9
TAP135490,620,1,34.780106,0,0,0,75,1.00698307460942,46.2631283363796,69,75,1.1,0.9
TAP135492,621,1,29.215288,0,0,0,75,1.01373876041873,43.0454890228804,69,75,1.1,0.9
TAP135493,622,1,29.215288,-10.277147,0,0,75,1.01831578724241,43.7393713636297,69,75,1.1,0.9
FAR ROCKAWAY,623,1,202.203989,0,0,0,74,1.01991136633069,42.4314972255938,69,74,1.1,0.9
HEWLETT,624,1,34.780106,0,0,0,75,1.01697846989837,43.5568200405859,69,75,1.1,0.9
CORONA AVE,625,1,13.912043,0,0,0,75,1.00876518154547,47.0758191127288,69,75,1.1,0.9
VALLEY STREAM,626,1,36.171308,0,0,0,75,1.00692747116534,46.2027918269755,69,75,1.1,0.9
WOODMERE,627,1,6.956021,0,0,0,75,1.01372160789031,43.0432783336954,69,75,1.1,0.9
JAMAICA,628,1,460.378027,0,0,0,74,1.01483952913308,48.0560703517344,138,74,1.1,0.9
QUEENSBRIDGE,629,1,454.554605,0,0,0,74,1.01969908476857,48.6457581276787,138,74,1.1,0.9
ROTTERDAM,630,1,0,0,0,0,70,1.01288162345915,87.6529252228218,230,70,1.1,0.9
TAP135560,631,1,10.265335,0,0,0,70,1.01505153002441,81.5124106012217,115,70,1.1,0.9
GROOMS ROAD,632,2,3.421778,0,0,0,70,1.02,83.0625937409671,115,70,1.1,0.9
FRONT STREET,633,1,3.421778,0,0,0,70,1.01231603119547,81.3857083583913,115,70,1.1,0.9
BOYNTONVILLE,634,1,3.421778,0,0,0,70,1.01504917810467,81.5118206246076,115,70,1.1,0.9
TAP135581,635,1,10.265335,0,0,0,70,1.01982308261799,82.94851864392,115,70,1.1,0.9
GENERAL ELECTRIC,636,1,3.421778,0,0,0,70,1.01235655379741,81.4013337550712,115,70,1.1,0.9
EASTOVER,637,1,0,0,0,0,70,1.01281453100166,85.6887274613194,230,70,1.1,0.9
STURGEON POOL,638,1,12.385623,0,0,0,71,1.00961422843053,69.9103932063725,69,71,1.1,0.9
NORTH CATSKILL,639,1,16.514164,0,0,0,71,1.01244021829514,69.5042107501409,69,71,1.1,0.9
LAWRENCEVILLE,640,1,8.257082,0,0,0,71,1.00911328637397,68.0448639007431,69,71,1.1,0.9
SAUGERTIES,641,1,12.385622,0,0,0,71,1.00581975217068,70.418473591378,69,71,1.1,0.9
LINCOLN PARK,642,1,18.363753,0,0,0,71,1.00766142336042,71.5082143964483,115,71,1.1,0.9
EAST KINGSTON,643,1,18.363751,0,0,0,71,1.00561632094484,71.1632954974798,115,71,1.1,0.9
HURLEY AVENUE,644,1,0,0,0,0,71,1.01944237851947,77.4719018420821,345,71,1.1,0.9
MILAN,645,1,27.545625,0,0,0,71,0.998284515245181,70.2822846229233,115,71,1.1,0.9
RHINEBECK,646,1,18.363751,0,0,0,71,1.00196250838777,70.6301324549642,115,71,1.1,0.9
OHIOVILLE,647,1,29.940182,0,0,0,71,1.00425042472434,69.4579332748953,115,71,1.1,0.9
HIGHLAND,648,1,18.363751,0,0,0,71,1.00409950039668,68.7928557255546,115,71,1.1,0.9
REYNOLDS HILL,649,1,39.534909,0,0,0,71,1.00435405099062,68.7359802853179,115,71,1.1,0.9
INWOOD AVE,650,1,8.257082,0,0,0,71,0.997593676444319,66.9462746516699,69,71,1.1,0.9
PLEASANT VALLEY,651,2,0,0,0,0,71,1.01,70.4554970125038,345,71,1.1,0.9
MANCHESTER,652,1,6.968977,0,0,0,71,1.0002616512584,67.9559452306612,115,71,1.1,0.9
DASHVILLE,653,1,4.128541,0,0,0,71,1.0072205273715,69.6114676178358,69,71,1.1,0.9
TAP135687,654,1,12.385622,0,0,0,71,1.0097581961208,68.0585458467667,69,71,1.1,0.9
TAP135688,655,1,16.514164,0,0,0,71,1.00432759996908,69.962514809217,69,71,1.1,0.9
TAP135690,656,1,10.265335,0,0,0,70,0.99717058207077,74.7363214026089,115,70,1.1,0.9
TAP135691,657,1,10.265335,0,0,0,70,0.99695650768372,72.1318950777924,115,70,1.1,0.9
TAP135692,658,1,10.265335,0,0,0,70,0.997427131273288,72.3466524937563,115,70,1.1,0.9
TAP135693,659,1,27.545625,0,0,0,71,0.998308527428973,70.2804952774025,115,71,1.1,0.9
TAP135694,660,1,27.545625,0,0,0,71,0.99824112657314,70.288797669979,115,71,1.1,0.9
TAP135696,661,1,16.514164,0,0,0,71,0.997599380123377,66.9463556474931,69,71,1.1,0.9
TAP135697,662,1,16.514164,0,0,0,71,0.997607275814358,66.9487992761865,69,71,1.1,0.9
TAP135701,663,1,12.385622,0,0,0,71,1.00731006416242,69.6230846562637,69,71,1.1,0.9
CRARYVILLE,664,1,6.843556,0,0,0,70,1.0000862556513,75.0829248085395,115,70,1.1,0.9
CHURCHTOWN,665,1,10.265335,0,0,0,70,0.998573519162816,74.0336606785793,115,70,1.1,0.9
SMITHFIELD,666,1,16.150855,0,0,0,71,0.995395513678489,64.5583507911671,115,71,1.1,0.9
UNKNOWN135706,667,1,12.385622,0,0,0,71,1.00536620688886,70.3243696287899,69,71,1.1,0.9
UNKNOWN135707,668,1,6.843556,0,0,0,70,0.999034765098343,74.5382451583814,115,70,1.1,0.9
UNKNOWN135708,669,1,6.843556,0,0,0,70,0.999058547876032,74.5548188678638,115,70,1.1,0.9
UNKNOWN135710,670,1,4.128541,0,0,0,71,0.9973307697876,66.9123419345075,69,71,1.1,0.9
UNKNOWN135711,671,1,6.968977,0,0,0,71,0.995921631202278,63.8818755057047,115,71,1.1,0.9
UNKNOWN135712,672,1,6.843556,0,0,0,70,0.999740872844365,74.8896151940352,115,70,1.1,0.9
DEADEND135713,673,1,6.843556,0,0,0,70,0.999740797900393,74.8881472635448,115,70,1.1,0.9
TAP135714,674,1,10.265335,0,0,0,70,0.9997403254794,74.8867150817716,115,70,1.1,0.9
TAP135715,675,1,10.265335,0,0,0,70,0.999875959988189,74.8466928714139,115,70,1.1,0.9
TAP135765,676,1,10.265335,0,0,0,70,1.01919102598047,82.4330168633178,115,70,1.1,0.9
TAP135766,677,1,10.265335,0,0,0,70,1.01935740044462,82.5741750252726,115,70,1.1,0.9
TAP135767,678,1,10.265335,0,0,0,70,1.01993650267461,82.8629513652335,115,70,1.1,0.9
TAP135768,679,1,10.265335,0,0,0,70,1.01936758159183,82.0619647462107,115,70,1.1,0.9
TAP135769,680,1,10.265335,0,0,0,70,1.01990869161902,83.438655457717,115,70,1.1,0.9
TAP135770,681,1,10.265335,0,0,0,70,1.01988752953469,82.0199618736022,115,70,1.1,0.9
TAP135771,682,2,6.843556,0,0,0,70,1.02,83.4814155012502,115,70,1.1,0.9
MOHICAN,683,2,20.530669,0,0,0,70,1.02,82.074409778734,115,70,1.1,0.9
BUTLER,684,1,10.265335,0,0,0,70,1.01982719493938,82.3136374025988,115,70,1.1,0.9
UNKNOWN135780,685,2,3.421778,0,0,0,70,1.02,82.3700163702131,115,70,1.1,0.9
TAP135793,686,1,10.265335,0,0,0,70,1.01297869770809,80.8672657752061,115,70,1.1,0.9
TAP135794,687,1,10.265335,0,0,0,70,1.0106318117628,80.3516265023121,115,70,1.1,0.9
TAP135795,688,1,10.265335,0,0,0,70,1.01063157040788,80.3516090726335,115,70,1.1,0.9
TAP135796,689,1,10.265335,0,0,0,70,1.01180683148934,80.6564978270558,115,70,1.1,0.9
TAP135797,690,1,10.265335,0,0,0,70,1.01180781351042,80.6578298814937,115,70,1.1,0.9
TAP135798,691,1,10.265335,0,0,0,70,1.00967119899313,80.0984355685734,115,70,1.1,0.9
TAP135799,692,1,10.265335,0,0,0,70,1.00967262156635,80.0988371993184,115,70,1.1,0.9
BATTENKILL,693,2,10.265335,0,0,0,70,1.02,81.7458536994036,115,70,1.1,0.9
WEST MILTON,694,1,6.843556,0,0,0,70,1.01264051539567,80.7825384387931,115,70,1.1,0.9
BROOK ROAD,695,1,6.843556,0,0,0,70,1.01062781721244,80.350705747185,115,70,1.1,0.9
TAP135822,696,1,10.265335,0,0,0,70,1.0115874080556,81.3917017747004,115,70,1.1,0.9
TAP135823,697,1,10.265335,0,0,0,70,1.01152173485778,81.3748271277157,115,70,1.1,0.9
TAP135824,698,1,10.265335,0,0,0,70,1.01660082164998,82.2645412518412,115,70,1.1,0.9
TAP135825,699,1,10.265335,0,0,0,70,1.01668668633411,82.2854248717066,115,70,1.1,0.9
TAP135826,700,1,10.265335,0,0,0,70,1.01710466090074,82.1862399113974,115,70,1.1,0.9
TAP135828,701,1,10.265335,0,0,0,70,1.01214035642883,81.5761453314376,115,70,1.1,0.9
BURDECK STREET,702,1,6.843556,0,0,0,70,1.01154221671145,81.3799995977325,115,70,1.1,0.9
CURRY ROAD,703,1,6.843556,0,0,0,70,1.01209157951445,81.4766577686605,115,70,1.1,0.9
NORTH TROY,704,1,13.687113,0,0,0,70,1.01709956128583,82.1843021487576,115,70,1.1,0.9
JOHNSON ROAD,705,2,10.265335,0,0,0,70,1.02,82.8965583563649,115,70,1.1,0.9
MAPLEWOOD,706,1,13.687113,0,0,0,70,1.01891829978559,82.7746411472269,115,70,1.1,0.9
TAP135859,707,1,10.265335,0,0,0,70,1.0165336530558,82.4545993307278,115,70,1.1,0.9
TAP135860,708,1,10.265335,0,0,0,70,1.0168318867161,82.7891986869955,115,70,1.1,0.9
TAP135861,709,1,10.265335,0,0,0,70,1.01682837277302,82.7893631891327,115,70,1.1,0.9
TAP135862,710,1,10.265335,0,0,0,70,1.0133933914891,82.1540668104571,115,70,1.1,0.9
TAP135864,711,1,10.265335,0,0,0,70,1.01461274425017,82.3464715135569,115,70,1.1,0.9
TAP135865,712,1,10.265335,0,0,0,70,1.01460770074538,82.3428380665673,115,70,1.1,0.9
TAP135866,713,1,10.265335,0,0,0,70,1.01274924028991,81.8151215592506,115,70,1.1,0.9
TAP135867,714,1,10.265335,0,0,0,70,1.01273814079558,81.8125007323937,115,70,1.1,0.9
TAP135868,715,1,10.265335,0,0,0,70,1.01273961759198,82.0249778639701,115,70,1.1,0.9
TAP135869,716,1,10.265335,0,0,0,70,1.0127396768807,82.0249620294574,115,70,1.1,0.9
TAP135870,717,1,10.265335,0,0,0,70,1.0138914952515,82.4125189917481,115,70,1.1,0.9
TAP135872,718,1,8.14211,0,0,0,70,1.0170698955447,82.8365827397672,115,70,1.1,0.9
EVERETT,719,1,6.843556,0,0,0,70,1.01460724574654,82.3434954460525,115,70,1.1,0.9
WOLF ROAD,720,1,13.687113,0,0,0,70,1.0131258010457,81.9494295362574,115,70,1.1,0.9
PATROON,721,1,6.843556,0,0,0,70,1.01340080930944,82.1596336801139,115,70,1.1,0.9
REYNOLDS,722,1,0,0,0,0,70,1.01968987114602,83.607402874467,345,70,1.1,0.9
WYNANTSKILL,723,1,3.421778,0,0,0,70,1.01653163862587,82.45410596875,115,70,1.1,0.9
MENANDS,724,1,16.28422,0,0,0,70,1.01637240133646,82.7430352840189,115,70,1.1,0.9
SAND CREEK,725,1,6.843556,0,0,0,70,1.01274217438094,81.8134217616968,115,70,1.1,0.9
ALTAMONT,726,1,6.843556,0,0,0,70,1.01273815153903,82.0246411017181,115,70,1.1,0.9
MCKOWNVILLE,727,1,6.843556,0,0,0,70,1.0143412088528,82.5914239610005,115,70,1.1,0.9
STATE CAMPUS,728,1,6.843556,0,0,0,70,1.0133833751214,82.1475850257752,115,70,1.1,0.9
UNKNOWN135885,729,1,3.421778,0,0,0,70,1.0165856902995,82.868665477649,115,70,1.1,0.9
UNKNOWN135891,730,1,6.843556,0,0,0,70,1.01795383225731,82.7117123490596,115,70,1.1,0.9
TAP135907,731,1,20.868063,0,0,0,75,1.01062539441357,25.8470067908656,69,75,1.1,0.9
TAP135908,732,1,22.259265,0,0,0,75,1.01064285532325,25.8606394795068,69,75,1.1,0.9
TAP135909,733,2,22.25927,0,0,18.980318,75,1.01067700877046,25.8511037759575,69,75,1.1,0.9
TAP135910,734,1,20.868063,0,0,0,75,1.01059427105302,25.8429432786049,69,75,1.1,0.9
EAST HAMPTON,735,1,6.956021,0,0,0,75,1.01081863093318,25.8718730705421,69,75,1.1,0.9
EAST HAMPTON,736,2,48.692143,0,0,45.992249,75,1.01067666089924,25.8536253413548,69,75,1.1,0.9
BRIDGEHAMPTON,737,2,34.780106,0,0,4.182205,75,1.01,30.0911013474779,69,75,1.1,0.9
SOUTHAMPTON,738,2,15.303247,0,0,7.468826,75,1.01,34.8652822980885,69,75,1.1,0.9
CANAL,739,2,30.606493,0,0,17.018718,75,1.0066966377837,35.749305093941,69,75,1.1,0.9
TIANA,740,1,30.606493,0,0,0,75,1.00548631215745,40.2991060489478,69,75,1.1,0.9
KERHONKSON,741,1,12.385623,0,0,0,71,0.994342673692279,68.0539584205423,69,71,1.1,0.9
TAP135936,742,1,10.265335,0,0,0,70,1.0070251845135,77.4174482058102,115,70,1.1,0.9
TAP135937,743,1,10.265335,0,0,0,70,1.00700876469379,77.4165846308151,115,70,1.1,0.9
TAP135939,744,1,10.265335,0,0,0,70,1.00239381095807,77.1749865169641,115,70,1.1,0.9
TAP135940,745,1,10.265335,0,0,0,70,1.00239901052891,77.1735544585634,115,70,1.1,0.9
TAP135941,746,1,10.265335,0,0,0,70,1.00240244942756,77.179954670175,115,70,1.1,0.9
TAP135942,747,1,10.265335,0,0,0,70,1.00288497474741,77.0978355624067,115,70,1.1,0.9
TAP135943,748,1,10.265335,0,0,0,70,1.00287998258453,77.0975927986744,115,70,1.1,0.9
TAP135944,749,1,10.265335,0,0,0,70,1.00615088015671,77.4268334641618,115,70,1.1,0.9
TAP135945,750,1,10.265335,0,0,0,70,1.00468191644396,77.3063976503296,115,70,1.1,0.9
TAP135946,751,1,10.265335,0,0,0,70,1.0050187829723,77.3865194272216,115,70,1.1,0.9
TAP135947,752,1,27.545625,0,0,0,71,0.977955623432113,70.261896889845,115,71,1.1,0.9
TAP135948,753,1,12.385622,0,0,0,71,0.99666531474624,68.768552536166,69,71,1.1,0.9
TAP135949,754,1,27.545625,0,0,0,71,0.977745691527378,69.3322350978491,115,71,1.1,0.9
TAP135950,755,1,27.842879,0,0,0,71,1.01754007224462,79.1342623896897,138,71,1.1,0.9
SUGARLOAF,756,1,9.181876,0,0,0,71,1.01780829765549,76.0097756309493,115,71,1.1,0.9
SUGARLOAF,757,1,61.878568,0,0,0,71,1.01704623950552,78.9307388465609,138,71,1.1,0.9
UNKNOWN135955,758,1,8.257082,0,0,0,71,1.01885930330289,78.6331721138734,69,71,1.1,0.9
TAP135973,759,2,0,0,0,0,68,1.02,109.669873208091,230,68,1.1,0.9
TAP135974,760,1,0,0,0,0,68,1.01999798970751,109.665524040847,230,68,1.1,0.9
TAP135975,761,1,0,0,0,0,68,1.01916247280797,106.067024828392,230,68,1.1,0.9
TAP135976,762,1,0,0,0,0,68,1.01914624136423,106.060984770785,230,68,1.1,0.9
TAP135977,763,1,0,0,0,0,68,1.0200042765089,109.346595311955,230,68,1.1,0.9
TAP135978,764,1,0,0,0,0,68,1.02000122836549,109.340227692514,230,68,1.1,0.9
RYAN,765,1,0,0,0,0,68,1.01999927685782,109.667555614436,230,68,1.1,0.9
DULEY,766,1,0,0,0,0,68,1.0191518964687,106.063612356397,230,68,1.1,0.9
HIGH FALLS,767,1,8.257082,0,0,0,71,1.0019622932241,68.9604925806541,69,71,1.1,0.9
WILLIS,768,2,0,0,0,0,69,1.02,109.44684336214,230,69,1.1,0.9
WESTERLO,769,1,3.077139,0,0,0,70,1.01284767201323,67.3424367747138,69,70,1.1,0.9
GALEVILLE,770,1,8.257082,0,0,0,71,0.994927591766597,67.8382227810524,69,71,1.1,0.9
MODENA,771,1,23.152858,0,0,0,71,1.00274258846805,69.3161609086794,115,71,1.1,0.9
ROCK TAVERN,772,1,0,0,0,0,71,1.01882572356866,75.9348733064935,345,71,1.1,0.9
RAMAPO,773,2,0,0,0,0,71,1.02,73.3457251447346,500,71,1.1,0.9
LADENTOWN,774,1,0,0,0,0,71,1.01821094406825,71.0587128865301,345,71,1.1,0.9
TAP136007,775,1,10.265335,0,0,0,70,1.0053624367919,78.6431485533993,115,70,1.1,0.9
TAP136008,776,1,10.265335,0,0,0,70,1.00571336156273,78.7116519423133,115,70,1.1,0.9
TAP136009,777,1,4.615708,0,0,0,70,1.00779321691425,77.6200606331554,69,70,1.1,0.9
TAP136011,778,1,10.265335,0,0,0,70,1.00120328432326,97.6813173802772,115,70,1.1,0.9
TAP136012,779,1,6.231008,0,0,0,69,1.01929241311157,104.14878221427,115,69,1.1,0.9
CHURCH STREET,780,1,6.843556,0,0,0,70,1.00546120578275,78.6573092569957,115,70,1.1,0.9
ROCK TAVERN (115KV),781,1,64.273125,0,0,0,71,1.01125066246141,71.8902656175221,115,71,1.1,0.9
