scenario_id,public_interface_name,point_id,source_id,actual_hour_mean_mw,backward_hold_mean_mw,linear_mean_mw,interval_count,max_sample_gap_seconds,duplicate_timestamp_count,max_duplicate_spread_mw,duplicate_lower_hour_mean_mw,duplicate_upper_hour_mean_mw,source_csv_lines,coverage_qualified,coverage_failure,external_region,default_primary_scope,default_channel_include,actual_import_mw,target_import_mw
S6_2019_LOW_TOTAL_EAST_PUBLIC,SCH - NE - NY,23318,NYISO:ExternalLimitsFlows:20190727,-178.355,-180.585,-179.47,12.0,300.0,0.0,0.0,-178.355,-178.355,440;458;476;494;512;530;548;566;584;602;620;638;656,True,,ISONE,True,True,-178.355,-63.96920120792385
S6_2019_LOW_TOTAL_EAST_PUBLIC,SCH - PJ - NY,23316,NYISO:ExternalLimitsFlows:20190727,165.79,186.0,175.895,12.0,300.0,0.0,0.0,165.79,165.79,444;462;480;498;516;534;552;570;588;606;624;642;660,True,,PJM,True,True,165.79,59.46261034600486
S1_2025_SUMMER_PEAK_PUBLIC,SCH - HQ - NY,23324,NYISO:ExternalLimitsFlows:20250729,1450.0,1450.0,1450.0,12.0,300.0,0.0,0.0,1450.0,1450.0,3965;3983;4001;4019;4037;4055;4073;4091;4109;4127;4145;4163;4181,True,,HQ,True,True,1450.0,515.8500571540451
S1_2025_SUMMER_PEAK_PUBLIC,SCH - OH - NY,23317,NYISO:ExternalLimitsFlows:20250729,-241.98416666666665,-226.97,-234.47708333333333,12.0,300.0,0.0,0.0,-241.98416666666665,-241.98416666666665,3971;3989;4007;4025;4043;4061;4079;4097;4115;4133;4151;4169;4187,True,,ONTARIO,True,True,-241.98416666666665,-86.08796290025792
S1_2025_SUMMER_PEAK_PUBLIC,SCH - NE - NY,23318,NYISO:ExternalLimitsFlows:20250729,-734.1116666666667,-746.63,-740.3708333333333,12.0,300.0,0.0,0.0,-734.1116666666667,-734.1116666666667,3968;3986;4004;4022;4040;4058;4076;4094;4112;4130;4148;4166;4184,True,,ISONE,True,True,-734.1116666666667,-261.16658290169056
S1_2025_SUMMER_PEAK_PUBLIC,SCH - PJ - NY,23316,NYISO:ExternalLimitsFlows:20250729,-173.4875,-172.2475,-172.8675,12.0,300.0,0.0,0.0,-173.4875,-173.4875,3972;3990;4008;4026;4044;4062;4080;4098;4116;4134;4152;4170;4188,True,,PJM,True,True,-173.4875,-61.71968054518097
S2_2025_WINTER_PEAK_PUBLIC,SCH - HQ - NY,23324,NYISO:ExternalLimitsFlows:20250122,-260.4166666666667,-252.16666666666666,-256.2916666666667,12.0,300.0,0.0,0.0,-260.4166666666667,-260.4166666666667,3911;3929;3947;3965;3983;4001;4019;4037;4055;4073;4091;4109;4127,True,,HQ,True,True,-260.4166666666667,-92.64548440266616
S2_2025_WINTER_PEAK_PUBLIC,SCH - OH - NY,23317,NYISO:ExternalLimitsFlows:20250122,1900.0183333333334,1895.2466666666667,1897.6325,12.0,300.0,0.0,0.0,1900.0183333333334,1900.0183333333334,3917;3935;3953;3971;3989;4007;4025;4043;4061;4079;4097;4115;4133,True,,ONTARIO,True,True,1900.0183333333334,675.9479764439542
S2_2025_WINTER_PEAK_PUBLIC,SCH - NE - NY,23318,NYISO:ExternalLimitsFlows:20250122,161.57333333333332,162.05333333333334,161.81333333333333,12.0,300.0,0.0,0.0,161.57333333333332,161.57333333333332,3914;3932;3950;3968;3986;4004;4022;4040;4058;4076;4094;4112;4130,True,,ISONE,True,True,161.57333333333332,57.48111257556523
S2_2025_WINTER_PEAK_PUBLIC,SCH - PJ - NY,23316,NYISO:ExternalLimitsFlows:20250122,1346.2183333333332,1345.7566666666667,1345.9875,12.0,300.0,0.0,0.0,1346.2183333333332,1346.2183333333332,3918;3936;3954;3972;3990;4008;4026;4044;4062;4080;4098;4116;4134,True,,PJM,True,True,1346.2183333333332,478.92883047711956
S3_2025_SHOULDER_LIGHT_LOAD_EXACT,SCH - HQ - NY,23324,NYISO:ExternalLimitsFlows:20250420,-490.0,-490.0,-490.0,14.0,480.0,1.0,0.0,-490.0,-490.0,2831;2849;2867;2885;2903;2921;2939;2957;2975;2993;3011;3029;3047;3068;3069;3101,True,,HQ,True,True,-490.0,-174.32174345205664
S3_2025_SHOULDER_LIGHT_LOAD_EXACT,SCH - OH - NY,23317,NYISO:ExternalLimitsFlows:20250420,450.0230833333334,446.7200833333333,448.96306770833337,14.0,480.0,1.0,0.009999999999990905,450.0226666666667,450.0235,2837;2855;2873;2891;2909;2927;2945;2963;2981;2999;3017;3035;3053;3080;3081;3107,True,,ONTARIO,True,True,450.0230833333334,160.09960914354457
S3_2025_SHOULDER_LIGHT_LOAD_EXACT,SCH - NE - NY,23318,NYISO:ExternalLimitsFlows:20250420,166.86141666666666,168.39825,163.9477239583333,14.0,480.0,1.0,0.010000000000000675,166.861,166.86183333333332,2834;2852;2870;2888;2906;2924;2942;2960;2978;2996;3014;3032;3050;3074;3075;3104,True,,ISONE,True,True,166.86141666666666,59.362394016762025
S3_2025_SHOULDER_LIGHT_LOAD_EXACT,SCH - PJ - NY,23316,NYISO:ExternalLimitsFlows:20250420,-21.155416666666667,-26.115583333333333,-22.743078125,14.0,480.0,1.0,0.39000000000000057,-21.171666666666667,-21.139166666666668,2838;2856;2874;2892;2910;2928;2946;2964;2982;3000;3018;3036;3054;3082;3083;3108,True,,PJM,True,True,-21.155416666666667,-7.52622268732251
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,SCH - HQ - NY,23324,NYISO:ExternalLimitsFlows:20250729,1450.0,1450.0,1450.0,13.0,600.0,0.0,0.0,1450.0,1450.0,3731;3749;3767;3785;3803;3821;3839;3857;3875;3893;3911;3929;3947;3965,True,,HQ,True,True,1450.0,515.8500571540451
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,SCH - OH - NY,23317,NYISO:ExternalLimitsFlows:20250729,-531.883,-524.9525,-528.41775,13.0,600.0,0.0,0.0,-531.883,-531.883,3737;3755;3773;3791;3809;3827;3845;3863;3881;3899;3917;3935;3953;3971,True,,ONTARIO,True,True,-531.883,-189.2219834132862
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,SCH - NE - NY,23318,NYISO:ExternalLimitsFlows:20250729,-752.7438333333333,-738.2956666666666,-745.5197499999999,13.0,600.0,0.0,0.0,-752.7438333333333,-752.7438333333333,3734;3752;3770;3788;3806;3824;3842;3860;3878;3896;3914;3932;3950;3968,True,,ISONE,True,True,-752.7438333333333,-267.7951375499
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,SCH - PJ - NY,23316,NYISO:ExternalLimitsFlows:20250729,-250.56083333333333,-240.17466666666667,-245.36775,13.0,600.0,0.0,0.0,-250.56083333333333,-250.56083333333333,3738;3756;3774;3792;3810;3828;3846;3864;3882;3900;3918;3936;3954;3972,True,,PJM,True,True,-250.56083333333333,-89.13918634176909
S5_2025_HIGH_TOTAL_EAST_PUBLIC,SCH - HQ - NY,23324,NYISO:ExternalLimitsFlows:20250717,,,,,,,,,,,False,Public sample gap exceeds policy,HQ,True,True,,
S5_2025_HIGH_TOTAL_EAST_PUBLIC,SCH - OH - NY,23317,NYISO:ExternalLimitsFlows:20250717,,,,,,,,,,,False,Public sample gap exceeds policy,ONTARIO,True,True,,
S5_2025_HIGH_TOTAL_EAST_PUBLIC,SCH - NE - NY,23318,NYISO:ExternalLimitsFlows:20250717,,,,,,,,,,,False,Public sample gap exceeds policy,ISONE,True,True,,
S5_2025_HIGH_TOTAL_EAST_PUBLIC,SCH - PJ - NY,23316,NYISO:ExternalLimitsFlows:20250717,,,,,,,,,,,False,Public sample gap exceeds policy,PJM,True,True,,
S6_2025_LOW_TOTAL_EAST_PUBLIC,SCH - HQ - NY,23324,NYISO:ExternalLimitsFlows:20250727,-809.4166666666666,-777.3333333333334,-793.375,12.0,300.0,0.0,0.0,-809.4166666666666,-809.4166666666666,3695;3713;3731;3749;3767;3785;3803;3821;3839;3857;3875;3893;3911,True,,HQ,True,True,-809.4166666666666,-287.9569888009908
S6_2025_LOW_TOTAL_EAST_PUBLIC,SCH - OH - NY,23317,NYISO:ExternalLimitsFlows:20250727,-689.44,-692.9566666666667,-691.1983333333334,12.0,300.0,0.0,0.0,-689.44,-689.44,3701;3719;3737;3755;3773;3791;3809;3827;3845;3863;3881;3899;3917,True,,ONTARIO,True,True,-689.44,-245.27425062364478
S6_2025_LOW_TOTAL_EAST_PUBLIC,SCH - NE - NY,23318,NYISO:ExternalLimitsFlows:20250727,793.6558333333334,779.2775,786.4666666666667,12.0,300.0,0.0,0.0,793.6558333333334,793.6558333333334,3698;3716;3734;3752;3770;3788;3806;3824;3842;3860;3878;3896;3914,True,,ISONE,True,True,793.6558333333334,282.3499358521664
S6_2025_LOW_TOTAL_EAST_PUBLIC,SCH - PJ - NY,23316,NYISO:ExternalLimitsFlows:20250727,-175.30166666666668,-170.4875,-172.89458333333334,12.0,300.0,0.0,0.0,-175.30166666666668,-175.30166666666668,3702;3720;3738;3756;3774;3792;3810;3828;3846;3864;3882;3900;3918,True,,PJM,True,True,-175.30166666666668,-62.36508604772371
V1_2025_JAN15_EVENING,SCH - HQ - NY,23324,NYISO:ExternalLimitsFlows:20250115,1037.0,1035.0,1036.0,12.0,300.0,0.0,0.0,1037.0,1037.0,3929;3947;3965;3983;4001;4019;4037;4055;4073;4091;4109;4127;4145,True,,HQ,True,True,1037.0,368.9217305301688
V1_2025_JAN15_EVENING,SCH - OH - NY,23317,NYISO:ExternalLimitsFlows:20250115,1123.555,1122.8033333333333,1123.1791666666666,12.0,300.0,0.0,0.0,1123.555,1123.555,3935;3953;3971;3989;4007;4025;4043;4061;4079;4097;4115;4133;4151,True,,ONTARIO,True,True,1123.555,399.7144213556643
V1_2025_JAN15_EVENING,SCH - NE - NY,23318,NYISO:ExternalLimitsFlows:20250115,-1588.8525,-1588.4341666666667,-1588.6433333333334,12.0,300.0,0.0,0.0,-1588.8525,-1588.8525,3932;3950;3968;3986;4004;4022;4040;4058;4076;4094;4112;4130;4148,True,,ISONE,True,True,-1588.8525,-565.2480365064465
V1_2025_JAN15_EVENING,SCH - PJ - NY,23316,NYISO:ExternalLimitsFlows:20250115,1413.3741666666667,1411.995,1412.6845833333334,12.0,300.0,0.0,0.0,1413.3741666666667,1413.3741666666667,3936;3954;3972;3990;4008;4026;4044;4062;4080;4098;4116;4134;4152,True,,PJM,True,True,1413.3741666666667,502.8200997621041
V2_2025_APR15_MIDDAY,SCH - HQ - NY,23324,NYISO:ExternalLimitsFlows:20250415,-490.0,-490.0,-490.0,13.0,600.0,0.0,0.0,-490.0,-490.0,2921;2939;2957;2975;2993;3011;3029;3047;3065;3083;3101;3119;3137;3155,True,,HQ,True,True,-490.0,-174.32174345205664
V2_2025_APR15_MIDDAY,SCH - OH - NY,23317,NYISO:ExternalLimitsFlows:20250415,668.3986666666667,669.8011666666667,669.0999166666667,13.0,600.0,0.0,0.0,668.3986666666667,668.3986666666667,2927;2945;2963;2981;2999;3017;3035;3053;3071;3089;3107;3125;3143;3161,True,,ONTARIO,True,True,668.3986666666667,237.78861407012937
V2_2025_APR15_MIDDAY,SCH - NE - NY,23318,NYISO:ExternalLimitsFlows:20250415,-1021.2695000000001,-1045.8533333333332,-1033.5614166666667,13.0,600.0,0.0,0.0,-1021.2695000000001,-1021.2695000000001,2924;2942;2960;2978;2996;3014;3032;3050;3068;3086;3104;3122;3140;3158,True,,ISONE,True,True,-1021.2695000000001,-363.3254689273677
V2_2025_APR15_MIDDAY,SCH - PJ - NY,23316,NYISO:ExternalLimitsFlows:20250415,-44.778166666666664,-45.001999999999995,-44.89008333333333,13.0,600.0,0.0,0.0,-44.778166666666664,-44.778166666666664,2928;2946;2964;2982;3000;3018;3036;3054;3072;3090;3108;3126;3144;3162,True,,PJM,True,True,-44.778166666666664,-15.930220575347143
V3_2025_JUL15_EVENING,SCH - HQ - NY,23324,NYISO:ExternalLimitsFlows:20250715,429.0,434.1666666666667,431.5833333333333,12.0,420.0,1.0,0.0,429.0,429.0,3983;4001;4019;4037;4055;4073;4094;4095;4127;4145;4163;4181;4199;4217,True,,HQ,True,True,429.0,152.6204651855761
V3_2025_JUL15_EVENING,SCH - OH - NY,23317,NYISO:ExternalLimitsFlows:20250715,-453.5818333333333,-448.6308333333333,-451.10633333333334,12.0,420.0,1.0,0.34000000000003183,-453.5903333333333,-453.5733333333333,3989;4007;4025;4043;4061;4079;4106;4107;4133;4151;4169;4187;4205;4223,True,,ONTARIO,True,True,-453.5818333333333,-161.3656652751976
V3_2025_JUL15_EVENING,SCH - NE - NY,23318,NYISO:ExternalLimitsFlows:20250715,-979.8995833333333,-981.53575,-980.7176666666667,12.0,420.0,1.0,0.14999999999997726,-979.9033333333333,-979.8958333333334,3986;4004;4022;4040;4058;4076;4100;4101;4130;4148;4166;4184;4202;4220,True,,ISONE,True,True,-979.8995833333333,-348.6077628053276
V3_2025_JUL15_EVENING,SCH - PJ - NY,23316,NYISO:ExternalLimitsFlows:20250715,1663.1414166666668,1679.5494166666667,1671.3454166666668,12.0,420.0,1.0,1.8299999999999272,1663.0956666666668,1663.1871666666666,3990;4008;4026;4044;4062;4080;4108;4109;4134;4152;4170;4188;4206;4224,True,,PJM,True,True,1663.1414166666668,591.676961960524
V4_2025_JUL25_NIGHT,SCH - HQ - NY,23324,NYISO:ExternalLimitsFlows:20250725,-689.6666666666666,-645.3333333333334,-667.5,12.0,300.0,0.0,0.0,-689.6666666666666,-689.6666666666666,869;887;905;923;941;959;977;995;1013;1031;1049;1067;1085,True,,HQ,True,True,-689.6666666666666,-245.35488925326882
V4_2025_JUL25_NIGHT,SCH - OH - NY,23317,NYISO:ExternalLimitsFlows:20250725,1400.2283333333332,1400.2158333333334,1400.2220833333333,12.0,300.0,0.0,0.0,1400.2283333333332,1400.2283333333332,875;893;911;929;947;965;983;1001;1019;1037;1055;1073;1091,True,,ONTARIO,True,True,1400.2283333333332,498.14335570945747
V4_2025_JUL25_NIGHT,SCH - NE - NY,23318,NYISO:ExternalLimitsFlows:20250725,-660.41,-663.31,-661.86,12.0,300.0,0.0,0.0,-660.41,-660.41,872;890;908;926;944;962;980;998;1016;1034;1052;1070;1088,True,,ISONE,True,True,-660.41,-234.94657672076065
V4_2025_JUL25_NIGHT,SCH - PJ - NY,23316,NYISO:ExternalLimitsFlows:20250725,1385.5208333333333,1367.3858333333333,1376.4533333333334,12.0,300.0,0.0,0.0,1385.5208333333333,1385.5208333333333,876;894;912;930;948;966;984;1002;1020;1038;1056;1074;1092,True,,PJM,True,True,1385.5208333333333,492.911035215945
