scenario_id,zone,zone_name,actual_load_mw,target_load_mw,load_share,source_csv_line,source_id
S1_2019_SUMMER_PEAK_PUBLIC,F,CAPITL,2224.3,797.7723879161506,0.07317522510519164,178,NYISO:palIntegrated:20190720
S1_2019_SUMMER_PEAK_PUBLIC,C,CENTRL,2591.6,929.5090232987887,0.08525869414315275,179,NYISO:palIntegrated:20190720
S1_2019_SUMMER_PEAK_PUBLIC,I,DUNWOD,1312.7,470.81590325834236,0.04318532481930723,180,NYISO:palIntegrated:20190720
S1_2019_SUMMER_PEAK_PUBLIC,B,GENESE,1841.1,660.3330231499459,0.060568676411081386,181,NYISO:palIntegrated:20190720
S1_2019_SUMMER_PEAK_PUBLIC,G,HUD VL,2180.2,781.9553837768248,0.07172441926643834,182,NYISO:palIntegrated:20190720
S1_2019_SUMMER_PEAK_PUBLIC,K,LONGIL,5305.1,1902.738971871587,0.17452766565011565,183,NYISO:palIntegrated:20190720
S1_2019_SUMMER_PEAK_PUBLIC,E,MHK VL,1304.9,468.0183379003664,0.04292871970496991,184,NYISO:palIntegrated:20190720
S1_2019_SUMMER_PEAK_PUBLIC,H,MILLWD,652.3,233.95536961637595,0.021459425138747698,185,NYISO:palIntegrated:20190720
S1_2019_SUMMER_PEAK_PUBLIC,J,N.Y.C.,10014.7,3591.8945885284693,0.3294645177633246,186,NYISO:palIntegrated:20190720
S1_2019_SUMMER_PEAK_PUBLIC,D,NORTH,603.1,216.3091881276044,0.0198408390329277,187,NYISO:palIntegrated:20190720
S1_2019_SUMMER_PEAK_PUBLIC,A,WEST,2366.9,848.9176212555576,0.07786649296474311,188,NYISO:palIntegrated:20190720
S2_2019_WINTER_PEAK_PUBLIC,F,CAPITL,2065.8,740.9244251931772,0.08354227664633852,200,NYISO:palIntegrated:20190121
S2_2019_WINTER_PEAK_PUBLIC,C,CENTRL,2668.4,957.0542822080907,0.10791180704961259,201,NYISO:palIntegrated:20190121
S2_2019_WINTER_PEAK_PUBLIC,I,DUNWOD,941.0,337.5011540840254,0.038054643394425665,202,NYISO:palIntegrated:20190121
S2_2019_WINTER_PEAK_PUBLIC,B,GENESE,1566.1,561.7009111700236,0.0633340882253029,203,NYISO:palIntegrated:20190121
S2_2019_WINTER_PEAK_PUBLIC,G,HUD VL,1617.7,580.2078819997108,0.06542082531260617,204,NYISO:palIntegrated:20190121
S2_2019_WINTER_PEAK_PUBLIC,K,LONGIL,3390.2,1215.9366764884833,0.1371018618871221,205,NYISO:palIntegrated:20190121
S2_2019_WINTER_PEAK_PUBLIC,E,MHK VL,1416.3,507.97330980786944,0.05727608016952717,206,NYISO:palIntegrated:20190121
S2_2019_WINTER_PEAK_PUBLIC,H,MILLWD,533.8,191.45389590866392,0.021587214286869733,207,NYISO:palIntegrated:20190121
S2_2019_WINTER_PEAK_PUBLIC,J,N.Y.C.,7673.9,2752.3380513553693,0.3103374367103965,208,NYISO:palIntegrated:20190121
S2_2019_WINTER_PEAK_PUBLIC,D,NORTH,747.1,267.95654858254557,0.03021320306054773,209,NYISO:palIntegrated:20190121
S2_2019_WINTER_PEAK_PUBLIC,A,WEST,2107.3,755.8089075465109,0.08522056325725103,210,NYISO:palIntegrated:20190121
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,F,CAPITL,944.2,338.64887320524633,0.07900527984871687,46,NYISO:palIntegrated:20190421
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,C,CENTRL,1261.8,452.55999598642217,0.10558023947586416,47,NYISO:palIntegrated:20190421
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,I,DUNWOD,437.4,156.87885738188385,0.0365991415016191,48,NYISO:palIntegrated:20190421
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,B,GENESE,777.3,278.7881477890679,0.0650400381554836,49,NYISO:palIntegrated:20190421
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,G,HUD VL,708.1,253.96872179266566,0.05924977617123111,50,NYISO:palIntegrated:20190421
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,K,LONGIL,1469.4,527.0182739756291,0.12295102542862166,51,NYISO:palIntegrated:20190421
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,E,MHK VL,507.7,182.09281182620583,0.042481445222615495,52,NYISO:palIntegrated:20190421
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,H,MILLWD,179.5,64.37986945598571,0.015019537950481547,53,NYISO:palIntegrated:20190421
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,J,N.Y.C.,3908.2,1401.723709236119,0.3270159232204567,54,NYISO:palIntegrated:20190421
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,D,NORTH,457.9,164.23143300220534,0.038314464777300834,55,NYISO:palIntegrated:20190421
