scenario_id,zone,zone_name,actual_load_mw,target_load_mw,load_share,source_csv_line,source_id
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,A,WEST,1299.6,466.11742810584417,0.10874312824760901,56,NYISO:palIntegrated:20190421
S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,F,CAPITL,1889.0,677.5129437457216,0.06442767149732091,178,NYISO:palIntegrated:20190717
S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,C,CENTRL,2289.8,821.2647636786412,0.07809766129939938,179,NYISO:palIntegrated:20190717
S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,I,DUNWOD,1311.8,470.49310725549896,0.044741249057800726,180,NYISO:palIntegrated:20190717
S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,B,GENESE,1552.6,556.8589711273728,0.05295415710256244,181,NYISO:palIntegrated:20190717
S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,G,HUD VL,1951.2,699.8217341644531,0.06654911203047781,182,NYISO:palIntegrated:20190717
S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,K,LONGIL,5045.4,1809.5943919400017,0.17208225186478715,183,NYISO:palIntegrated:20190717
S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,E,MHK VL,1088.6,390.4396985503401,0.03712862000634385,184,NYISO:palIntegrated:20190717
S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,H,MILLWD,573.4,205.65692003377274,0.019556816747783912,185,NYISO:palIntegrated:20190717
S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,J,N.Y.C.,10771.1,3863.1866958070627,0.3673673332264655,186,NYISO:palIntegrated:20190717
S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,D,NORTH,571.2,204.8678631379334,0.019481781873620808,187,NYISO:palIntegrated:20190717
S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,A,WEST,2275.6,816.1717600782233,0.07761334529343751,188,NYISO:palIntegrated:20190717
S5_2019_HIGH_TOTAL_EAST_PUBLIC,F,CAPITL,1812.8,650.1828821716485,0.07448250926511796,90,NYISO:palIntegrated:20190717
S5_2019_HIGH_TOTAL_EAST_PUBLIC,C,CENTRL,2152.9,772.1639050239089,0.08845619715184934,91,NYISO:palIntegrated:20190717
S5_2019_HIGH_TOTAL_EAST_PUBLIC,I,DUNWOD,992.2,355.8646600235601,0.0407665190273886,92,NYISO:palIntegrated:20190717
S5_2019_HIGH_TOTAL_EAST_PUBLIC,B,GENESE,1416.4,508.0091760304077,0.05819562341301472,93,NYISO:palIntegrated:20190717
S5_2019_HIGH_TOTAL_EAST_PUBLIC,G,HUD VL,1410.5,505.89306890065654,0.05795321012712317,94,NYISO:palIntegrated:20190717
S5_2019_HIGH_TOTAL_EAST_PUBLIC,K,LONGIL,3451.5,1237.9226709043717,0.14181177224655486,95,NYISO:palIntegrated:20190717
S5_2019_HIGH_TOTAL_EAST_PUBLIC,E,MHK VL,1120.8,401.98862220762555,0.046050306919872136,96,NYISO:palIntegrated:20190717
S5_2019_HIGH_TOTAL_EAST_PUBLIC,H,MILLWD,421.1,151.03266310816483,0.017301734693039042,97,NYISO:palIntegrated:20190717
S5_2019_HIGH_TOTAL_EAST_PUBLIC,J,N.Y.C.,8992.9,3225.413526633615,0.3694912607956086,98,NYISO:palIntegrated:20190717
S5_2019_HIGH_TOTAL_EAST_PUBLIC,D,NORTH,562.7,201.81923422219035,0.023119653554436168,99,NYISO:palIntegrated:20190717
S5_2019_HIGH_TOTAL_EAST_PUBLIC,A,WEST,2004.8,719.0460294449034,0.08237121280599542,100,NYISO:palIntegrated:20190717
S6_2019_LOW_TOTAL_EAST_PUBLIC,F,CAPITL,1271.7,456.1107520176994,0.07509211582975105,24,NYISO:palIntegrated:20190727
S6_2019_LOW_TOTAL_EAST_PUBLIC,C,CENTRL,1526.8,547.6054857125292,0.09015541593840048,25,NYISO:palIntegrated:20190727
S6_2019_LOW_TOTAL_EAST_PUBLIC,I,DUNWOD,668.0,239.58636655486606,0.03944447068827058,26,NYISO:palIntegrated:20190727
S6_2019_LOW_TOTAL_EAST_PUBLIC,B,GENESE,975.2,349.767402192074,0.05758420331616987,27,NYISO:palIntegrated:20190727
S6_2019_LOW_TOTAL_EAST_PUBLIC,G,HUD VL,998.2,358.01663337584927,0.058942321318909724,28,NYISO:palIntegrated:20190727
S6_2019_LOW_TOTAL_EAST_PUBLIC,K,LONGIL,2403.0,861.865327591831,0.1418938069819075,29,NYISO:palIntegrated:20190727
S6_2019_LOW_TOTAL_EAST_PUBLIC,E,MHK VL,715.5,256.62282226048904,0.04224927960697246,30,NYISO:palIntegrated:20190727
S6_2019_LOW_TOTAL_EAST_PUBLIC,H,MILLWD,284.9,102.1828680111996,0.016822948651329772,31,NYISO:palIntegrated:20190727
S6_2019_LOW_TOTAL_EAST_PUBLIC,J,N.Y.C.,6140.0,2202.186063842631,0.36255845812272663,32,NYISO:palIntegrated:20190727
S6_2019_LOW_TOTAL_EAST_PUBLIC,D,NORTH,483.7,173.48491841704896,0.028561812083707307,33,NYISO:palIntegrated:20190727
S6_2019_LOW_TOTAL_EAST_PUBLIC,A,WEST,1468.2,526.5878793051712,0.0866951674618546,34,NYISO:palIntegrated:20190727
S1_2025_SUMMER_PEAK_PUBLIC,F,CAPITL,2208.8633,785.8222479658433,0.07207910521667756,200,NYISO:palIntegrated:20250729
S1_2025_SUMMER_PEAK_PUBLIC,C,CENTRL,2560.2205,910.8206146565227,0.08354451033587947,201,NYISO:palIntegrated:20250729
S1_2025_SUMMER_PEAK_PUBLIC,I,DUNWOD,1366.5224,486.15217802916067,0.04459203602619806,202,NYISO:palIntegrated:20250729
S1_2025_SUMMER_PEAK_PUBLIC,B,GENESE,1788.1464,636.1485673377932,0.05835037075785686,203,NYISO:palIntegrated:20250729
S1_2025_SUMMER_PEAK_PUBLIC,G,HUD VL,2293.6963,816.0023223786358,0.07484735562531371,204,NYISO:palIntegrated:20250729
S1_2025_SUMMER_PEAK_PUBLIC,K,LONGIL,5208.3862,1852.9284958278206,0.16995882765533357,205,NYISO:palIntegrated:20250729
S1_2025_SUMMER_PEAK_PUBLIC,E,MHK VL,1249.5819,444.5495824370071,0.04077606126506599,206,NYISO:palIntegrated:20250729
S1_2025_SUMMER_PEAK_PUBLIC,H,MILLWD,640.25,227.7744821330189,0.02089248669891786,207,NYISO:palIntegrated:20250729
S1_2025_SUMMER_PEAK_PUBLIC,J,N.Y.C.,10230.2371,3639.495443265126,0.33383067948227413,208,NYISO:palIntegrated:20250729
S1_2025_SUMMER_PEAK_PUBLIC,D,NORTH,478.3731,170.18537308686743,0.015610157952159472,209,NYISO:palIntegrated:20250729
S1_2025_SUMMER_PEAK_PUBLIC,A,WEST,2620.7106,932.3404915822151,0.08551840898432336,210,NYISO:palIntegrated:20250729
S2_2025_WINTER_PEAK_PUBLIC,F,CAPITL,1879.2572,668.5620234670006,0.07989580801767952,200,NYISO:palIntegrated:20250122
S2_2025_WINTER_PEAK_PUBLIC,C,CENTRL,2440.9875,868.4024423360758,0.10377752905432823,201,NYISO:palIntegrated:20250122
S2_2025_WINTER_PEAK_PUBLIC,I,DUNWOD,972.0962,345.83164160636557,0.041328249996815655,202,NYISO:palIntegrated:20250122
S2_2025_WINTER_PEAK_PUBLIC,B,GENESE,1495.8089,532.1469700389857,0.06359366919309203,203,NYISO:palIntegrated:20250122
S2_2025_WINTER_PEAK_PUBLIC,G,HUD VL,1646.4478,585.7380632628633,0.06999801695049024,204,NYISO:palIntegrated:20250122
S2_2025_WINTER_PEAK_PUBLIC,K,LONGIL,3175.7688,1129.8072530951954,0.1350164385978335,205,NYISO:palIntegrated:20250122
S2_2025_WINTER_PEAK_PUBLIC,E,MHK VL,1339.1852,476.42673238610433,0.05693488024913128,206,NYISO:palIntegrated:20250122
S2_2025_WINTER_PEAK_PUBLIC,H,MILLWD,543.9729,193.5230700381046,0.02312677284685693,207,NYISO:palIntegrated:20250122
S2_2025_WINTER_PEAK_PUBLIC,J,N.Y.C.,7463.9296,2655.357593623289,0.3173257425216067,208,NYISO:palIntegrated:20250122
S2_2025_WINTER_PEAK_PUBLIC,D,NORTH,555.88,197.7591239798556,0.023632998059482064,209,NYISO:palIntegrated:20250122
S2_2025_WINTER_PEAK_PUBLIC,A,WEST,2008.0151,714.3687614490935,0.08536989451268383,210,NYISO:palIntegrated:20250122
S3_2025_SHOULDER_LIGHT_LOAD_EXACT,F,CAPITL,619.0873,220.2456683367886,0.05585804774076225,145,NYISO:palIntegrated:20250420
S3_2025_SHOULDER_LIGHT_LOAD_EXACT,C,CENTRL,949.7365,337.8769846939881,0.08569135040913364,146,NYISO:palIntegrated:20250420
S3_2025_SHOULDER_LIGHT_LOAD_EXACT,I,DUNWOD,525.6723,187.01247310296438,0.0474295441521677,147,NYISO:palIntegrated:20250420
S3_2025_SHOULDER_LIGHT_LOAD_EXACT,B,GENESE,527.5507,187.68073017010795,0.047599025511058844,148,NYISO:palIntegrated:20250420
S3_2025_SHOULDER_LIGHT_LOAD_EXACT,G,HUD VL,479.3444,170.5309214734286,0.04324954231732267,149,NYISO:palIntegrated:20250420
S3_2025_SHOULDER_LIGHT_LOAD_EXACT,K,LONGIL,1235.9213,439.6897056847598,0.11151278822748413,150,NYISO:palIntegrated:20250420
S3_2025_SHOULDER_LIGHT_LOAD_EXACT,E,MHK VL,330.9498,117.73825741042745,0.029860424738475038,151,NYISO:palIntegrated:20250420
S3_2025_SHOULDER_LIGHT_LOAD_EXACT,H,MILLWD,202.8777,72.17549871743533,0.018304934137941518,152,NYISO:palIntegrated:20250420
S3_2025_SHOULDER_LIGHT_LOAD_EXACT,J,N.Y.C.,4399.7185,1565.2379584046273,0.39697097003752924,153,NYISO:palIntegrated:20250420
S3_2025_SHOULDER_LIGHT_LOAD_EXACT,D,NORTH,540.6355,192.33576108586604,0.04877962053066,154,NYISO:palIntegrated:20250420
S3_2025_SHOULDER_LIGHT_LOAD_EXACT,A,WEST,1271.7308,452.4292454238342,0.11474375219746515,155,NYISO:palIntegrated:20250420
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,F,CAPITL,2098.469,746.5485197144773,0.0689956500896105,189,NYISO:palIntegrated:20250729
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,C,CENTRL,2399.6671,853.7023521970219,0.07889875502718906,190,NYISO:palIntegrated:20250729
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,I,DUNWOD,1374.3688,488.9436027798182,0.045187929304115464,191,NYISO:palIntegrated:20250729
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,B,GENESE,1725.8589,613.9892497964258,0.056744587014838,192,NYISO:palIntegrated:20250729
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,G,HUD VL,2262.1703,804.7866748601266,0.07437799198458935,193,NYISO:palIntegrated:20250729
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,K,LONGIL,5259.3626,1871.0637915888603,0.1729228030740431,194,NYISO:palIntegrated:20250729
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,E,MHK VL,1158.8415,412.26789931550303,0.03810159818578181,195,NYISO:palIntegrated:20250729
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,H,MILLWD,642.3058,228.5058507864653,0.02111839928411015,196,NYISO:palIntegrated:20250729
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,J,N.Y.C.,10416.4838,3705.7543197063346,0.34248400687782204,197,NYISO:palIntegrated:20250729
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,D,NORTH,471.3904,167.70121709094357,0.015498864693260435,198,NYISO:palIntegrated:20250729
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,A,WEST,2605.5934,926.9624167656572,0.08566941446463995,199,NYISO:palIntegrated:20250729
S5_2025_HIGH_TOTAL_EAST_PUBLIC,F,CAPITL,2177.7606,774.757193088157,0.07686254935996951,178,NYISO:palIntegrated:20250717
S5_2025_HIGH_TOTAL_EAST_PUBLIC,C,CENTRL,2289.9895,814.683596177354,0.08082359051658934,179,NYISO:palIntegrated:20250717
S5_2025_HIGH_TOTAL_EAST_PUBLIC,I,DUNWOD,1245.1721,442.9807578976706,0.043947485319509816,180,NYISO:palIntegrated:20250717
S5_2025_HIGH_TOTAL_EAST_PUBLIC,B,GENESE,1538.0801,547.1853155120685,0.054285469948274774,181,NYISO:palIntegrated:20250717
S5_2025_HIGH_TOTAL_EAST_PUBLIC,G,HUD VL,2005.4355,713.4510464094835,0.0707804545214865,182,NYISO:palIntegrated:20250717
S5_2025_HIGH_TOTAL_EAST_PUBLIC,K,LONGIL,4802.7324,1708.6136434728166,0.16950910773099892,183,NYISO:palIntegrated:20250717
S5_2025_HIGH_TOTAL_EAST_PUBLIC,E,MHK VL,1229.9202,437.5547623895963,0.043409180091385426,184,NYISO:palIntegrated:20250717
S5_2025_HIGH_TOTAL_EAST_PUBLIC,H,MILLWD,551.0056,196.02501396703374,0.019447360342371708,185,NYISO:palIntegrated:20250717
S5_2025_HIGH_TOTAL_EAST_PUBLIC,J,N.Y.C.,9811.9387,3490.682164956543,0.3463055685026835,186,NYISO:palIntegrated:20250717
S5_2025_HIGH_TOTAL_EAST_PUBLIC,D,NORTH,524.2467,186.50530355711695,0.018502923533262165,187,NYISO:palIntegrated:20250717
S5_2025_HIGH_TOTAL_EAST_PUBLIC,A,WEST,2156.9006,767.3360674383408,0.07612631013346823,188,NYISO:palIntegrated:20250717
S6_2025_LOW_TOTAL_EAST_PUBLIC,F,CAPITL,1626.1442,578.5148817315303,0.06814754922556443,189,NYISO:palIntegrated:20250727
S6_2025_LOW_TOTAL_EAST_PUBLIC,C,CENTRL,2118.732,753.7572574442099,0.08879064554409048,190,NYISO:palIntegrated:20250727
S6_2025_LOW_TOTAL_EAST_PUBLIC,I,DUNWOD,916.1313,325.921643769386,0.038392722406678535,191,NYISO:palIntegrated:20250727
S6_2025_LOW_TOTAL_EAST_PUBLIC,B,GENESE,1638.8578,583.037855032657,0.068680343723023,192,NYISO:palIntegrated:20250727
S6_2025_LOW_TOTAL_EAST_PUBLIC,G,HUD VL,1663.7559,591.8955697278482,0.06972375948859472,193,NYISO:palIntegrated:20250727
S6_2025_LOW_TOTAL_EAST_PUBLIC,K,LONGIL,3496.4236,1243.882975099829,0.14652618100807127,194,NYISO:palIntegrated:20250727
S6_2025_LOW_TOTAL_EAST_PUBLIC,E,MHK VL,987.4678,351.30022142605463,0.04138225288332967,195,NYISO:palIntegrated:20250727
S6_2025_LOW_TOTAL_EAST_PUBLIC,H,MILLWD,440.2643,156.6278374606108,0.01845035210069849,196,NYISO:palIntegrated:20250727
S6_2025_LOW_TOTAL_EAST_PUBLIC,J,N.Y.C.,7961.4641,2832.3598006999164,0.3336446218375431,197,NYISO:palIntegrated:20250727
S6_2025_LOW_TOTAL_EAST_PUBLIC,D,NORTH,569.0966,202.46104388701568,0.02384938467486546,198,NYISO:palIntegrated:20250727
S6_2025_LOW_TOTAL_EAST_PUBLIC,A,WEST,2443.7707,869.3925898388834,0.10241218710754069,199,NYISO:palIntegrated:20250727
V1_2025_JAN15_EVENING,F,CAPITL,1815.4493,645.8618104588078,0.08141364420105741,200,NYISO:palIntegrated:20250115
V1_2025_JAN15_EVENING,C,CENTRL,2246.0554,799.0536596283805,0.10072413214264023,201,NYISO:palIntegrated:20250115
V1_2025_JAN15_EVENING,I,DUNWOD,924.1084,328.75956617691946,0.041441549747937574,202,NYISO:palIntegrated:20250115
V1_2025_JAN15_EVENING,B,GENESE,1411.2256,502.0557285636218,0.06328627237666387,203,NYISO:palIntegrated:20250115
V1_2025_JAN15_EVENING,G,HUD VL,1499.015,533.2875678791524,0.06722317933199681,204,NYISO:palIntegrated:20250115
V1_2025_JAN15_EVENING,K,LONGIL,2948.8459,1049.0774662437734,0.13224070256676787,205,NYISO:palIntegrated:20250115
V1_2025_JAN15_EVENING,E,MHK VL,1313.4971,467.2879683494294,0.05890364746540745,206,NYISO:palIntegrated:20250115
V1_2025_JAN15_EVENING,H,MILLWD,466.6222,166.00488864782503,0.02092562638191805,207,NYISO:palIntegrated:20250115
V1_2025_JAN15_EVENING,J,N.Y.C.,6915.2697,2460.1670827452667,0.3101145853592017,208,NYISO:palIntegrated:20250115
V1_2025_JAN15_EVENING,D,NORTH,705.6587,251.04419360430978,0.03164519456928966,209,NYISO:palIntegrated:20250115
V1_2025_JAN15_EVENING,A,WEST,2053.3319,730.490605497396,0.09208146585711935,210,NYISO:palIntegrated:20250115
V2_2025_APR15_MIDDAY,F,CAPITL,1017.9664,362.15036249717076,0.06803543145578307,145,NYISO:palIntegrated:20250415
V2_2025_APR15_MIDDAY,C,CENTRL,1349.8009,480.2033595941942,0.09021347522954028,146,NYISO:palIntegrated:20250415
V2_2025_APR15_MIDDAY,I,DUNWOD,596.4294,212.18492419196747,0.03986215219079316,147,NYISO:palIntegrated:20250415
V2_2025_APR15_MIDDAY,B,GENESE,847.4039,301.4712760328005,0.056635945895476755,148,NYISO:palIntegrated:20250415
V2_2025_APR15_MIDDAY,G,HUD VL,746.125,265.44043027176684,0.04986700572331871,149,NYISO:palIntegrated:20250415
V2_2025_APR15_MIDDAY,K,LONGIL,2020.2114,718.7077007953473,0.13502012859254642,150,NYISO:palIntegrated:20250415
V2_2025_APR15_MIDDAY,E,MHK VL,572.2211,203.57261182051764,0.038244198852342065,151,NYISO:palIntegrated:20250415
V2_2025_APR15_MIDDAY,H,MILLWD,234.3253,83.36325475699226,0.01566105019429502,152,NYISO:palIntegrated:20250415
V2_2025_APR15_MIDDAY,J,N.Y.C.,5303.3473,1886.7117295260352,0.3544473783372047,153,NYISO:palIntegrated:20250415
V2_2025_APR15_MIDDAY,D,NORTH,590.8203,210.18943829156558,0.039487269936743674,154,NYISO:palIntegrated:20250415
V2_2025_APR15_MIDDAY,A,WEST,1683.647,598.9720008118873,0.11252596359195627,155,NYISO:palIntegrated:20250415
V3_2025_JUL15_EVENING,F,CAPITL,2134.6035,759.4036810180861,0.07670224288797982,200,NYISO:palIntegrated:20250715
V3_2025_JUL15_EVENING,C,CENTRL,2483.6342,883.5743751860284,0.0892438870512924,201,NYISO:palIntegrated:20250715
V3_2025_JUL15_EVENING,I,DUNWOD,1198.2512,426.2882413826918,0.043056499524718884,202,NYISO:palIntegrated:20250715
V3_2025_JUL15_EVENING,B,GENESE,1735.7534,617.509303858847,0.06237044906955169,203,NYISO:palIntegrated:20250715
V3_2025_JUL15_EVENING,G,HUD VL,2022.4769,719.513672039818,0.07267322217879267,204,NYISO:palIntegrated:20250715
V3_2025_JUL15_EVENING,K,LONGIL,4441.17,1579.984688504021,0.15958359482068182,205,NYISO:palIntegrated:20250715
V3_2025_JUL15_EVENING,E,MHK VL,1140.6702,405.80330197511455,0.04098745398641036,206,NYISO:palIntegrated:20250715
V3_2025_JUL15_EVENING,H,MILLWD,543.5212,193.36237385133464,0.01953022896156886,207,NYISO:palIntegrated:20250715
V3_2025_JUL15_EVENING,J,N.Y.C.,9105.1589,3239.239130318388,0.32717369267006785,208,NYISO:palIntegrated:20250715
V3_2025_JUL15_EVENING,D,NORTH,480.3294,170.88134375363325,0.01725957176826404,209,NYISO:palIntegrated:20250715
V3_2025_JUL15_EVENING,A,WEST,2544.1714,905.1110083446118,0.09141915708067173,210,NYISO:palIntegrated:20250715
V4_2025_JUL25_NIGHT,F,CAPITL,1534.8015,546.0189251690443,0.08116610834084705,46,NYISO:palIntegrated:20250725
V4_2025_JUL25_NIGHT,C,CENTRL,1840.2418,654.6819570394916,0.09731894665997876,47,NYISO:palIntegrated:20250725
V4_2025_JUL25_NIGHT,I,DUNWOD,725.4296,258.0778624974042,0.038363461012552655,48,NYISO:palIntegrated:20250725
V4_2025_JUL25_NIGHT,B,GENESE,1271.3349,452.2884005702981,0.06723299803323098,49,NYISO:palIntegrated:20250725
V4_2025_JUL25_NIGHT,G,HUD VL,1206.4905,429.2194437109052,0.06380378090274393,50,NYISO:palIntegrated:20250725
V4_2025_JUL25_NIGHT,K,LONGIL,2472.7741,879.7108005614086,0.13076964708663663,51,NYISO:palIntegrated:20250725
V4_2025_JUL25_NIGHT,E,MHK VL,928.2047,330.21686037631264,0.04908697524903607,52,NYISO:palIntegrated:20250725
V4_2025_JUL25_NIGHT,H,MILLWD,284.3042,101.14368125457591,0.015035081408871338,53,NYISO:palIntegrated:20250725
V4_2025_JUL25_NIGHT,J,N.Y.C.,6146.8705,2186.8024129265614,0.32506976111253255,54,NYISO:palIntegrated:20250725
V4_2025_JUL25_NIGHT,D,NORTH,575.3283,204.67802512919974,0.030425536546162712,55,NYISO:palIntegrated:20250725
V4_2025_JUL25_NIGHT,A,WEST,1923.6087,684.3404536807024,0.10172770364740713,56,NYISO:palIntegrated:20250725
