pf_converged,all_limits_passed,violated_buses,violated_generators,violated_branches,max_nodal_p_mismatch_mw,max_nodal_q_mismatch_mvar,max_voltage_violation_pu,max_generator_p_violation_mw,max_generator_q_violation_mvar,max_branch_overload_mva,max_angle_violation_deg,branch_loss_mw,shunt_loss_mw,active_balance_error_mw,generator_p_mw,effective_load_mw,excluded_injection_present,finite_ordered_generator_bounds,finite_ordered_voltage_bounds,valid_branch_limit_bounds,stored_terminal_flows_consistent,excluded_online_generator_present,excluded_active_branch_present,max_stored_terminal_flow_error_mva
1,1,0,0,0,7.25474269529514e-05,8.16787923270113e-05,0,0,0,0,0,576.739067021092,0,-1.08293280618454e-05,29083.7640341917,28507.024978,0,1,1,1,1,0,0,7.65062261153214e-10
