source_bus,pd_gross_mw,qd_gross_mvar,p_boundary_mw,q_boundary_mvar,pd_effective_mw,qd_effective_mvar
774,0,0,0,0,0,0
775,10.27,0,0,0,10.27,0
776,10.27,0,0,0,10.27,0
777,4.62,0,0,0,4.62,0
778,10.27,0,0,0,10.27,0
779,6.23,0,0,0,6.23,0
780,6.84,0,0,0,6.84,0
781,64.27,0,0,0,64.27,0
782,12.39,0,0,0,12.39,0
783,10.27,0,0,0,10.27,0
784,10.27,0,0,0,10.27,0
785,10.27,0,0,0,10.27,0
786,10.27,0,0,0,10.27,0
787,10.27,0,0,0,10.27,0
788,10.27,0,0,0,10.27,0
789,10.27,0,0,0,10.27,0
790,10.27,0,0,0,10.27,0
791,10.27,0,0,0,10.27,0
792,10.27,0,0,0,10.27,0
793,10.27,0,0,0,10.27,0
794,10.27,0,0,0,10.27,0
795,10.27,0,0,0,10.27,0
796,10.27,0,0,0,10.27,0
797,6.84,0,0,0,6.84,0
798,3.42,0,0,0,3.42,0
799,0,0,-835.999966,57.9630455374444,835.999966,-57.9630455374444
800,0,0,0,0,0,0
801,0,0,0,0,0,0
802,0,0,0,0,0,0
803,10.27,0,0,0,10.27,0
804,10.27,0,0,0,10.27,0
805,10.27,0,0,0,10.27,0
806,10.27,0,0,0,10.27,0
807,10.27,0,0,0,10.27,0
808,6.02,0,0,0,6.02,0
809,10.27,0,0,0,10.27,0
810,9.1,0,0,0,9.1,0
811,3.42,0,0,0,3.42,0
812,6.84,0,0,0,6.84,0
813,26.55,0,0,0,26.55,0
814,6.84,0,0,0,6.84,0
815,6.15,0,0,0,6.15,0
816,6.84,0,0,0,6.84,0
817,0,0,0,0,0,0
818,0,0,0,0,0,0
819,4.13,0,0,0,4.13,0
820,8.26,0,0,0,8.26,0
821,8.26,0,0,0,8.26,0
822,12.39,0,0,0,12.39,0
823,10.27,0,0,0,10.27,0
824,10.27,0,0,0,10.27,0
825,10.27,0,0,0,10.27,0
826,10.27,0,0,0,10.27,0
827,13.69,0,0,0,13.69,0
828,8.26,0,0,0,8.26,0
829,22.26,0,0,0,22.26,0
830,18.09,0,0,0,18.09,0
831,46.91,0,0,0,46.91,0
832,46.91,0,0,0,46.91,0
833,18.09,0,0,0,18.09,0
834,15.3,0,0,0,15.3,0
835,22.26,0,0,0,22.26,0
836,15.3,0,0,0,15.3,0
837,20.87,0,0,0,20.87,0
838,13.91,0,0,0,13.91,0
839,13.91,0,0,0,13.91,0
840,30.61,0,0,0,30.61,0
841,13.91,0,0,0,13.91,0
842,146.3,0,0,0,146.3,0
843,34.78,0,0,0,34.78,0
844,36.84,0,0,0,36.84,0
845,36.17,0,0,0,36.17,0
846,29.22,0,0,0,29.22,0
847,0,0,0,0,0,0
848,0,0,0,0,0,0
849,18.36,0,0,0,18.36,0
850,18.36,0,0,0,18.36,0
851,13.31,0,0,0,13.31,0
852,18.36,0,0,0,18.36,0
853,18.36,0,0,0,18.36,0
854,18.36,0,0,0,18.36,0
855,6.97,0,0,0,6.97,0
856,12.67,0,0,0,12.67,0
857,18.36,0,0,0,18.36,0
858,0,0,0,0,0,0
859,18.36,0,0,0,18.36,0
860,27.55,0,0,0,27.55,0
861,21.85,0,0,0,21.85,0
862,18.36,0,0,0,18.36,0
863,3.42,0,0,0,3.42,0
864,10.27,0,0,0,10.27,0
865,10.27,0,0,0,10.27,0
866,10.27,0,0,0,10.27,0
867,10.27,0,0,0,10.27,0
868,10.27,0,0,0,10.27,0
869,10.27,0,0,0,10.27,0
870,10.27,0,0,0,10.27,0
871,10.27,0,0,0,10.27,0
872,10.27,0,0,0,10.27,0
873,6.84,0,0,0,6.84,0
874,6.84,0,0,0,6.84,0
875,6.84,0,0,0,6.84,0
876,21.6,0,0,0,21.6,0
877,21.6,0,0,0,21.6,0
878,21.6,0,0,0,21.6,0
879,21.6,0,0,0,21.6,0
880,21.6,0,0,0,21.6,0
881,21.6,0,0,0,21.6,0
882,21.6,0,0,0,21.6,0
883,21.6,0,0,0,21.6,0
884,21.6,0,0,0,21.6,0
885,21.6,0,0,0,21.6,0
886,21.6,0,0,0,21.6,0
887,21.6,0,0,0,21.6,0
888,21.6,0,0,0,21.6,0
889,7.58,0,0,0,7.58,0
890,7.58,0,0,0,7.58,0
891,7.58,0,0,0,7.58,0
892,7.58,0,0,0,7.58,0
893,12.63,0,0,0,12.63,0
894,12.54,0,0,0,12.54,0
895,12.54,0,0,0,12.54,0
896,12.54,0,0,0,12.54,0
897,0,0,0,0,0,0
898,0,0,0,0,0,0
899,0,0,0,0,0,0
900,0,0,0,0,0,0
901,27.55,0,0,0,27.55,0
902,0,0,0,0,0,0
903,187.41,0,0,0,187.41,0
904,140.55,0,0,0,140.55,0
905,93.7,0,0,0,93.7,0
906,18.36,0,0,0,18.36,0
907,12.54,0,0,0,12.54,0
908,12.54,0,0,0,12.54,0
909,6.23,0,0,0,6.23,0
910,6.23,0,0,0,6.23,0
911,6.23,0,0,0,6.23,0
912,6.23,0,0,0,6.23,0
913,6.23,0,0,0,6.23,0
914,6.23,0,0,0,6.23,0
915,6.23,0,0,0,6.23,0
916,8.31,0,0,0,8.31,0
917,6.23,0,0,0,6.23,0
918,6.23,0,0,0,6.23,0
919,6.23,0,0,0,6.23,0
920,6.23,0,0,0,6.23,0
921,6.23,0,0,0,6.23,0
922,7.58,0,0,0,7.58,0
923,6.19,0,0,0,6.19,0
924,5.05,0,0,0,5.05,0
925,7.58,0,0,0,7.58,0
926,7.58,0,0,0,7.58,0
927,7.58,0,0,0,7.58,0
928,7.58,0,0,0,7.58,0
929,7.58,0,0,0,7.58,0
930,7.58,0,0,0,7.58,0
931,7.58,0,0,0,7.58,0
932,7.58,0,0,0,7.58,0
933,7.58,0,0,0,7.58,0
934,7.58,0,0,0,7.58,0
935,7.58,0,0,0,7.58,0
936,7.58,0,0,0,7.58,0
937,7.58,0,0,0,7.58,0
938,7.58,0,0,0,7.58,0
939,7.58,0,0,0,7.58,0
940,7.58,0,0,0,7.58,0
941,7.58,0,0,0,7.58,0
942,7.58,0,0,0,7.58,0
943,5.05,0,0,0,5.05,0
944,7.58,0,0,0,7.58,0
945,7.58,0,0,0,7.58,0
946,7.58,0,0,0,7.58,0
947,7.58,0,0,0,7.58,0
948,7.58,0,0,0,7.58,0
949,7.58,0,0,0,7.58,0
950,2.53,0,0,0,2.53,0
951,17.68,0,0,0,17.68,0
952,6,0,0,0,6,0
953,0,0,0,0,0,0
954,7.58,0,0,0,7.58,0
955,7.58,0,0,0,7.58,0
956,7.58,0,0,0,7.58,0
957,7.58,0,0,0,7.58,0
958,7.58,0,0,0,7.58,0
959,7.58,0,0,0,7.58,0
960,7.58,0,0,0,7.58,0
961,7.58,0,0,0,7.58,0
962,7.58,0,0,0,7.58,0
963,7.58,0,0,0,7.58,0
964,7.58,0,0,0,7.58,0
965,7.58,0,0,0,7.58,0
966,7.58,0,0,0,7.58,0
967,7.58,0,0,0,7.58,0
968,7.58,0,0,0,7.58,0
969,7.58,0,0,0,7.58,0
970,7.58,0,0,0,7.58,0
971,7.58,0,0,0,7.58,0
972,7.58,0,0,0,7.58,0
973,7.58,0,0,0,7.58,0
974,7.58,0,0,0,7.58,0
975,5.05,0,0,0,5.05,0
976,0,0,0,0,0,0
977,0,0,0,0,0,0
978,7.58,0,0,0,7.58,0
979,7.58,0,0,0,7.58,0
980,7.58,0,0,0,7.58,0
981,5.05,0,0,0,5.05,0
982,7.58,0,0,0,7.58,0
983,7.58,0,0,0,7.58,0
984,7.58,0,0,0,7.58,0
985,7.58,0,0,0,7.58,0
986,7.58,0,0,0,7.58,0
987,7.58,0,0,0,7.58,0
988,14.81,0,0,0,14.81,0
989,14.81,0,0,0,14.81,0
990,10.27,0,0,0,10.27,0
991,10.27,0,0,0,10.27,0
992,10.27,0,0,0,10.27,0
993,0,0,0,0,0,0
994,27.82,0,0,0,27.82,0
995,41.74,0,0,0,41.74,0
996,34.78,0,0,0,34.78,0
997,40.34,-5.14,0,0,40.34,-5.14
998,13.91,0,0,0,13.91,0
999,20.87,0,0,0,20.87,0
1000,7.58,0,0,0,7.58,0
1001,6.23,0,0,0,6.23,0
1002,4.94,0,0,0,4.94,0
1003,6.23,0,0,0,6.23,0
1004,6.23,0,0,0,6.23,0
1005,6.23,0,0,0,6.23,0
1006,6.23,0,0,0,6.23,0
1007,6.23,0,0,0,6.23,0
1008,6.23,0,0,0,6.23,0
1009,6.23,0,0,0,6.23,0
1010,6.23,0,0,0,6.23,0
1011,6.23,0,0,0,6.23,0
1012,6.23,0,0,0,6.23,0
1013,6.23,0,0,0,6.23,0
1014,6.23,0,0,0,6.23,0
1015,6.23,0,0,0,6.23,0
1016,6.23,0,0,0,6.23,0
1017,6.23,0,0,0,6.23,0
1018,6.23,0,0,0,6.23,0
1019,5.73,0,0,0,5.73,0
1020,6.23,0,0,0,6.23,0
1021,6.23,0,0,0,6.23,0
1022,6.23,0,0,0,6.23,0
1023,6.23,0,0,0,6.23,0
1024,6.23,0,0,0,6.23,0
1025,6.23,0,0,0,6.23,0
1026,6.23,0,0,0,6.23,0
1027,6.23,0,0,0,6.23,0
1028,6.23,0,0,0,6.23,0
1029,6.23,0,0,0,6.23,0
1030,6.23,0,0,0,6.23,0
1031,6.23,0,0,0,6.23,0
1032,6.23,0,0,0,6.23,0
1033,6.23,0,0,0,6.23,0
1034,6.23,0,0,0,6.23,0
1035,6.23,0,0,0,6.23,0
1036,6.23,0,0,0,6.23,0
1037,6.23,0,0,0,6.23,0
1038,6.23,0,0,0,6.23,0
1039,6.23,0,0,0,6.23,0
1040,6.23,0,0,0,6.23,0
1041,6.23,0,0,0,6.23,0
1042,6.23,0,0,0,6.23,0
1043,6.23,0,0,0,6.23,0
1044,6.23,0,0,0,6.23,0
1045,6.23,0,0,0,6.23,0
1046,6.23,0,0,0,6.23,0
1047,6.23,0,0,0,6.23,0
1048,6.23,0,0,0,6.23,0
1049,6.23,0,0,0,6.23,0
1050,6.23,0,0,0,6.23,0
1051,6.23,0,0,0,6.23,0
1052,6.23,0,0,0,6.23,0
1053,6.23,0,0,0,6.23,0
1054,6.23,0,0,0,6.23,0
1055,6.23,0,0,0,6.23,0
1056,12.54,0,0,0,12.54,0
1057,12.54,0,0,0,12.54,0
1058,12.54,0,0,0,12.54,0
1059,12.54,0,0,0,12.54,0
1060,12.54,0,0,0,12.54,0
1061,12.54,0,0,0,12.54,0
1062,12.54,0,0,0,12.54,0
1063,12.54,0,0,0,12.54,0
1064,12.54,0,0,0,12.54,0
1065,12.54,0,0,0,12.54,0
1066,12.54,0,0,0,12.54,0
1067,12.54,0,0,0,12.54,0
1068,12.54,0,0,0,12.54,0
1069,12.54,0,0,0,12.54,0
1070,12.54,0,0,0,12.54,0
1071,12.54,0,0,0,12.54,0
1072,12.54,0,0,0,12.54,0
1073,12.54,0,0,0,12.54,0
1074,12.54,0,0,0,12.54,0
1075,12.54,0,0,0,12.54,0
1076,12.54,0,0,0,12.54,0
1077,12.54,0,0,0,12.54,0
1078,12.54,0,0,0,12.54,0
1079,12.54,0,0,0,12.54,0
1080,12.54,0,0,0,12.54,0
1081,12.54,0,0,0,12.54,0
1082,12.54,0,0,0,12.54,0
1083,12.54,0,0,0,12.54,0
1084,12.54,0,0,0,12.54,0
1085,12.54,0,0,0,12.54,0
1086,12.54,0,0,0,12.54,0
1087,12.54,0,0,0,12.54,0
1088,12.54,0,0,0,12.54,0
1089,12.54,0,0,0,12.54,0
1090,12.54,0,0,0,12.54,0
1091,12.54,0,0,0,12.54,0
1092,12.54,0,0,0,12.54,0
1093,12.54,0,0,0,12.54,0
1094,12.54,0,0,0,12.54,0
1095,12.54,0,0,0,12.54,0
1096,12.54,0,0,0,12.54,0
1097,12.54,0,0,0,12.54,0
1098,12.54,0,0,0,12.54,0
1099,12.54,0,0,0,12.54,0
1100,11.53,0,0,0,11.53,0
1101,12.54,0,0,0,12.54,0
1102,8.36,0,0,0,8.36,0
1103,12.54,0,0,0,12.54,0
1104,12.54,0,0,0,12.54,0
1105,12.54,0,0,0,12.54,0
1106,7.58,0,0,0,7.58,0
1107,7.58,0,0,0,7.58,0
1108,7.58,0,0,0,7.58,0
1109,7.58,0,0,0,7.58,0
1110,7.58,0,0,0,7.58,0
1111,7.58,0,0,0,7.58,0
1112,7.58,0,0,0,7.58,0
1113,7.58,0,0,0,7.58,0
1114,7.58,0,0,0,7.58,0
1115,21.6,0,0,0,21.6,0
1116,7.58,0,0,0,7.58,0
1117,0,0,0,0,0,0
1118,7.58,0,0,0,7.58,0
1119,7.58,0,0,0,7.58,0
1120,7.58,0,0,0,7.58,0
1121,7.58,0,0,0,7.58,0
1122,7.58,0,0,0,7.58,0
1123,21.6,0,0,0,21.6,0
1124,21.6,0,0,0,21.6,0
1125,21.6,0,0,0,21.6,0
1126,21.6,0,0,0,21.6,0
1127,21.6,0,0,0,21.6,0
1128,21.6,0,0,0,21.6,0
1129,0,0,0,0,0,0
1130,0,0,0,0,0,0
1131,363.64,0,0,0,363.64,0
1132,0,0,199.620998,264.187342323382,-199.620998,-264.187342323382
1133,545.47,0,0,0,545.47,0
1134,0,0,0,0,0,0
1135,363.64,0,0,0,363.64,0
1136,0,0,100,317.053991153852,-100,-317.053991153852
1137,46.91,0,0,0,46.91,0
1138,20.87,0,0,0,20.87,0
1139,50.95,0,0,0,50.95,0
1140,35.31,0,0,0,35.31,0
1141,46.91,0,0,0,46.91,0
1142,22.26,0,0,0,22.26,0
1143,84.22,0,0,0,84.22,0
1144,49.75,0,0,0,49.75,0
1145,6.96,0,0,0,6.96,0
1146,20.87,0,0,0,20.87,0
1147,31.27,0,0,0,31.27,0
1148,62.55,0,234.99999,364.803901283246,-172.44999,-364.803901283246
1149,35.31,0,0,0,35.31,0
1150,24.18,0,0,0,24.18,0
1151,13.91,0,0,0,13.91,0
1152,6.96,0,0,0,6.96,0
1153,13.91,0,0,0,13.91,0
1154,15.64,0,0,0,15.64,0
1155,27.82,0,0,0,27.82,0
1156,27.82,0,0,0,27.82,0
1157,50.95,0,0,0,50.95,0
1158,20.87,0,0,0,20.87,0
1159,13.91,0,0,0,13.91,0
1160,226.24,0,0,0,226.24,0
1161,13.91,0,0,0,13.91,0
1162,13.91,0,0,0,13.91,0
1163,15.3,0,0,0,15.3,0
1164,100.08,0,0,0,100.08,0
1165,97.86,0,0,0,97.86,0
1166,151.22,0,0,0,151.22,0
1167,6.96,0,0,0,6.96,0
1168,20.87,0,0,0,20.87,0
1169,6.96,0,0,0,6.96,0
1170,19.67,0,0,0,19.67,0
1171,12.54,0,0,0,12.54,0
1172,8.36,0,0,0,8.36,0
1173,12.54,0,0,0,12.54,0
1174,12.54,0,0,0,12.54,0
1175,12.54,0,0,0,12.54,0
1176,12.54,0,0,0,12.54,0
1177,12.54,0,0,0,12.54,0
1178,12.54,0,0,0,12.54,0
1179,12.54,0,0,0,12.54,0
1180,12.54,0,0,0,12.54,0
1181,12.54,0,0,0,12.54,0
1182,12.54,0,0,0,12.54,0
1183,12.54,0,0,0,12.54,0
1184,9.94,0,0,0,9.94,0
1185,9.94,0,0,0,9.94,0
1186,12.54,0,0,0,12.54,0
1187,11.53,0,0,0,11.53,0
1188,12.54,0,0,0,12.54,0
1189,12.54,0,0,0,12.54,0
1190,12.54,0,0,0,12.54,0
1191,12.54,0,0,0,12.54,0
1192,12.54,0,0,0,12.54,0
1193,4.94,0,0,0,4.94,0
1194,6.23,0,0,0,6.23,0
1195,6.23,0,0,0,6.23,0
1196,6.23,0,0,0,6.23,0
1197,6.23,0,0,0,6.23,0
1198,6.23,0,0,0,6.23,0
1199,6.23,0,0,0,6.23,0
1200,6.23,0,0,0,6.23,0
1201,6.23,0,0,0,6.23,0
1202,6.23,0,0,0,6.23,0
1203,6.23,0,0,0,6.23,0
1204,4.62,0,0,0,4.62,0
1205,6.23,0,0,0,6.23,0
1206,6.23,0,0,0,6.23,0
1207,6.23,0,0,0,6.23,0
1208,10.27,0,0,0,10.27,0
1209,4.15,0,0,0,4.15,0
1210,12.39,0,0,0,12.39,0
1211,27.55,0,0,0,27.55,0
1212,27.55,0,0,0,27.55,0
1213,6.84,0,0,0,6.84,0
1214,10.27,0,0,0,10.27,0
1215,4.15,0,0,0,4.15,0
1216,6.23,0,0,0,6.23,0
1217,6.23,0,0,0,6.23,0
1218,12.54,0,0,0,12.54,0
1219,0,0,0,0,0,0
1220,0,0,0,0,0,0
1221,0,0,0,0,0,0
1222,0,0,0,0,0,0
1223,4.7,0,0,0,4.7,0
1224,8.26,0,0,0,8.26,0
1225,13.31,0,0,0,13.31,0
1226,8.26,0,0,0,8.26,0
1227,0,0,0,0,0,0
1228,0,0,0,0,0,0
1229,4.15,0,0,0,4.15,0
1230,0,0,0,0,0,0
1231,0,0,750,57.1638695248684,-750,-57.1638695248684
1232,0,0,0,0,0,0
1233,0,0,0,0,0,0
1234,0,0,0,0,0,0
1235,0,0,0,0,0,0
1236,0,0,0,0,0,0
1237,0,0,0,0,0,0
1238,0,0,0,0,0,0
1239,0,0,0,0,0,0
1240,0,0,0,0,0,0
1241,0,0,0,0,0,0
1242,0,0,0,0,0,0
1243,0,0,0,0,0,0
1244,0,0,0,0,0,0
1245,0,0,0,0,0,0
1246,0,0,0,0,0,0
1247,0,0,0,0,0,0
1248,0,0,0,0,0,0
1249,0,0,0,0,0,0
1250,0,0,0,0,0,0
1251,0,0,0,0,0,0
1252,8.36,0,0,0,8.36,0
1253,14.4,0,0,0,14.4,0
1254,21.6,0,0,0,21.6,0
1255,4.15,0,0,0,4.15,0
1256,8.36,0,0,0,8.36,0
1257,8.36,0,0,0,8.36,0
1258,12.54,0,0,0,12.54,0
1259,4.18,0,0,0,4.18,0
1260,4.18,0,0,0,4.18,0
1261,0,0,0,0,0,0
1262,10.07,0,0,0,10.07,0
1263,0,0,0,0,0,0
1264,14.4,0,0,0,14.4,0
1265,4.18,0,0,0,4.18,0
1266,12.54,0,0,0,12.54,0
1267,4.18,0,0,0,4.18,0
1268,4.18,0,0,0,4.18,0
1269,12.54,0,0,0,12.54,0
1270,12.54,0,0,0,12.54,0
1271,8.36,0,0,0,8.36,0
1272,20.89,0,0,0,20.89,0
1273,12.54,0,0,0,12.54,0
1274,7.2,0,0,0,7.2,0
1275,5.05,0,0,0,5.05,0
1276,5.05,0,0,0,5.05,0
1277,5.05,0,0,0,5.05,0
1278,7.58,0,0,0,7.58,0
1279,7.58,0,0,0,7.58,0
1280,7.58,0,0,0,7.58,0
1281,7.58,0,0,0,7.58,0
1282,7.58,0,0,0,7.58,0
1283,7.58,0,0,0,7.58,0
1284,7.58,0,0,0,7.58,0
1285,6.23,0,0,0,6.23,0
1286,2.08,0,0,0,2.08,0
1287,6.23,0,0,0,6.23,0
1288,4.15,0,0,0,4.15,0
1289,33.43,0,0,0,33.43,0
1290,12.54,0,0,0,12.54,0
1291,2.08,0,0,0,2.08,0
1292,12.54,0,0,0,12.54,0
1293,4.18,0,0,0,4.18,0
1294,8.36,0,0,0,8.36,0
1295,8.36,0,0,0,8.36,0
1296,0,0,0,0,0,0
1297,12.63,0,0,0,12.63,0
1298,2.53,0,0,0,2.53,0
1299,0,0,0,0,0,0
1300,7.58,0,0,0,7.58,0
1301,2.53,0,0,0,2.53,0
1302,2.53,0,0,0,2.53,0
1303,0,0,0,0,0,0
1304,6.23,0,0,0,6.23,0
1305,2.08,0,0,0,2.08,0
1306,4.15,0,0,0,4.15,0
1307,0,0,0,0,0,0
1308,28.8,0,0,0,28.8,0
1309,2.53,0,0,0,2.53,0
1310,7.58,0,0,0,7.58,0
1311,7.58,0,0,0,7.58,0
1312,7.58,0,0,0,7.58,0
1313,0,0,200,-36.9448728621447,-200,36.9448728621447
1314,0,0,0,0,0,0
1315,0,0,0,0,0,0
1316,0,0,0,0,0,0
1317,0,0,0,0,0,0
1318,7.58,0,0,0,7.58,0
1319,7.58,0,0,0,7.58,0
1320,0,0,0,0,0,0
1321,0,0,0,0,0,0
1322,2.53,0,0,0,2.53,0
1323,12.63,0,0,0,12.63,0
1324,10.1,0,0,0,10.1,0
1325,7.58,0,0,0,7.58,0
1326,7.58,0,0,0,7.58,0
1327,12.63,0,0,0,12.63,0
1328,7.58,0,0,0,7.58,0
1329,7.58,0,0,0,7.58,0
1330,7.58,0,0,0,7.58,0
1331,7.58,0,0,0,7.58,0
1332,7.58,0,0,0,7.58,0
1333,7.58,0,0,0,7.58,0
1334,7.58,0,0,0,7.58,0
1335,7.58,0,0,0,7.58,0
1336,7.58,0,0,0,7.58,0
1337,7.58,0,0,0,7.58,0
1338,7.58,0,0,0,7.58,0
1339,7.58,0,0,0,7.58,0
1340,7.58,0,0,0,7.58,0
1341,7.58,0,0,0,7.58,0
1342,2.53,0,0,0,2.53,0
1343,7.58,0,0,0,7.58,0
1344,7.58,0,0,0,7.58,0
1345,7.58,0,0,0,7.58,0
1346,7.58,0,0,0,7.58,0
1347,7.58,0,0,0,7.58,0
1348,7.58,0,0,0,7.58,0
1349,7.58,0,0,0,7.58,0
1350,7.58,0,0,0,7.58,0
1351,10.27,0,0,0,10.27,0
1352,10.27,0,0,0,10.27,0
1353,2.08,0,0,0,2.08,0
1354,2.08,0,0,0,2.08,0
1355,5.05,0,0,0,5.05,0
1356,0,0,0,0,0,0
1357,7.58,0,0,0,7.58,0
1358,7.58,0,0,0,7.58,0
1359,7.58,0,0,0,7.58,0
1360,13.91,0,0,0,13.91,0
1361,6.84,0,0,0,6.84,0
1362,13.69,0,0,0,13.69,0
1363,7.58,0,0,0,7.58,0
1364,7.58,0,0,0,7.58,0
1365,7.58,0,0,0,7.58,0
1366,2.53,0,0,0,2.53,0
1367,7.58,0,0,0,7.58,0
1368,7.58,0,0,0,7.58,0
1369,7.58,0,0,0,7.58,0
1370,7.58,0,0,0,7.58,0
1371,7.58,0,0,0,7.58,0
1372,7.58,0,0,0,7.58,0
1373,10.1,0,0,0,10.1,0
1374,7.58,0,0,0,7.58,0
1375,7.58,0,0,0,7.58,0
1376,5.05,0,0,0,5.05,0
1377,5.05,0,0,0,5.05,0
1378,7.58,0,0,0,7.58,0
1379,7.58,0,0,0,7.58,0
1380,7.58,0,0,0,7.58,0
1381,21.6,0,0,0,21.6,0
1382,21.6,0,0,0,21.6,0
1383,0,0,0,0,0,0
1384,8.36,0,0,0,8.36,0
1385,8.36,0,0,0,8.36,0
1386,12.54,0,0,0,12.54,0
1387,5.05,0,0,0,5.05,0
1388,7.58,0,0,0,7.58,0
1389,7.58,0,0,0,7.58,0
1390,7.58,0,0,0,7.58,0
1391,7.58,0,0,0,7.58,0
1392,8.62,0,0,0,8.62,0
1393,10.27,0,0,0,10.27,0
1394,6.23,0,0,0,6.23,0
1395,6.23,0,0,0,6.23,0
1396,6.23,0,0,0,6.23,0
1397,12.54,0,0,0,12.54,0
1398,8.36,0,0,0,8.36,0
1399,12.54,0,0,0,12.54,0
1400,8.36,0,0,0,8.36,0
1401,46.01,0,0,0,46.01,0
1402,14.4,0,0,0,14.4,0
1403,14.4,0,0,0,14.4,0
1404,14.4,0,0,0,14.4,0
1405,14.4,0,0,0,14.4,0
1406,14.4,0,0,0,14.4,0
1407,14.4,0,0,0,14.4,0
1408,14.4,0,0,0,14.4,0
1409,14.4,0,0,0,14.4,0
1410,14.4,0,0,0,14.4,0
1411,10.27,0,0,0,10.27,0
1412,10.27,0,0,0,10.27,0
1413,0,0,0,0,0,0
1414,4.18,0,0,0,4.18,0
1415,8.36,0,0,0,8.36,0
1416,7.58,0,0,0,7.58,0
1417,7.58,0,0,0,7.58,0
1418,10.27,0,0,0,10.27,0
1419,12.39,0,0,0,12.39,0
1420,3.42,0,0,0,3.42,0
1421,7.2,0,0,0,7.2,0
1422,21.6,0,0,0,21.6,0
1423,4.13,0,0,0,4.13,0
1424,7.2,0,0,0,7.2,0
1425,2.53,0,0,0,2.53,0
1426,2.53,0,0,0,2.53,0
1427,0,0,0,0,0,0
1428,5.05,0,0,0,5.05,0
1429,2.53,0,0,0,2.53,0
1430,7.58,0,0,0,7.58,0
1431,7.58,0,0,0,7.58,0
1432,7.58,0,0,0,7.58,0
1433,5.05,0,0,0,5.05,0
1434,5.05,0,0,0,5.05,0
1435,7.58,0,0,0,7.58,0
1436,7.58,0,0,0,7.58,0
1437,2.53,0,0,0,2.53,0
1438,2.53,0,0,0,2.53,0
1439,21.6,0,0,0,21.6,0
1440,4.18,0,0,0,4.18,0
1441,3.42,0,0,0,3.42,0
1442,6.84,0,0,0,6.84,0
1443,10.27,0,0,0,10.27,0
1444,10.27,0,0,0,10.27,0
1445,5.05,0,0,0,5.05,0
1446,2.53,0,0,0,2.53,0
1447,2.53,0,0,0,2.53,0
1448,2.53,0,0,0,2.53,0
1449,2.53,0,0,0,2.53,0
1450,2.53,0,0,0,2.53,0
1451,7.58,0,0,0,7.58,0
1452,2.53,0,0,0,2.53,0
1453,6.23,0,0,0,6.23,0
1454,2.08,0,0,0,2.08,0
1455,3.08,0,0,0,3.08,0
1456,454.55,0,0,0,454.55,0
1457,454.55,0,0,0,454.55,0
1458,21.6,0,0,0,21.6,0
1459,4.18,0,0,0,4.18,0
1460,12.54,0,0,0,12.54,0
1461,9.94,0,0,0,9.94,0
1462,7.35,0,0,0,7.35,0
1463,6.23,0,0,0,6.23,0
1464,6.23,0,0,0,6.23,0
1465,12.54,0,0,0,12.54,0
1466,12.54,0,0,0,12.54,0
1467,58.43,0,0,0,58.43,0
1468,308.81,0,0,0,308.81,0
1469,4.2,0,0,0,4.2,0
1470,6.95,0,0,0,6.95,0
1471,1.79,0,0,0,1.79,0
1472,5.11,0,0,0,5.11,0
1473,16.43,0,0,0,16.43,0
1474,34.5,0,0,0,34.5,0
1475,4.2,0,0,0,4.2,0
1476,4.2,0,0,0,4.2,0
1477,54.04,0,0,0,54.04,0
1478,33.14,0,0,0,33.14,0
1479,8.07,0,0,0,8.07,0
1480,2.43,0,0,0,2.43,0
1481,1.48,0,0,0,1.48,0
1482,14.78,0,0,0,14.78,0
1483,6.52,0,0,0,6.52,0
1484,6.52,0,0,0,6.52,0
1485,2.43,0,0,0,2.43,0
1486,8.92,0,0,0,8.92,0
1487,67.13,0,0,0,67.13,0
1488,14.78,0,0,0,14.78,0
1489,65.39,0,0,0,65.39,0
1490,26.29,0,0,0,26.29,0
1491,10.99,0,0,0,10.99,0
1492,34.78,0,0,0,34.78,0
1493,1045.96,0,0,0,1045.96,0
1494,48.69,0,0,0,48.69,0
1495,33.39,0,0,0,33.39,0
1496,105.68,0,0,0,105.68,0
1497,27.82,0,0,0,27.82,0
1498,25.32,0,0,0,25.32,0
1499,0,0,0,0,0,0
1500,135.32,0,0,0,135.32,0
1501,552.02,0,0,0,552.02,0
1502,617.23,0,0,0,617.23,0
1503,108.38,0,0,0,108.38,0
1504,32.55,0,0,0,32.55,0
1505,17.95,0,0,0,17.95,0
1506,242.64,0,0,0,242.64,0
1507,33.07,0,0,0,33.07,0
1508,15.96,0,0,0,15.96,0
1509,17.17,0,0,0,17.17,0
1510,26.92,0,0,0,26.92,0
1511,6.52,0,0,0,6.52,0
1512,11.06,0,0,0,11.06,0
1513,21.36,0,0,0,21.36,0
1514,24.56,0,0,0,24.56,0
1515,5.53,0,0,0,5.53,0
1516,18.1,0,0,0,18.1,0
1517,26.92,0,0,0,26.92,0
1518,16.98,0,0,0,16.98,0
1519,0,0,0,0,0,0
1520,33.98,0,0,0,33.98,0
1521,0,0,0,0,0,0
1522,19.48,0,0,0,19.48,0
1523,20.87,0,0,0,20.87,0
1524,17.74,0,0,0,17.74,0
1525,76.85,0,0,0,76.85,0
1526,50.67,0,0,0,50.67,0
1527,90.03,0,0,0,90.03,0
