gen_row,device_key,bounded_pg_mw,replay_pg_mw,replay_adjustment_mw
332,PERFORM2019:GEN:847:1,170.00086929381,170.000909084973,3.97911628056136e-05
333,PERFORM2019:GEN:847:2,169.733077322602,169.733077322602,0
