gross_pd_mw,gross_qd_mvar,external_p_injection_mw,external_q_injection_mvar,effective_pd_mw,effective_qd_mvar,max_P_assembly_error_mw,max_Q_assembly_error_mvar,external_records_removed,reference_records_removed,native_pg_mw,native_qg_mvar,removed_reference_snapshot_pg_mw,removed_reference_snapshot_qg_mvar,native_plus_boundary_minus_gross_p_mw
29799.66,-15.42,1292.635022,964.682801326191,28507.024978,-980.102801326191,1.4210854715202e-14,0,20,1,29084.175502,457.236816062453,48.7873563087558,-719.756650056624,577.150524000015
