gen_row,device_key,source_bus,online,source_prior_pg_mw,reconstructed_pg_mw,pg_movement_mw,source_prior_qg_mvar,reconstructed_qg_mvar,qg_movement_mvar
496,PERFORM2019:GEN:1213:2,1213,1,9.802201,9.80227803227979,7.70322797851719e-05,7,-0.371136693576585,-7.37113669357659
497,PERFORM2019:GEN:1223:1,1223,1,24.5055,24.5056155329894,0.000115532989436673,2.35197513276391,-7.2625049643551,-9.61448009711901
498,PERFORM2019:GEN:1227:1,1227,1,245.055008,245.05522744443,0.000219444430086924,-16.9950013230757,2.0094001003997,19.0044014234754
499,PERFORM2019:GEN:1227:2,1227,1,245.055008,245.05522744443,0.000219444430086924,-16.9950013230757,2.0094001003997,19.0044014234754
500,PERFORM2019:GEN:1227:3,1227,1,245.055008,245.05522744443,0.000219444430086924,-16.9950013230757,2.0094001003997,19.0044014234754
501,PERFORM2019:GEN:1227:4,1227,1,245.055008,245.05522744443,0.000219444430086924,-16.9950013230757,2.0094001003997,19.0044014234754
502,PERFORM2019:GEN:1230:1,1230,1,34.340626,34.3407617622526,0.000135762252604366,-11.1876145376359,-13.9100011801956,-2.72238664255966
503,PERFORM2019:GEN:1230:2,1230,1,34.340626,34.3407617622526,0.000135762252604366,-11.1876145376359,-13.9100011801956,-2.72238664255966
504,PERFORM2019:GEN:1230:3,1230,1,34.340626,34.3407617622526,0.000135762252604366,-11.1876145376359,-13.9100011801956,-2.72238664255966
505,PERFORM2019:GEN:1230:4,1230,1,34.340626,34.3407617622526,0.000135762252604366,-11.1876145376359,-13.9100011801956,-2.72238664255966
506,PERFORM2019:GEN:1230:5,1230,1,34.340626,34.3407617622526,0.000135762252604366,-11.1876145376359,-13.9100011801956,-2.72238664255966
507,PERFORM2019:GEN:1230:6,1230,1,34.340626,34.3407617622526,0.000135762252604366,-11.1876145376359,-13.9100011801956,-2.72238664255966
508,PERFORM2019:GEN:1230:7,1230,1,34.340626,34.3407617622526,0.000135762252604366,-11.1876145376359,-13.9100011801956,-2.72238664255966
509,PERFORM2019:GEN:1230:8,1230,1,34.340626,34.3407617622526,0.000135762252604366,-11.1876145376359,-13.9100011801956,-2.72238664255966
510,PERFORM2019:GEN:1230:9,1230,1,55.872548,55.8726699179247,0.000121917924651882,-11.1876145376359,-13.9100011801956,-2.72238664255966
511,PERFORM2019:GEN:1230:10,1230,1,34.340626,34.3407617622526,0.000135762252604366,-11.1876145376359,-13.9100011801956,-2.72238664255966
512,PERFORM2019:GEN:1230:11,1230,1,34.340626,34.3407617622526,0.000135762252604366,-11.1876145376359,-13.9100011801956,-2.72238664255966
513,PERFORM2019:GEN:1230:12,1230,1,34.340626,34.3407617622526,0.000135762252604366,-11.1876145376359,-13.9100011801956,-2.72238664255966
514,PERFORM2019:GEN:1230:13,1230,1,34.340626,34.3407617622526,0.000135762252604366,-11.1876145376359,-13.9100011801956,-2.72238664255966
515,PERFORM2019:GEN:1230:14,1230,1,34.340626,34.3407617622526,0.000135762252604366,-11.1876145376359,-13.9100011801956,-2.72238664255966
516,PERFORM2019:GEN:1230:15,1230,1,34.340626,34.3407617622526,0.000135762252604366,-11.1876145376359,-13.9100011801956,-2.72238664255966
517,PERFORM2019:GEN:1230:16,1230,1,34.340626,34.3407617622526,0.000135762252604366,-11.1876145376359,-13.9100011801956,-2.72238664255966
518,PERFORM2019:GEN:1236:1,1236,0,0,0,0,0,0,0
519,PERFORM2019:GEN:1236:2,1236,0,0,0,0,0,0,0
520,PERFORM2019:GEN:1240:1,1240,1,637.733221,637.73335351118,0.000132511180140682,-35.7206949316247,-51.2738520789055,-15.5531571472807
521,PERFORM2019:GEN:1240:2,1240,1,1251.32027,1251.32060410936,0.000334109355662804,-70.1030160291033,-100.618065510519,-30.5150494814158
522,PERFORM2019:GEN:1249:1,1249,0,0,0,0,0,0,0
523,PERFORM2019:GEN:1250:1,1250,1,86.945534,86.9456445440762,0.000110544076179053,-35.2872129032353,-32.0071594742267,3.28005342900851
524,PERFORM2019:GEN:1273:1,1273,0,0,0,0,0,0,0
525,PERFORM2019:GEN:1273:2,1273,0,0,0,0,0,0,0
526,PERFORM2019:GEN:1273:3,1273,0,0,0,0,0,0,0
527,PERFORM2019:GEN:1273:4,1273,0,0,0,0,0,0,0
528,PERFORM2019:GEN:1273:5,1273,0,0,0,0,0,0,0
529,PERFORM2019:GEN:1273:6,1273,0,0,0,0,0,0,0
530,PERFORM2019:GEN:1273:7,1273,0,0,0,0,0,0,0
531,PERFORM2019:GEN:1273:8,1273,0,0,0,0,0,0,0
532,PERFORM2019:GEN:1273:9,1273,0,0,0,0,0,0,0
533,PERFORM2019:GEN:1273:10,1273,0,0,0,0,0,0,0
534,PERFORM2019:GEN:1273:11,1273,0,0,0,0,0,0,0
535,PERFORM2019:GEN:1273:12,1273,0,0,0,0,0,0,0
536,PERFORM2019:GEN:1273:13,1273,0,0,0,0,0,0,0
537,PERFORM2019:GEN:1273:14,1273,0,0,0,0,0,0,0
538,PERFORM2019:GEN:1273:15,1273,0,0,0,0,0,0,0
539,PERFORM2019:GEN:1273:16,1273,0,0,0,0,0,0,0
540,PERFORM2019:GEN:1273:17,1273,0,0,0,0,0,0,0
541,PERFORM2019:GEN:1273:18,1273,0,0,0,0,0,0,0
542,PERFORM2019:GEN:1287:1,1287,1,79.393703,79.3938100962812,0.000107096281226404,-12.9905860317782,-28.5408203243792,-15.550234292601
543,PERFORM2019:GEN:138:1,138,1,93.801999,93.8021094903343,0.000110490334321867,-15.9028307501247,-18.8910050233591,-2.98817427323443
544,PERFORM2019:GEN:1296:2,1296,1,111.2903,111.290415220333,0.000115220332844501,-27.7569198546764,-29.8065966204628,-2.04967676578637
545,PERFORM2019:GEN:1321:1,1321,0,0,0,0,0,0,0
546,PERFORM2019:GEN:1321:2,1321,0,0,0,0,0,0,0
547,PERFORM2019:GEN:1321:3,1321,0,0,0,0,0,0,0
548,PERFORM2019:GEN:1321:4,1321,0,0,0,0,0,0,0
549,PERFORM2019:GEN:1324:1,1324,1,79.294336,79.2944471102139,0.000111110213879329,-11.1489935050822,-25.1069434872639,-13.9579499821817
550,PERFORM2019:GEN:1330:C1,1330,1,90.025902,90.0260155004327,0.000113500432732394,-18.5312033306071,-33.7773061467278,-15.2461028161207
551,PERFORM2019:GEN:1427:1,1427,1,21.054088,21.0542243201725,0.000136320172462234,-7.89507593398053,-2.20094151831161,5.69413441566892
552,PERFORM2019:GEN:1427:2,1427,1,90.550828,90.5509635378211,0.000135537821122966,-7.89507593398053,-2.20094151831161,5.69413441566892
553,PERFORM2019:GEN:1427:3,1427,1,116.577399,116.577534557811,0.000135557810608589,-10.0971209272766,-2.76656701073145,7.33055391654517
554,PERFORM2019:GEN:1427:4,1427,1,116.577399,116.577534557811,0.000135557810608589,-10.0971209272766,-2.76656701073145,7.33055391654517
555,PERFORM2019:GEN:1427:5,1427,1,116.577399,116.577534557811,0.000135557810608589,-10.0971209272766,-2.76656701073145,7.33055391654517
556,PERFORM2019:GEN:1427:6,1427,1,116.577399,116.577534557811,0.000135557810608589,-10.0971209272766,-2.76656701073145,7.33055391654517
557,PERFORM2019:GEN:1427:7,1427,1,116.577399,116.577534557811,0.000135557810608589,-10.0971209272766,-2.76656701073145,7.33055391654517
558,PERFORM2019:GEN:1427:8,1427,1,116.577399,116.577534557811,0.000135557810608589,-10.0971209272766,-2.76656701073145,7.33055391654517
559,PERFORM2019:GEN:1427:9,1427,1,189.672589,189.672720448938,0.000131448938503809,-10.0971209272766,-2.76656701073145,7.33055391654517
560,PERFORM2019:GEN:1427:10,1427,1,116.577399,116.577534557811,0.000135557810608589,-10.0971209272766,-2.76656701073145,7.33055391654517
561,PERFORM2019:GEN:1427:11,1427,1,116.577399,116.577534557811,0.000135557810608589,-10.0971209272766,-2.76656701073145,7.33055391654517
562,PERFORM2019:GEN:1427:12,1427,1,18.67929,18.6794264632017,0.000136463201688031,-10.0971209272766,-2.76656701073145,7.33055391654517
563,PERFORM2019:GEN:1427:13,1427,1,116.577399,116.577534557811,0.000135557810608589,-10.0971209272766,-2.76656701073145,7.33055391654517
564,PERFORM2019:GEN:1428:1,1428,1,12.049346,12.0494804107598,0.000134410759752512,-2.04490056365423,-0.234048774464379,1.81085178918985
565,PERFORM2019:GEN:1428:2,1428,1,12.049346,12.0494804107598,0.000134410759752512,-2.04490056365423,-0.234048774464379,1.81085178918985
566,PERFORM2019:GEN:1428:3,1428,1,12.049346,12.0494804107598,0.000134410759752512,-2.04490056365423,-0.234048774464379,1.81085178918985
567,PERFORM2019:GEN:1428:4,1428,1,12.049346,12.0494804107598,0.000134410759752512,-2.04490056365423,-0.234048774464379,1.81085178918985
568,PERFORM2019:GEN:1428:5,1428,1,12.049346,12.0494804107598,0.000134410759752512,-2.04490056365423,-0.234048774464379,1.81085178918985
569,PERFORM2019:GEN:1428:6,1428,1,12.049346,12.0494804107598,0.000134410759752512,-2.04490056365423,-0.234048774464379,1.81085178918985
570,PERFORM2019:GEN:1428:7,1428,1,12.049346,12.0494804107598,0.000134410759752512,-2.04490056365423,-0.234048774464379,1.81085178918985
571,PERFORM2019:GEN:1428:8,1428,1,12.049346,12.0494804107598,0.000134410759752512,-2.04490056365423,-0.234048774464379,1.81085178918985
572,PERFORM2019:GEN:1428:9,1428,1,12.049346,12.0494804107598,0.000134410759752512,-2.04490056365423,-0.234048774464379,1.81085178918985
573,PERFORM2019:GEN:1428:10,1428,1,12.049346,12.0494804107598,0.000134410759752512,-2.04490056365423,-0.234048774464379,1.81085178918985
574,PERFORM2019:GEN:1428:11,1428,1,12.049346,12.0494804107598,0.000134410759752512,-2.04490056365423,-0.234048774464379,1.81085178918985
575,PERFORM2019:GEN:1428:12,1428,1,12.049346,12.0494804107598,0.000134410759752512,-2.04490056365423,-0.234048774464379,1.81085178918985
576,PERFORM2019:GEN:1445:1,1445,1,14.904951,14.9048157642256,-0.000135235774443743,8.20362130778262,-1.18223927378317,-9.38586058156579
577,PERFORM2019:GEN:1456:1,1456,0,0,0,0,0,0,0
578,PERFORM2019:GEN:1456:2,1456,0,0,0,0,0,0,0
579,PERFORM2019:GEN:1456:3,1456,0,0,0,0,0,0,0
580,PERFORM2019:GEN:1456:4,1456,0,0,0,0,0,0,0
581,PERFORM2019:GEN:1456:5,1456,0,0,0,0,0,0,0
582,PERFORM2019:GEN:1456:6,1456,0,0,0,0,0,0,0
583,PERFORM2019:GEN:1456:7,1456,0,0,0,0,0,0,0
584,PERFORM2019:GEN:1456:C1,1456,0,0,0,0,0,0,0
585,PERFORM2019:GEN:1457:1,1457,1,14.904951,14.9049279069653,-2.3093034704047e-05,4.99420359253182,2.146503453604,-2.84770013892782
586,PERFORM2019:GEN:1457:2,1457,1,178.859413,178.859556064864,0.000143064863834752,60.1061590170031,26.0246413968563,-34.0815176201468
587,PERFORM2019:GEN:1457:3,1457,1,373.617435,373.617775630923,0.000340630922835317,125.555085348988,54.3625811184252,-71.1925042305626
588,PERFORM2019:GEN:1457:4,1457,1,386.999989,386.973226492806,-0.0267625071938937,129.213610203836,55.9307727410975,-73.2828374627384
589,PERFORM2019:GEN:1457:5,1457,1,386.999989,386.973226492806,-0.0267625071938937,129.213610203836,55.9307727410975,-73.2828374627384
590,PERFORM2019:GEN:1460:1,1460,1,1.96044,1.95759892929906,-0.00284107070094475,1.4,0.129473668804083,-1.27052633119592
591,PERFORM2019:GEN:1460:2,1460,1,1.96044,1.95759892929906,-0.00284107070094475,1.4,0.129473668804083,-1.27052633119592
592,PERFORM2019:GEN:1460:3,1460,1,1.96044,1.95759892929906,-0.00284107070094475,1.4,0.129473668804083,-1.27052633119592
593,PERFORM2019:GEN:1460:4,1460,1,1.96044,1.95759892929906,-0.00284107070094475,1.4,0.129473668804083,-1.27052633119592
594,PERFORM2019:GEN:1460:5,1460,1,1.96044,1.95759892929906,-0.00284107070094475,1.4,0.129473668804083,-1.27052633119592
595,RESEARCH2019:Q_SUPPORT:1263:MARCY,1263,1,0,0,0,-719.756650056624,-395.658307836164,324.09834222046
