device_key,source_gen_row,source_bus,source_generator_id,ny_landing_bus_name,ny_zone,source_device_role,schedule_group,raw_status,canonical_status,snapshot_active,is_external_exchange,source_pg_mw,source_qg_mvar,snapshot_pg_mw,snapshot_qg_mvar,p_injection_mw,q_injection_mvar,application_policy,reactive_policy,mapping_confidence,snapshot_kind
PERFORM2019:GEN:1263:RF,537,1263,RF,MARCY,E,reference_placeholder,UNASSIGNED_REFERENCE,1,1,1,0,-0.070196,-721.10734,48.7873563087558,-719.756650056624,0,-0,remove_reference_placeholder_no_PQ_injection,reference_Q_not_applied_requires_separate_explicit_support_policy,unresolved_reference_device_not_external_exchange,reproduced_original_source_PF_fixed_PQ
