device_key,source_bus,pmin_mw,pmax_mw,qmin_mvar,qmax_mvar,provenance,model_policy,bound_basis,limitation
RESEARCH2019:Q_SUPPORT:1263:MARCY,1263,0,0,-900,900,assumed,finite_PV_Q_only_support_replaces_unresolved_RF_voltage_control,round_900_MVAr_envelope_covers_reproduced_719_76_MVAr_absorption_with_margin,not_a_verified_physical_device_or_contemporary_asset
