classified_candidate_count,external_proxy_count,reference_placeholder_count,legacy_schedule_record_count,omitted_legacy_external_count,online_boundary_count,inactive_boundary_count,total_external_p_mw,total_external_q_mvar
21,20,1,19,1,14,6,1292.635022,964.682801326191
