gross_load_mw,fixed_boundary_p_mw,native_generation_mw,total_loss_mw,balance_error_mw,native_dispatch_l1_movement_mw,native_dispatch_net_movement_mw,boundary_schedule_movement_mw,assumed_support_p_mw,assumed_support_q_mvar,native_reactive_l1_movement_mvar,max_voltage_movement_from_source_pu
29799.66,1292.635022,29083.7640739829,576.739095981312,1.60480340127833e-09,0.879980321723972,-0.411428017101454,0,0,-395.658307836164,4067.37742545342,0.0660755902815319
