case_name,pf_success,bus_count,gen_count,branch_count,embedded_load_mw,embedded_load_mvar,embedded_native_dispatch_mw,embedded_import_dispatch_mw,embedded_total_dispatch_mw,pf_total_generation_mw,pf_losses_mw,pf_min_voltage_pu,pf_max_voltage_pu,pf_max_pmax_violation_mw,pf_max_pmin_violation_mw,pf_max_qmax_violation_mvar,pf_max_qmin_violation_mvar,pf_q_limits_enforced,reference_bus_id,reference_bus_name,reference_gen_pg_mw,reference_gen_pmax_mw,unmapped_bus_count,unmapped_gen_count
PERFORM_2019_ON_PEAK_V23,1,1576,615,2371,29799.66,-15.42,29084.175502,1292.564826,30376.740328,30425.5978803088,625.937880308782,0.973156130799054,1.03365739919947,47.7873563087558,1.13686837721616e-13,1.4210854715202e-14,0,1,1263,MARCY,48.7873563087558,1,0,0
