scenario_id,timestamp,zone,zone_name,perform_load_mw,perform_load_share,nyiso_actual_load_mw,nyiso_actual_load_share,share_difference,nyiso_scaled_to_perform_mw,perform_minus_scaled_nyiso_mw
S1_2025_SUMMER_PEAK_PUBLIC,2025-07-29 18:00,A,WEST,2370.33,0.0795421826960441,2620.7106,0.0855184089843234,-0.00597622628827922,2548.41951147378,-178.089511473783
S1_2025_SUMMER_PEAK_PUBLIC,2025-07-29 18:00,B,GENESE,1727.83,0.0579815340175022,1788.1464,0.0583503707578569,-0.000368836740354657,1738.82120945808,-10.991209458077
S1_2025_SUMMER_PEAK_PUBLIC,2025-07-29 18:00,C,CENTRL,2533.4,0.0850143927816626,2560.2205,0.0835445103358795,0.00146988244578317,2489.59800287569,43.801997124307
S1_2025_SUMMER_PEAK_PUBLIC,2025-07-29 18:00,D,NORTH,560.38,0.0188049125392706,478.3731,0.0156101579521595,0.00319475458711111,465.177399520649,95.2026004793514
S1_2025_SUMMER_PEAK_PUBLIC,2025-07-29 18:00,E,MHK VL,1233.88,0.0414058415431585,1249.5819,0.040776061265066,0.000629780278092539,1215.11276183814,18.7672381618631
S1_2025_SUMMER_PEAK_PUBLIC,2025-07-29 18:00,F,CAPITL,2035.61,0.0683098397766954,2208.8633,0.0720791052166776,-0.00376926543998216,2147.93282856122,-112.322828561219
S1_2025_SUMMER_PEAK_PUBLIC,2025-07-29 18:00,G,HUD VL,2029.7,0.0681115153662827,2293.6963,0.0748473556253137,-0.006735840259031,2230.42574953344,-200.725749533436
S1_2025_SUMMER_PEAK_PUBLIC,2025-07-29 18:00,H,MILLWD,1304.57,0.0437780162592459,640.25,0.0208924866989179,0.022885529560328,622.589000182275,681.980999817725
S1_2025_SUMMER_PEAK_PUBLIC,2025-07-29 18:00,I,DUNWOD,593.22,0.0199069385355403,1366.5224,0.0445920360261981,-0.0246850974906577,1328.82751228845,-735.607512288453
S1_2025_SUMMER_PEAK_PUBLIC,2025-07-29 18:00,J,N.Y.C.,10415.09,0.349503652055091,10230.2371,0.333830679482274,0.0156729725728165,9948.04074614075,467.049253859255
S1_2025_SUMMER_PEAK_PUBLIC,2025-07-29 18:00,K,LONGIL,4995.65,0.167641174429507,5208.3862,0.169958827655334,-0.00231765322582669,5064.71527812754,-69.0652781275385
S2_2025_WINTER_PEAK_PUBLIC,2025-01-22 18:00,A,WEST,2370.33,0.0795421826960441,2008.0151,0.0853698945126838,-0.00582771181663967,2543.99383071384,-173.663830713845
S2_2025_WINTER_PEAK_PUBLIC,2025-01-22 18:00,B,GENESE,1727.83,0.0579815340175022,1495.8089,0.063593669193092,-0.00561213517558982,1895.06972010662,-167.239720106617
S2_2025_WINTER_PEAK_PUBLIC,2025-01-22 18:00,C,CENTRL,2533.4,0.0850143927816626,2440.9875,0.103777529054328,-0.0187631362726656,3092.5350814591,-559.135081459102
S2_2025_WINTER_PEAK_PUBLIC,2025-01-22 18:00,D,NORTH,560.38,0.0188049125392706,555.88,0.0236329980594821,-0.00482808552021148,704.255306953225,-143.875306953225
S2_2025_WINTER_PEAK_PUBLIC,2025-01-22 18:00,E,MHK VL,1233.88,0.0414058415431585,1339.1852,0.0569348802491313,-0.0155290387059727,1696.64007356483,-462.760073564828
S2_2025_WINTER_PEAK_PUBLIC,2025-01-22 18:00,F,CAPITL,2035.61,0.0683098397766954,1879.2572,0.0798958080176795,-0.0115859682409841,2380.86791435212,-345.257914352125
S2_2025_WINTER_PEAK_PUBLIC,2025-01-22 18:00,G,HUD VL,2029.7,0.0681115153662827,1646.4478,0.0699980169504902,-0.00188650158420751,2085.91710579885,-56.2171057988453
S2_2025_WINTER_PEAK_PUBLIC,2025-01-22 18:00,H,MILLWD,1304.57,0.0437780162592459,543.9729,0.0231267728468569,0.020651243412389,689.169967733569,615.400032266431
S2_2025_WINTER_PEAK_PUBLIC,2025-01-22 18:00,I,DUNWOD,593.22,0.0199069385355403,972.0962,0.0413282499968156,-0.0214213114612753,1231.56779830011,-638.347798300108
S2_2025_WINTER_PEAK_PUBLIC,2025-01-22 18:00,J,N.Y.C.,10415.09,0.349503652055091,7463.9296,0.317325742521607,0.0321779095334839,9456.19923639142,958.890763608579
S2_2025_WINTER_PEAK_PUBLIC,2025-01-22 18:00,K,LONGIL,4995.65,0.167641174429507,3175.7688,0.135016438597833,0.0326247358316734,4023.44396462631,972.206035373685
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,2025-04-20 14:00,A,WEST,2370.33,0.0795421826960441,1262.9453,0.11418458144837,-0.0346423987523257,3402.66170440373,-1032.33170440373
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,2025-04-20 14:00,B,GENESE,1727.83,0.0579815340175022,512.6237,0.0463469974709235,0.0116345365465787,1381.12476665438,346.70523334562
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,2025-04-20 14:00,C,CENTRL,2533.4,0.0850143927816626,914.2583,0.0826593212874684,0.00235507149419426,2463.21967019732,70.1803298026807
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,2025-04-20 14:00,D,NORTH,560.38,0.0188049125392706,533.1319,0.0482011713874498,-0.0293962588481792,1436.37851894773,-875.998518947731
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,2025-04-20 14:00,E,MHK VL,1233.88,0.0414058415431585,315.2356,0.0285008741420755,0.0129049674010831,849.31635913664,384.563640863359
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,2025-04-20 14:00,F,CAPITL,2035.61,0.0683098397766954,615.9999,0.0556933786077177,0.0126164611689777,1659.64374676126,375.966253238736
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,2025-04-20 14:00,G,HUD VL,2029.7,0.0681115153662827,484.314,0.0437874794574126,0.0243240359088701,1304.85200008788,724.84799991212
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,2025-04-20 14:00,H,MILLWD,1304.57,0.0437780162592459,204.1805,0.0184602333390202,0.0253177829202257,550.108677023467,754.461322976533
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,2025-04-20 14:00,I,DUNWOD,593.22,0.0199069385355403,532.1054,0.0481083641432589,-0.0282014256077186,1433.61289462531,-840.392894625308
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,2025-04-20 14:00,J,N.Y.C.,10415.09,0.349503652055091,4431.4898,0.400656946904763,-0.0511532948496725,11939.4407944,-1524.35079439999
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,2025-04-20 14:00,K,LONGIL,4995.65,0.167641174429507,1254.2746,0.11340065181154,0.0542405226179664,3379.30086776229,1616.34913223771
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,2025-07-29 17:00,A,WEST,2370.33,0.0795421826960441,2605.5934,0.08566941446464,-0.00612723176859584,2552.91942344535,-182.589423445354
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,2025-07-29 17:00,B,GENESE,1727.83,0.0579815340175022,1725.8589,0.056744587014838,0.00123694700266419,1690.96939988259,36.8606001174121
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,2025-07-29 17:00,C,CENTRL,2533.4,0.0850143927816626,2399.6671,0.0788987550271891,0.00611563775447356,2351.15607423353,182.243925766476
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,2025-07-29 17:00,D,NORTH,560.38,0.0188049125392706,471.3904,0.0154988646932604,0.00330604784601014,461.860898245165,98.5191017548346
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,2025-07-29 17:00,E,MHK VL,1233.88,0.0414058415431585,1158.8415,0.0381015981857818,0.00330424335737671,1135.41467139292,98.4653286070845
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,2025-07-29 17:00,F,CAPITL,2035.61,0.0683098397766954,2098.469,0.0689956500896105,-0.000685810312915119,2056.04691414936,-20.4369141493642
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,2025-07-29 17:00,G,HUD VL,2029.7,0.0681115153662827,2262.1703,0.0743779919845894,-0.00626647661830666,2216.43887262349,-186.738872623489
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,2025-07-29 17:00,H,MILLWD,1304.57,0.0437780162592459,642.3058,0.0211183992841102,0.0226596169751358,629.321118410726,675.248881589274
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,2025-07-29 17:00,I,DUNWOD,593.22,0.0199069385355403,1374.3688,0.0451879293041155,-0.0252809907685751,1346.58492936668,-753.364929366678
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,2025-07-29 17:00,J,N.Y.C.,10415.09,0.349503652055091,10416.4838,0.342484006877822,0.0070196451772685,10205.9069603968,209.18303960324
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,2025-07-29 17:00,K,LONGIL,4995.65,0.167641174429507,5259.3626,0.172922803074043,-0.00528162864453627,5153.04073785344,-157.390737853441
S5_2025_HIGH_TOTAL_EAST_PUBLIC,2025-07-17 16:00,A,WEST,2370.33,0.0795421826960441,2156.9006,0.0761263101334682,0.0034158725625759,2268.53815903191,101.791840968091
S5_2025_HIGH_TOTAL_EAST_PUBLIC,2025-07-17 16:00,B,GENESE,1727.83,0.0579815340175022,1538.0801,0.0542854699482748,0.00369606406922742,1617.68854739881,110.141452601194
S5_2025_HIGH_TOTAL_EAST_PUBLIC,2025-07-17 16:00,C,CENTRL,2533.4,0.0850143927816626,2289.9895,0.0808235905165894,0.00419080226507328,2408.51551737359,124.884482626414
S5_2025_HIGH_TOTAL_EAST_PUBLIC,2025-07-17 16:00,D,NORTH,560.38,0.0188049125392706,524.2467,0.0185029235332622,0.000301989006008412,551.380830297211,8.99916970278866
S5_2025_HIGH_TOTAL_EAST_PUBLIC,2025-07-17 16:00,E,MHK VL,1233.88,0.0414058415431585,1229.9202,0.0434091800913854,-0.00200333854822689,1293.57880760205,-59.698807602055
S5_2025_HIGH_TOTAL_EAST_PUBLIC,2025-07-17 16:00,F,CAPITL,2035.61,0.0683098397766954,2177.7606,0.0768625493599695,-0.00855270958327413,2290.47783766031,-254.867837660311
S5_2025_HIGH_TOTAL_EAST_PUBLIC,2025-07-17 16:00,G,HUD VL,2029.7,0.0681115153662827,2005.4355,0.0707804545214865,-0.00266893915520379,2109.23347938576,-79.5334793857605
S5_2025_HIGH_TOTAL_EAST_PUBLIC,2025-07-17 16:00,H,MILLWD,1304.57,0.0437780162592459,551.0056,0.0194473603423717,0.0243306559168742,579.524726100161,725.045273899839
S5_2025_HIGH_TOTAL_EAST_PUBLIC,2025-07-17 16:00,I,DUNWOD,593.22,0.0199069385355403,1245.1721,0.0439474853195098,-0.0240405467839695,1309.62012037638,-716.400120376384
S5_2025_HIGH_TOTAL_EAST_PUBLIC,2025-07-17 16:00,J,N.Y.C.,10415.09,0.349503652055091,9811.9387,0.346305568502684,0.00319808355240703,10319.7881974867,95.3018025133206
S5_2025_HIGH_TOTAL_EAST_PUBLIC,2025-07-17 16:00,K,LONGIL,4995.65,0.167641174429507,4802.7324,0.169509107730999,-0.00186793330149204,5051.31377728714,-55.66377728714
S6_2025_LOW_TOTAL_EAST_PUBLIC,2025-07-27 17:00,A,WEST,2370.33,0.0795421826960441,2443.7707,0.102412187107541,-0.0228700044114966,3051.8483556611,-681.518355661098
S6_2025_LOW_TOTAL_EAST_PUBLIC,2025-07-27 17:00,B,GENESE,1727.83,0.0579815340175022,1638.8578,0.068680343723023,-0.0106988097055208,2046.65089162922,-318.82089162922
S6_2025_LOW_TOTAL_EAST_PUBLIC,2025-07-27 17:00,C,CENTRL,2533.4,0.0850143927816626,2118.732,0.0887906455440905,-0.00377625276242786,2645.93104839441,-112.531048394411
S6_2025_LOW_TOTAL_EAST_PUBLIC,2025-07-27 17:00,D,NORTH,560.38,0.0188049125392706,569.0966,0.0238493846748655,-0.00504447213559488,710.703554520201,-150.323554520201
S6_2025_LOW_TOTAL_EAST_PUBLIC,2025-07-27 17:00,E,MHK VL,1233.88,0.0414058415431585,987.4678,0.0413822528833297,2.35886598288562e-05,1233.17706595724,0.702934042755487
S6_2025_LOW_TOTAL_EAST_PUBLIC,2025-07-27 17:00,F,CAPITL,2035.61,0.0683098397766954,1626.1442,0.0681475492255644,0.000162290551130956,2030.77379675508,4.83620324491494
S6_2025_LOW_TOTAL_EAST_PUBLIC,2025-07-27 17:00,G,HUD VL,2029.7,0.0681115153662827,1663.7559,0.0697237594885947,-0.00161224412231202,2077.7443266819,-48.044326681897
S6_2025_LOW_TOTAL_EAST_PUBLIC,2025-07-27 17:00,H,MILLWD,1304.57,0.0437780162592459,440.2643,0.0184503521006985,0.0253276641585474,549.814219481101,754.755780518899
S6_2025_LOW_TOTAL_EAST_PUBLIC,2025-07-27 17:00,I,DUNWOD,593.22,0.0199069385355403,916.1313,0.0383927224066785,-0.0184857838711382,1144.0900741934,-550.870074193402
S6_2025_LOW_TOTAL_EAST_PUBLIC,2025-07-27 17:00,J,N.Y.C.,10415.09,0.349503652055091,7961.4641,0.333644621837543,0.0158590302175474,9942.49629158736,472.593708412638
S6_2025_LOW_TOTAL_EAST_PUBLIC,2025-07-27 17:00,K,LONGIL,4995.65,0.167641174429507,3496.4236,0.146526181008071,0.0211149934214356,4366.43037513898,629.219624861018
