scenario_id,gen_row,generator_key,bus_id,raw_prior_pg_mw,solved_pg_mw,pg_departure_mw,initial_qg_mvar,solved_qg_mvar,qg_departure_mvar,pmin_mw,pmax_mw,qmin_mvar,qmax_mvar
S1_2019_SUMMER_PEAK_PUBLIC,1,NPCC_S7:GEN_ROW:10:BUS:42,42,302.385105067559,306.561884341541,4.17677927398205,349.52573,147.190392383506,-202.335337616494,0,568.003995,-999,999
S1_2019_SUMMER_PEAK_PUBLIC,2,NPCC_S7:GEN_ROW:11:BUS:47,47,447.888117942136,449.679963015541,1.79184507340466,70.3444442,10.8396045100354,-59.5048396899646,0,944.920662,-999,999
S1_2019_SUMMER_PEAK_PUBLIC,3,NPCC_S7:GEN_ROW:12:BUS:48,48,18.9882803867072,19.0658231746074,0.0775427879001818,132.871442,129.461040792175,-3.41040120782492,0,40.0600457,-999,999
S1_2019_SUMMER_PEAK_PUBLIC,4,NPCC_S7:GEN_ROW:13:BUS:50,50,666.904125687787,678.70727533565,11.8031496478623,448.554516,92.2733590645778,-356.281156935422,0,1105.24857748821,-999,999
S1_2019_SUMMER_PEAK_PUBLIC,5,NPCC_S7:GEN_ROW:14:BUS:51,51,176.722164946616,179.847010187026,3.12484524041017,44.8515469,-66.9595183248212,-111.811065224821,0,292.878562141814,-999,999
S1_2019_SUMMER_PEAK_PUBLIC,6,NPCC_S7:GEN_ROW:15:BUS:53,53,244.81026790919,246.13395527849,1.32368736929996,242.955128,133.571881825502,-109.383246174498,0,288.8,-999,999
S1_2019_SUMMER_PEAK_PUBLIC,7,NPCC_S7:GEN_ROW:16:BUS:54,54,174.42870348225,176.720695736721,2.29199225447093,0.470267887,-4.27782243535301,-4.74809032235301,0,197.192650893643,-999,999
S1_2019_SUMMER_PEAK_PUBLIC,8,NPCC_S7:GEN_ROW:17:BUS:54,54,174.42870348225,176.720695736721,2.29199225447093,65.0449814,-42.8167632943892,-107.861744694389,0,197.192650893643,-9999,9999
S1_2019_SUMMER_PEAK_PUBLIC,9,NPCC_S7:GEN_ROW:18:BUS:55,55,174.42870348225,176.710742812661,2.28203933041095,416.208953,39.7026580375388,-376.506294962461,0,197.192650893643,-999,999
S1_2019_SUMMER_PEAK_PUBLIC,10,NPCC_S7:GEN_ROW:19:BUS:56,56,437.940147402259,443.611569592853,5.67142219059411,123.109611,11.4593699020108,-111.650241097989,0,495.093851384339,-999,999
S1_2019_SUMMER_PEAK_PUBLIC,11,NPCC_S7:GEN_ROW:20:BUS:57,57,12.6639768641543,12.8298404498911,0.165863585736817,88.7434425,1.86129375688057,-86.8821487431194,0,14.3166985641929,-999,999
S1_2019_SUMMER_PEAK_PUBLIC,12,NPCC_S7:GEN_ROW:21:BUS:60,60,52.6623851655777,53.3465012556205,0.684116090042785,202.606111,2.21279166133562,-200.393319338664,0,59.5351288283759,-999,999
S1_2019_SUMMER_PEAK_PUBLIC,13,NPCC_S7:GEN_ROW:22:BUS:61,61,117.006365914692,118.515993791171,1.50962787647985,-23.9178436,-8.69674173391546,15.2211018660845,0,132.276368542162,-999,999
S1_2019_SUMMER_PEAK_PUBLIC,14,NPCC_S7:GEN_ROW:23:BUS:65,65,4.51451811442797,4.59665894443229,0.0821408300043212,27.6861952,-6.11135914135313,-33.7975543413531,0,7.481832143219,-999,999
S1_2019_SUMMER_PEAK_PUBLIC,15,NPCC_S7:GEN_ROW:24:BUS:68,68,163.553286103791,166.409881377793,2.85659527400253,172.280965,-26.7950389233021,-199.076003923302,0,271.054008885173,-999,999
S1_2019_SUMMER_PEAK_PUBLIC,16,NPCC_S7:GEN_ROW:25:BUS:71,71,388.393489956966,395.210154406762,6.81666444979601,94.1098296,-64.6147121415528,-158.724541741553,0,643.677757785503,-999,999
S1_2019_SUMMER_PEAK_PUBLIC,17,NPCC_S7:GEN_ROW:26:BUS:72,72,115.163983514682,117.183731452047,2.019747937365,-17.3485866,-26.2524380510143,-8.9038514510143,0,190.859261556085,-999,999
S1_2019_SUMMER_PEAK_PUBLIC,18,NPCC_S7:GEN_ROW:27:BUS:78,78,0,1.4057955109422,1.4057955109422,777.172253,205.774459162216,-571.397793837784,0,565.099092,-999,999
S1_2019_SUMMER_PEAK_PUBLIC,19,NPCC_S7:GEN_ROW:28:BUS:79,79,327.328766692263,337.206892166037,9.87812547377416,53.5038859,421.916738521717,368.412852621717,0,577.453484,-999,999
S1_2019_SUMMER_PEAK_PUBLIC,20,NPCC_S7:GEN_ROW:29:BUS:80,80,316.801479850527,322.014632386646,5.2131525361188,35.2376352,72.6849228124889,37.4472876124889,0,584.929342,-999,999
S1_2019_SUMMER_PEAK_PUBLIC,21,NPCC_S7:GEN_ROW:30:BUS:82,82,351.233055989383,361.853312378797,10.6202563894134,123.659545,438.510207699948,314.850662699948,0,619.623976,-999,999
S1_2019_SUMMER_PEAK_PUBLIC,22,NPCC_S7:GEN_ROW:49:BUS:79,79,680.218460731836,700.746089191234,20.5276284593978,0,0,0,0,1200,-0,0
S1_2019_SUMMER_PEAK_PUBLIC,23,NPCC_S7:GEN_ROW:50:BUS:82,82,510.163845548877,525.589702394832,15.4258568459553,0,0,0,0,900,-0,0
S1_2019_SUMMER_PEAK_PUBLIC,24,NPCC_S7:GEN_ROW:51:BUS:81,81,510.163845548877,525.518492036411,15.3546464875341,0,0,0,0,900,-0,0
S1_2019_SUMMER_PEAK_PUBLIC,25,NPCC_S7:GEN_ROW:52:BUS:43,43,120.840063182843,121.715665004628,0.875601821785011,0,0,0,0,400,-0,0
S1_2019_SUMMER_PEAK_PUBLIC,26,NPCC_S7:GEN_ROW:53:BUS:44,44,60.4200315914216,60.8573535310758,0.43732193965419,0,0,0,0,200,-0,0
S1_2019_SUMMER_PEAK_PUBLIC,27,NPCC_S7:GEN_ROW:54:BUS:38,38,266.182199182911,269.881224519264,3.69902533635252,0,0,0,0,500,-0,0
S1_2019_SUMMER_PEAK_PUBLIC,28,NPCC_S7:GEN_ROW:55:BUS:42,42,266.182199182911,269.858904583022,3.67670540011068,0,0,0,0,500,-0,0
S1_2019_SUMMER_PEAK_PUBLIC,29,NPCC_S7:GEN_ROW:56:BUS:41,41,159.709319509747,161.943764215925,2.23444470617852,0,0,0,0,300,-0,0
S1_2019_SUMMER_PEAK_PUBLIC,30,NPCC_S7:GEN_ROW:57:BUS:37,37,159.709319509747,161.933918900223,2.22459939047596,0,0,0,0,300,-0,0
S1_2019_SUMMER_PEAK_PUBLIC,31,NPCC_S7:GEN_ROW:58:BUS:73,73,265.017576760924,267.162753588939,2.14517682801471,0,0,0,0,900,-0,0
S1_2019_SUMMER_PEAK_PUBLIC,32,NPCC_S7:GEN_ROW:59:BUS:76,76,206.124781925163,207.806589384666,1.68180745950229,0,0,0,0,700,-0,0
S1_2019_SUMMER_PEAK_PUBLIC,33,NPCC_S7:GEN_ROW:60:BUS:39,39,176.678384507283,178.078585636955,1.40020112967198,0,0,0,0,600,-0,0
S1_2019_SUMMER_PEAK_PUBLIC,34,NPCC_S7:GEN_ROW:61:BUS:80,80,649.927689592007,660.622627587501,10.6949379954939,0,0,0,0,1200,-0,0
S1_2019_SUMMER_PEAK_PUBLIC,35,NPCC_S7:GEN_ROW:62:BUS:9003,9003,324.963844796003,330.275441523832,5.31159672782871,0,0,0,0,600,-0,0
