scenario_id,bus_id,bus_name,compact_zone,raw_source_pg_mw,solved_pg_mw,pg_departure_mw,initial_vm_pu,solved_vm_pu,vm_departure_pu
S1_2019_SUMMER_PEAK_PUBLIC,37,NEW SEATHED ,F,159.709319509747,161.933918900223,2.22459939047596,1.02100313,1.09282950962286,0.0718263796228551
S1_2019_SUMMER_PEAK_PUBLIC,38,GILBOA      ,F,266.182199182911,269.881224519264,3.69902533635252,1.0319714,1.09819162245696,0.0662202224569575
S1_2019_SUMMER_PEAK_PUBLIC,39,LEEDS       ,G,176.678384507283,178.078585636955,1.40020112967198,0.999498185,1.09131426953888,0.0918160845388813
S1_2019_SUMMER_PEAK_PUBLIC,40,NEW SEATHED ,F,0,0,0,1.0474538,1.08057111063306,0.0331173106330587
S1_2019_SUMMER_PEAK_PUBLIC,41,ROTTERDAM   ,F,159.709319509747,161.943764215925,2.23444470617852,1.06962395,1.08248716005049,0.0128632100504944
S1_2019_SUMMER_PEAK_PUBLIC,42,ALBANY      ,F,568.56730425047,576.420788924563,7.85348467409267,1.1,1.09999995271037,-4.72896277692314e-08
S1_2019_SUMMER_PEAK_PUBLIC,43,EDIC        ,E,120.840063182843,121.715665004628,0.875601821785011,1.0573451,1.08468593042347,0.0273408304234675
S1_2019_SUMMER_PEAK_PUBLIC,44,PORTER      ,E,60.4200315914216,60.8573535310758,0.43732193965419,1.06365915,1.06111577236256,-0.00254337763744195
S1_2019_SUMMER_PEAK_PUBLIC,45,PORTER      ,E,0,0,0,1.0620279,1.04687079365224,-0.0151571063477574
S1_2019_SUMMER_PEAK_PUBLIC,46,COLTON      ,D,0,0,0,1.09322039,1.03719939078904,-0.0560209992109599
S1_2019_SUMMER_PEAK_PUBLIC,47,MOSES W     ,D,447.888117942136,449.679963015541,1.79184507340466,1.09999999,1.09999997544491,-1.45550935748417e-08
S1_2019_SUMMER_PEAK_PUBLIC,48,MOSES E     ,D,18.9882803867072,19.0658231746074,0.0775427879001818,1.1,1.09999999655888,-3.44111628081123e-09
S1_2019_SUMMER_PEAK_PUBLIC,49,PLATTSBURGH ,D,0,0,0,1.00362111,1.07770192497756,0.0740808149775625
S1_2019_SUMMER_PEAK_PUBLIC,50,CLAY        ,C,666.904125687787,678.70727533565,11.8031496478623,1.1,1.09999999295018,-7.04982205945726e-09
S1_2019_SUMMER_PEAK_PUBLIC,51,CLAY        ,C,176.722164946616,179.847010187026,3.12484524041017,1.08300607,1.08171012563106,-0.0012959443689422
S1_2019_SUMMER_PEAK_PUBLIC,52,ROCHESTER   ,B,0,0,0,1.08574763,1.09572064539811,0.00997301539811213
S1_2019_SUMMER_PEAK_PUBLIC,53,ROCHESTER   ,B,244.81026790919,246.13395527849,1.32368736929996,1.09999998,1.07839699092363,-0.0216029890763745
S1_2019_SUMMER_PEAK_PUBLIC,54,NIAGARA W   ,A,348.857406964501,353.441391473443,4.58398450894185,1.05172033,1.09303690589334,0.041316575893342
S1_2019_SUMMER_PEAK_PUBLIC,55,NIAGARA E   ,A,174.42870348225,176.710742812661,2.28203933041095,1.08981247,1.09543006403052,0.00561759403052076
S1_2019_SUMMER_PEAK_PUBLIC,56,HUNTLEY     ,A,437.940147402259,443.611569592853,5.67142219059411,1.1,1.09999997166693,-2.83330732209208e-08
S1_2019_SUMMER_PEAK_PUBLIC,57,HUNTLEY     ,A,12.6639768641543,12.8298404498911,0.165863585736817,1.0934149,1.09396318802746,0.000548288027457433
S1_2019_SUMMER_PEAK_PUBLIC,58,GARDENVILLE ,A,0,0,0,1.06484475,1.09336307826734,0.0285183282673369
S1_2019_SUMMER_PEAK_PUBLIC,59,GARDENVILLE ,A,0,0,0,1.05436325,1.089090027494,0.0347267774940008
S1_2019_SUMMER_PEAK_PUBLIC,60,DUNKIRK     ,A,52.6623851655777,53.3465012556205,0.684116090042785,1.09860245,1.09999979967016,0.00139734967016092
S1_2019_SUMMER_PEAK_PUBLIC,61,DUNKIRK     ,A,117.006365914692,118.515993791171,1.50962787647985,1.05145966,1.09847404864842,0.04701438864842
S1_2019_SUMMER_PEAK_PUBLIC,62,STOLLE RD   ,A,0,0,0,1.06290223,1.09477047932016,0.0318682493201585
S1_2019_SUMMER_PEAK_PUBLIC,63,MEYER       ,C,0,0,0,1.05838751,1.08903241970021,0.0306449097002066
S1_2019_SUMMER_PEAK_PUBLIC,64,MEYER       ,C,0,0,0,1.05841767,1.08342819956651,0.0250105295665128
S1_2019_SUMMER_PEAK_PUBLIC,65,GESONIDGE   ,C,4.51451811442797,4.59665894443229,0.0821408300043212,1.07077891,1.0723741758104,0.00159526581039637
S1_2019_SUMMER_PEAK_PUBLIC,66,WATERCURE   ,C,0,0,0,1.07348882,1.09999994647598,0.0265111264759832
S1_2019_SUMMER_PEAK_PUBLIC,67,WRHL        ,C,0,0,0,1.06437504,1.0950375959457,0.0306625559457008
S1_2019_SUMMER_PEAK_PUBLIC,68,HILLSIDE    ,C,163.553286103791,166.409881377793,2.85659527400253,1.1,1.08323343049894,-0.016766569501065
S1_2019_SUMMER_PEAK_PUBLIC,69,BINGHAMTON  ,C,0,0,0,1.07231486,1.09999998379015,0.0276851237901461
S1_2019_SUMMER_PEAK_PUBLIC,70,BINGHAMTON  ,C,0,0,0,1.08706745,1.08976662447739,0.0026991744773861
S1_2019_SUMMER_PEAK_PUBLIC,71,BINGHAMTON  ,C,388.393489956966,395.210154406762,6.81666444979601,1.1,1.08235124834804,-0.0176487516519568
S1_2019_SUMMER_PEAK_PUBLIC,72,LAPEER      ,C,115.163983514682,117.183731452047,2.019747937365,1.08884679,1.08369037924245,-0.0051564107575508
S1_2019_SUMMER_PEAK_PUBLIC,73,PLEASANT VLY,G,265.017576760924,267.162753588939,2.14517682801471,0.977954429,1.09225527985541,0.114300850855411
S1_2019_SUMMER_PEAK_PUBLIC,74,MILLWOOD    ,H,720.435190261826,726.968694982902,6.53350472107616,0.974926849,1.09999999151752,0.125073142517525
S1_2019_SUMMER_PEAK_PUBLIC,75,RAMAPO      ,G,0,0,0,0.968782604,1.0985329396888,0.1297503356888
S1_2019_SUMMER_PEAK_PUBLIC,76,RAMAPO      ,G,206.124781925163,207.806589384666,1.68180745950229,0.972794501,1.09847448328687,0.125679982286872
S1_2019_SUMMER_PEAK_PUBLIC,77,BUCHANAN    ,H,0,0,0,0.977818902,1.0996057182791,0.121786816279096
S1_2019_SUMMER_PEAK_PUBLIC,78,CE UG       ,I,0,1.4057955109422,1.4057955109422,0.974721326,1.09824038938905,0.123519063389045
S1_2019_SUMMER_PEAK_PUBLIC,79,RAV A-3     ,J,1007.5472274241,1037.95298135727,30.4057539331719,0.980677999,1.09730026684097,0.116622267840971
S1_2019_SUMMER_PEAK_PUBLIC,80,NORTHPORT   ,K,966.729169442534,982.637259974147,15.9080905316126,0.952721175,1.09584326134323,0.143122086343226
S1_2019_SUMMER_PEAK_PUBLIC,81,GOETHALS    ,J,510.163845548877,525.518492036411,15.3546464875341,0.950759831,1.09298533387381,0.142225502873814
S1_2019_SUMMER_PEAK_PUBLIC,82,AK-3        ,J,861.39690153826,887.443014773629,26.0461132353687,0.997173511,1.09691727876088,0.0997437677608823
S1_2019_SUMMER_PEAK_PUBLIC,9001,KNICKERBOCKER,G,0,0,0,0.977954429,1.09043956954706,0.112485140547057
S1_2019_SUMMER_PEAK_PUBLIC,9002,WOOD STREET,G,0,0,0,0.974926849,1.09714235092743,0.122215501927428
S1_2019_SUMMER_PEAK_PUBLIC,9003,EAST GARDEN CITY,K,324.963844796003,330.275441523832,5.31159672782871,0.952721175,1.09828098143644,0.145559806436437
S1_2019_SUMMER_PEAK_PUBLIC,858,E. FISHKILL,G,0,0,0,0.978437887065742,1.09474051893133,0.116302631865588
S1_2019_SUMMER_PEAK_PUBLIC,774,LADENTOWN,G,0,0,0,0.973421351906193,1.09906810558485,0.125646753678659
