interface_name,model_flow_mw,used_in_optimizer,exact_public_operator,variant_id,scenario_id,electrically_qualified,target_flow_mw,actual_flow_mw,scale_factor_gamma,target_coverage_qualified,parent_model_flow_mw,parent_absolute_error_mw,diagnostic_score_qualified,residual_mw,absolute_error_mw,normalized_absolute_error_floor100,scope,topology_as_of,parameters_or_dispatch_fitted_to_interfaces
Dunwoodie_South,1097.5259765922,0,0,charging_000,S1_2025_SUMMER_PEAK_PUBLIC,1,976.94796712109,2746.0975,0.355758660106238,True,1095.95198959305,119.00402247196008,True,120.57800947111014,120.57800947111014,0.12342316431286952,revisited_year_end_topology_counterfactual_not_historical_as_operated_or_fresh_holdout,2025-12-31,False
Dysinger_East,-63.6414364203205,0,0,charging_150,S1_2025_SUMMER_PEAK_PUBLIC,1,139.77846695239117,392.9025,0.355758660106238,True,-63.3333240812348,203.111791033626,True,-203.41990337271167,203.41990337271167,1.4553021492358826,revisited_year_end_topology_counterfactual_not_historical_as_operated_or_fresh_holdout,2025-12-31,False
West_Central,-456.855926221125,0,0,charging_150,S1_2025_SUMMER_PEAK_PUBLIC,1,-236.14133288761744,-663.7683333333333,0.355758660106238,True,-456.49027621044,220.34894332282255,True,-220.71459333350757,220.71459333350757,0.9346715826261062,revisited_year_end_topology_counterfactual_not_historical_as_operated_or_fresh_holdout,2025-12-31,False
Moses_South,814.074487736914,0,0,charging_150,S1_2025_SUMMER_PEAK_PUBLIC,1,733.8986904508597,2062.911666666667,0.355758660106238,True,818.261323552102,84.3626331012423,True,80.17579728605426,80.17579728605426,0.10924641006894216,revisited_year_end_topology_counterfactual_not_historical_as_operated_or_fresh_holdout,2025-12-31,False
Central_East,871.500228279688,0,0,charging_150,S1_2025_SUMMER_PEAK_PUBLIC,1,935.420851657989,2629.369166666667,0.355758660106238,True,869.19759072439,66.22326093359902,True,-63.920623378301,63.920623378301,0.06833354555332473,revisited_year_end_topology_counterfactual_not_historical_as_operated_or_fresh_holdout,2025-12-31,False
Total_East_proxy,1055.60540744325,0,0,charging_150,S1_2025_SUMMER_PEAK_PUBLIC,1,1104.3487008917348,3104.2075,0.355758660106238,True,1051.51675496631,52.83194592542486,True,-48.74329344848479,48.74329344848479,0.044137592962373,revisited_year_end_topology_counterfactual_not_historical_as_operated_or_fresh_holdout,2025-12-31,False
UPNY_ConEd,1759.32198115846,0,0,charging_150,S1_2025_SUMMER_PEAK_PUBLIC,1,1823.5323237639504,5125.756666666667,0.355758660106238,True,1756.36756757375,67.16475619020048,True,-64.2103426054905,64.2103426054905,0.035212067134052234,revisited_year_end_topology_counterfactual_not_historical_as_operated_or_fresh_holdout,2025-12-31,False
Dunwoodie_South,1098.27879076331,0,0,charging_150,S1_2025_SUMMER_PEAK_PUBLIC,1,976.94796712109,2746.0975,0.355758660106238,True,1095.95198959305,119.00402247196008,True,121.33082364222014,121.33082364222014,0.1241937418630009,revisited_year_end_topology_counterfactual_not_historical_as_operated_or_fresh_holdout,2025-12-31,False
Dysinger_East,-61.1912041619937,0,0,rating_080,S1_2025_SUMMER_PEAK_PUBLIC,1,139.77846695239117,392.9025,0.355758660106238,True,-63.3333240812348,203.111791033626,True,-200.96967111438488,200.96967111438488,1.4377727520994743,revisited_year_end_topology_counterfactual_not_historical_as_operated_or_fresh_holdout,2025-12-31,False
West_Central,-454.439041566031,0,0,rating_080,S1_2025_SUMMER_PEAK_PUBLIC,1,-236.14133288761744,-663.7683333333333,0.355758660106238,True,-456.49027621044,220.34894332282255,True,-218.29770867841356,218.29770867841356,0.9244366753121704,revisited_year_end_topology_counterfactual_not_historical_as_operated_or_fresh_holdout,2025-12-31,False
Moses_South,795.602067370678,0,0,rating_080,S1_2025_SUMMER_PEAK_PUBLIC,1,733.8986904508597,2062.911666666667,0.355758660106238,True,818.261323552102,84.3626331012423,True,61.70337691981831,61.70337691981831,0.0840761507312566,revisited_year_end_topology_counterfactual_not_historical_as_operated_or_fresh_holdout,2025-12-31,False
Central_East,839.104725461061,0,0,rating_080,S1_2025_SUMMER_PEAK_PUBLIC,1,935.420851657989,2629.369166666667,0.355758660106238,True,869.19759072439,66.22326093359902,True,-96.31612619692805,96.31612619692805,0.10296555398162474,revisited_year_end_topology_counterfactual_not_historical_as_operated_or_fresh_holdout,2025-12-31,False
Total_East_proxy,1027.09289423269,0,0,rating_080,S1_2025_SUMMER_PEAK_PUBLIC,1,1104.3487008917348,3104.2075,0.355758660106238,True,1051.51675496631,52.83194592542486,True,-77.25580665904477,77.25580665904477,0.06995598998456065,revisited_year_end_topology_counterfactual_not_historical_as_operated_or_fresh_holdout,2025-12-31,False
UPNY_ConEd,1732.13879171885,0,0,rating_080,S1_2025_SUMMER_PEAK_PUBLIC,1,1823.5323237639504,5125.756666666667,0.355758660106238,True,1756.36756757375,67.16475619020048,True,-91.39353204510053,91.39353204510053,0.05011895366705388,revisited_year_end_topology_counterfactual_not_historical_as_operated_or_fresh_holdout,2025-12-31,False
Dunwoodie_South,1075.03193537715,0,0,rating_080,S1_2025_SUMMER_PEAK_PUBLIC,1,976.94796712109,2746.0975,0.355758660106238,True,1095.95198959305,119.00402247196008,True,98.08396825605996,98.08396825605996,0.10039835442321232,revisited_year_end_topology_counterfactual_not_historical_as_operated_or_fresh_holdout,2025-12-31,False
Dysinger_East,-63.6365587349973,0,0,rating_120,S1_2025_SUMMER_PEAK_PUBLIC,1,139.77846695239117,392.9025,0.355758660106238,True,-63.3333240812348,203.111791033626,True,-203.41502568738846,203.41502568738846,1.455267253408009,revisited_year_end_topology_counterfactual_not_historical_as_operated_or_fresh_holdout,2025-12-31,False
West_Central,-456.853915469733,0,0,rating_120,S1_2025_SUMMER_PEAK_PUBLIC,1,-236.14133288761744,-663.7683333333333,0.355758660106238,True,-456.49027621044,220.34894332282255,True,-220.71258258211557,220.71258258211557,0.9346630675924719,revisited_year_end_topology_counterfactual_not_historical_as_operated_or_fresh_holdout,2025-12-31,False
Moses_South,814.158633548975,0,0,rating_120,S1_2025_SUMMER_PEAK_PUBLIC,1,733.8986904508597,2062.911666666667,0.355758660106238,True,818.261323552102,84.3626331012423,True,80.25994309811529,80.25994309811529,0.10936106596512496,revisited_year_end_topology_counterfactual_not_historical_as_operated_or_fresh_holdout,2025-12-31,False
Central_East,871.419644986483,0,0,rating_120,S1_2025_SUMMER_PEAK_PUBLIC,1,935.420851657989,2629.369166666667,0.355758660106238,True,869.19759072439,66.22326093359902,True,-64.001206671506,64.001206671506,0.06841969211833038,revisited_year_end_topology_counterfactual_not_historical_as_operated_or_fresh_holdout,2025-12-31,False
Total_East_proxy,1055.56188068996,0,0,rating_120,S1_2025_SUMMER_PEAK_PUBLIC,1,1104.3487008917348,3104.2075,0.355758660106238,True,1051.51675496631,52.83194592542486,True,-48.786820201774844,48.786820201774844,0.044177006920351036,revisited_year_end_topology_counterfactual_not_historical_as_operated_or_fresh_holdout,2025-12-31,False
UPNY_ConEd,1759.3039445172,0,0,rating_120,S1_2025_SUMMER_PEAK_PUBLIC,1,1823.5323237639504,5125.756666666667,0.355758660106238,True,1756.36756757375,67.16475619020048,True,-64.22837924675036,64.22837924675036,0.035221958179593255,revisited_year_end_topology_counterfactual_not_historical_as_operated_or_fresh_holdout,2025-12-31,False
Dunwoodie_South,1098.26200282508,0,0,rating_120,S1_2025_SUMMER_PEAK_PUBLIC,1,976.94796712109,2746.0975,0.355758660106238,True,1095.95198959305,119.00402247196008,True,121.31403570398993,121.31403570398993,0.12417655779711899,revisited_year_end_topology_counterfactual_not_historical_as_operated_or_fresh_holdout,2025-12-31,False
