model_bus,zone,parent_pd_mw,pd_gross_mw,qd_gross_mvar,p_boundary_mw,q_boundary_mvar,pd_effective_mw,qd_effective_mvar,within_zone_allocation_weight,assumed_q_over_p,scenario_id,timestamp,legacy_raw_source_pg_mw,legacy_bounded_prior_pg_mw,legacy_solved_pg_mw
51,C,844.977176,452.234441043384,40.1402357857933,0,0,452.234441043384,40.1402357857933,0.472527472527473,0.0887597939095103,S2_2019_WINTER_PEAK_PUBLIC,2019-01-21 18:00,211.85880265946,211.85880265946,257.766954693735
52,B,0,0,0,0,0,0,0,0,0.250623624353469,S2_2019_WINTER_PEAK_PUBLIC,2019-01-21 18:00,0,0,0
53,B,1066.91373,561.700911170024,131.618165409218,0,0,561.700911170024,131.618165409218,1,0.234320726194048,S2_2019_WINTER_PEAK_PUBLIC,2019-01-21 18:00,237.817423954103,237.817423954103,251.137381191718
54,A,20,5.76686529811048,0,228.284620947906,0,-222.517755649796,0,0.00763005733397711,0,S2_2019_WINTER_PEAK_PUBLIC,2019-01-21 18:00,380.122512854177,380.122512854177,394.385298231237
55,A,939,270.754325746287,38.0613109675292,0,0,270.754325746287,38.0613109675292,0.358231191830225,0.140575079872204,S2_2019_WINTER_PEAK_PUBLIC,2019-01-21 18:00,190.061256427088,190.061256427088,197.192649099897
56,A,198.818159,57.3278770885656,12.6871036558431,0,0,57.3278770885656,12.6871036558431,0.0758496976102888,0.221307752879856,S2_2019_WINTER_PEAK_PUBLIC,2019-01-21 18:00,477.188977464408,477.188977464408,495.093849541505
57,A,277.420687,79.9923866419135,-1.73005958943314,0,0,79.9923866419135,-1.73005958943314,0.105836787372066,-0.0216278031205366,S2_2019_WINTER_PEAK_PUBLIC,2019-01-21 18:00,13.7989408056896,13.7989408056896,14.3166967633683
58,A,97.0972405,27.9973353390869,10.9570440664099,0,0,27.9973353390869,10.9570440664099,0.0370428755992982,0.391360246741513,S2_2019_WINTER_PEAK_PUBLIC,2019-01-21 18:00,0,0,0
59,A,814.923268,234.977635742599,57.0919664512938,0,0,234.977635742599,57.0919664512938,0.3108955628816,0.24296766060679,S2_2019_WINTER_PEAK_PUBLIC,2019-01-21 18:00,0,0,0
60,A,0,0,0,0,0,0,0,0,0.250623624353469,S2_2019_WINTER_PEAK_PUBLIC,2019-01-21 18:00,57.3820643689843,57.3820643689843,59.5351269931931
61,A,273.952928,78.992481689948,2.30674611924419,0,0,78.992481689948,2.30674611924419,0.104513827372545,0.0292020970843575,S2_2019_WINTER_PEAK_PUBLIC,2019-01-21 18:00,127.492645830374,127.492645830374,132.276366684434
62,A,0,0,0,0,0,0,0,0,0.250623624353469,S2_2019_WINTER_PEAK_PUBLIC,2019-01-21 18:00,0,0,0
63,C,0,0,0,0,0,0,0,0,0.250623624353469,S2_2019_WINTER_PEAK_PUBLIC,2019-01-21 18:00,0,0,0
64,C,165.296493,88.4672027144631,13.3800785952644,0,0,88.4672027144631,13.3800785952644,0.0924369749543922,0.151243378164109,S2_2019_WINTER_PEAK_PUBLIC,2019-01-21 18:00,0,0,0
65,C,105.188677,56.2973106236754,0,0,0,56.2973106236754,0,0.058823529313079,0,S2_2019_WINTER_PEAK_PUBLIC,2019-01-21 18:00,5.41211343011825,5.41211343011825,6.60231386717988
66,C,0,0,0,109.625124132126,0,-109.625124132126,0,0,0.250623624353469,S2_2019_WINTER_PEAK_PUBLIC,2019-01-21 18:00,0,0,0
67,C,0,0,0,46.9821960566254,0,-46.9821960566254,0,0,0.250623624353469,S2_2019_WINTER_PEAK_PUBLIC,2019-01-21 18:00,0,0,0
68,C,243.899021,130.535522811522,21.9433288962337,0,0,130.535522811522,21.9433288962337,0.136393018910436,0.168102355769604,S2_2019_WINTER_PEAK_PUBLIC,2019-01-21 18:00,196.071632414849,196.071632414849,237.647412583717
69,C,0,0,0,0,0,0,0,0,0.250623624353469,S2_2019_WINTER_PEAK_PUBLIC,2019-01-21 18:00,0,0,0
70,C,0,0,0,0,0,0,0,0,0.250623624353469,S2_2019_WINTER_PEAK_PUBLIC,2019-01-21 18:00,0,0,0
71,C,428.846145,229.519805015047,28.3657666219606,0,0,229.519805015047,28.3657666219606,0.23981900429462,0.123587446495526,S2_2019_WINTER_PEAK_PUBLIC,2019-01-21 18:00,465.615503113988,465.615503113988,565.415465691856
72,C,0,0,0,0,0,0,0,0,0.250623624353469,S2_2019_WINTER_PEAK_PUBLIC,2019-01-21 18:00,138.061366916168,138.061366916168,167.631509550597
73,G,0,290.103940999855,72.7069011326086,-111.063882704985,0,401.16782370484,72.7069011326086,0.5,0.250623624353469,S2_2019_WINTER_PEAK_PUBLIC,2019-01-21 18:00,113.98999645107,113.98999645107,120.003586267119
74,H,117.903792,191.453895908664,0,0,0,191.453895908664,0,1,0,S2_2019_WINTER_PEAK_PUBLIC,2019-01-21 18:00,0,0,0
75,G,0,0,0,78.3036600943756,0,-78.3036600943756,0,0,0.250623624353469,S2_2019_WINTER_PEAK_PUBLIC,2019-01-21 18:00,0,0,0
76,G,0,174.062364599913,43.6241406795651,0,0,174.062364599913,43.6241406795651,0.3,0.250623624353469,S2_2019_WINTER_PEAK_PUBLIC,2019-01-21 18:00,88.6588861286103,88.6588861286103,93.3841402020005
77,H,0,0,0,0,0,0,0,0,0.250623624353469,S2_2019_WINTER_PEAK_PUBLIC,2019-01-21 18:00,0,0,0
78,I,2311.83906,337.501154084025,87.5929020986501,0,0,337.501154084025,87.5929020986501,1,0.259533637259334,S2_2019_WINTER_PEAK_PUBLIC,2019-01-21 18:00,0,0,14.8933857136964
79,J,0,1238.55212310992,310.410422044491,0,0,1238.55212310992,310.410422044491,0.45,0.250623624353469,S2_2019_WINTER_PEAK_PUBLIC,2019-01-21 18:00,622.679779630291,622.679779630291,745.666471517772
80,K,809.143671,1215.93667648848,37.5686271816765,212.656811132469,0,1003.27986535601,37.5686271816765,1,0.0308968615784922,S2_2019_WINTER_PEAK_PUBLIC,2019-01-21 18:00,579.201643586711,579.201643586711,639.558382051588
81,J,0,275.233805135537,68.9800937876646,268.304973990244,0,6.92883114529263,68.9800937876646,0.1,0.250623624353469,S2_2019_WINTER_PEAK_PUBLIC,2019-01-21 18:00,315.289151987317,315.289151987317,377.35767412607
82,J,0,1238.55212310992,310.410422044491,0,0,1238.55212310992,310.410422044491,0.45,0.250623624353469,S2_2019_WINTER_PEAK_PUBLIC,2019-01-21 18:00,532.356616369594,532.356616369594,637.664806421598
9001,G,0,0,0,0,0,0,0,0,0,S2_2019_WINTER_PEAK_PUBLIC,2019-01-21 18:00,0,0,0
9002,G,0,0,0,0,0,0,0,0,0,S2_2019_WINTER_PEAK_PUBLIC,2019-01-21 18:00,0,0,0
9003,K,0,0,0,0,0,0,0,0,0,S2_2019_WINTER_PEAK_PUBLIC,2019-01-21 18:00,194.697335056766,194.697335056766,214.896843206219
858,G,0,0,0,0,0,0,0,0,0,S2_2019_WINTER_PEAK_PUBLIC,2019-01-21 18:00,0,0,0
774,G,0,0,0,0,0,0,0,0,0,S2_2019_WINTER_PEAK_PUBLIC,2019-01-21 18:00,0,0,0
37,F,0,0,0,-73.6746010267482,0,73.6746010267482,0,0,0.250623624353469,S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,2019-04-21 04:00,17.555365083486,17.555365083486,22.1062873802025
38,F,0,0,0,0,0,0,0,0,0.250623624353469,S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,2019-04-21 04:00,29.25894180581,29.25894180581,36.8430464648598
39,G,0,50.7937443585331,12.7301123056191,0,0,50.7937443585331,12.7301123056191,0.2,0.250623624353469,S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,2019-04-21 04:00,73.2651784942677,73.2651784942677,82.3447090165094
40,F,0,0,0,0,0,0,0,0,0.250623624353469,S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,2019-04-21 04:00,0,0,0
41,F,809.143671,270.301267045887,41.757304162039,0,0,270.301267045887,41.757304162039,0.798175598482101,0.154484307892461,S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,2019-04-21 04:00,17.555365083486,17.555365083486,22.1611737208164
42,F,204.597757,68.3476061593596,5.67899336603731,0,0,68.3476061593596,5.67899336603731,0.201824401517899,0.0830898649587835,S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,2019-04-21 04:00,62.4973334761552,62.4973334761552,78.8886772947421
43,E,0,0,0,0,0,0,0,0,0.250623624353469,S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,2019-04-21 04:00,67.1441194139378,67.1441194139378,88.5375153376343
44,E,0,0,0,0,0,0,0,0,0.250623624353469,S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,2019-04-21 04:00,33.5720597069689,33.5720597069689,44.2670366687243
45,E,295.9154,182.092811826206,10.4610229851015,0,0,182.092811826206,10.4610229851015,1,0.0574488519353842,S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,2019-04-21 04:00,0,0,0
46,D,26.5861492,4.97671009324491,-7.95565304970562,0,0,4.97671009324491,-7.95565304970562,0.0303030303168461,-1.59857675063375,S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,2019-04-21 04:00,0,0,0
47,D,610.325512,114.247953431905,18.7191836463662,0,0,114.247953431905,18.7191836463662,0.695652174150916,0.163846993176323,S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,2019-04-21 04:00,349.629812875887,349.629812875887,382.589167291311
48,D,0,0,0,126.787096672373,0,-126.787096672373,0,0,0.250623624353469,S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,2019-04-21 04:00,14.8226055849443,14.8226055849443,16.2335988770213
49,D,240.431262,45.0067694770558,3.18226121988225,0,0,45.0067694770558,3.18226121988225,0.274044795532238,0.0707062794521288,S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,2019-04-21 04:00,0,0,0
50,C,0,0,0,0,0,0,0,0,0.250623624353469,S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,2019-04-21 04:00,417.632601543061,417.632601543061,529.599534605126
51,C,844.977176,213.847031070507,18.9810184059789,0,0,213.847031070507,18.9810184059789,0.472527472527473,0.0887597939095103,S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,2019-04-21 04:00,110.667987577466,110.667987577466,140.38500402593
52,B,0,0,0,0,0,0,0,0,0.250623624353469,S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,2019-04-21 04:00,0,0,0
53,B,1066.91373,278.788147789068,65.3258412442278,0,0,278.788147789068,65.3258412442278,1,0.234320726194048,S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,2019-04-21 04:00,212.767959405143,212.767959405143,243.458074936548
54,A,20,3.55650270081354,0,518.461788818777,0,-514.905286117963,0,0.00763005733397711,0,S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,2019-04-21 04:00,177.865999201817,177.865999201817,205.950047233607
55,A,939,166.977801803196,23.4729178253694,0,0,166.977801803196,23.4729178253694,0.358231191830225,0.140575079872204,S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,2019-04-21 04:00,88.9329996009085,88.9329996009085,102.938233961167
56,A,198.818159,35.3548659727138,7.8243059417898,0,0,35.3548659727138,7.8243059417898,0.0758496976102888,0.221307752879856,S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,2019-04-21 04:00,223.285102604171,223.285102604171,258.404699010083
57,A,277.420687,49.3323711288524,-1.06695081024406,0,0,49.3323711288524,-1.06695081024406,0.105836787372066,-0.0216278031205366,S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,2019-04-21 04:00,6.45676673002592,6.45676673002592,7.47606828965717
58,A,97.0972405,17.2663299039896,6.75735513154573,0,0,17.2663299039896,6.75735513154573,0.0370428755992982,0.391360246741513,S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,2019-04-21 04:00,0,0,0
59,A,814.923268,144.91384017989,35.2093767380541,0,0,144.91384017989,35.2093767380541,0.3108955628816,0.24296766060679,S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,2019-04-21 04:00,0,0,0
60,A,0,0,0,0,0,0,0,0,0.250623624353469,S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,2019-04-21 04:00,26.8500756206664,26.8500756206664,31.079633225734
61,A,273.952928,48.7157164163889,1.42260108032542,0,0,48.7157164163889,1.42260108032542,0.104513827372545,0.0292020970843575,S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,2019-04-21 04:00,59.6560479179041,59.6560479179041,69.014303890408
62,A,0,0,0,0,0,0,0,0,0.250623624353469,S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,2019-04-21 04:00,0,0,0
63,C,0,0,0,0,0,0,0,0,0.250623624353469,S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,2019-04-21 04:00,0,0,0
64,C,165.296493,41.8332770143567,6.32700613532629,0,0,41.8332770143567,6.32700613532629,0.0924369749543922,0.151243378164109,S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,2019-04-21 04:00,0,0,0
65,C,105.188677,26.6211761898342,0,0,0,26.6211761898342,0,0.058823529313079,0,S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,2019-04-21 04:00,2.82710793383888,2.82710793383888,3.57973002573091
66,C,0,0,0,-11.8484215597384,0,11.8484215597384,0,0,0.250623624353469,S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,2019-04-21 04:00,0,0,0
67,C,0,0,0,-5.07789495417361,0,5.07789495417361,0,0,0.250623624353469,S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,2019-04-21 04:00,0,0,0
68,C,243.899021,61.726024090683,10.3762900619351,0,0,61.726024090683,10.3762900619351,0.136393018910436,0.168102355769604,S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,2019-04-21 04:00,102.421295258893,102.421295258893,130.073181666142
69,C,0,0,0,0,0,0,0,0,0.250623624353469,S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,2019-04-21 04:00,0,0,0
70,C,0,0,0,0,0,0,0,0,0.250623624353469,S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,2019-04-21 04:00,0,0,0
71,C,428.846145,108.532487621041,13.4132530068917,0,0,108.532487621041,13.4132530068917,0.23981900429462,0.123587446495526,S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,2019-04-21 04:00,243.222042547467,243.222042547467,309.021595075706
72,C,0,0,0,0,0,0,0,0,0.250623624353469,S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,2019-04-21 04:00,72.1186632181898,72.1186632181898,91.489128355874
73,G,0,126.984360896333,31.8252807640478,-110.511901540122,0,237.496262436455,31.8252807640478,0.5,0.250623624353469,S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,2019-04-21 04:00,109.897767741402,109.897767741402,123.775721116234
74,H,117.903792,64.3798694559857,0,0,0,64.3798694559857,0,1,0,S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,2019-04-21 04:00,0,0,0
75,G,0,0,0,-8.46315825695602,0,8.46315825695602,0,0,0.250623624353469,S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,2019-04-21 04:00,0,0,0
76,G,0,76.1906165377997,19.0951684584287,0,0,76.1906165377997,19.0951684584287,0.3,0.250623624353469,S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,2019-04-21 04:00,85.4760415766456,85.4760415766456,96.3690539190114
77,H,0,0,0,0,0,0,0,0,0.250623624353469,S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,2019-04-21 04:00,0,0,0
78,I,2311.83906,156.878857381884,40.7153404654087,0,0,156.878857381884,40.7153404654087,1,0.259533637259334,S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,2019-04-21 04:00,0,0,34.3444320999223
79,J,0,630.775669156254,158.087284357925,0,0,630.775669156254,158.087284357925,0.45,0.250623624353469,S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,2019-04-21 04:00,182.780848996769,182.780848996769,207.210992773209
80,K,809.143671,527.018273975629,16.2832106603609,106.642235013443,0,420.376038962186,16.2832106603609,1,0.0308968615784922,S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,2019-04-21 04:00,109.076954364633,109.076954364633,134.95081026904
81,J,0,140.172370923612,35.1305076350944,26.9846250182524,0,113.187745905359,35.1305076350944,0.1,0.250623624353469,S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,2019-04-21 04:00,92.5496872789565,92.5496872789565,104.912998915729
82,J,0,630.775669156254,158.087284357925,0,0,630.775669156254,158.087284357925,0.45,0.250623624353469,S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,2019-04-21 04:00,156.267470844894,156.267470844894,177.173441984154
9001,G,0,0,0,0,0,0,0,0,0,S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,2019-04-21 04:00,0,0,0
9002,G,0,0,0,0,0,0,0,0,0,S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,2019-04-21 04:00,0,0,0
9003,K,0,0,0,0,0,0,0,0,0,S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,2019-04-21 04:00,36.6659738729197,36.6659738729197,45.330896086612
858,G,0,0,0,0,0,0,0,0,0,S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,2019-04-21 04:00,0,0,0
774,G,0,0,0,0,0,0,0,0,0,S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,2019-04-21 04:00,0,0,0
37,F,0,0,0,-153.121272800637,0,153.121272800637,0,0,0.250623624353469,S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,2019-07-17 16:00,135.993716028432,135.993716028432,143.281440422108
38,F,0,0,0,0,0,0,0,0,0.250623624353469,S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,2019-07-17 16:00,226.656193380719,226.656193380719,238.756698137026
39,G,0,139.964346832891,35.078371883525,0,0,139.964346832891,35.078371883525,0.2,0.250623624353469,S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,2019-07-17 16:00,149.690674980763,149.690674980763,154.218860578095
40,F,0,0,0,0,0,0,0,0,0.250623624353469,S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,2019-07-17 16:00,0,0,0
41,F,809.143671,540.774299353612,83.5411433616731,0,0,540.774299353612,83.5411433616731,0.798175598482101,0.154484307892461,S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,2019-07-17 16:00,135.993716028432,135.993716028432,143.30957948893
42,F,204.597757,136.73864439211,11.3615954971875,0,0,136.73864439211,11.3615954971875,0.201824401517899,0.0830898649587835,S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,2019-07-17 16:00,484.139440044202,484.139440044202,509.884856870097
43,E,0,0,0,0,0,0,0,0,0.250623624353469,S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,2019-07-17 16:00,57.8870029834084,57.8870029834084,61.8738754155721
44,E,0,0,0,0,0,0,0,0,0.250623624353469,S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,2019-07-17 16:00,28.9435014917042,28.9435014917042,30.9390697245543
45,E,295.9154,390.43969855034,22.4303124317145,0,0,390.43969855034,22.4303124317145,1,0.0574488519353842,S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,2019-07-17 16:00,0,0,0
46,D,26.5861492,6.20811706761628,-9.92415160950394,0,0,6.20811706761628,-9.92415160950394,0.0303030303168461,-1.59857675063375,S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,2019-07-17 16:00,0,0,0
47,D,610.325512,142.516774405556,23.3509449635387,0,0,142.516774405556,23.3509449635387,0.695652174150916,0.163846993176323,S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,2019-07-17 16:00,370.069277244184,370.069277244184,376.804918620216
48,D,0,0,0,247.47693551326,0,-247.47693551326,0,0,0.250623624353469,S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,2019-07-17 16:00,15.6891395804487,15.6891395804487,15.9779219057471
49,D,240.431262,56.1429716647615,3.96966064380157,0,0,56.1429716647615,3.96966064380157,0.274044795532238,0.0707062794521288,S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,2019-07-17 16:00,0,0,0
50,C,0,0,0,0,0,0,0,0,0.250623624353469,S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,2019-07-17 16:00,728.405091582078,728.405091582078,792.394455595422
51,C,844.977176,388.07016305694,34.4450276953641,0,0,388.07016305694,34.4450276953641,0.472527472527473,0.0887597939095103,S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,2019-07-17 16:00,193.019235875571,193.019235875571,209.921588458325
52,B,0,0,0,0,0,0,0,0,0.250623624353469,S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,2019-07-17 16:00,0,0,0
53,B,1066.91373,556.858971127373,130.483598502236,0,0,556.858971127373,130.483598502236,1,0.234320726194048,S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,2019-07-17 16:00,227.070209926684,227.070209926684,233.09387137375
54,A,20,6.22743732376985,0,199.775158422703,0,-193.547721098934,0,0.00763005733397711,0,S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,2019-07-17 16:00,260.569695185409,260.569695185409,272.334776080693
55,A,939,292.378182350995,41.101086336881,0,0,292.378182350995,41.101086336881,0.358231191830225,0.140575079872204,S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,2019-07-17 16:00,130.284847592704,130.284847592704,136.156895978049
56,A,198.818159,61.9063811999904,13.7003621122937,0,0,61.9063811999904,13.7003621122937,0.0758496976102888,0.221307752879856,S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,2019-07-17 16:00,327.107661869629,327.107661869629,341.809308770427
57,A,277.420687,86.3809970304837,-1.86823119713096,0,0,86.3809970304837,-1.86823119713096,0.105836787372066,-0.0216278031205366,S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,2019-07-17 16:00,9.45901828497955,9.45901828497955,9.88686393157511
58,A,97.0972405,30.2333489762379,11.8321309151627,0,0,30.2333489762379,11.8321309151627,0.0370428755992982,0.391360246741513,S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,2019-07-17 16:00,0,0,0
59,A,814.923268,253.744178757585,61.6516295053215,0,0,253.744178757585,61.6516295053215,0.3108955628816,0.24296766060679,S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,2019-07-17 16:00,0,0,0
60,A,0,0,0,0,0,0,0,0,0.250623624353469,S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,2019-07-17 16:00,39.3347579165133,39.3347579165133,41.1077146632608
61,A,273.952928,85.3012344391617,2.49097492950794,0,0,85.3012344391617,2.49097492950794,0.104513827372545,0.0292020970843575,S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,2019-07-17 16:00,87.3947707357868,87.3947707357868,91.3175391510072
62,A,0,0,0,0,0,0,0,0,0.250623624353469,S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,2019-07-17 16:00,0,0,0
63,C,0,0,0,0,0,0,0,0,0.250623624353469,S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,2019-07-17 16:00,0,0,0
64,C,165.296493,75.9152303910874,11.4816758984547,0,0,75.9152303910874,11.4816758984547,0.0924369749543922,0.151243378164109,S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,2019-07-17 16:00,0,0,0
65,C,105.188677,48.3096919000494,0,0,0,48.3096919000494,0,0.058823529313079,0,S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,2019-07-17 16:00,4.93084066198793,4.93084066198793,5.37554174916393
66,C,0,0,0,124.488819020647,0,-124.488819020647,0,0,0.250623624353469,S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,2019-07-17 16:00,0,0,0
67,C,0,0,0,53.3523510088487,0,-53.3523510088487,0,0,0.250623624353469,S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,2019-07-17 16:00,0,0,0
68,C,243.899021,112.014780442896,18.8299484734657,0,0,112.014780442896,18.8299484734657,0.136393018910436,0.168102355769604,S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,2019-07-17 16:00,178.635941440785,178.635941440785,193.901073069728
69,C,0,0,0,0,0,0,0,0,0.250623624353469,S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,2019-07-17 16:00,0,0,0
70,C,0,0,0,0,0,0,0,0,0.250623624353469,S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,2019-07-17 16:00,0,0,0
71,C,428.846145,196.954897887668,24.3411529047239,0,0,196.954897887668,24.3411529047239,0.23981900429462,0.123587446495526,S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,2019-07-17 16:00,424.210594484207,424.210594484207,460.73217093668
72,C,0,0,0,0,0,0,0,0,0.250623624353469,S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,2019-07-17 16:00,125.784245032906,125.784245032906,136.649559809933
