"Time Stamp","Time Zone","Name","PTID","Integrated Load"
"04/02/2025 00:00:00","EDT","CAPITL",61757,1147.7962
"04/02/2025 00:00:00","EDT","CENTRL",61754,1546.128
"04/02/2025 00:00:00","EDT","DUNWOD",61760,517.3615
"04/02/2025 00:00:00","EDT","GENESE",61753,953.3152
"04/02/2025 00:00:00","EDT","HUD VL",61758,915.7547
"04/02/2025 00:00:00","EDT","LONGIL",61762,1760.2878
"04/02/2025 00:00:00","EDT","MHK VL",61756,799.3853
"04/02/2025 00:00:00","EDT","MILLWD",61759,259.1653
"04/02/2025 00:00:00","EDT","N.Y.C.",61761,4444.8146
"04/02/2025 00:00:00","EDT","NORTH",61755,653.6188
"04/02/2025 00:00:00","EDT","WEST",61752,1605.8186
"04/02/2025 01:00:00","EDT","CAPITL",61757,1119.7458
"04/02/2025 01:00:00","EDT","CENTRL",61754,1511.2906
"04/02/2025 01:00:00","EDT","DUNWOD",61760,498.2767
"04/02/2025 01:00:00","EDT","GENESE",61753,935.0495
"04/02/2025 01:00:00","EDT","HUD VL",61758,899.9575
"04/02/2025 01:00:00","EDT","LONGIL",61762,1685.7996
"04/02/2025 01:00:00","EDT","MHK VL",61756,784.959
"04/02/2025 01:00:00","EDT","MILLWD",61759,250.5512
"04/02/2025 01:00:00","EDT","N.Y.C.",61761,4277.6506
"04/02/2025 01:00:00","EDT","NORTH",61755,625.088
"04/02/2025 01:00:00","EDT","WEST",61752,1609.3652
"04/02/2025 02:00:00","EDT","CAPITL",61757,1111.4549
"04/02/2025 02:00:00","EDT","CENTRL",61754,1494.3407
"04/02/2025 02:00:00","EDT","DUNWOD",61760,487.8806
"04/02/2025 02:00:00","EDT","GENESE",61753,926.3165
"04/02/2025 02:00:00","EDT","HUD VL",61758,887.6128
"04/02/2025 02:00:00","EDT","LONGIL",61762,1648.473
"04/02/2025 02:00:00","EDT","MHK VL",61756,781.7527
"04/02/2025 02:00:00","EDT","MILLWD",61759,245.5604
"04/02/2025 02:00:00","EDT","N.Y.C.",61761,4180.4263
"04/02/2025 02:00:00","EDT","NORTH",61755,627.937
"04/02/2025 02:00:00","EDT","WEST",61752,1597.9176
"04/02/2025 03:00:00","EDT","CAPITL",61757,1119.5508
"04/02/2025 03:00:00","EDT","CENTRL",61754,1498.4477
"04/02/2025 03:00:00","EDT","DUNWOD",61760,483.2195
"04/02/2025 03:00:00","EDT","GENESE",61753,929.6641
"04/02/2025 03:00:00","EDT","HUD VL",61758,886.7246
"04/02/2025 03:00:00","EDT","LONGIL",61762,1641.6536
"04/02/2025 03:00:00","EDT","MHK VL",61756,780.0925
"04/02/2025 03:00:00","EDT","MILLWD",61759,246.874
"04/02/2025 03:00:00","EDT","N.Y.C.",61761,4142.5841
"04/02/2025 03:00:00","EDT","NORTH",61755,628.8927
"04/02/2025 03:00:00","EDT","WEST",61752,1591.1493
"04/02/2025 04:00:00","EDT","CAPITL",61757,1150.1035
"04/02/2025 04:00:00","EDT","CENTRL",61754,1536.8893
