"Time Stamp","Time Zone","Name","PTID","Integrated Load"
"04/05/2025 00:00:00","EDT","CAPITL",61757,1040.9502
"04/05/2025 00:00:00","EDT","CENTRL",61754,1364.9663
"04/05/2025 00:00:00","EDT","DUNWOD",61760,463.6074
"04/05/2025 00:00:00","EDT","GENESE",61753,864.5872
"04/05/2025 00:00:00","EDT","HUD VL",61758,828.2127
"04/05/2025 00:00:00","EDT","LONGIL",61762,1655.2578
"04/05/2025 00:00:00","EDT","MHK VL",61756,685.4725
"04/05/2025 00:00:00","EDT","MILLWD",61759,214.6347
"04/05/2025 00:00:00","EDT","N.Y.C.",61761,4353.8601
"04/05/2025 00:00:00","EDT","NORTH",61755,572.4721
"04/05/2025 00:00:00","EDT","WEST",61752,1505.2155
"04/05/2025 01:00:00","EDT","CAPITL",61757,1014.0863
"04/05/2025 01:00:00","EDT","CENTRL",61754,1319.9074
"04/05/2025 01:00:00","EDT","DUNWOD",61760,447.8474
"04/05/2025 01:00:00","EDT","GENESE",61753,840.1673
"04/05/2025 01:00:00","EDT","HUD VL",61758,794.9155
"04/05/2025 01:00:00","EDT","LONGIL",61762,1558.2915
"04/05/2025 01:00:00","EDT","MHK VL",61756,671.8156
"04/05/2025 01:00:00","EDT","MILLWD",61759,211.4533
"04/05/2025 01:00:00","EDT","N.Y.C.",61761,4159.0116
"04/05/2025 01:00:00","EDT","NORTH",61755,567.9719
"04/05/2025 01:00:00","EDT","WEST",61752,1472.3738
"04/05/2025 02:00:00","EDT","CAPITL",61757,997.04
"04/05/2025 02:00:00","EDT","CENTRL",61754,1343.3794
"04/05/2025 02:00:00","EDT","DUNWOD",61760,431.3304
"04/05/2025 02:00:00","EDT","GENESE",61753,824.8374
"04/05/2025 02:00:00","EDT","HUD VL",61758,778.6521
"04/05/2025 02:00:00","EDT","LONGIL",61762,1503.8458
"04/05/2025 02:00:00","EDT","MHK VL",61756,662.6682
"04/05/2025 02:00:00","EDT","MILLWD",61759,201.8857
"04/05/2025 02:00:00","EDT","N.Y.C.",61761,4029.0451
"04/05/2025 02:00:00","EDT","NORTH",61755,583.4981
"04/05/2025 02:00:00","EDT","WEST",61752,1455.9952
"04/05/2025 03:00:00","EDT","CAPITL",61757,992.4318
"04/05/2025 03:00:00","EDT","CENTRL",61754,1320.3667
"04/05/2025 03:00:00","EDT","DUNWOD",61760,417.8919
"04/05/2025 03:00:00","EDT","GENESE",61753,818.1147
"04/05/2025 03:00:00","EDT","HUD VL",61758,765.0035
"04/05/2025 03:00:00","EDT","LONGIL",61762,1471.5104
"04/05/2025 03:00:00","EDT","MHK VL",61756,662.047
"04/05/2025 03:00:00","EDT","MILLWD",61759,191.5887
"04/05/2025 03:00:00","EDT","N.Y.C.",61761,3954.5872
"04/05/2025 03:00:00","EDT","NORTH",61755,571.9317
"04/05/2025 03:00:00","EDT","WEST",61752,1438.4881
"04/05/2025 04:00:00","EDT","CAPITL",61757,999.5962
"04/05/2025 04:00:00","EDT","CENTRL",61754,1344.2083
"04/05/2025 04:00:00","EDT","DUNWOD",61760,414.0801
"04/05/2025 04:00:00","EDT","GENESE",61753,822.0087
"04/05/2025 04:00:00","EDT","HUD VL",61758,766.7737
"04/05/2025 04:00:00","EDT","LONGIL",61762,1472.9965
"04/05/2025 04:00:00","EDT","MHK VL",61756,667.2009
"04/05/2025 04:00:00","EDT","MILLWD",61759,191.1286
"04/05/2025 04:00:00","EDT","N.Y.C.",61761,3929.5746
"04/05/2025 04:00:00","EDT","NORTH",61755,571.3345
"04/05/2025 04:00:00","EDT","WEST",61752,1438.2162
"04/05/2025 05:00:00","EDT","CAPITL",61757,1020.6757
"04/05/2025 05:00:00","EDT","CENTRL",61754,1389.8832
"04/05/2025 05:00:00","EDT","DUNWOD",61760,423.0601
"04/05/2025 05:00:00","EDT","GENESE",61753,843.4981
"04/05/2025 05:00:00","EDT","HUD VL",61758,785.4569
