scenario_id,generator_key,zone,prior_public_mw,prior_benchmark_mw,coverage_qualified,source_method,observed_plant_net_generation,subset_of_zone_prior,inferred_offline_zero_prior_units,model_gen_row,model_key_found,bounded_prior_mw,assigned_online,unallocated_source_prior_mw,clipped_source_prior_mw,observed_generator_dispatch
S1_2025_SUMMER_PEAK_PUBLIC,NY2025:GEN:CRICKET_VALLEY:PV73,G,659.060661107216,234.466537724235,1,EPA_Cricket_three_clock_hour_units_times_statewide_fossil_total_reconciliation,False,True,1,36,1,234.466537724235,1,0,0,0
S1_2025_SUMMER_PEAK_PUBLIC,NY2025:GEN:SOUTH_FORK:K9003,K,8.80847825834408,3.13369242276342,1,P63_statewide_wind_times_active_EIA_SouthFork_capacity_share,False,True,0,37,1,3.13369242276342,1,0,0,0
