scenario_id,external_region,model_bus,allocation_weight,p_injection_mw,q_injection_mvar,landing_assumption,q_assumption
S1_2025_SUMMER_PEAK_PUBLIC,HQ,48,1,515.850057154045,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S1_2025_SUMMER_PEAK_PUBLIC,ONTARIO,54,1,-86.0879629002579,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S1_2025_SUMMER_PEAK_PUBLIC,ISONE,37,0.4,-104.466633160676,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S1_2025_SUMMER_PEAK_PUBLIC,ISONE,73,0.6,-156.699949741014,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S1_2025_SUMMER_PEAK_PUBLIC,PJM,66,0.35,-21.6018881908133,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S1_2025_SUMMER_PEAK_PUBLIC,PJM,67,0.15,-9.25795208177714,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S1_2025_SUMMER_PEAK_PUBLIC,PJM,75,0.25,-15.4299201362952,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S1_2025_SUMMER_PEAK_PUBLIC,PJM,81,0.25,-15.4299201362952,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S1_2025_SUMMER_PEAK_PUBLIC,SCH - HQ_CEDARS,48,1,44.4698325132798,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S1_2025_SUMMER_PEAK_PUBLIC,SCH - NPX_CSC,80,1,107.172296357004,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S1_2025_SUMMER_PEAK_PUBLIC,SCH - NPX_1385,80,1,-25.4960373076137,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S1_2025_SUMMER_PEAK_PUBLIC,SCH - PJM_NEPTUNE,80,1,234.800715670117,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S1_2025_SUMMER_PEAK_PUBLIC,SCH - PJM_VFT,81,1,112.063977933465,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
S1_2025_SUMMER_PEAK_PUBLIC,SCH - PJM_HTP,81,1,0,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
