interface_name,model_flow_mw,target_flow_mw,residual_mw,absolute_residual_mw,used_in_optimizer,exact_public_operator
Dysinger_East,-63.3333240812348,NaN,NaN,NaN,0,0
West_Central,-456.49027621044,NaN,NaN,NaN,0,0
Moses_South,818.261323552102,NaN,NaN,NaN,0,0
Central_East,869.19759072439,NaN,NaN,NaN,0,0
Total_East_proxy,1051.51675496631,NaN,NaN,NaN,0,0
UPNY_ConEd,1756.36756757375,NaN,NaN,NaN,0,0
Dunwoodie_South,1095.95198959305,NaN,NaN,NaN,0,0
