branch_key,temperature_c,independent_PF_equilibrium_c,heat_residual_w_m,temperature_limit_c,passed
PERFORM2019:AC:651:858:1,33.025641721857,33.0231195677186,-0.00825027039036108,75,1
PERFORM2019:AC:651:858:2,33.025641721857,33.0231195677186,-0.00825027039036108,75,1
PERFORM2019:AC:651:902:1,33.0262335232916,33.0237111243137,-0.00825105702983642,75,1
PERFORM2019:AC:651:902:2,33.0262335232916,33.0237111243137,-0.00825105702983642,75,1
PERFORM2019:AC:858:902:1,33.0103389608271,33.0078150748623,-0.00825630462284055,75,1
PERFORM2019:AC:858:902:2,33.0103389608271,33.0078150748623,-0.00825630462284055,75,1
PERFORM2019:AC:897:902:1,39.423432471256,39.4214209714033,-0.00646198107423768,75,1
PERFORM2019:AC:897:902:2,39.423432471256,39.4214209714033,-0.00646198107423768,75,1
PERFORM2019:AC:774:1519:1,30.9647954416196,30.9621082542623,-0.00884377574999595,75,1
PERFORM2019:AC:774:900:1,30.9587867246023,30.9560991214401,-0.00884530282638796,75,1
PERFORM2019:AC:900:1519:1,30.9598172732179,30.9571297452977,-0.00884502798784181,75,1
NY2025:CEEC:351,31.8337053332012,31.8310874035683,-0.00859362646723349,75,1
NY2025:CEEC:352,31.8337053332012,31.8310874035683,-0.00859362646723349,75,1
NY2025:CEEC:361,32.9866452088512,32.9841212915168,-0.00825697899644018,75,1
NY2025:CEEC:362,32.9866452088512,32.9841212915168,-0.00825697899644018,75,1
NY2025:CEEC:14,31.5965259740399,31.5938891571858,-0.00866170815590417,75,1
NY2025:CEEC:371,31.8646982557963,31.8620823916141,-0.00858605932543499,75,1
NY2025:NYES:1,31.6323697006914,31.6297358058767,-0.0086511901073214,75,1
NY2025:NYES:2,31.6408101717499,31.6381766924374,-0.00864960896788336,75,1
NY2025_SPC:MH2,49.2170438062236,49.2161656619291,-0.00261201564812552,75,1
NY2025_SPC:MH3,49.2170438062236,49.2161656619291,-0.00261201564812552,75,1
NY2025_SPC:HA2,37.7478197750245,37.7458017357147,-0.00618798349389671,75,1
NY2025_SPC:HW2,30.7979089950728,30.7952116188556,-0.0084409317598837,75,1
NY2025_SPC:LINE11,37.4717686314755,37.4697121529547,-0.0063107718704174,75,1
NY2025_SPC:LINE13,37.5630937022184,37.5610515239094,-0.00626526974879837,75,1
