branch_row,branch_key,temperature_c,series_phase_current_amp,subconductor_current_amp,from_terminal_current_amp,to_terminal_current_amp,series_loss_mw,total_conductor_joule_mw,heating_identity_error_mw
82,PERFORM2019:AC:651:858:1,33.025641721857,652.668607724958,326.334303862479,653.814466313699,651.512211708701,0.458654325239887,0.458654325239887,5.55111512312578e-17
83,PERFORM2019:AC:651:858:2,33.025641721857,652.668607724958,326.334303862479,653.814558692571,651.512134980687,0.458654325239887,0.458654325239887,5.55111512312578e-17
84,PERFORM2019:AC:651:902:1,33.0262335232916,652.759812418306,326.379906209153,655.077787304665,650.387592863543,1.06175623795885,1.06175623795885,2.22044604925031e-16
85,PERFORM2019:AC:651:902:2,33.0262335232916,652.759812418306,326.379906209153,655.077879057641,650.387538093853,1.06175623795885,1.06175623795885,2.22044604925031e-16
86,PERFORM2019:AC:858:902:1,33.0103389608271,650.30442647388,325.15221323694,651.512250073164,649.082591408392,0.611417451704522,0.611417451704522,0
87,PERFORM2019:AC:858:902:2,33.0103389608271,650.30442647388,325.15221323694,651.512096617135,649.082701543252,0.611417451704522,0.611417451704522,0
88,PERFORM2019:AC:897:902:1,39.423432471256,1298.73560121764,649.367800608821,1299.47082539683,1297.59727699984,1.9669167293707,1.9669167293707,6.66133814775094e-16
89,PERFORM2019:AC:897:902:2,39.423432471256,1298.73560121764,649.367800608821,1299.46956227337,1297.59897264125,1.9669167293707,1.9669167293707,6.66133814775094e-16
90,PERFORM2019:AC:774:1519:1,30.9647954416196,90.8187045737699,45.409352286885,93.9164280433995,88.0618638944776,0.00453121330176157,0.00453121330176157,8.67361737988404e-19
91,PERFORM2019:AC:774:900:1,30.9587867246023,83.7944084229759,41.8972042114879,88.0618638944765,81.2068553499865,0.0075003140259827,0.0075003140259827,0
92,PERFORM2019:AC:900:1519:1,30.9598172732179,85.0403953279442,42.5201976639721,93.2739825171876,80.4496130110692,0.0119186578380826,0.0119186578380826,0
93,NY2025:CEEC:351,31.8337053332012,430.218354885247,215.109177442623,437.804311191435,427.711299608791,0.990799804094037,0.990799804094037,3.33066907387547e-16
94,NY2025:CEEC:352,31.8337053332012,430.218354885247,215.109177442623,437.804311191435,427.711299608791,0.990799804094037,0.990799804094037,3.33066907387547e-16
95,NY2025:CEEC:361,32.9866452088512,646.626763667302,323.313381833651,645.960739629305,647.308545373666,0.872440286236071,0.872440286236071,0
96,NY2025:CEEC:362,32.9866452088512,646.626763667302,323.313381833651,645.960739629305,647.308545373666,0.872440286236071,0.872440286236071,0
97,NY2025:CEEC:14,31.5965259740399,370.028729058128,185.014364529064,379.68812652549,368.540308267029,0.786937470758601,0.786937470758601,1.11022302462516e-16
98,NY2025:CEEC:371,31.8646982557963,437.465512664756,218.732756332378,437.256900810379,437.701580218838,0.0764614725509616,0.0764614725509616,1.38777878078145e-17
102,NY2025:NYES:1,31.6323697006914,379.743912274932,189.871956137466,380.313154575242,379.878675738136,0.253280112878327,0.253280112878327,5.55111512312578e-17
103,NY2025:NYES:2,31.6408101717499,381.995289412217,190.997644706108,379.878675738139,385.550400715278,0.372800832531418,0.372800832531418,0
126,NY2025_SPC:MH2,49.2170438062236,863.671034002291,863.671034002291,863.66345738278,863.672849196497,0.562148484693951,0.562148484693951,1.11022302462516e-16
127,NY2025_SPC:MH3,49.2170438062236,863.671034002291,863.671034002291,863.66345738278,863.672849196497,0.562148484693951,0.562148484693951,1.11022302462516e-16
128,NY2025_SPC:HA2,37.7478197750245,1082.06536682398,541.032683411991,1083.24295180517,1069.40765638561,17.7005177127765,17.7005177127765,0
129,NY2025_SPC:HW2,30.7979089950728,67.3868048516983,33.6934024258492,78.6330335716923,66.617752778335,0.0279555756115668,0.0279555756115668,6.93889390390723e-18
130,NY2025_SPC:LINE11,37.4717686314755,1060.92592254947,530.462961274737,1066.31613921969,1052.6614186646,8.63100639021175,8.63100639021175,1.77635683940025e-15
131,NY2025_SPC:LINE13,37.5630937022184,1067.97012448644,533.985062243221,1069.40765638561,1066.31613921969,2.38796458137579,2.38796458137579,4.44089209850063e-16
