scenario_id,status,bounded_ac_success,dispatch_movement_mw,max_constraint_error_pu,solver_exitflag,independent_public_validation
S1_2019_SUMMER_PEAK_PUBLIC,bounded_reconstruction_failed,0,18446.6412222559,17.0747890943718,0,0
S2_2019_WINTER_PEAK_PUBLIC,bounded_reconstruction_failed,0,15949.6343195864,42.0111296752699,0,0
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,bounded_reconstruction_failed,0,7715.31651990379,36.2514544742216,0,0
S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,bounded_reconstruction_failed,0,6580.07213532254,39.7682706889238,0,0
S5_2019_HIGH_TOTAL_EAST_PUBLIC,bounded_reconstruction_failed,0,12046.8999004443,47.0745558586437,0,0
S6_2019_LOW_TOTAL_EAST_PUBLIC,bounded_reconstruction_failed,0,9433.35488723226,40.7205705772393,0,0
