interface_name,source_mw,reduced_mw,absolute_error_mw
Total_East_diagnostic,-783.896476865445,-783.896476865444,5.6843418860808e-13
UPNY_ConEd_proxy,-1948.73983840553,-1948.73983840553,2.27373675443232e-13
Dunwoodie_I_J_source_component,0.0102051264001233,0.0102051264012518,1.12847231559243e-12
Dunwoodie_K_J_source_component,-9.88149286261062e-06,-9.88149286261062e-06,0
H_I_northern_approach,-95.6682428897399,-95.6682428897399,0
