source_bus_row,source_bus,device_key,source_bus_name,base_kv,source_zone,source_area,canonical_bus_type,raw_bus_type,electrical_role,gross_pd_mw,gross_qd_mvar,source_gs_mw,source_bs_mvar,source_vm_pu,source_va_deg,source_vmin_pu,source_vmax_pu,has_native_generation,has_boundary_proxy,has_reference_placeholder
352,352,PERFORM2019:BUS:352,UNKNOWN125471,115,C,67,1,1,gross_load,4.18,0,0,0,1.0114921,93.996711,0.9,1.1,0,0,0
353,353,PERFORM2019:BUS:353,S OSWEGO,115,C,67,1,1,gross_load,28.21,0,0,0,1.0175407,102.137561,0.9,1.1,0,0,0
354,354,PERFORM2019:BUS:354,UNKNOWN125473,115,C,67,1,1,gross_load,8.36,0,0,0,1.0087775,98.464985,0.9,1.1,0,0,0
355,355,PERFORM2019:BUS:355,BRISTOL HILL,115,C,67,1,1,gross_load,8.36,0,0,0,1.0120292,98.660111,0.9,1.1,0,0,0
356,356,PERFORM2019:BUS:356,UNKNOWN125475,115,C,67,1,1,gross_load,3.17,0,0,0,1.0218595,104.611857,0.9,1.1,0,0,0
357,357,PERFORM2019:BUS:357,UNKNOWN125476,345,C,67,2,2,native_generation_terminal,0,0,0,0,1.02,109.628694,0.9,1.1,1,0,0
358,358,PERFORM2019:BUS:358,UNKNOWN125477,345,C,67,2,2,native_generation_terminal,0,0,0,0,1.02,109.909796,0.9,1.1,1,0,0
359,359,PERFORM2019:BUS:359,PALOMA,115,C,67,1,1,gross_load,12.54,0,0,0,1.0178123,102.263126,0.9,1.1,0,0,0
360,360,PERFORM2019:BUS:360,UNKNOWN125480,115,C,67,1,1,gross_load,8.36,0,0,0,1.0187089,103.337908,0.9,1.1,0,0,0
361,361,PERFORM2019:BUS:361,UNKNOWN125563,115,C,67,1,1,gross_load,4.18,0,0,0,1.0156735,99.782149,0.9,1.1,0,0,0
362,362,PERFORM2019:BUS:362,UNKNOWN125564,115,C,67,1,1,gross_load,4.18,0,0,0,1.0156386,99.773706,0.9,1.1,0,0,0
363,363,PERFORM2019:BUS:363,UNKNOWN125565,115,C,67,1,1,gross_load,8.36,0,0,0,1.0118628,98.455686,0.9,1.1,0,0,0
364,364,PERFORM2019:BUS:364,UNKNOWN125566,115,C,67,1,1,gross_load,4.18,0,0,0,1.0112616,97.862509,0.9,1.1,0,0,0
365,365,PERFORM2019:BUS:365,GILBERT MILLS,115,C,67,1,1,gross_load,8.36,0,0,0,1.0119535,96.52611,0.9,1.1,0,0,0
366,366,PERFORM2019:BUS:366,DELPHI,115,E,69,1,1,gross_load,4.15,0,0,0,1.0175352,87.896312,0.9,1.1,0,0,0
367,367,PERFORM2019:BUS:367,UNKNOWN125571,115,E,69,1,1,gross_load,2.08,0,0,0,1.019412,87.764895,0.9,1.1,0,0,0
368,368,PERFORM2019:BUS:368,FENNER,115,E,69,2,2,gross_load|native_generation_terminal,4.15,0,0,0,1.02,87.79478,0.9,1.1,1,0,0
369,369,PERFORM2019:BUS:369,WHITMAN,115,E,69,1,1,gross_load,2.08,0,0,0,1.0192761,87.734342,0.9,1.1,0,0,0
370,370,PERFORM2019:BUS:370,UNKNOWN125574,115,E,69,1,1,gross_load,2.08,0,0,0,1.0195162,98.399964,0.9,1.1,0,0,0
371,371,PERFORM2019:BUS:371,UNKNOWN125575,115,E,69,1,1,gross_load,4.15,0,0,0,1.0195827,98.392264,0.9,1.1,0,0,0
372,372,PERFORM2019:BUS:372,UNKNOWN125576,115,E,69,1,1,gross_load,8.31,0,0,0,1.0197559,98.440509,0.9,1.1,0,0,0
373,373,PERFORM2019:BUS:373,UNKNOWN125577,115,E,69,1,1,gross_load,2.08,0,0,0,1.0198749,98.345783,0.9,1.1,0,0,0
374,374,PERFORM2019:BUS:374,UNKNOWN125578,115,E,69,1,1,gross_load,12.46,0,0,0,1.0195394,98.461165,0.9,1.1,0,0,0
375,375,PERFORM2019:BUS:375,UNKNOWN125579,115,E,69,1,1,gross_load,4.15,0,0,0,1.0196819,98.584096,0.9,1.1,0,0,0
376,376,PERFORM2019:BUS:376,UNKNOWN125580,115,E,69,1,1,gross_load,2.08,0,0,0,1.0195422,98.528347,0.9,1.1,0,0,0
377,377,PERFORM2019:BUS:377,UNKNOWN125581,115,E,69,1,1,gross_load,2.08,0,0,0,1.0198488,98.607102,0.9,1.1,0,0,0
378,378,PERFORM2019:BUS:378,UNKNOWN125582,115,E,69,2,2,gross_load|native_generation_terminal,6.23,0,0,0,1.02,98.464613,0.9,1.1,1,0,0
379,379,PERFORM2019:BUS:379,UNKNOWN125583,115,E,69,1,1,gross_load,6.23,0,0,0,1.0190297,98.353714,0.9,1.1,0,0,0
380,380,PERFORM2019:BUS:380,ONEIDA,115,E,69,1,1,gross_load,14.54,0,0,0,1.0176037,87.763418,0.9,1.1,0,0,0
381,381,PERFORM2019:BUS:381,UNKNOWN125598,115,E,69,2,2,gross_load|native_generation_terminal,2.08,0,0,0,1.02,88.269388,0.9,1.1,1,0,0
382,382,PERFORM2019:BUS:382,WALESVILLE,115,E,69,1,1,gross_load,4.15,0,0,0,1.0163119,85.003353,0.9,1.1,0,0,0
383,383,PERFORM2019:BUS:383,VAHNUNDASIS,115,E,69,1,1,gross_load,8.31,0,0,0,1.0161599,85.203646,0.9,1.1,0,0,0
384,384,PERFORM2019:BUS:384,CAVANAUGH,115,E,69,1,1,gross_load,2.08,0,0,0,1.0167168,84.547252,0.9,1.1,0,0,0
385,385,PERFORM2019:BUS:385,TERMINAL,115,E,69,1,1,gross_load,4.15,0,0,0,1.0168896,84.236246,0.9,1.1,0,0,0
386,386,PERFORM2019:BUS:386,DEERFIELD,115,E,69,1,1,gross_load,2.08,0,0,0,1.016884,84.44516,0.9,1.1,0,0,0
387,387,PERFORM2019:BUS:387,UNKNOWN125605,115,E,69,1,1,gross_load,4.15,0,0,0,1.0199685,84.974342,0.9,1.1,0,0,0
388,388,PERFORM2019:BUS:388,WATKINS RD,115,E,69,1,1,gross_load,6.23,0,0,0,1.0170837,83.113981,0.9,1.1,0,0,0
389,389,PERFORM2019:BUS:389,ILION,115,E,69,1,1,gross_load,2.08,0,0,0,1.0166577,83.007926,0.9,1.1,0,0,0
390,390,PERFORM2019:BUS:390,SCHUYLER,115,E,69,1,1,gross_load,4.15,0,0,0,1.0169715,84.24863,0.9,1.1,0,0,0
391,391,PERFORM2019:BUS:391,TURIN,115,E,69,1,1,gross_load,4.15,0,0,0,1.0125197,86.571874,0.9,1.1,0,0,0
392,392,PERFORM2019:BUS:392,BOONVILLE VILLAGE,115,E,69,1,1,gross_load,2.08,0,0,0,1.0133368,88.23897,0.9,1.1,0,0,0
393,393,PERFORM2019:BUS:393,TURNING STONE,115,E,69,1,1,gross_load,4.15,0,0,0,1.016598,87.405938,0.9,1.1,0,0,0
394,394,PERFORM2019:BUS:394,UNKNOWN125627,115,E,69,1,1,gross_load,4.15,0,0,0,1.0166965,95.912919,0.9,1.1,0,0,0
395,395,PERFORM2019:BUS:395,UNKNOWN125628,230,E,69,2,2,native_generation_terminal,0,0,0,0,1.02,104.503439,0.9,1.1,1,0,0
396,396,PERFORM2019:BUS:396,UNKNOWN125629,115,E,69,1,1,gross_load,2.08,0,0,0,1.0142918,89.803831,0.9,1.1,0,0,0
397,397,PERFORM2019:BUS:397,UNKNOWN125630,115,E,69,1,1,gross_load,2.08,0,0,0,1.014292,89.803854,0.9,1.1,0,0,0
398,398,PERFORM2019:BUS:398,UNKNOWN125631,115,E,69,1,1,gross_load,2.08,0,0,0,1.0138794,89.8448,0.9,1.1,0,0,0
399,399,PERFORM2019:BUS:399,UNKNOWN125633,115,E,69,2,2,gross_load|native_generation_terminal,4.15,0,0,0,1.02,81.975064,0.9,1.1,1,0,0
400,400,PERFORM2019:BUS:400,SALISBURY,115,E,69,1,1,gross_load,4.94,0,0,0,1.0181465,81.074308,0.9,1.1,0,0,0
401,401,PERFORM2019:BUS:401,UNKNOWN125635,115,E,69,1,1,gross_load,2.08,0,0,0,1.0171602,101.717639,0.9,1.1,0,0,0
402,402,PERFORM2019:BUS:402,UNKNOWN125638,115,E,69,1,1,gross_load,4.15,0,0,0,1.0199017,100.092129,0.9,1.1,0,0,0
403,403,PERFORM2019:BUS:403,UNKNOWN125639,115,E,69,1,1,gross_load,4.15,0,0,0,1.0185104,101.629332,0.9,1.1,0,0,0
404,404,PERFORM2019:BUS:404,UNKNOWN125640,115,E,69,1,1,gross_load,2.08,0,0,0,1.0199606,103.130828,0.9,1.1,0,0,0
405,405,PERFORM2019:BUS:405,UNKNOWN125641,115,E,69,2,2,gross_load|native_generation_terminal,2.08,0,0,0,1.02,103.157185,0.9,1.1,1,0,0
406,406,PERFORM2019:BUS:406,UNKNOWN125642,115,E,69,2,2,gross_load|native_generation_terminal,2.08,0,0,0,1.02,102.926657,0.9,1.1,1,0,0
407,407,PERFORM2019:BUS:407,UNKNOWN125643,115,E,69,2,2,gross_load|native_generation_terminal,2.08,0,0,0,1.02,103.031304,0.9,1.1,1,0,0
408,408,PERFORM2019:BUS:408,UNKNOWN125644,115,E,69,2,2,gross_load|native_generation_terminal,2.08,0,0,0,1.02,102.957063,0.9,1.1,1,0,0
409,409,PERFORM2019:BUS:409,UNKNOWN125645,115,E,69,2,2,gross_load|native_generation_terminal,2.08,0,0,0,1.02,102.768462,0.9,1.1,1,0,0
410,410,PERFORM2019:BUS:410,UNKNOWN125646,115,E,69,1,1,gross_load,2.08,0,0,0,1.0167872,102.321424,0.9,1.1,0,0,0
411,411,PERFORM2019:BUS:411,UNKNOWN125647,115,E,69,1,1,gross_load,4.15,0,0,0,1.015998,102.691339,0.9,1.1,0,0,0
412,412,PERFORM2019:BUS:412,UNKNOWN125649,115,E,69,1,1,gross_load,8.31,0,0,0,1.0071298,99.751491,0.9,1.1,0,0,0
413,413,PERFORM2019:BUS:413,UNKNOWN125650,115,E,69,1,1,gross_load,6.23,0,0,0,1.007452,100.473549,0.9,1.1,0,0,0
414,414,PERFORM2019:BUS:414,UNKNOWN125651,115,E,69,1,1,gross_load,4.15,0,0,0,1.010811,103.299376,0.9,1.1,0,0,0
415,415,PERFORM2019:BUS:415,ALCOA MASSENA OPERATIONS - WEST PLANT,115,E,69,1,1,gross_load,20.77,0,0,0,1.0171796,106.874604,0.9,1.1,0,0,0
416,416,PERFORM2019:BUS:416,UNKNOWN125653,115,E,69,1,1,gross_load,2.08,0,0,0,1.0171291,106.859221,0.9,1.1,0,0,0
417,417,PERFORM2019:BUS:417,UNKNOWN125654,115,E,69,1,1,gross_load,4.15,0,0,0,1.0174036,107.040243,0.9,1.1,0,0,0
418,418,PERFORM2019:BUS:418,UNKNOWN125655,115,E,69,1,1,gross_load,8.31,0,0,0,1.0167617,106.399965,0.9,1.1,0,0,0
419,419,PERFORM2019:BUS:419,UNKNOWN125657,115,E,69,1,1,gross_load,4.15,0,0,0,1.007741,99.34289,0.9,1.1,0,0,0
420,420,PERFORM2019:BUS:420,UNKNOWN125658,115,E,69,1,1,gross_load,4.15,0,0,0,1.0078235,99.319579,0.9,1.1,0,0,0
421,421,PERFORM2019:BUS:421,UNKNOWN125659,115,E,69,1,1,gross_load,4.15,0,0,0,1.0051505,97.20528,0.9,1.1,0,0,0
422,422,PERFORM2019:BUS:422,UNKNOWN125660,115,E,69,1,1,gross_load,4.15,0,0,0,1.0050085,97.169605,0.9,1.1,0,0,0
423,423,PERFORM2019:BUS:423,UNKNOWN125661,115,E,69,1,1,gross_load,8.31,0,0,0,1.0057472,97.373048,0.9,1.1,0,0,0
424,424,PERFORM2019:BUS:424,UNKNOWN125662,115,E,69,1,1,gross_load,4.15,0,0,0,1.0075195,97.307223,0.9,1.1,0,0,0
425,425,PERFORM2019:BUS:425,UNKNOWN125663,115,E,69,1,1,gross_load,2.08,0,0,0,1.0072087,97.289736,0.9,1.1,0,0,0
426,426,PERFORM2019:BUS:426,UNKNOWN125664,115,E,69,1,1,gross_load,4.15,0,0,0,1.0083744,98.860641,0.9,1.1,0,0,0
427,427,PERFORM2019:BUS:427,UNKNOWN125665,115,E,69,1,1,gross_load,4.15,0,0,0,1.0116449,100.037808,0.9,1.1,0,0,0
428,428,PERFORM2019:BUS:428,UNKNOWN125667,115,E,69,1,1,gross_load,4.15,0,0,0,1.0196143,108.177922,0.9,1.1,0,0,0
429,429,PERFORM2019:BUS:429,UNKNOWN125668,115,E,69,1,1,gross_load,6.23,0,0,0,1.0195716,108.16427,0.9,1.1,0,0,0
430,430,PERFORM2019:BUS:430,UNKNOWN127513,115,E,69,1,1,gross_load,4.15,0,0,0,1.0192378,85.968901,0.9,1.1,0,0,0
431,431,PERFORM2019:BUS:431,CHADWICKS,115,E,69,1,1,gross_load,4.15,0,0,0,1.0172388,85.437312,0.9,1.1,0,0,0
432,432,PERFORM2019:BUS:432,UNKNOWN127515,115,E,69,1,1,gross_load,4.15,0,0,0,1.015951,85.147931,0.9,1.1,0,0,0
433,433,PERFORM2019:BUS:433,UNKNOWN127516,115,E,69,1,1,gross_load,2.08,0,0,0,1.0159366,85.144381,0.9,1.1,0,0,0
434,434,PERFORM2019:BUS:434,ROME,115,E,69,1,1,gross_load,8.31,0,0,0,1.0133857,86.225746,0.9,1.1,0,0,0
435,435,PERFORM2019:BUS:435,LEIGH,115,E,69,1,1,gross_load,4.15,0,0,0,1.0098927,85.348879,0.9,1.1,0,0,0
436,436,PERFORM2019:BUS:436,UNKNOWN127520,115,E,69,1,1,gross_load,2.08,0,0,0,1.0098507,85.338799,0.9,1.1,0,0,0
437,437,PERFORM2019:BUS:437,UNKNOWN127521,115,E,69,1,1,gross_load,2.08,0,0,0,1.0098431,85.336952,0.9,1.1,0,0,0
438,438,PERFORM2019:BUS:438,DUNLOP,115,E,69,1,1,gross_load,2.08,0,0,0,1.0168802,84.239567,0.9,1.1,0,0,0
439,439,PERFORM2019:BUS:439,REVERE CO,115,E,69,1,1,gross_load,2.08,0,0,0,1.0131491,86.231431,0.9,1.1,0,0,0
440,440,PERFORM2019:BUS:440,GRIFFISS AIR BASE,115,E,69,1,1,gross_load,4.15,0,0,0,1.0129648,86.286064,0.9,1.1,0,0,0
441,441,PERFORM2019:BUS:441,UNKNOWN127526,115,E,69,1,1,gross_load,4.15,0,0,0,1.0137263,93.444464,0.9,1.1,0,0,0
442,442,PERFORM2019:BUS:442,UNKNOWN127599,115,E,69,1,1,gross_load,2.08,0,0,0,1.0152268,102.978213,0.9,1.1,0,0,0
443,443,PERFORM2019:BUS:443,UNKNOWN127600,115,E,69,1,1,gross_load,2.08,0,0,0,1.0152294,102.978837,0.9,1.1,0,0,0
444,444,PERFORM2019:BUS:444,UNKNOWN127601,115,E,69,1,1,gross_load,2.08,0,0,0,1.0150838,104.033353,0.9,1.1,0,0,0
445,445,PERFORM2019:BUS:445,UNKNOWN127603,115,E,69,1,1,gross_load,4.15,0,0,0,1.0159876,105.624733,0.9,1.1,0,0,0
446,446,PERFORM2019:BUS:446,UNKNOWN127606,115,E,69,1,1,gross_load,2.08,0,0,0,1.0194817,108.140292,0.9,1.1,0,0,0
447,447,PERFORM2019:BUS:447,UNKNOWN127607,115,E,69,1,1,gross_load,6.23,0,0,0,1.0164083,102.424869,0.9,1.1,0,0,0
448,448,PERFORM2019:BUS:448,UNKNOWN127608,115,F,70,1,1,gross_load,6.84,0,0,0,1.0026496,98.07588,0.9,1.1,0,0,0
449,449,PERFORM2019:BUS:449,UNKNOWN127611,115,D,68,1,1,gross_load,44.43,0,0,0,0.9914275,94.464089,0.9,1.1,0,0,0
450,450,PERFORM2019:BUS:450,UNKNOWN127613,115,D,68,1,1,gross_load,44.43,0,0,0,0.9841469,91.375104,0.9,1.1,0,0,0
451,451,PERFORM2019:BUS:451,UNKNOWN127615,115,F,70,1,1,gross_load,3.42,0,0,0,1.0019629,76.832652,0.9,1.1,0,0,0
452,452,PERFORM2019:BUS:452,UNKNOWN127616,115,F,70,1,1,gross_load,6.84,0,0,0,1.0021695,76.927549,0.9,1.1,0,0,0
453,453,PERFORM2019:BUS:453,UNKNOWN127617,115,F,70,1,1,gross_load,6.84,0,0,0,1.0030338,77.022395,0.9,1.1,0,0,0
454,454,PERFORM2019:BUS:454,UNKNOWN127618,115,F,70,1,1,gross_load,3.42,0,0,0,1.0051185,77.319548,0.9,1.1,0,0,0
455,455,PERFORM2019:BUS:455,UNKNOWN127629,115,E,69,1,1,gross_load,4.15,0,0,0,1.0124743,78.969708,0.9,1.1,0,0,0
456,456,PERFORM2019:BUS:456,UNKNOWN127630,115,E,69,1,1,gross_load,2.08,0,0,0,1.0112238,78.809015,0.9,1.1,0,0,0
457,457,PERFORM2019:BUS:457,UNKNOWN127631,115,E,69,1,1,gross_load,4.15,0,0,0,1.0095556,78.707233,0.9,1.1,0,0,0
458,458,PERFORM2019:BUS:458,UNKNOWN127632,115,E,69,1,1,gross_load,2.08,0,0,0,1.0058554,78.781274,0.9,1.1,0,0,0
459,459,PERFORM2019:BUS:459,UNKNOWN127634,115,E,69,1,1,gross_load,4.15,0,0,0,1.0057687,79.630604,0.9,1.1,0,0,0
460,460,PERFORM2019:BUS:460,UNKNOWN127642,115,E,69,1,1,gross_load,2.08,0,0,0,1.0059292,78.652702,0.9,1.1,0,0,0
461,461,PERFORM2019:BUS:461,UNKNOWN127643,115,E,69,1,1,gross_load,4.15,0,0,0,0.9796063,71.920451,0.9,1.1,0,0,0
462,462,PERFORM2019:BUS:462,UNKNOWN127711,115,F,70,1,1,gross_load,6.84,0,0,0,1.0188841,81.908258,0.9,1.1,0,0,0
463,463,PERFORM2019:BUS:463,UNKNOWN127712,115,F,70,2,2,gross_load|native_generation_terminal,3.42,0,0,0,1.02,82.762536,0.9,1.1,1,0,0
464,464,PERFORM2019:BUS:464,UNKNOWN127714,115,F,70,1,1,gross_load,6.84,0,0,0,1.0183168,82.663298,0.9,1.1,0,0,0
465,465,PERFORM2019:BUS:465,UNKNOWN127716,115,F,70,1,1,gross_load,3.42,0,0,0,1.0189109,82.219312,0.9,1.1,0,0,0
466,466,PERFORM2019:BUS:466,UNKNOWN127717,115,F,70,1,1,gross_load,3.42,0,0,0,1.0196184,82.130417,0.9,1.1,0,0,0
467,467,PERFORM2019:BUS:467,UNKNOWN127719,115,F,70,1,1,gross_load,3.42,0,0,0,1.019427,82.028962,0.9,1.1,0,0,0
468,468,PERFORM2019:BUS:468,UNKNOWN127721,115,F,70,1,1,gross_load,3.42,0,0,0,1.0151005,81.363129,0.9,1.1,0,0,0
469,469,PERFORM2019:BUS:469,UNKNOWN127722,115,F,70,2,2,gross_load|native_generation_terminal,3.42,0,0,0,1.02,81.885295,0.9,1.1,1,0,0
470,470,PERFORM2019:BUS:470,UNKNOWN127723,115,F,70,1,1,gross_load,3.42,0,0,0,1.0198478,81.893259,0.9,1.1,0,0,0
471,471,PERFORM2019:BUS:471,UNKNOWN127726,115,F,70,1,1,gross_load,3.42,0,0,0,1.0200276,81.423801,0.9,1.1,0,0,0
472,472,PERFORM2019:BUS:472,UNKNOWN127728,115,F,70,1,1,gross_load,6.84,0,0,0,1.0185242,81.728336,0.9,1.1,0,0,0
473,473,PERFORM2019:BUS:473,UNKNOWN127732,115,F,70,1,1,gross_load,3.42,0,0,0,1.0135066,80.647031,0.9,1.1,0,0,0
474,474,PERFORM2019:BUS:474,SPIER FALLS,115,F,70,2,2,gross_load|native_generation_terminal,34.22,0,0,0,1.02,82.478327,0.9,1.1,1,0,0
475,475,PERFORM2019:BUS:475,UNKNOWN127736,115,F,70,1,1,gross_load,6.84,0,0,0,1.0101173,79.9452,0.9,1.1,0,0,0
476,476,PERFORM2019:BUS:476,UNKNOWN127737,115,F,70,1,1,gross_load,6.84,0,0,0,1.0102161,79.972731,0.9,1.1,0,0,0
477,477,PERFORM2019:BUS:477,UNKNOWN127784,115,F,70,1,1,gross_load,6.84,0,0,0,1.0168888,82.641123,0.9,1.1,0,0,0
478,478,PERFORM2019:BUS:478,UNKNOWN127901,115,F,70,1,1,gross_load,6.84,0,0,0,1.0069523,77.314384,0.9,1.1,0,0,0
479,479,PERFORM2019:BUS:479,UNKNOWN127902,69,F,70,1,1,gross_load,1.54,0,0,0,1.0099974,77.191812,0.9,1.1,0,0,0
480,480,PERFORM2019:BUS:480,UNKNOWN127903,115,F,70,1,1,gross_load,6.84,0,0,0,1.0149153,79.24979,0.9,1.1,0,0,0
481,481,PERFORM2019:BUS:481,UNKNOWN127904,115,F,70,1,1,gross_load,6.84,0,0,0,1.0122654,78.63507,0.9,1.1,0,0,0
482,482,PERFORM2019:BUS:482,UNKNOWN127905,115,F,70,1,1,gross_load,6.84,0,0,0,1.0119359,78.567873,0.9,1.1,0,0,0
483,483,PERFORM2019:BUS:483,UNKNOWN127908,115,F,70,1,1,gross_load,14.58,0,0,0,1.0064273,78.871955,0.9,1.1,0,0,0
484,484,PERFORM2019:BUS:484,UNKNOWN127909,115,F,70,1,1,gross_load,6.84,0,0,0,1.0054319,77.2768,0.9,1.1,0,0,0
485,485,PERFORM2019:BUS:485,UNKNOWN127973,115,D,68,1,2,gross_load|canonical_static_shunt,29.62,0,0,40.31,1.01,90.559537,0.9,1.1,0,0,0
486,486,PERFORM2019:BUS:486,UNKNOWN127976,115,F,70,1,1,gross_load,3.42,0,0,0,1.0011897,97.670595,0.9,1.1,0,0,0
487,487,PERFORM2019:BUS:487,UNKNOWN127977,115,F,70,1,1,gross_load,6.84,0,0,0,1.0004964,97.473822,0.9,1.1,0,0,0
488,488,PERFORM2019:BUS:488,UNKNOWN127978,115,F,70,1,1,gross_load,3.42,0,0,0,1.0004364,97.458337,0.9,1.1,0,0,0
489,489,PERFORM2019:BUS:489,UNKNOWN127980,115,F,70,1,2,gross_load|canonical_static_shunt,10.27,0,0,15.12,1.01,82.75548,0.9,1.1,0,0,0
490,490,PERFORM2019:BUS:490,UNKNOWN127981,115,F,70,1,1,gross_load,6.84,0,0,0,1.0056338,87.242367,0.9,1.1,0,0,0
491,491,PERFORM2019:BUS:491,UNKNOWN127984,115,F,70,1,1,gross_load,3.42,0,0,0,1.0070344,84.022872,0.9,1.1,0,0,0
492,492,PERFORM2019:BUS:492,UNKNOWN127985,115,F,70,2,1,gross_load|native_generation_terminal,3.42,0,0,0,1.0083918,83.070663,0.9,1.1,1,0,0
493,493,PERFORM2019:BUS:493,UNKNOWN128050,115,E,69,1,1,gross_load,2.08,0,0,0,0.9782398,72.928367,0.9,1.1,0,0,0
494,494,PERFORM2019:BUS:494,UNKNOWN128051,115,E,69,1,1,gross_load,2.08,0,0,0,0.986178,75.892643,0.9,1.1,0,0,0
495,495,PERFORM2019:BUS:495,UNKNOWN128052,115,E,69,1,1,gross_load,10.39,0,0,0,1.0050648,80.762727,0.9,1.1,0,0,0
496,496,PERFORM2019:BUS:496,UNKNOWN128149,115,E,69,1,1,gross_load,4.15,0,0,0,1.0215806,79.879036,0.9,1.1,0,0,0
497,497,PERFORM2019:BUS:497,UNKNOWN128150,115,E,69,1,1,gross_load,6.23,0,0,0,1.0212447,79.652344,0.9,1.1,0,0,0
498,498,PERFORM2019:BUS:498,UNKNOWN128153,115,E,69,1,1,gross_load,4.15,0,0,0,1.0205248,79.33376,0.9,1.1,0,0,0
499,499,PERFORM2019:BUS:499,UNKNOWN128154,115,E,69,1,1,gross_load,4.15,0,0,0,1.0211638,79.627534,0.9,1.1,0,0,0
500,500,PERFORM2019:BUS:500,UNKNOWN128156,69,E,69,1,1,gross_load,1.87,0,0,0,1.0207747,77.791014,0.9,1.1,0,0,0
501,501,PERFORM2019:BUS:501,UNKNOWN128157,115,E,69,1,1,gross_load,4.7,0,0,0,1.0222158,80.053554,0.9,1.1,0,0,0
502,502,PERFORM2019:BUS:502,UNKNOWN128261,115,F,70,1,1,gross_load,3.42,0,0,0,1.0123963,81.434438,0.9,1.1,0,0,0
503,503,PERFORM2019:BUS:503,UNKNOWN128265,115,F,70,1,1,gross_load,13.69,0,0,0,1.0135202,81.990853,0.9,1.1,0,0,0
504,504,PERFORM2019:BUS:504,UNKNOWN128267,115,F,70,1,1,gross_load,3.42,0,0,0,1.0139872,82.266053,0.9,1.1,0,0,0
505,505,PERFORM2019:BUS:505,UNKNOWN128270,115,F,70,1,1,gross_load,6.84,0,0,0,1.0189087,84.006525,0.9,1.1,0,0,0
506,506,PERFORM2019:BUS:506,UNKNOWN128272,115,F,70,1,1,gross_load,6.84,0,0,0,1.0108006,81.917743,0.9,1.1,0,0,0
507,507,PERFORM2019:BUS:507,UNKNOWN128273,115,F,70,1,1,gross_load,13.69,0,0,0,1.0148773,82.539926,0.9,1.1,0,0,0
508,508,PERFORM2019:BUS:508,UNKNOWN128274,115,F,70,2,2,gross_load|native_generation_terminal,6.84,0,0,0,1.02,84.865272,0.9,1.1,1,0,0
509,509,PERFORM2019:BUS:509,UNKNOWN128275,115,F,70,1,1,gross_load,13.69,0,0,0,1.019811,84.804956,0.9,1.1,0,0,0
510,510,PERFORM2019:BUS:510,UNKNOWN128277,115,F,70,1,1,gross_load,9.92,0,0,0,1.0185163,83.6797,0.9,1.1,0,0,0
511,511,PERFORM2019:BUS:511,UNKNOWN128279,115,F,70,1,1,gross_load,13.69,0,0,0,1.0135467,81.98819,0.9,1.1,0,0,0
512,512,PERFORM2019:BUS:512,UNKNOWN128280,115,G,71,1,2,gross_load|canonical_static_shunt,20.76,0,0,30.06,1.01,73.895732,0.9,1.1,0,0,0
513,513,PERFORM2019:BUS:513,UNKNOWN128285,115,F,70,1,1,gross_load,6.84,0,0,0,1.0198362,82.744515,0.9,1.1,0,0,0
514,514,PERFORM2019:BUS:514,UNKNOWN128941,69,G,71,1,1,gross_load,8.26,0,0,0,1.0036686,69.83628,0.9,1.1,0,0,0
515,515,PERFORM2019:BUS:515,UNKNOWN128942,115,G,71,1,1,gross_load,11.58,0,0,0,0.9795318,69.311762,0.9,1.1,0,0,0
516,516,PERFORM2019:BUS:516,UNKNOWN128943,115,G,71,1,1,gross_load,18.36,0,0,0,0.9764105,69.553612,0.9,1.1,0,0,0
517,517,PERFORM2019:BUS:517,UNKNOWN128944,115,F,70,1,1,gross_load,6.84,0,0,0,1.0047123,76.901568,0.9,1.1,0,0,0
518,518,PERFORM2019:BUS:518,UNKNOWN129008,115,G,71,1,1,gross_load,11.58,0,0,0,0.9773323,69.23354,0.9,1.1,0,0,0
519,519,PERFORM2019:BUS:519,UNKNOWN129009,115,G,71,1,1,gross_load,18.36,0,0,0,0.9730987,69.97309,0.9,1.1,0,0,0
520,520,PERFORM2019:BUS:520,UNKNOWN129010,69,G,71,1,1,gross_load,8.26,0,0,0,1.0152693,71.540646,0.9,1.1,0,0,0
521,521,PERFORM2019:BUS:521,UNKNOWN129013,115,F,70,1,1,gross_load,3.42,0,0,0,0.997019,74.546909,0.9,1.1,0,0,0
522,522,PERFORM2019:BUS:522,UNKNOWN129014,115,F,70,1,1,gross_load,7.74,0,0,0,0.9969821,71.943942,0.9,1.1,0,0,0
523,523,PERFORM2019:BUS:523,UNKNOWN129016,115,F,70,1,1,gross_load,10.27,0,0,0,1.0078611,78.041019,0.9,1.1,0,0,0
524,524,PERFORM2019:BUS:524,UNKNOWN129024,115,G,71,1,1,gross_load,22.49,0,0,0,1.0080126,68.996347,0.9,1.1,0,0,0
525,525,PERFORM2019:BUS:525,UNKNOWN129025,115,G,71,1,1,gross_load,8.26,0,0,0,1.0081893,68.580522,0.9,1.1,0,0,0
526,526,PERFORM2019:BUS:526,UNKNOWN129050,69,E,69,2,2,gross_load|native_generation_terminal,0.93,0,0,0,1.02,72.564461,0.9,1.1,1,0,0
527,527,PERFORM2019:BUS:527,UNKNOWN129051,69,G,71,1,1,gross_load,8.26,0,0,0,0.9968751,67.87534,0.9,1.1,0,0,0
