source_branch_row,device_key,source_from_bus,source_to_bus,raw_circuit_id,source_device_role,canonical_status,raw_status,raw_converted_branch_row,identity_confidence,individual_circuit_identity_resolved,raw_identity_candidates,raw_canonical_parameters_match,raw_parameter_max_abs_difference,source_r_pu,source_x_pu,source_b_pu,source_rate_a_mva,source_rate_b_mva,source_rate_c_mva,source_tap,source_shift_deg,raw_transformer_control_mode,raw_regulated_bus,overhead_thermal_eligible
1185,PERFORM2019:AC:571:1528:1,571,1528,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1149,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:571:1528:1,1,0,0.00181,0.01457,0.05559,936,936,936,0,0,0,0,0
1186,PERFORM2019:AC:571:1531:1,571,1531,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1150,electrically_identical_parallel_assignment_not_unique_physical_identity,0,PERFORM2019:AC:571:1531:1;PERFORM2019:AC:571:1531:2,1,0,0.00208,0.01673,0.06382,900,900,900,0,0,0,0,0
1187,PERFORM2019:AC:571:1531:2,571,1531,2,ac_branch_unresolved_line_cable_or_equivalent,1,1,1151,electrically_identical_parallel_assignment_not_unique_physical_identity,0,PERFORM2019:AC:571:1531:1;PERFORM2019:AC:571:1531:2,1,0,0.00208,0.01673,0.06382,900,900,900,0,0,0,0,0
1188,PERFORM2019:AC:572:831:1,831,572,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1152,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:572:831:1,1,0,0,2e-05,0.00014,261,562,432,0,0,0,0,0
1189,PERFORM2019:AC:572:1160:1,572,1160,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1153,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:572:1160:1,1,0,0.00049,0.00245,0.01858,261,562,432,0,0,0,0,0
1190,PERFORM2019:AC:573:920:1,920,573,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1154,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:573:920:1,1,0,0.00192,0.00792,0.00131,167,556,210,0,0,0,0,0
1191,PERFORM2019:AC:574:1014:1,1014,574,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1155,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:574:1014:1,1,0,5e-05,0.00019,3e-05,167,556,210,0,0,0,0,0
1192,PERFORM2019:AC:575:1192:1,1192,575,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1156,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:575:1192:1,1,0,0.0006,0.0025,0.00041,167,556,210,0,0,0,0,0
1193,PERFORM2019:AC:576:1053:1,1053,576,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1157,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:576:1053:1,1,0,0.0002,0.00084,0.00014,167,556,210,0,0,0,0,0
1194,PERFORM2019:AC:577:578:1,577,578,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1158,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:577:578:1,1,0,0.00134,0.00306,6e-05,96,250,123,0,0,0,0,0
1195,PERFORM2019:AC:577:613:1,613,577,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1159,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:577:613:1,1,0,0.01125,0.02558,0.0005,96,250,123,0,0,0,0,0
1196,PERFORM2019:AC:578:846:1,578,846,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1160,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:578:846:1,1,0,0.00849,0.0193,0.00038,96,250,123,0,0,0,0,0
1197,PERFORM2019:AC:580:589:1,580,589,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1161,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:580:589:1,1,0,0.00012,0.00182,0.04706,1216,2454,1804,0,0,0,0,0
1198,PERFORM2019:AC:580:589:2,580,589,2,ac_branch_unresolved_line_cable_or_equivalent,1,1,1162,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:580:589:2,1,0,0.00012,0.00182,0.04707,1216,2454,1804,0,0,0,0,0
1199,PERFORM2019:XFMR:580:1495:1,580,1495,1,two_winding_transformer,1,1,2264,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:XFMR:580:1495:1,1,0,0.00106,0.0574,0,450,450,450,1,0,0,0,0
1200,PERFORM2019:XFMR:580:1496:1,580,1496,1,two_winding_transformer,1,1,2265,electrically_identical_parallel_assignment_not_unique_physical_identity,0,PERFORM2019:XFMR:580:1496:1;PERFORM2019:XFMR:580:1496:2,1,0,1e-05,0.03356,0,775,775,775,1,0,0,0,0
1201,PERFORM2019:XFMR:580:1496:2,580,1496,2,two_winding_transformer,1,1,2266,electrically_identical_parallel_assignment_not_unique_physical_identity,0,PERFORM2019:XFMR:580:1496:1;PERFORM2019:XFMR:580:1496:2,1,0,1e-05,0.03356,0,775,775,775,1,0,0,0,0
1202,PERFORM2019:AC:580:1499:1,580,1499,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1163,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:580:1499:1,1,0,6e-05,0.00089,0.02291,1216,2454,1804,0,0,0,0,0
1203,PERFORM2019:AC:581:582:1,581,582,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1164,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:581:582:1,1,0,0.04093,0.09306,0.00182,300,300,300,0,0,0,0,0
1204,PERFORM2019:AC:581:840:1,581,840,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1165,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:581:840:1,1,0,0.04374,0.09944,0.00194,300,300,300,0,0,0,0,0
1205,PERFORM2019:AC:582:583:1,582,583,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1166,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:582:583:1,1,0,0.01011,0.02299,0.00045,200,250,200,0,0,0,0,0
1206,PERFORM2019:AC:584:840:1,584,840,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1167,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:584:840:1,1,0,0.01201,0.0273,0.00053,96,250,123,0,0,0,0,0
1207,PERFORM2019:AC:584:1498:1,584,1498,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1168,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:584:1498:1,1,0,0.03244,0.07375,0.00144,300,300,300,0,0,0,0,0
1208,PERFORM2019:AC:584:1523:1,584,1523,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1169,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:584:1523:1,1,0,0.02864,0.06511,0.00127,96,250,123,0,0,0,0,0
1209,PERFORM2019:AC:585:586:1,585,586,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1170,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:585:586:1,1,0,0.01878,0.04268,0.00083,250,250,250,0,0,0,0,0
1210,PERFORM2019:AC:586:598:1,586,598,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1171,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:586:598:1,1,0,0.02555,0.05808,0.00114,250,250,250,0,0,0,0,0
1211,PERFORM2019:AC:587:625:1,587,625,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1172,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:587:625:1,1,0,0.01756,0.03993,0.00078,250,250,250,0,0,0,0,0
1212,PERFORM2019:AC:588:996:1,996,588,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1173,electrically_identical_parallel_assignment_not_unique_physical_identity,0,PERFORM2019:AC:588:996:1;PERFORM2019:AC:588:996:2,1,0,0.01485,0.03377,0.00066,250,250,250,0,0,0,0,0
1213,PERFORM2019:AC:588:996:2,996,588,2,ac_branch_unresolved_line_cable_or_equivalent,1,1,1174,electrically_identical_parallel_assignment_not_unique_physical_identity,0,PERFORM2019:AC:588:996:1;PERFORM2019:AC:588:996:2,1,0,0.01485,0.03377,0.00066,250,250,250,0,0,0,0,0
1214,PERFORM2019:AC:589:594:1,589,594,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1175,electrically_identical_parallel_assignment_not_unique_physical_identity,0,PERFORM2019:AC:589:594:1;PERFORM2019:AC:589:594:2,1,0,0.00073,0.01109,0.28674,1500,2454,1804,0,0,0,0,0
1215,PERFORM2019:AC:589:594:2,589,594,2,ac_branch_unresolved_line_cable_or_equivalent,1,1,1176,electrically_identical_parallel_assignment_not_unique_physical_identity,0,PERFORM2019:AC:589:594:1;PERFORM2019:AC:589:594:2,1,0,0.00073,0.01109,0.28674,1500,2454,1804,0,0,0,0,0
1216,PERFORM2019:XFMR:589:1497:1,589,1497,1,two_winding_transformer,1,1,2267,electrically_identical_parallel_assignment_not_unique_physical_identity,0,PERFORM2019:XFMR:589:1497:1;PERFORM2019:XFMR:589:1497:2,1,0,0.00106,0.0574,0,500,500,500,1,0,0,0,0
1217,PERFORM2019:XFMR:589:1497:2,589,1497,2,two_winding_transformer,1,1,2268,electrically_identical_parallel_assignment_not_unique_physical_identity,0,PERFORM2019:XFMR:589:1497:1;PERFORM2019:XFMR:589:1497:2,1,0,0.00106,0.0574,0,500,500,500,1,0,0,0,0
1218,PERFORM2019:XFMR:590:1498:1,590,1498,1,two_winding_transformer,1,1,2269,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:XFMR:590:1498:1,1,0,0.00106,0.0574,0,360,360,400,1,0,0,0,0
1219,PERFORM2019:XFMR:590:1499:1,590,1499,1,two_winding_transformer,1,1,2270,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:XFMR:590:1499:1,1,1e-07,0,1e-05,0,1216,2454,1804,1,0,0,0,0
1220,PERFORM2019:AC:591:843:1,591,843,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1177,electrically_identical_parallel_assignment_not_unique_physical_identity,0,PERFORM2019:AC:591:843:1;PERFORM2019:AC:591:843:2,1,0,0.01393,0.03166,0.00062,200,250,200,0,0,0,0,0
1221,PERFORM2019:AC:591:843:2,591,843,2,ac_branch_unresolved_line_cable_or_equivalent,1,1,1178,electrically_identical_parallel_assignment_not_unique_physical_identity,0,PERFORM2019:AC:591:843:1;PERFORM2019:AC:591:843:2,1,0,0.01393,0.03166,0.00062,200,250,200,0,0,0,0,0
1222,PERFORM2019:AC:591:1495:1,1495,591,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1179,electrically_identical_parallel_assignment_not_unique_physical_identity,0,PERFORM2019:AC:591:1495:1;PERFORM2019:AC:591:1495:2,1,0,0.0203,0.04616,0.0009,250,250,250,0,0,0,0,0
1223,PERFORM2019:AC:591:1495:2,1495,591,2,ac_branch_unresolved_line_cable_or_equivalent,1,1,1180,electrically_identical_parallel_assignment_not_unique_physical_identity,0,PERFORM2019:AC:591:1495:1;PERFORM2019:AC:591:1495:2,1,0,0.0203,0.04616,0.0009,250,250,250,0,0,0,0,0
1224,PERFORM2019:AC:592:840:1,592,840,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1181,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:592:840:1,1,0,0.04416,0.10039,0.00196,96,250,123,0,0,0,0,0
1225,PERFORM2019:AC:592:1498:1,1498,592,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1182,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:592:1498:1,1,0,0.01624,0.03693,0.00072,250,250,250,0,0,0,0,0
1226,PERFORM2019:AC:593:594:1,593,594,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1183,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:593:594:1,1,0,5e-05,0.00082,0.02111,1216,2454,1804,0,0,0,0,0
1227,PERFORM2019:AC:593:594:2,593,594,2,ac_branch_unresolved_line_cable_or_equivalent,1,1,1184,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:593:594:2,1,0,4e-05,0.00055,0.01432,1216,2454,1804,0,0,0,0,0
1228,PERFORM2019:AC:593:594:3,593,594,3,ac_branch_unresolved_line_cable_or_equivalent,1,1,1185,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:593:594:3,1,0,5e-05,0.0007,0.01801,1216,2454,1804,0,0,0,0,0
1229,PERFORM2019:AC:593:594:4,593,594,4,ac_branch_unresolved_line_cable_or_equivalent,1,1,1186,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:593:594:4,1,0,4e-05,0.00055,0.01426,1216,2454,1804,0,0,0,0,0
1230,PERFORM2019:AC:593:898:1,593,898,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1187,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:593:898:1,1,0,0.00053,0.00812,0.21,1216,2454,1804,0,0,0,0,0
1231,PERFORM2019:AC:593:898:2,593,898,2,ac_branch_unresolved_line_cable_or_equivalent,1,1,1188,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:593:898:2,1,0,0.00053,0.00814,0.21032,1216,2454,1804,0,0,0,0,0
1232,PERFORM2019:XFMR:593:1500:1,593,1500,1,two_winding_transformer,1,1,2271,electrically_identical_parallel_assignment_not_unique_physical_identity,0,PERFORM2019:XFMR:593:1500:1;PERFORM2019:XFMR:593:1500:2,1,0,0.00106,0.0574,0,260,290,345,1,0,0,0,0
1233,PERFORM2019:XFMR:593:1500:2,593,1500,2,two_winding_transformer,1,1,2272,electrically_identical_parallel_assignment_not_unique_physical_identity,0,PERFORM2019:XFMR:593:1500:1;PERFORM2019:XFMR:593:1500:2,1,0,0.00106,0.0574,0,260,290,345,1,0,0,0,0
1234,PERFORM2019:XFMR:593:1501:1,593,1501,1,two_winding_transformer,1,1,2273,electrically_identical_parallel_assignment_not_unique_physical_identity,0,PERFORM2019:XFMR:593:1501:1;PERFORM2019:XFMR:593:1501:2,1,0,0.00133,0.0571,0,850,850,850,1,0,0,0,0
1235,PERFORM2019:XFMR:593:1501:2,593,1501,2,two_winding_transformer,1,1,2274,electrically_identical_parallel_assignment_not_unique_physical_identity,0,PERFORM2019:XFMR:593:1501:1;PERFORM2019:XFMR:593:1501:2,1,0,0.00133,0.0571,0,850,850,850,1,0,0,0,0
1236,PERFORM2019:AC:594:1136:1,1136,594,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1189,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:594:1136:1,1,0,0.00046,0.009,0.17988,1216,2454,1804,0,0,0,0,0
1237,PERFORM2019:AC:594:1136:2,1136,594,2,ac_branch_unresolved_line_cable_or_equivalent,1,1,1190,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:594:1136:2,1,0,0.00046,0.009,0.17991,1216,2454,1804,0,0,0,0,0
1238,PERFORM2019:XFMR:594:1502:1,594,1502,1,two_winding_transformer,1,1,2275,electrically_identical_parallel_assignment_not_unique_physical_identity,0,PERFORM2019:XFMR:594:1502:1;PERFORM2019:XFMR:594:1502:2;PERFORM2019:XFMR:594:1502:3,1,0,0.00124,0.0669,0,700,700,700,1,0,0,0,0
1239,PERFORM2019:XFMR:594:1502:2,594,1502,2,two_winding_transformer,1,1,2276,electrically_identical_parallel_assignment_not_unique_physical_identity,0,PERFORM2019:XFMR:594:1502:1;PERFORM2019:XFMR:594:1502:2;PERFORM2019:XFMR:594:1502:3,1,0,0.00124,0.0669,0,700,700,700,1,0,0,0,0
1240,PERFORM2019:XFMR:594:1502:3,594,1502,3,two_winding_transformer,1,1,2277,electrically_identical_parallel_assignment_not_unique_physical_identity,0,PERFORM2019:XFMR:594:1502:1;PERFORM2019:XFMR:594:1502:2;PERFORM2019:XFMR:594:1502:3,1,0,0.00124,0.0669,0,700,700,700,1,0,0,0,0
1241,PERFORM2019:AC:595:600:1,595,600,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1191,electrically_identical_parallel_assignment_not_unique_physical_identity,0,PERFORM2019:AC:595:600:1;PERFORM2019:AC:595:600:2;PERFORM2019:AC:595:600:3,1,0,0.00071,0.00357,0.02704,385,400,432,0,0,0,0,0
1242,PERFORM2019:AC:595:600:2,595,600,2,ac_branch_unresolved_line_cable_or_equivalent,1,1,1192,electrically_identical_parallel_assignment_not_unique_physical_identity,0,PERFORM2019:AC:595:600:1;PERFORM2019:AC:595:600:2;PERFORM2019:AC:595:600:3,1,0,0.00071,0.00357,0.02704,385,400,432,0,0,0,0,0
1243,PERFORM2019:AC:595:600:3,595,600,3,ac_branch_unresolved_line_cable_or_equivalent,1,1,1193,electrically_identical_parallel_assignment_not_unique_physical_identity,0,PERFORM2019:AC:595:600:1;PERFORM2019:AC:595:600:2;PERFORM2019:AC:595:600:3,1,0,0.00071,0.00357,0.02704,385,400,432,0,0,0,0,0
1244,PERFORM2019:AC:595:1457:1,595,1457,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1194,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:595:1457:1,1,0,0.0002,0.001,0.00745,562,562,562,0,0,0,0,0
1245,PERFORM2019:AC:595:1493:1,595,1493,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1195,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:595:1493:1,1,0,0.00023,0.00114,0.00864,366,400,432,0,0,0,0,0
1246,PERFORM2019:AC:596:599:1,596,599,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1196,electrically_identical_parallel_assignment_not_unique_physical_identity,0,PERFORM2019:AC:596:599:1;PERFORM2019:AC:596:599:2,1,0,1e-05,4e-05,0.00032,562,562,562,0,0,0,0,0
1247,PERFORM2019:AC:596:599:2,596,599,2,ac_branch_unresolved_line_cable_or_equivalent,1,1,1197,electrically_identical_parallel_assignment_not_unique_physical_identity,0,PERFORM2019:AC:596:599:1;PERFORM2019:AC:596:599:2,1,0,1e-05,4e-05,0.00032,562,562,562,0,0,0,0,0
1248,PERFORM2019:AC:596:1502:1,596,1502,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1198,electrically_identical_parallel_assignment_not_unique_physical_identity,0,PERFORM2019:AC:596:1502:1;PERFORM2019:AC:596:1502:2;PERFORM2019:AC:596:1502:3,1,0,0.00153,0.00767,0.05812,562,562,562,0,0,0,0,0
1249,PERFORM2019:AC:596:1502:2,596,1502,2,ac_branch_unresolved_line_cable_or_equivalent,1,1,1199,electrically_identical_parallel_assignment_not_unique_physical_identity,0,PERFORM2019:AC:596:1502:1;PERFORM2019:AC:596:1502:2;PERFORM2019:AC:596:1502:3,1,0,0.00153,0.00767,0.05812,562,562,562,0,0,0,0,0
1250,PERFORM2019:AC:596:1502:3,596,1502,3,ac_branch_unresolved_line_cable_or_equivalent,1,1,1200,electrically_identical_parallel_assignment_not_unique_physical_identity,0,PERFORM2019:AC:596:1502:1;PERFORM2019:AC:596:1502:2;PERFORM2019:AC:596:1502:3,1,0,0.00153,0.00767,0.05812,562,562,562,0,0,0,0,0
1251,PERFORM2019:XFMR:596:1503:1,596,1503,1,two_winding_transformer,1,1,2278,electrically_identical_parallel_assignment_not_unique_physical_identity,0,PERFORM2019:XFMR:596:1503:1;PERFORM2019:XFMR:596:1503:2,1,0,0.00302,0.10864,0,210,210,210,1,0,0,0,0
1252,PERFORM2019:XFMR:596:1503:2,596,1503,2,two_winding_transformer,1,1,2279,electrically_identical_parallel_assignment_not_unique_physical_identity,0,PERFORM2019:XFMR:596:1503:1;PERFORM2019:XFMR:596:1503:2,1,0,0.00302,0.10864,0,210,210,210,1,0,0,0,0
1253,PERFORM2019:AC:597:1456:1,597,1456,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1201,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:597:1456:1,1,0,0.00012,0.00061,0.00465,562,562,562,0,0,0,0,0
1254,PERFORM2019:AC:597:1457:1,597,1457,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1202,electrically_identical_parallel_assignment_not_unique_physical_identity,0,PERFORM2019:AC:597:1457:1;PERFORM2019:AC:597:1457:2;PERFORM2019:AC:597:1457:3,1,0,0.00011,0.00053,0.00404,562,562,562,0,0,0,0,0
1255,PERFORM2019:AC:597:1457:2,597,1457,2,ac_branch_unresolved_line_cable_or_equivalent,1,1,1203,electrically_identical_parallel_assignment_not_unique_physical_identity,0,PERFORM2019:AC:597:1457:1;PERFORM2019:AC:597:1457:2;PERFORM2019:AC:597:1457:3,1,0,0.00011,0.00053,0.00404,562,562,562,0,0,0,0,0
1256,PERFORM2019:AC:597:1457:3,597,1457,3,ac_branch_unresolved_line_cable_or_equivalent,1,1,1204,electrically_identical_parallel_assignment_not_unique_physical_identity,0,PERFORM2019:AC:597:1457:1;PERFORM2019:AC:597:1457:2;PERFORM2019:AC:597:1457:3,1,0,0.00011,0.00053,0.00404,562,562,562,0,0,0,0,0
1257,PERFORM2019:AC:597:1493:1,1493,597,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1205,electrically_identical_parallel_assignment_not_unique_physical_identity,0,PERFORM2019:AC:597:1493:1;PERFORM2019:AC:597:1493:2,1,0,6e-05,0.00029,0.00217,562,562,562,0,0,0,0,0
1258,PERFORM2019:AC:597:1493:2,1493,597,2,ac_branch_unresolved_line_cable_or_equivalent,1,1,1206,electrically_identical_parallel_assignment_not_unique_physical_identity,0,PERFORM2019:AC:597:1493:1;PERFORM2019:AC:597:1493:2,1,0,6e-05,0.00029,0.00217,562,562,562,0,0,0,0,0
1259,PERFORM2019:AC:598:1500:1,1500,598,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1207,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:598:1500:1,1,0,0.08984,0.20423,0.00399,250,250,250,0,0,0,0,0
1260,PERFORM2019:AC:598:1503:1,1503,598,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1208,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:598:1503:1,1,0,0.05914,0.13444,0.00263,250,250,250,0,0,0,0,0
1261,PERFORM2019:AC:599:600:1,599,600,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1209,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:599:600:1,1,0,0.00041,0.00206,0.01561,565,565,565,0,0,0,0,0
1262,PERFORM2019:AC:600:1501:1,1501,600,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1210,electrically_identical_parallel_assignment_not_unique_physical_identity,0,PERFORM2019:AC:600:1501:1;PERFORM2019:AC:600:1501:2;PERFORM2019:AC:600:1501:3,1,0,0.00131,0.00653,0.04945,562,562,562,0,0,0,0,0
1263,PERFORM2019:AC:600:1501:2,1501,600,2,ac_branch_unresolved_line_cable_or_equivalent,1,1,1211,electrically_identical_parallel_assignment_not_unique_physical_identity,0,PERFORM2019:AC:600:1501:1;PERFORM2019:AC:600:1501:2;PERFORM2019:AC:600:1501:3,1,0,0.00131,0.00653,0.04945,562,562,562,0,0,0,0,0
1264,PERFORM2019:AC:600:1501:3,1501,600,3,ac_branch_unresolved_line_cable_or_equivalent,1,1,1212,electrically_identical_parallel_assignment_not_unique_physical_identity,0,PERFORM2019:AC:600:1501:1;PERFORM2019:AC:600:1501:2;PERFORM2019:AC:600:1501:3,1,0,0.00131,0.00653,0.04945,562,562,562,0,0,0,0,0
1265,PERFORM2019:AC:601:628:1,601,628,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1213,electrically_identical_parallel_assignment_not_unique_physical_identity,0,PERFORM2019:AC:601:628:1;PERFORM2019:AC:601:628:2;PERFORM2019:AC:601:628:3,1,0,0.00085,0.00423,0.03207,311,311,311,0,0,0,0,0
1266,PERFORM2019:AC:601:628:2,601,628,2,ac_branch_unresolved_line_cable_or_equivalent,1,1,1214,electrically_identical_parallel_assignment_not_unique_physical_identity,0,PERFORM2019:AC:601:628:1;PERFORM2019:AC:601:628:2;PERFORM2019:AC:601:628:3,1,0,0.00085,0.00423,0.03207,311,311,311,0,0,0,0,0
1267,PERFORM2019:AC:601:628:3,601,628,3,ac_branch_unresolved_line_cable_or_equivalent,1,1,1215,electrically_identical_parallel_assignment_not_unique_physical_identity,0,PERFORM2019:AC:601:628:1;PERFORM2019:AC:601:628:2;PERFORM2019:AC:601:628:3,1,0,0.00085,0.00423,0.03207,311,311,311,0,0,0,0,0
1268,PERFORM2019:AC:601:1468:1,1468,601,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1216,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:601:1468:1,1,0,0.00078,0.00387,0.02935,261,562,432,0,0,0,0,0
1269,PERFORM2019:AC:601:1493:1,1493,601,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1217,electrically_identical_parallel_assignment_not_unique_physical_identity,0,PERFORM2019:AC:601:1493:1;PERFORM2019:AC:601:1493:2;PERFORM2019:AC:601:1493:3;PERFORM2019:AC:601:1493:4,1,0,0.0008,0.00401,0.03037,562,562,562,0,0,0,0,0
1270,PERFORM2019:AC:601:1493:2,1493,601,2,ac_branch_unresolved_line_cable_or_equivalent,1,1,1218,electrically_identical_parallel_assignment_not_unique_physical_identity,0,PERFORM2019:AC:601:1493:1;PERFORM2019:AC:601:1493:2;PERFORM2019:AC:601:1493:3;PERFORM2019:AC:601:1493:4,1,0,0.0008,0.00401,0.03037,562,562,562,0,0,0,0,0
1271,PERFORM2019:AC:601:1493:3,1493,601,3,ac_branch_unresolved_line_cable_or_equivalent,1,1,1219,electrically_identical_parallel_assignment_not_unique_physical_identity,0,PERFORM2019:AC:601:1493:1;PERFORM2019:AC:601:1493:2;PERFORM2019:AC:601:1493:3;PERFORM2019:AC:601:1493:4,1,0,0.0008,0.00401,0.03037,562,562,562,0,0,0,0,0
1272,PERFORM2019:AC:601:1493:4,1493,601,4,ac_branch_unresolved_line_cable_or_equivalent,1,1,1220,electrically_identical_parallel_assignment_not_unique_physical_identity,0,PERFORM2019:AC:601:1493:1;PERFORM2019:AC:601:1493:2;PERFORM2019:AC:601:1493:3;PERFORM2019:AC:601:1493:4,1,0,0.0008,0.00401,0.03037,562,562,562,0,0,0,0,0
1273,PERFORM2019:AC:602:1491:1,602,1491,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1221,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:602:1491:1,1,0,0.00812,0.01846,0.00036,96,250,123,0,0,0,0,0
1274,PERFORM2019:AC:603:604:1,603,604,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1222,electrically_identical_parallel_assignment_not_unique_physical_identity,0,PERFORM2019:AC:603:604:1;PERFORM2019:AC:603:604:2;PERFORM2019:AC:603:604:3,1,0,0.02266,0.05152,0.00101,190,190,190,0,0,0,0,0
1275,PERFORM2019:AC:603:604:2,603,604,2,ac_branch_unresolved_line_cable_or_equivalent,1,1,1223,electrically_identical_parallel_assignment_not_unique_physical_identity,0,PERFORM2019:AC:603:604:1;PERFORM2019:AC:603:604:2;PERFORM2019:AC:603:604:3,1,0,0.02266,0.05152,0.00101,190,190,190,0,0,0,0,0
