source_gen_row,source_bus,source_generator_id,device_key,source_device_role,source_zone,canonical_status,raw_status,raw_gen_row,raw_ireg,regulated_bus,source_pg_mw,source_qg_mvar,source_pmin_mw,source_pmax_mw,source_qmin_mvar,source_qmax_mvar,source_voltage_target_pu,source_gen_type,source_gen_fuel,source_eia_plant_code,source_eia_unit_key,native_generation_member,q_bounds_are_placeholder,raw_canonical_status_mismatch,recommended_treatment,role_evidence,canonical_regulated_bus,raw_remote_control_omitted
261,600,22,PERFORM2019:GEN:600:22,native_generation,J,0,0,264,0,600,0,0,3.5,5.3,-2.9,3.7,1.02,"GT (Gas Turbine)",dfo,58507,58507-ES006,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,600,0
262,601,1,PERFORM2019:GEN:601:1,native_generation,J,0,0,272,0,601,0,0,0.6,2,-1.1,1.4,1.02,"IC (Internal Combustion)",ng,61414,61414-GEN1,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,601,0
263,601,2,PERFORM2019:GEN:601:2,native_generation,J,0,0,273,0,601,0,0,0.6,2,-1.1,1.4,1.02,"IC (Internal Combustion)",dfo,61414,61414-GEN2,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,601,0
264,601,3,PERFORM2019:GEN:601:3,native_generation,J,0,0,274,0,601,0,0,0.6,2,-1.1,1.4,1.02,"IC (Internal Combustion)",dfo,61414,61414-GEN3,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,601,0
265,601,4,PERFORM2019:GEN:601:4,native_generation,J,0,0,275,0,601,0,0,0.6,2,-1.1,1.4,1.02,"IC (Internal Combustion)",ng,61414,61414-GEN4,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,601,0
266,601,5,PERFORM2019:GEN:601:5,native_generation,J,0,0,276,0,601,0,0,0.6,2,-1.1,1.4,1.02,"IC (Internal Combustion)",dfo,61414,61414-GEN5,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,601,0
267,601,6,PERFORM2019:GEN:601:6,native_generation,J,0,0,277,0,601,0,0,0.6,2,-1.1,1.4,1.02,"IC (Internal Combustion)",dfo,61414,61414-GEN6,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,601,0
268,609,2,PERFORM2019:GEN:609:2,native_generation,K,0,0,281,0,609,0,0,37.599999,56.699997,-31.200001,39.700001,1.01,"GT (Gas Turbine)",dfo,8007,8007-1,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,609,0
269,609,3,PERFORM2019:GEN:609:3,native_generation,K,1,1,282,0,609,56.401104,2.448452,35.100001,56.699997,-31.200001,39.700001,1.01,"GT (Gas Turbine)",ng,8007,8007-2,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,609,0
270,609,4,PERFORM2019:GEN:609:4,native_generation,K,0,0,283,0,609,0,0,35.800001,56.699997,-31.200001,39.700001,1.01,"GT (Gas Turbine)",dfo,8007,8007-3,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,609,0
271,609,5,PERFORM2019:GEN:609:5,native_generation,K,0,0,284,0,609,0,0,35.9,56.699997,-31.200001,39.700001,1.01,"GT (Gas Turbine)",dfo,8007,8007-4,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,609,0
272,609,6,PERFORM2019:GEN:609:6,native_generation,K,1,1,285,0,609,56.340706,2.448452,40.3,56.699997,-31.200001,39.700001,1.01,"GT (Gas Turbine)",ng,8007,8007-5,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,609,0
273,609,7,PERFORM2019:GEN:609:7,native_generation,K,0,0,286,0,609,0,0,38.499999,56.699997,-31.200001,39.700001,1.01,"GT (Gas Turbine)",dfo,8007,8007-6,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,609,0
274,609,8,PERFORM2019:GEN:609:8,native_generation,K,1,1,287,0,609,56.340706,2.448452,36.8,56.699997,-31.200001,39.700001,1.01,"GT (Gas Turbine)",ng,8007,8007-7,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,609,0
275,609,9,PERFORM2019:GEN:609:9,native_generation,K,1,1,288,0,609,56.340706,2.448452,41.800001,56.699997,-31.200001,39.700001,1.01,"GT (Gas Turbine)",ng,8007,8007-8,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,609,0
276,609,10,PERFORM2019:GEN:609:10,native_generation,K,1,1,279,0,609,56.340706,2.448452,40.400001,56.699997,-31.200001,39.700001,1.01,"GT (Gas Turbine)",ng,8007,8007-9,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,609,0
277,609,11,PERFORM2019:GEN:609:11,native_generation,K,1,1,280,0,609,56.340706,2.448452,40.099999,56.699997,-31.200001,39.700001,1.01,"GT (Gas Turbine)",ng,8007,8007-10,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,609,0
278,609,C1,PERFORM2019:GEN:609:C1,native_generation,K,1,1,289,0,609,67.081606,2.448452,2,163.999999,-114.8,123.000002,1.01,"CC (Combined Cycle Generic)",ng,7314,7314_CC1,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,609,0
279,614,1,PERFORM2019:GEN:614:1,native_generation,K,1,1,291,0,614,46.702179,-5.117668,1,47,-25.9,32.9,1.01,"GT (Gas Turbine)",ng,7912,7912-1,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,614,0
280,614,2,PERFORM2019:GEN:614:2,native_generation,K,1,1,292,0,614,49.683166,-5.117668,39.899999,50,-27.500001,34.999999,1.01,"GT (Gas Turbine)",ng,55786,55786-CT01,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,614,0
281,614,3,PERFORM2019:GEN:614:3,native_generation,K,1,1,293,0,614,49.683166,-5.117668,39.899999,50,-27.500001,34.999999,1.01,"GT (Gas Turbine)",ng,55786,55786-CT02,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,614,0
282,619,1,PERFORM2019:GEN:619:1,native_generation,K,1,1,294,0,619,12.420791,-6.9,1,12.5,-6.9,8.8,1.01,"ST (Steam Turbine)",other,51038,51038-GEN1,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,619,0
283,623,1,PERFORM2019:GEN:623:1,native_generation,J,1,1,296,0,623,60.116637,42.399999,25.999999,60.500002,-33.3,42.399999,1.02,"GT (Gas Turbine)",ng,55699,55699-1,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,623,0
284,623,2,PERFORM2019:GEN:623:2,native_generation,J,1,1,297,0,623,60.116637,42.399999,25.999999,60.500002,-33.3,42.399999,1.02,"GT (Gas Turbine)",ng,56141,56141-2,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,623,0
285,632,1,PERFORM2019:GEN:632:1,native_generation,F,1,1,299,0,632,2.744616,-0.353194,1,2.8,-1.5,2,1.02,"HY (Hydro)",hydro,2686,2686-1,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,632,0
286,632,2,PERFORM2019:GEN:632:2,native_generation,F,1,1,300,0,632,2.744616,-0.353194,1,2.8,-1.5,2,1.02,"HY (Hydro)",hydro,2686,2686-2,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,632,0
287,632,3,PERFORM2019:GEN:632:3,native_generation,F,1,1,301,0,632,2.94066,-0.353194,1,3,-1.7,2.1,1.02,"HY (Hydro)",hydro,2686,2686-3,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,632,0
288,632,4,PERFORM2019:GEN:632:4,native_generation,F,1,1,302,0,632,2.94066,-0.353194,1,3,-1.7,2.1,1.02,"HY (Hydro)",hydro,2686,2686-4,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,632,0
289,638,1,PERFORM2019:GEN:638:1,native_generation,G,1,1,303,0,638,4.705056,3.4,4,4.8,-2.6,3.4,1.02,"HY (Hydro)",hydro,2486,2486-H1,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,638,0
290,638,2,PERFORM2019:GEN:638:2,native_generation,G,1,1,304,0,638,4.705056,3.4,4,4.8,-2.6,3.4,1.02,"HY (Hydro)",hydro,2486,2486-H2,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,638,0
291,638,3,PERFORM2019:GEN:638:3,native_generation,G,1,1,305,0,638,4.705056,3.4,4,4.8,-2.6,3.4,1.02,"HY (Hydro)",hydro,2486,2486-H3,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,638,0
292,651,X,PERFORM2019:GEN:651:X,external_boundary_proxy,G,1,1,306,0,651,-800.37899,42.484131,-800.37899,-800.37899,-9900,9900,1.01,"proxy",import,,,0,1,0,remove_generator_and_apply_separate_scheduled_P_fixed_Q,canonical_fuel_type_and_RAW_bus_unit_ID,651,0
293,682,1,PERFORM2019:GEN:682:1,native_generation,F,1,1,307,0,682,2.45055,-1.156477,0.2,2.5,-1.4,1.8,1.02,"HY (Hydro)",hydro,2614,2614-2,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,682,0
294,682,2,PERFORM2019:GEN:682:2,native_generation,F,1,1,308,0,682,35.287923,-1.156477,15.000001,36.000001,-19.8,25.2,1.02,"HY (Hydro)",hydro,2614,2614-1,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,682,0
295,683,1,PERFORM2019:GEN:683:1,native_generation,F,1,1,309,0,683,21.564841,5.085802,0.1,22,-12.1,15.4,1.02,"HY (Hydro)",hydro,54953,54953-GEN1,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,683,0
296,683,2,PERFORM2019:GEN:683:2,native_generation,F,1,1,310,0,683,21.564841,5.085802,0.1,22,-12.1,15.4,1.02,"HY (Hydro)",hydro,54953,54953-GEN2,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,683,0
297,685,1,PERFORM2019:GEN:685:1,native_generation,F,1,1,311,0,685,1.96044,-0.445174,1,2,-1.1,1.4,1.02,"HY (Hydro)",hydro,56936,56936-GEN2,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,685,0
298,685,2,PERFORM2019:GEN:685:2,native_generation,F,1,1,312,0,685,2.156484,-0.445174,1,2.2,-1.2,1.5,1.02,"HY (Hydro)",hydro,56936,56936-GEN3,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,685,0
299,685,3,PERFORM2019:GEN:685:3,native_generation,F,1,1,313,0,685,2.352528,-0.445174,1,2.4,-1.3,1.7,1.02,"HY (Hydro)",hydro,56936,56936-GEN1,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,685,0
300,685,4,PERFORM2019:GEN:685:4,native_generation,F,1,1,314,0,685,2.352528,-0.445174,1,2.4,-1.3,1.7,1.02,"HY (Hydro)",hydro,56936,56936-GEN4,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,685,0
301,685,5,PERFORM2019:GEN:685:5,native_generation,F,1,1,315,0,685,2.744616,-0.445174,1,2.8,-1.5,2,1.02,"HY (Hydro)",hydro,56936,56936-GEN5,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,685,0
302,685,6,PERFORM2019:GEN:685:6,native_generation,F,1,1,316,0,685,6.763518,-0.445174,0.1,6.9,-3.8,4.8,1.02,"HY (Hydro)",hydro,54772,54772-GEN1,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,685,0
303,685,7,PERFORM2019:GEN:685:7,native_generation,F,1,1,317,0,685,6.763518,-0.445174,0.1,6.9,-3.8,4.8,1.02,"HY (Hydro)",hydro,54772,54772-GEN2,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,685,0
304,685,8,PERFORM2019:GEN:685:8,native_generation,F,1,1,318,0,685,28.816235,-0.445174,3,28.999999,-16,20.299999,1.02,"ST (Steam Turbine)",wood,10511,10511-GEN6,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,685,0
305,693,1,PERFORM2019:GEN:693:1,native_generation,F,1,1,319,0,693,10.29231,-1.905322,1.2,10.5,-5.8,7.4,1.02,"HY (Hydro)",hydro,50280,50280-GEN1,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,693,0
306,705,1,PERFORM2019:GEN:705:1,native_generation,F,1,1,320,0,705,6.861541,1.476676,1,7,-3.9,4.9,1.02,"HY (Hydro)",hydro,2605,2605-2,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,705,0
307,705,2,PERFORM2019:GEN:705:2,native_generation,F,1,1,321,0,705,6.861541,1.476676,1,7,-3.9,4.9,1.02,"HY (Hydro)",hydro,2605,2605-3,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,705,0
308,705,3,PERFORM2019:GEN:705:3,native_generation,F,1,1,322,0,705,6.861541,1.476676,1,7,-3.9,4.9,1.02,"HY (Hydro)",hydro,2605,2605-4,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,705,0
309,705,4,PERFORM2019:GEN:705:4,native_generation,F,1,1,323,0,705,7.841761,1.476676,1,8,-4.4,5.6,1.02,"HY (Hydro)",hydro,2605,2605-1,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,705,0
310,705,5,PERFORM2019:GEN:705:5,native_generation,F,1,1,324,0,705,12.742861,1.476676,1,13,-7.2,9.1,1.02,"HY (Hydro)",hydro,2605,2605-5,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,705,0
311,706,1,PERFORM2019:GEN:706:1,native_generation,F,1,1,325,0,706,5.587255,4,0.1,5.7,-3.1,4,1.02,"HY (Hydro)",hydro,10221,10221-GEN1,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,706,0
312,706,2,PERFORM2019:GEN:706:2,native_generation,F,1,1,326,0,706,5.587255,4,0.1,5.7,-3.1,4,1.02,"HY (Hydro)",hydro,10221,10221-GEN2,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,706,0
313,735,1,PERFORM2019:GEN:735:1,native_generation,K,0,0,328,0,735,0,0,2,2,-1.1,1.4,1.01,"IC (Internal Combustion)",ng,2512,2512-2,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,735,0
314,735,2,PERFORM2019:GEN:735:2,native_generation,K,0,0,329,0,735,0,0,2,2,-1.1,1.4,1.01,"IC (Internal Combustion)",ng,2512,2512-3,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,735,0
315,735,3,PERFORM2019:GEN:735:3,native_generation,K,0,0,330,0,735,0,0,1.9,2,-1.1,1.4,1.01,"IC (Internal Combustion)",ng,2512,2512-4,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,735,0
316,735,4,PERFORM2019:GEN:735:4,native_generation,K,1,1,331,0,735,21.165028,14.9,15.4,21.3,-11.7,14.9,1.01,"GT (Gas Turbine)",ng,2512,2512-1,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,735,0
317,737,1,PERFORM2019:GEN:737:1,native_generation,K,0,0,333,0,737,0,0,0.3,1.2,-0.7,0.8,1.01,"IC (Internal Combustion)",rfo,2681,2681-4,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,737,0
318,737,2,PERFORM2019:GEN:737:2,native_generation,K,0,0,334,0,737,0,0,0,1.6,-0.9,1.1,1.01,"IC (Internal Combustion)",rfo,2681,2681-7,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,737,0
319,737,3,PERFORM2019:GEN:737:3,native_generation,K,0,0,335,0,737,0,0,0,1.7,-0.9,1.2,1.01,"IC (Internal Combustion)",dfo,2681,2681-2,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,737,0
320,737,4,PERFORM2019:GEN:737:4,native_generation,K,0,0,336,0,737,0,0,0.3,1.8,-1,1.3,1.01,"IC (Internal Combustion)",dfo,2681,2681-5,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,737,0
321,737,5,PERFORM2019:GEN:737:5,native_generation,K,0,0,337,0,737,0,0,0.4,3.8,-2.1,2.7,1.01,"IC (Internal Combustion)",ng,2681,2681-6,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,737,0
322,737,6,PERFORM2019:GEN:737:6,native_generation,K,1,1,338,0,737,13.911287,9.8,7.3,14,-7.7,9.8,1.01,"GT (Gas Turbine)",ng,2520,2520-1,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,737,0
323,737,7,PERFORM2019:GEN:737:7,native_generation,K,1,1,339,0,737,53.657824,27.866352,20,54.000002,-29.699999,37.799999,1.01,"GT (Gas Turbine)",dfo,55969,55969-U-01,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,737,0
324,738,1,PERFORM2019:GEN:738:1,native_generation,K,1,1,341,0,738,11.427129,8.1,6.6,11.5,-6.3,8.1,1.01,"GT (Gas Turbine)",dfo,2519,2519-1,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,738,0
325,756,X,PERFORM2019:GEN:756:X,external_boundary_proxy,G,0,1,345,0,756,8.169051,-1.3788,8,10,-20,20,1.018,"proxy",import,,,0,0,1,remove_generator_and_apply_separate_scheduled_P_fixed_Q,canonical_fuel_type_and_RAW_bus_unit_ID,756,0
326,759,1,PERFORM2019:GEN:759:1,native_generation,D,1,1,346,0,759,80.486733,-2.349141,0,81,-44.600001,56.699997,1.02,"WT (Wind Turbine)",wind,56619,56619-1,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,759,0
327,759,2,PERFORM2019:GEN:759:2,native_generation,D,1,1,347,0,759,99.863166,-2.349141,0,100.5,-55.299997,70.4,1.02,"WT (Wind Turbine)",wind,56618,56618-1,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,759,0
328,759,3,PERFORM2019:GEN:759:3,native_generation,D,1,1,348,0,759,105.82515,-2.349141,0,106.500006,-58.600003,74.599999,1.02,"WT (Wind Turbine)",wind,56904,56904-1,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,759,0
329,761,1,PERFORM2019:GEN:761:1,native_generation,D,1,1,349,0,761,96.882182,68.300003,0,97.500002,-53.600001,68.300003,1.02,"WT (Wind Turbine)",wind,56901,56901-1,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,761,0
330,768,1,PERFORM2019:GEN:768:1,native_generation,E,1,1,350,0,768,77.207643,-14.181517,1,77.700001,-42.699999,54.400003,1.02,"WT (Wind Turbine)",wind,59629,59629-GEN1,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,768,0
331,773,X,PERFORM2019:GEN:773:X,external_boundary_proxy,G,1,1,351,0,773,159.621,49.418005,159.621,159.621,-9900,9900,1.02,"proxy",import,,,0,1,0,remove_generator_and_apply_separate_scheduled_P_fixed_Q,canonical_fuel_type_and_RAW_bus_unit_ID,773,0
332,774,C1,PERFORM2019:GEN:774:C1,native_generation,G,0,0,352,0,774,0,0,9.3,23.4,-16.38,17.550001,1.02,"CC (Combined Cycle Generic)",ng,10521,10521_CC1,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,774,0
333,799,X,PERFORM2019:GEN:799:X,external_boundary_proxy,F,1,1,353,0,799,-835.999966,57.661134,-835.999966,-835.999966,-9900,9900,1.02,"proxy",import,,,0,1,0,remove_generator_and_apply_separate_scheduled_P_fixed_Q,canonical_fuel_type_and_RAW_bus_unit_ID,799,0
334,811,1,PERFORM2019:GEN:811:1,native_energy_storage,F,1,1,354,0,811,19.873267,-2.740718,1,20,-11,14,1.02,"FW (Energy Storage, Flywheel)",other,57710,57710-SRS1,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,811,0
335,817,C1,PERFORM2019:GEN:817:C1,native_generation,G,1,1,355,0,817,407.200003,109.535193,283.999991,407.200003,-285.039997,305.39999,1.02,"CC (Combined Cycle Generic)",ng,55405,55405_3668,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,817,0
336,817,C2,PERFORM2019:GEN:817:C2,native_generation,G,1,1,356,0,817,407.200003,109.535193,283.999991,407.200003,-285.039997,305.39999,1.02,"CC (Combined Cycle Generic)",ng,55405,55405_3670,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,817,0
337,817,C3,PERFORM2019:GEN:817:C3,native_generation,G,1,1,357,0,817,407.200003,109.535193,283.999991,407.200003,-285.039997,305.39999,1.02,"CC (Combined Cycle Generic)",ng,55405,55405_3677,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,817,0
338,821,1,PERFORM2019:GEN:821:1,native_generation,G,1,1,358,0,821,21.463129,15.099999,2,21.600001,-11.9,15.099999,1.02,"GT (Gas Turbine)",dfo,2485,2485-GT1,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,821,0
339,828,1,PERFORM2019:GEN:828:1,native_generation,G,1,1,360,0,828,21.463129,4.879714,2,21.600001,-11.9,15.099999,1.02,"GT (Gas Turbine)",dfo,2487,2487-GT1,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,828,0
340,829,1,PERFORM2019:GEN:829:1,native_generation,K,0,0,361,0,829,0,0,41.499999,52.399999,-28.799999,36.700001,1.01,"GT (Gas Turbine)",ng,2521,2521-4,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,829,0
341,847,1,PERFORM2019:GEN:847:1,native_generation,G,1,1,365,0,847,170.000005,21.172823,139.999998,621.000004,-341.599989,403.700018,1.02,"ST (Steam Turbine)",ng,8006,8006-1,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,847,0
342,847,2,PERFORM2019:GEN:847:2,native_generation,G,1,1,366,0,847,169.732213,21.172823,139.999998,621.000004,-341.599989,403.700018,1.02,"ST (Steam Turbine)",ng,8006,8006-2,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,847,0
343,848,1,PERFORM2019:GEN:848:1,native_generation,G,0,0,367,0,848,0,0,0.5,2.7,-1.5,1.9,1.02,"IC (Internal Combustion)",dfo,2480,2480-5,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,848,0
344,848,2,PERFORM2019:GEN:848:2,native_generation,G,0,0,368,0,848,0,0,0.5,2.7,-1.5,1.9,1.02,"IC (Internal Combustion)",dfo,2480,2480-6,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,848,0
345,848,3,PERFORM2019:GEN:848:3,native_generation,G,0,0,369,0,848,0,0,20,72.000003,-39.6,50.400001,1.02,"ST (Steam Turbine)",dfo,2480,2480-1,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,848,0
346,848,4,PERFORM2019:GEN:848:4,native_generation,G,0,0,370,0,848,0,0,20,73.500001,-40.400001,51.499999,1.02,"ST (Steam Turbine)",dfo,2480,2480-2,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,848,0
347,848,5,PERFORM2019:GEN:848:5,native_generation,G,0,0,371,0,848,0,0,40.000001,147.100008,-80.900002,102.999997,1.02,"ST (Steam Turbine)",dfo,2480,2480-3,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,848,0
