control_key,device_key,source_bus,source_control_role,canonical_enabled,regulated_bus,setpoint_pu,qmin_mvar,qmax_mvar,bounds_are_placeholder,recommended_treatment,raw_regulated_bus,raw_remote_control_omitted
PERFORM2019:GEN:1129:25:CONTROL,PERFORM2019:GEN:1129:25,1129,PV_voltage_control,1,1129,1.02,-11,14,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1129,0
PERFORM2019:GEN:1129:26:CONTROL,PERFORM2019:GEN:1129:26,1129,offline_generator_control,0,1129,1.02,-11,14,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1129,0
PERFORM2019:GEN:1129:27:CONTROL,PERFORM2019:GEN:1129:27,1129,offline_generator_control,0,1129,1.02,-11,14,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1129,0
PERFORM2019:GEN:1129:28:CONTROL,PERFORM2019:GEN:1129:28,1129,PV_voltage_control,1,1129,1.02,-11,14,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1129,0
PERFORM2019:GEN:1129:29:CONTROL,PERFORM2019:GEN:1129:29,1129,offline_generator_control,0,1129,1.02,-11,14,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1129,0
PERFORM2019:GEN:1129:30:CONTROL,PERFORM2019:GEN:1129:30,1129,PV_voltage_control,1,1129,1.02,-11,14,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1129,0
PERFORM2019:GEN:1129:31:CONTROL,PERFORM2019:GEN:1129:31,1129,offline_generator_control,0,1129,1.02,-11,14,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1129,0
PERFORM2019:GEN:1129:32:CONTROL,PERFORM2019:GEN:1129:32,1129,offline_generator_control,0,1129,1.02,-11,14,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1129,0
PERFORM2019:GEN:1129:33:CONTROL,PERFORM2019:GEN:1129:33,1129,offline_generator_control,0,1129,1.02,-11,14,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1129,0
PERFORM2019:GEN:1129:34:CONTROL,PERFORM2019:GEN:1129:34,1129,PV_voltage_control,1,1129,1.02,-11,14,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1129,0
PERFORM2019:GEN:1129:35:CONTROL,PERFORM2019:GEN:1129:35,1129,PV_voltage_control,1,1129,1.02,-11,14,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1129,0
PERFORM2019:GEN:1129:36:CONTROL,PERFORM2019:GEN:1129:36,1129,offline_generator_control,0,1129,1.02,-11,14,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1129,0
PERFORM2019:GEN:1129:37:CONTROL,PERFORM2019:GEN:1129:37,1129,PV_voltage_control,1,1129,1.02,-12.1,15.4,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1129,0
PERFORM2019:GEN:1129:38:CONTROL,PERFORM2019:GEN:1129:38,1129,PV_voltage_control,1,1129,1.02,-12.1,15.4,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1129,0
PERFORM2019:GEN:1129:39:CONTROL,PERFORM2019:GEN:1129:39,1129,PV_voltage_control,1,1129,1.02,-12.1,15.4,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1129,0
PERFORM2019:GEN:1129:40:CONTROL,PERFORM2019:GEN:1129:40,1129,PV_voltage_control,1,1129,1.02,-12.1,15.4,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1129,0
PERFORM2019:GEN:1129:41:CONTROL,PERFORM2019:GEN:1129:41,1129,PV_voltage_control,1,1129,1.02,-12.1,15.4,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1129,0
PERFORM2019:GEN:1129:42:CONTROL,PERFORM2019:GEN:1129:42,1129,PV_voltage_control,1,1129,1.02,-12.1,15.4,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1129,0
PERFORM2019:GEN:1129:43:CONTROL,PERFORM2019:GEN:1129:43,1129,PV_voltage_control,1,1129,1.02,-12.1,15.4,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1129,0
PERFORM2019:GEN:1129:44:CONTROL,PERFORM2019:GEN:1129:44,1129,PV_voltage_control,1,1129,1.02,-12.1,15.4,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1129,0
PERFORM2019:GEN:1129:45:CONTROL,PERFORM2019:GEN:1129:45,1129,PV_voltage_control,1,1129,1.02,-12.1,15.4,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1129,0
PERFORM2019:GEN:1129:46:CONTROL,PERFORM2019:GEN:1129:46,1129,PV_voltage_control,1,1129,1.02,-12.1,15.4,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1129,0
PERFORM2019:GEN:1129:47:CONTROL,PERFORM2019:GEN:1129:47,1129,PV_voltage_control,1,1129,1.02,-12.1,15.4,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1129,0
PERFORM2019:GEN:1129:48:CONTROL,PERFORM2019:GEN:1129:48,1129,PV_voltage_control,1,1129,1.02,-12.1,15.4,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1129,0
PERFORM2019:GEN:1129:49:CONTROL,PERFORM2019:GEN:1129:49,1129,PV_voltage_control,1,1129,1.02,-12.1,15.4,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1129,0
PERFORM2019:GEN:1129:50:CONTROL,PERFORM2019:GEN:1129:50,1129,PV_voltage_control,1,1129,1.02,-12.1,15.4,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1129,0
PERFORM2019:GEN:1129:51:CONTROL,PERFORM2019:GEN:1129:51,1129,PV_voltage_control,1,1129,1.02,-12.1,15.4,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1129,0
PERFORM2019:GEN:1129:52:CONTROL,PERFORM2019:GEN:1129:52,1129,PV_voltage_control,1,1129,1.02,-12.1,15.4,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1129,0
PERFORM2019:GEN:1129:53:CONTROL,PERFORM2019:GEN:1129:53,1129,PV_voltage_control,1,1129,1.02,-25.9,32.9,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1129,0
PERFORM2019:GEN:1129:54:CONTROL,PERFORM2019:GEN:1129:54,1129,PV_voltage_control,1,1129,1.02,-25.9,32.9,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1129,0
PERFORM2019:GEN:1129:55:CONTROL,PERFORM2019:GEN:1129:55,1129,PV_voltage_control,1,1129,1.02,-25.9,32.9,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1129,0
PERFORM2019:GEN:1130:1:CONTROL,PERFORM2019:GEN:1130:1,1130,offline_generator_control,0,1130,1.02,-0.2,0.3,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1130,0
PERFORM2019:GEN:1130:2:CONTROL,PERFORM2019:GEN:1130:2,1130,offline_generator_control,0,1130,1.02,-0.3,0.4,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1130,0
PERFORM2019:GEN:1130:3:CONTROL,PERFORM2019:GEN:1130:3,1130,offline_generator_control,0,1130,1.02,-0.5,0.6,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1130,0
PERFORM2019:GEN:1130:4:CONTROL,PERFORM2019:GEN:1130:4,1130,offline_generator_control,0,1130,1.02,-0.5,0.6,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1130,0
PERFORM2019:GEN:1130:5:CONTROL,PERFORM2019:GEN:1130:5,1130,offline_generator_control,0,1130,1.02,-0.5,0.6,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1130,0
PERFORM2019:GEN:1130:6:CONTROL,PERFORM2019:GEN:1130:6,1130,offline_generator_control,0,1130,1.02,-0.6,0.7,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1130,0
PERFORM2019:GEN:1130:7:CONTROL,PERFORM2019:GEN:1130:7,1130,offline_generator_control,0,1130,1.02,-0.6,0.7,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1130,0
PERFORM2019:GEN:1130:8:CONTROL,PERFORM2019:GEN:1130:8,1130,offline_generator_control,0,1130,1.02,-0.6,0.7,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1130,0
PERFORM2019:GEN:1130:9:CONTROL,PERFORM2019:GEN:1130:9,1130,offline_generator_control,0,1130,1.02,-0.6,0.7,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1130,0
PERFORM2019:GEN:1130:10:CONTROL,PERFORM2019:GEN:1130:10,1130,offline_generator_control,0,1130,1.02,-0.8,1.1,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1130,0
PERFORM2019:GEN:1130:11:CONTROL,PERFORM2019:GEN:1130:11,1130,offline_generator_control,0,1130,1.02,-0.8,1.1,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1130,0
PERFORM2019:GEN:1130:12:CONTROL,PERFORM2019:GEN:1130:12,1130,offline_generator_control,0,1130,1.02,-0.8,1.1,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1130,0
PERFORM2019:GEN:1130:13:CONTROL,PERFORM2019:GEN:1130:13,1130,offline_generator_control,0,1130,1.02,-0.8,1.1,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1130,0
PERFORM2019:GEN:1130:14:CONTROL,PERFORM2019:GEN:1130:14,1130,offline_generator_control,0,1130,1.02,-1.4,1.8,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1130,0
PERFORM2019:GEN:1130:15:CONTROL,PERFORM2019:GEN:1130:15,1130,offline_generator_control,0,1130,1.02,-1.4,1.8,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1130,0
PERFORM2019:GEN:1130:16:CONTROL,PERFORM2019:GEN:1130:16,1130,PV_voltage_control,1,1130,1.02,-10.2,13,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1130,0
PERFORM2019:GEN:1130:17:CONTROL,PERFORM2019:GEN:1130:17,1130,PV_voltage_control,1,1130,1.02,-10.2,13,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1130,0
PERFORM2019:GEN:1131:1:CONTROL,PERFORM2019:GEN:1131:1,1131,offline_generator_control,0,1131,1.02,-9,11.4,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1131,0
PERFORM2019:GEN:1131:2:CONTROL,PERFORM2019:GEN:1131:2,1131,offline_generator_control,0,1131,1.02,-9,11.4,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1131,0
PERFORM2019:GEN:1131:C2:CONTROL,PERFORM2019:GEN:1131:C2,1131,offline_generator_control,0,1131,1.02,-112.699997,120.749998,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1131,0
PERFORM2019:GEN:1131:C3:CONTROL,PERFORM2019:GEN:1131:C3,1131,PV_voltage_control,1,1131,1.02,-112.699997,120.749998,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1131,0
PERFORM2019:GEN:1132:X:CONTROL,PERFORM2019:GEN:1132:X,1132,boundary_proxy_PV_to_be_replaced_by_fixed_PQ,1,1132,1.02,-9900,9900,1,remove_generator_and_apply_separate_scheduled_P_fixed_Q,1132,0
PERFORM2019:GEN:1133:1:CONTROL,PERFORM2019:GEN:1133:1,1133,offline_generator_control,0,1133,1.02,-0.8,1,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1133,0
PERFORM2019:GEN:1133:2:CONTROL,PERFORM2019:GEN:1133:2,1133,offline_generator_control,0,1133,1.02,-0.8,1,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1133,0
PERFORM2019:GEN:1133:3:CONTROL,PERFORM2019:GEN:1133:3,1133,offline_generator_control,0,1133,1.02,-0.8,1,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1133,0
PERFORM2019:GEN:1133:4:CONTROL,PERFORM2019:GEN:1133:4,1133,offline_generator_control,0,1133,1.02,-0.8,1.1,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1133,0
PERFORM2019:GEN:1133:5:CONTROL,PERFORM2019:GEN:1133:5,1133,offline_generator_control,0,1133,1.02,-0.8,1.1,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1133,0
PERFORM2019:GEN:1133:6:CONTROL,PERFORM2019:GEN:1133:6,1133,offline_generator_control,0,1133,1.02,-0.8,1.1,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1133,0
PERFORM2019:GEN:1133:7:CONTROL,PERFORM2019:GEN:1133:7,1133,offline_generator_control,0,1133,1.02,-0.8,1.1,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1133,0
PERFORM2019:GEN:1133:8:CONTROL,PERFORM2019:GEN:1133:8,1133,offline_generator_control,0,1133,1.02,-1.4,1.8,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1133,0
PERFORM2019:GEN:1133:9:CONTROL,PERFORM2019:GEN:1133:9,1133,offline_generator_control,0,1133,1.02,-1.4,1.8,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1133,0
PERFORM2019:GEN:1133:10:CONTROL,PERFORM2019:GEN:1133:10,1133,offline_generator_control,0,1133,1.02,-4.2,5.4,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1133,0
PERFORM2019:GEN:1133:11:CONTROL,PERFORM2019:GEN:1133:11,1133,offline_generator_control,0,1133,1.02,-8.8,11.2,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1133,0
PERFORM2019:GEN:1133:12:CONTROL,PERFORM2019:GEN:1133:12,1133,offline_generator_control,0,1133,1.02,-11.6,14.8,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1133,0
PERFORM2019:GEN:1133:13:CONTROL,PERFORM2019:GEN:1133:13,1133,offline_generator_control,0,1133,1.02,-11.6,14.8,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1133,0
PERFORM2019:GEN:1133:14:CONTROL,PERFORM2019:GEN:1133:14,1133,PV_voltage_control,1,1133,1.02,-12.1,15.4,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1133,0
PERFORM2019:GEN:1133:15:CONTROL,PERFORM2019:GEN:1133:15,1133,PV_voltage_control,1,1133,1.02,-13.8,17.5,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1133,0
PERFORM2019:GEN:1133:16:CONTROL,PERFORM2019:GEN:1133:16,1133,PV_voltage_control,1,1133,1.02,-13.8,17.5,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1133,0
PERFORM2019:GEN:1133:17:CONTROL,PERFORM2019:GEN:1133:17,1133,offline_generator_control,0,1133,1.02,-13.8,17.5,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1133,0
PERFORM2019:GEN:1133:18:CONTROL,PERFORM2019:GEN:1133:18,1133,offline_generator_control,0,1133,1.02,-23.6,30.000001,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1133,0
PERFORM2019:GEN:1133:19:CONTROL,PERFORM2019:GEN:1133:19,1133,PV_voltage_control,1,1133,1.02,-23.6,30.000001,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1133,0
PERFORM2019:GEN:1133:20:CONTROL,PERFORM2019:GEN:1133:20,1133,offline_generator_control,0,1133,1.02,-23.6,30.000001,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1133,0
PERFORM2019:GEN:1133:21:CONTROL,PERFORM2019:GEN:1133:21,1133,offline_generator_control,0,1133,1.02,-23.6,30.000001,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1133,0
PERFORM2019:GEN:1133:22:CONTROL,PERFORM2019:GEN:1133:22,1133,offline_generator_control,0,1133,1.02,-23.6,30.000001,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1133,0
PERFORM2019:GEN:1133:23:CONTROL,PERFORM2019:GEN:1133:23,1133,offline_generator_control,0,1133,1.02,-23.6,30.000001,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1133,0
PERFORM2019:GEN:1133:24:CONTROL,PERFORM2019:GEN:1133:24,1133,offline_generator_control,0,1133,1.02,-23.6,30.000001,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1133,0
PERFORM2019:GEN:1133:25:CONTROL,PERFORM2019:GEN:1133:25,1133,PV_voltage_control,1,1133,1.02,-25.9,32.9,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1133,0
PERFORM2019:GEN:1133:26:CONTROL,PERFORM2019:GEN:1133:26,1133,PV_voltage_control,1,1133,1.02,-25.9,32.9,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1133,0
PERFORM2019:GEN:1133:29:CONTROL,PERFORM2019:GEN:1133:29,1133,PV_voltage_control,1,1133,1.02,-220.000005,279.999995,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1133,0
PERFORM2019:GEN:1133:30:CONTROL,PERFORM2019:GEN:1133:30,1133,PV_voltage_control,1,1133,1.02,-220.000005,279.999995,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1133,0
PERFORM2019:GEN:1133:31:CONTROL,PERFORM2019:GEN:1133:31,1133,PV_voltage_control,1,1133,1.02,-564.900017,718.900013,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1133,0
PERFORM2019:GEN:1133:C1:CONTROL,PERFORM2019:GEN:1133:C1,1133,PV_voltage_control,1,1133,1.02,-187.950003,201.375008,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1133,0
PERFORM2019:GEN:1135:1:CONTROL,PERFORM2019:GEN:1135:1,1135,PV_voltage_control,1,1135,1.02,-9.4,12,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1135,0
PERFORM2019:GEN:1136:X:CONTROL,PERFORM2019:GEN:1136:X,1136,boundary_proxy_PV_to_be_replaced_by_fixed_PQ,1,1136,1.02,-9900,9900,1,remove_generator_and_apply_separate_scheduled_P_fixed_Q,1136,0
PERFORM2019:GEN:1146:1:CONTROL,PERFORM2019:GEN:1146:1,1146,PV_voltage_control,1,1146,1.01,-15.4,19.599999,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1146,0
PERFORM2019:GEN:1147:1:CONTROL,PERFORM2019:GEN:1147:1,1147,PV_voltage_control,1,1147,1.01,-43.700001,55.699998,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1147,0
PERFORM2019:GEN:1147:2:CONTROL,PERFORM2019:GEN:1147:2,1147,PV_voltage_control,1,1147,1.01,-43.700001,55.699998,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1147,0
PERFORM2019:GEN:1147:3:CONTROL,PERFORM2019:GEN:1147:3,1147,PV_voltage_control,1,1147,1.01,-43.700001,55.699998,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1147,0
PERFORM2019:GEN:1148:1:CONTROL,PERFORM2019:GEN:1148:1,1148,offline_generator_control,0,1148,1.02,-27.500001,34.999999,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1148,0
PERFORM2019:GEN:1148:2:CONTROL,PERFORM2019:GEN:1148:2,1148,offline_generator_control,0,1148,1.02,-27.500001,34.999999,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1148,0
PERFORM2019:GEN:1148:X:CONTROL,PERFORM2019:GEN:1148:X,1148,boundary_proxy_PV_to_be_replaced_by_fixed_PQ,1,1148,1.02,-9900,9900,1,remove_generator_and_apply_separate_scheduled_P_fixed_Q,1148,0
PERFORM2019:GEN:1162:1:CONTROL,PERFORM2019:GEN:1162:1,1162,offline_generator_control,0,1162,1.01,-25.9,32.9,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1162,0
PERFORM2019:GEN:1164:1:CONTROL,PERFORM2019:GEN:1164:1,1164,PV_voltage_control,1,1164,1.01,-17.299999,22.1,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1164,0
PERFORM2019:GEN:1169:1:CONTROL,PERFORM2019:GEN:1169:1,1169,PV_voltage_control,1,1169,1.01,-13.699999,17.399999,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1169,0
PERFORM2019:GEN:1170:1:CONTROL,PERFORM2019:GEN:1170:1,1170,PV_voltage_control,1,1170,1.01,-11,14,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1170,0
PERFORM2019:GEN:1172:1:CONTROL,PERFORM2019:GEN:1172:1,1172,PV_voltage_control,1,1172,1.02,-8.8,11.2,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1172,0
PERFORM2019:GEN:1173:1:CONTROL,PERFORM2019:GEN:1173:1,1173,PV_voltage_control,1,1173,1.02,-9.9,12.6,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1173,0
PERFORM2019:GEN:1181:1:CONTROL,PERFORM2019:GEN:1181:1,1181,PV_voltage_control,1,1181,1.02,-1.5,2,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1181,0
PERFORM2019:GEN:1181:2:CONTROL,PERFORM2019:GEN:1181:2,1181,PV_voltage_control,1,1181,1.02,-1.5,2,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1181,0
PERFORM2019:GEN:1181:3:CONTROL,PERFORM2019:GEN:1181:3,1181,PV_voltage_control,1,1181,1.02,-1.5,2,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1181,0
PERFORM2019:GEN:1181:4:CONTROL,PERFORM2019:GEN:1181:4,1181,PV_voltage_control,1,1181,1.02,-1.9,2.5,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1181,0
PERFORM2019:GEN:1194:1:CONTROL,PERFORM2019:GEN:1194:1,1194,PV_voltage_control,1,1194,1.02,-3.6,4.6,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1194,0
PERFORM2019:GEN:1194:2:CONTROL,PERFORM2019:GEN:1194:2,1194,PV_voltage_control,1,1194,1.02,-3.6,4.6,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1194,0
PERFORM2019:GEN:1213:1:CONTROL,PERFORM2019:GEN:1213:1,1213,PV_voltage_control,1,1213,1.02,-5.5,7,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1213,0
PERFORM2019:GEN:1213:2:CONTROL,PERFORM2019:GEN:1213:2,1213,PV_voltage_control,1,1213,1.02,-5.5,7,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1213,0
PERFORM2019:GEN:1223:1:CONTROL,PERFORM2019:GEN:1223:1,1223,PV_voltage_control,1,1223,1.02,-13.8,17.5,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1223,0
PERFORM2019:GEN:1227:1:CONTROL,PERFORM2019:GEN:1227:1,1227,PV_voltage_control,1,1227,1.02,-137.5,175,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1227,0
PERFORM2019:GEN:1227:2:CONTROL,PERFORM2019:GEN:1227:2,1227,PV_voltage_control,1,1227,1.02,-137.5,175,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1227,0
PERFORM2019:GEN:1227:3:CONTROL,PERFORM2019:GEN:1227:3,1227,PV_voltage_control,1,1227,1.02,-137.5,175,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1227,0
PERFORM2019:GEN:1227:4:CONTROL,PERFORM2019:GEN:1227:4,1227,PV_voltage_control,1,1227,1.02,-137.5,175,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1227,0
PERFORM2019:GEN:1230:1:CONTROL,PERFORM2019:GEN:1230:1,1230,PV_voltage_control,1,1230,1.02,-31.400001,39.899999,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1230,0
PERFORM2019:GEN:1230:2:CONTROL,PERFORM2019:GEN:1230:2,1230,PV_voltage_control,1,1230,1.02,-31.400001,39.899999,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1230,0
PERFORM2019:GEN:1230:3:CONTROL,PERFORM2019:GEN:1230:3,1230,PV_voltage_control,1,1230,1.02,-31.400001,39.899999,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1230,0
PERFORM2019:GEN:1230:4:CONTROL,PERFORM2019:GEN:1230:4,1230,PV_voltage_control,1,1230,1.02,-31.400001,39.899999,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1230,0
PERFORM2019:GEN:1230:5:CONTROL,PERFORM2019:GEN:1230:5,1230,PV_voltage_control,1,1230,1.02,-31.400001,39.899999,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1230,0
PERFORM2019:GEN:1230:6:CONTROL,PERFORM2019:GEN:1230:6,1230,PV_voltage_control,1,1230,1.02,-31.400001,39.899999,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1230,0
PERFORM2019:GEN:1230:7:CONTROL,PERFORM2019:GEN:1230:7,1230,PV_voltage_control,1,1230,1.02,-31.400001,39.899999,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1230,0
PERFORM2019:GEN:1230:8:CONTROL,PERFORM2019:GEN:1230:8,1230,PV_voltage_control,1,1230,1.02,-31.400001,39.899999,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1230,0
PERFORM2019:GEN:1230:9:CONTROL,PERFORM2019:GEN:1230:9,1230,PV_voltage_control,1,1230,1.02,-31.400001,39.899999,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1230,0
PERFORM2019:GEN:1230:10:CONTROL,PERFORM2019:GEN:1230:10,1230,PV_voltage_control,1,1230,1.02,-31.400001,39.899999,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1230,0
PERFORM2019:GEN:1230:11:CONTROL,PERFORM2019:GEN:1230:11,1230,PV_voltage_control,1,1230,1.02,-31.400001,39.899999,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1230,0
PERFORM2019:GEN:1230:12:CONTROL,PERFORM2019:GEN:1230:12,1230,PV_voltage_control,1,1230,1.02,-31.400001,39.899999,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1230,0
PERFORM2019:GEN:1230:13:CONTROL,PERFORM2019:GEN:1230:13,1230,PV_voltage_control,1,1230,1.02,-31.400001,39.899999,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1230,0
PERFORM2019:GEN:1230:14:CONTROL,PERFORM2019:GEN:1230:14,1230,PV_voltage_control,1,1230,1.02,-31.400001,39.899999,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1230,0
PERFORM2019:GEN:1230:15:CONTROL,PERFORM2019:GEN:1230:15,1230,PV_voltage_control,1,1230,1.02,-31.400001,39.899999,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1230,0
PERFORM2019:GEN:1230:16:CONTROL,PERFORM2019:GEN:1230:16,1230,PV_voltage_control,1,1230,1.02,-31.400001,39.899999,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1230,0
PERFORM2019:GEN:1231:X:CONTROL,PERFORM2019:GEN:1231:X,1231,boundary_proxy_PV_to_be_replaced_by_fixed_PQ,1,1231,1.03,-9900,9900,1,remove_generator_and_apply_separate_scheduled_P_fixed_Q,1231,0
PERFORM2019:GEN:1236:1:CONTROL,PERFORM2019:GEN:1236:1,1236,offline_generator_control,0,1236,1.02,-496.000004,631.30002,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1236,0
PERFORM2019:GEN:1236:2:CONTROL,PERFORM2019:GEN:1236:2,1236,offline_generator_control,0,1236,1.02,-496.000004,631.30002,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1236,0
PERFORM2019:GEN:1240:1:CONTROL,PERFORM2019:GEN:1240:1,1240,PV_voltage_control,1,1240,1.02,-352.999997,449.300003,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1240,0
