Timestamp,Interface Name,Point ID,Flow (MWH),Positive Limit (MWH),Negative Limit (MWH)
01/15/2019 00:00,CENTRAL EAST - VC,23330,2537.49,2890,-9999
01/15/2019 00:00,DYSINGER EAST,23326,1337.67,3150,-9999
01/15/2019 00:00,MOSES SOUTH,23319,1374.98,3000,-1600
01/15/2019 00:00,SCH - HQ - NY,23324,1130,1330,-1000
01/15/2019 00:00,SCH - HQ_CEDARS,325274,95,190,-100
01/15/2019 00:00,SCH - HQ_IMPORT_EXPORT,325376,980,1310,-9999
01/15/2019 00:00,SCH - NE - NY,23318,-1601.95,1400,-1800
01/15/2019 00:00,SCH - NPX_1385,325277,-193,200,-200
01/15/2019 00:00,SCH - NPX_CSC,325154,0,330,-330
01/15/2019 00:00,SCH - OH - NY,23317,814.33,1450,-1500
01/15/2019 00:00,SCH - PJ - NY,23316,1324.14,2000,-1300
01/15/2019 00:00,SCH - PJM_HTP,325905,197,660,-660
01/15/2019 00:00,SCH - PJM_NEPTUNE,325305,660,660,-660
01/15/2019 00:00,SCH - PJM_VFT,325658,315,315,-315
01/15/2019 00:00,SPR/DUN-SOUTH,23320,2164.6,4600,-9999
01/15/2019 00:00,TOTAL EAST,23314,4851.13,6800,-9999
01/15/2019 00:00,UPNY CONED,23315,1723.81,5700,-9999
01/15/2019 00:00,WEST CENTRAL,23312,881.38,9999,-9999
01/15/2019 00:05,CENTRAL EAST - VC,23330,2440.14,2890,-9999
01/15/2019 00:05,DYSINGER EAST,23326,1452.26,3150,-9999
01/15/2019 00:05,MOSES SOUTH,23319,1147.29,3000,-1600
01/15/2019 00:05,SCH - HQ - NY,23324,1006,1330,-1000
01/15/2019 00:05,SCH - HQ_CEDARS,325274,0,190,-100
01/15/2019 00:05,SCH - HQ_IMPORT_EXPORT,325376,856,1310,-9999
01/15/2019 00:05,SCH - NE - NY,23318,-1600.68,1400,-1800
01/15/2019 00:05,SCH - NPX_1385,325277,-186,200,-200
01/15/2019 00:05,SCH - NPX_CSC,325154,0,330,-330
01/15/2019 00:05,SCH - OH - NY,23317,850.27,1450,-1500
01/15/2019 00:05,SCH - PJ - NY,23316,1326.17,2000,-1300
01/15/2019 00:05,SCH - PJM_HTP,325905,110,660,-660
01/15/2019 00:05,SCH - PJM_NEPTUNE,325305,660,660,-660
01/15/2019 00:05,SCH - PJM_VFT,325658,315,315,-315
01/15/2019 00:05,SPR/DUN-SOUTH,23320,2152.2,4600,-9999
01/15/2019 00:05,TOTAL EAST,23314,4801.04,6800,-9999
01/15/2019 00:05,UPNY CONED,23315,1696.84,5700,-9999
01/15/2019 00:05,WEST CENTRAL,23312,992.33,9999,-9999
01/15/2019 00:10,CENTRAL EAST - VC,23330,2434.9,2890,-9999
01/15/2019 00:10,DYSINGER EAST,23326,1432.97,3150,-9999
01/15/2019 00:10,MOSES SOUTH,23319,1149.88,3000,-1600
01/15/2019 00:10,SCH - HQ - NY,23324,1006,1330,-1000
01/15/2019 00:10,SCH - HQ_CEDARS,325274,0,190,-100
01/15/2019 00:10,SCH - HQ_IMPORT_EXPORT,325376,856,1310,-9999
01/15/2019 00:10,SCH - NE - NY,23318,-1604.47,1400,-1800
01/15/2019 00:10,SCH - NPX_1385,325277,-186,200,-200
01/15/2019 00:10,SCH - NPX_CSC,325154,0,330,-330
01/15/2019 00:10,SCH - OH - NY,23317,853.16,1450,-1500
01/15/2019 00:10,SCH - PJ - NY,23316,1325.66,2000,-1300
01/15/2019 00:10,SCH - PJM_HTP,325905,110,660,-660
01/15/2019 00:10,SCH - PJM_NEPTUNE,325305,660,660,-660
01/15/2019 00:10,SCH - PJM_VFT,325658,315,315,-315
01/15/2019 00:10,SPR/DUN-SOUTH,23320,2117.17,4600,-9999
01/15/2019 00:10,TOTAL EAST,23314,4690.29,6800,-9999
01/15/2019 00:10,UPNY CONED,23315,1663.33,5700,-9999
01/15/2019 00:10,WEST CENTRAL,23312,973.37,9999,-9999
01/15/2019 00:15,CENTRAL EAST - VC,23330,2377,2770,-9999
01/15/2019 00:15,DYSINGER EAST,23326,1344.86,3150,-9999
01/15/2019 00:15,MOSES SOUTH,23319,1161.17,3000,-1600
01/15/2019 00:15,SCH - HQ - NY,23324,1006,1330,-1000
01/15/2019 00:15,SCH - HQ_CEDARS,325274,0,190,-100
01/15/2019 00:15,SCH - HQ_IMPORT_EXPORT,325376,856,1310,-9999
01/15/2019 00:15,SCH - NE - NY,23318,-1599.82,1400,-1800
01/15/2019 00:15,SCH - NPX_1385,325277,-186,200,-200
