Timestamp,Interface Name,Point ID,Flow (MWH),Positive Limit (MWH),Negative Limit (MWH)
01/24/2019 00:00,CENTRAL EAST - VC,23330,2551.84,2650,-9999
01/24/2019 00:00,DYSINGER EAST,23326,1109.01,3150,-9999
01/24/2019 00:00,MOSES SOUTH,23319,1988.3,3000,-1600
01/24/2019 00:00,SCH - HQ - NY,23324,1197,1500,-1000
01/24/2019 00:00,SCH - HQ_CEDARS,325274,140,180,-100
01/24/2019 00:00,SCH - HQ_IMPORT_EXPORT,325376,1027,1310,-9999
01/24/2019 00:00,SCH - NE - NY,23318,-1463.27,1400,-1800
01/24/2019 00:00,SCH - NPX_1385,325277,-82,200,-200
01/24/2019 00:00,SCH - NPX_CSC,325154,0,330,-330
01/24/2019 00:00,SCH - OH - NY,23317,751.88,2000,-1900
01/24/2019 00:00,SCH - PJ - NY,23316,1095.51,2000,-1300
01/24/2019 00:00,SCH - PJM_HTP,325905,146,660,-660
01/24/2019 00:00,SCH - PJM_NEPTUNE,325305,660,660,-660
01/24/2019 00:00,SCH - PJM_VFT,325658,315,315,-315
01/24/2019 00:00,SPR/DUN-SOUTH,23320,2442.83,4600,-9999
01/24/2019 00:00,TOTAL EAST,23314,5118.81,6800,-9999
01/24/2019 00:00,UPNY CONED,23315,2075.81,5700,-9999
01/24/2019 00:00,WEST CENTRAL,23312,722.5,9999,-9999
01/24/2019 00:05,CENTRAL EAST - VC,23330,2528.69,2650,-9999
01/24/2019 00:05,DYSINGER EAST,23326,1118.03,3150,-9999
01/24/2019 00:05,MOSES SOUTH,23319,1932.87,3000,-1600
01/24/2019 00:05,SCH - HQ - NY,23324,1220,1500,-1000
01/24/2019 00:05,SCH - HQ_CEDARS,325274,99,180,-100
01/24/2019 00:05,SCH - HQ_IMPORT_EXPORT,325376,1050,1310,-9999
01/24/2019 00:05,SCH - NE - NY,23318,-1416.42,1400,-1800
01/24/2019 00:05,SCH - NPX_1385,325277,-40,200,-200
01/24/2019 00:05,SCH - NPX_CSC,325154,0,330,-330
01/24/2019 00:05,SCH - OH - NY,23317,530.17,2000,-1900
01/24/2019 00:05,SCH - PJ - NY,23316,1084.23,2000,-1300
01/24/2019 00:05,SCH - PJM_HTP,325905,75,660,-660
