timestamp,max_reconstructed_branch_error_mw,total_injection_error_mw,missing_9003_injection_mw
2019-01-21 18:00:00,6.36646291241e-12,2.84217094304e-13,194.697335057
2019-04-21 04:00:00,6.36646291241e-12,-1.13686837722e-13,36.6659738729
2019-07-17 16:00:00,4.2064129957e-12,5.68434188608e-14,298.75019115
2019-07-20 16:00:00,7.27595761418e-12,-2.27373675443e-13,324.963844796
2019-07-27 02:00:00,4.32009983342e-12,1.27897692437e-13,85.7719454649
