experiment,timestamp,pooled_error_pct,worst_interface_error_pct,wrong_direction_interfaces,imputed_interface_observations,ambiguous_interface_observations,minimum_sample_count,minimum_distinct_timestamp_count,pooled_rank,minimax_rank
reference_NY46__paper_roles,2019-10-23 04:00:00,15.3177219106,49.7922681861,0,0,0,12,12,7057,4186
reference_NY46__paper_roles,2019-10-23 05:00:00,20.9655238646,37.8936954654,0,0,0,12,12,8295,3229
reference_NY46__paper_roles,2019-10-23 06:00:00,19.5791572398,101.890513647,0,0,0,12,12,8105,6276
reference_NY46__paper_roles,2019-10-23 07:00:00,9.93938427465,1186.89659907,0,0,0,12,12,3794,8534
reference_NY46__paper_roles,2019-10-23 08:00:00,12.0371009373,302.701205107,0,0,0,12,12,5421,7933
reference_NY46__paper_roles,2019-10-23 09:00:00,12.6159960638,1034.46074632,0,0,0,12,12,5763,8502
reference_NY46__paper_roles,2019-10-23 10:00:00,15.3453787502,3764.97861115,0,0,0,13,12,7072,8686
reference_NY46__paper_roles,2019-10-23 11:00:00,14.0333542662,4753.22671638,0,0,0,16,15,6540,8707
reference_NY46__paper_roles,2019-10-23 12:00:00,10.8066020522,317.638118839,1,0,0,11,11,4490,7977
reference_NY46__paper_roles,2019-10-23 13:00:00,15.5969104048,995.74910375,1,0,0,12,12,7164,8494
reference_NY46__paper_roles,2019-10-23 14:00:00,9.98084907706,1236.34216402,0,0,0,12,12,3824,8538
reference_NY46__paper_roles,2019-10-23 15:00:00,15.1446222752,1139.24728674,0,0,0,12,12,6994,8525
reference_NY46__paper_roles,2019-10-23 16:00:00,10.3137949898,398.542692503,0,0,0,12,12,4087,8137
reference_NY46__paper_roles,2019-10-23 17:00:00,10.3734240787,515.725627068,0,0,0,12,12,4135,8270
reference_NY46__paper_roles,2019-10-23 18:00:00,10.947790675,1425.87705232,0,0,0,11,11,4595,8568
reference_NY46__paper_roles,2019-10-23 19:00:00,18.7984965217,236.023436968,1,0,0,11,11,7980,7693
reference_NY46__paper_roles,2019-10-23 20:00:00,19.5477437235,224.329009177,1,0,0,13,13,8098,7627
reference_NY46__paper_roles,2019-10-23 21:00:00,20.1007628143,535.901735789,1,0,0,11,11,8188,8289
reference_NY46__paper_roles,2019-10-23 22:00:00,20.0285018791,2986.20411655,1,0,0,12,12,8181,8668
reference_NY46__paper_roles,2019-10-23 23:00:00,14.5354762353,2967.56769315,0,0,0,12,12,6768,8667
reference_NY46__paper_roles,2019-10-24 00:00:00,14.7153528736,317.118167515,0,0,0,12,12,6829,7970
reference_NY46__paper_roles,2019-10-24 01:00:00,13.3069177685,123.364041641,0,0,0,12,12,6138,6686
reference_NY46__paper_roles,2019-10-24 02:00:00,12.854031494,157.366587154,0,0,0,12,12,5895,7135
reference_NY46__paper_roles,2019-10-24 03:00:00,12.3194741154,98.6635288525,0,0,0,12,12,5587,6185
reference_NY46__paper_roles,2019-10-24 04:00:00,15.5689034446,76.3634001403,0,0,0,12,12,7154,5496
reference_NY46__paper_roles,2019-10-24 05:00:00,19.8674866411,53.9934110375,0,0,0,12,12,8157,4461
reference_NY46__paper_roles,2019-10-24 06:00:00,16.4576096287,45.2377021155,0,0,0,12,12,7469,3831
reference_NY46__paper_roles,2019-10-24 07:00:00,14.3952684786,139.676245652,0,0,0,12,12,6706,6924
reference_NY46__paper_roles,2019-10-24 08:00:00,16.3867962669,165.98157566,0,0,0,12,12,7446,7223
reference_NY46__paper_roles,2019-10-24 09:00:00,19.3860562416,252.391299576,0,0,0,12,12,8079,7765
reference_NY46__paper_roles,2019-10-24 10:00:00,20.8135188083,2278.95717586,0,0,0,14,13,8281,8638
reference_NY46__paper_roles,2019-10-24 11:00:00,15.2924681435,863.284130569,1,0,0,12,12,7044,8457
reference_NY46__paper_roles,2019-10-24 12:00:00,18.6885684878,665.748813482,1,0,0,12,12,7966,8377
reference_NY46__paper_roles,2019-10-24 13:00:00,21.773913388,581.68160735,1,0,0,12,12,8386,8324
reference_NY46__paper_roles,2019-10-24 14:00:00,17.1331756067,1854.16617349,1,0,0,12,12,7656,8606
reference_NY46__paper_roles,2019-10-24 15:00:00,16.2562428108,1408.82621219,1,0,0,12,12,7406,8562
reference_NY46__paper_roles,2019-10-24 16:00:00,18.8462206658,4052.85344592,0,0,0,12,12,7988,8694
reference_NY46__paper_roles,2019-10-24 17:00:00,14.7235440935,901.285300986,0,0,0,12,12,6837,8468
reference_NY46__paper_roles,2019-10-24 18:00:00,19.9815457161,425.425514813,0,0,0,14,14,8176,8162
reference_NY46__paper_roles,2019-10-24 19:00:00,20.9479321255,305.689060283,1,0,0,11,11,8293,7942
reference_NY46__paper_roles,2019-10-24 20:00:00,31.7435869737,275.842284039,1,0,0,12,12,8719,7842
reference_NY46__paper_roles,2019-10-24 21:00:00,33.046149099,348.364955488,0,0,0,12,12,8728,8060
reference_NY46__paper_roles,2019-10-24 22:00:00,27.1905891315,216.457614402,0,0,0,12,12,8653,7584
reference_NY46__paper_roles,2019-10-24 23:00:00,35.7809213923,264.177924446,0,0,0,12,12,8742,7805
reference_NY46__paper_roles,2019-10-25 00:00:00,9.91040838145,140.68729914,0,0,0,12,12,3771,6939
reference_NY46__paper_roles,2019-10-25 01:00:00,12.4622631994,123.213016045,0,0,0,12,12,5685,6683
reference_NY46__paper_roles,2019-10-25 02:00:00,15.9352637248,117.441995748,0,0,0,12,12,7302,6553
reference_NY46__paper_roles,2019-10-25 03:00:00,17.8954759931,85.1437126648,0,0,0,12,12,7828,5800
reference_NY46__paper_roles,2019-10-25 04:00:00,28.1225258365,166.287262255,0,0,0,12,12,8674,7228
reference_NY46__paper_roles,2019-10-25 05:00:00,21.952227885,267.895219944,0,0,0,12,12,8401,7816
reference_NY46__paper_roles,2019-10-25 06:00:00,21.2358768623,120.411649658,0,0,0,12,12,8332,6617
reference_NY46__paper_roles,2019-10-25 07:00:00,7.64011944894,271.903110861,0,0,0,12,12,1827,7827
reference_NY46__paper_roles,2019-10-25 08:00:00,9.31887471832,92.8869244352,0,0,0,12,12,3246,6035
reference_NY46__paper_roles,2019-10-25 09:00:00,8.75338591696,109.437124298,1,0,0,12,12,2742,6421
reference_NY46__paper_roles,2019-10-25 10:00:00,12.6073774691,147.867807224,1,0,0,12,12,5756,7026
reference_NY46__paper_roles,2019-10-25 11:00:00,14.2376527635,170.962276371,1,0,0,12,12,6629,7273
reference_NY46__paper_roles,2019-10-25 12:00:00,15.3645803356,153.152193664,1,0,0,12,12,7077,7089
reference_NY46__paper_roles,2019-10-25 13:00:00,13.6137177528,145.921069495,1,0,0,12,12,6326,6999
reference_NY46__paper_roles,2019-10-25 14:00:00,21.5367021596,270.141132262,1,0,0,12,12,8359,7824
reference_NY46__paper_roles,2019-10-25 15:00:00,19.449720585,233.897596003,1,0,0,12,12,8085,7675
reference_NY46__paper_roles,2019-10-25 16:00:00,18.3602943351,183.682399783,1,0,0,12,12,7911,7370
reference_NY46__paper_roles,2019-10-25 17:00:00,16.4653884527,270.228729653,1,0,0,12,12,7476,7825
reference_NY46__paper_roles,2019-10-25 18:00:00,13.9996744792,325.523757248,1,0,0,12,12,6525,7997
reference_NY46__paper_roles,2019-10-25 19:00:00,20.6828801756,958.37334366,1,0,0,12,12,8268,8483
reference_NY46__paper_roles,2019-10-25 20:00:00,20.5939648282,5306.38089196,0,0,0,12,12,8251,8714
reference_NY46__paper_roles,2019-10-25 21:00:00,10.913933646,130.389239003,0,0,0,12,12,4575,6798
reference_NY46__paper_roles,2019-10-25 22:00:00,8.29064744953,57.3514873565,0,0,0,12,12,2329,4663
reference_NY46__paper_roles,2019-10-25 23:00:00,13.8565370721,103.411108882,0,0,0,12,12,6450,6309
reference_NY46__paper_roles,2019-10-26 00:00:00,10.7648492178,73.696101047,0,0,0,12,12,4452,5384
reference_NY46__paper_roles,2019-10-26 01:00:00,8.62108430255,65.7975940495,0,0,0,12,12,2626,5072
reference_NY46__paper_roles,2019-10-26 02:00:00,7.61844961214,66.8191190808,0,0,0,12,12,1809,5112
reference_NY46__paper_roles,2019-10-26 03:00:00,9.15219666222,69.981944354,0,0,0,12,12,3087,5242
reference_NY46__paper_roles,2019-10-26 04:00:00,9.08259698819,69.3467246574,0,0,0,12,12,3028,5220
reference_NY46__paper_roles,2019-10-26 05:00:00,13.2341158178,91.0934674048,0,0,0,12,12,6096,5970
reference_NY46__paper_roles,2019-10-26 06:00:00,16.1181855693,140.66561134,0,0,0,12,12,7359,6938
reference_NY46__paper_roles,2019-10-26 07:00:00,8.38523792108,75.3459779697,0,0,0,12,12,2422,5454
reference_NY46__paper_roles,2019-10-26 08:00:00,8.06367594466,54.5635813486,0,0,0,12,12,2144,4498
reference_NY46__paper_roles,2019-10-26 09:00:00,10.7920794271,185.57879498,0,0,0,12,12,4479,7382
reference_NY46__paper_roles,2019-10-26 10:00:00,10.5867060472,131.192401422,0,0,0,12,12,4320,6811
reference_NY46__paper_roles,2019-10-26 11:00:00,8.95999569478,94.210569605,0,0,0,12,12,2948,6075
reference_NY46__paper_roles,2019-10-26 12:00:00,8.48557168359,67.5986538441,0,0,0,12,12,2507,5147
reference_NY46__paper_roles,2019-10-26 13:00:00,8.34535145475,85.5102122676,0,0,0,12,12,2388,5818
reference_NY46__paper_roles,2019-10-26 14:00:00,7.20784444694,73.6471348832,0,0,0,12,12,1477,5381
reference_NY46__paper_roles,2019-10-26 15:00:00,6.91687191311,50.063486542,0,0,0,12,12,1277,4202
reference_NY46__paper_roles,2019-10-26 16:00:00,9.43975739609,181.951169957,0,0,0,12,12,3341,7362
reference_NY46__paper_roles,2019-10-26 17:00:00,13.1417770737,176.450094603,0,0,0,12,12,6052,7324
reference_NY46__paper_roles,2019-10-26 18:00:00,12.8225955668,112.216724991,0,0,0,12,12,5877,6472
reference_NY46__paper_roles,2019-10-26 19:00:00,13.709262262,79.7677527849,0,0,0,12,12,6380,5616
reference_NY46__paper_roles,2019-10-26 20:00:00,13.2620329991,51.0368812003,0,0,0,12,12,6118,4268
reference_NY46__paper_roles,2019-10-26 21:00:00,17.0364253595,182.185072853,0,0,0,12,12,7632,7364
reference_NY46__paper_roles,2019-10-26 22:00:00,13.5408302595,111.649735286,0,0,0,12,12,6284,6465
reference_NY46__paper_roles,2019-10-26 23:00:00,16.5828252787,557.310245224,0,0,0,12,12,7510,8300
reference_NY46__paper_roles,2019-10-27 00:00:00,8.93505387511,159.309842222,0,0,0,13,13,2923,7160
reference_NY46__paper_roles,2019-10-27 01:00:00,10.0943134598,23.7480847782,0,0,0,11,11,3918,1644
reference_NY46__paper_roles,2019-10-27 02:00:00,8.85032310589,51.059064571,0,0,0,12,12,2835,4269
reference_NY46__paper_roles,2019-10-27 03:00:00,8.48012218062,37.497384911,0,0,0,12,12,2502,3182
reference_NY46__paper_roles,2019-10-27 04:00:00,10.6942563879,75.5411752917,0,0,0,12,12,4401,5462
reference_NY46__paper_roles,2019-10-27 05:00:00,11.6295275755,82.4340568804,0,0,0,12,12,5103,5704
reference_NY46__paper_roles,2019-10-27 06:00:00,9.11266064124,114.566239619,0,0,0,12,12,3055,6517
reference_NY46__paper_roles,2019-10-27 07:00:00,7.5470653213,38.391169128,0,0,0,12,12,1754,3273
reference_NY46__paper_roles,2019-10-27 08:00:00,10.1649773495,85.1649914806,0,0,0,12,12,3977,5802
reference_NY46__paper_roles,2019-10-27 09:00:00,9.45103225417,102.69068427,0,0,0,12,12,3351,6293
reference_NY46__paper_roles,2019-10-27 10:00:00,7.96203607271,77.2840535713,0,0,0,12,12,2064,5523
reference_NY46__paper_roles,2019-10-27 11:00:00,8.64587777125,53.6329816249,0,0,0,12,12,2640,4444
reference_NY46__paper_roles,2019-10-27 12:00:00,8.43907347647,17.4684458853,0,0,0,12,12,2469,774
reference_NY46__paper_roles,2019-10-27 13:00:00,8.37918649217,43.0399657525,0,0,0,12,12,2414,3663
reference_NY46__paper_roles,2019-10-27 14:00:00,10.0079196462,71.2710483926,0,0,0,12,12,3846,5294
reference_NY46__paper_roles,2019-10-27 15:00:00,10.0762588355,67.8152213944,0,0,0,12,12,3905,5160
reference_NY46__paper_roles,2019-10-27 16:00:00,5.8989064067,82.9657155741,0,0,0,12,12,709,5721
reference_NY46__paper_roles,2019-10-27 17:00:00,8.32947290634,126.721199501,0,0,0,12,12,2374,6745
reference_NY46__paper_roles,2019-10-27 18:00:00,7.18113819664,9.99353515663,0,0,0,12,12,1458,117
reference_NY46__paper_roles,2019-10-27 19:00:00,7.97440984516,14.3640185717,0,0,0,12,12,2073,426
reference_NY46__paper_roles,2019-10-27 20:00:00,15.1534431257,104.513164668,0,0,0,12,12,6998,6337
reference_NY46__paper_roles,2019-10-27 21:00:00,12.939135365,132.335567428,0,0,0,12,12,5942,6823
reference_NY46__paper_roles,2019-10-27 22:00:00,10.861964761,82.4740485016,0,0,0,12,12,4537,5706
reference_NY46__paper_roles,2019-10-27 23:00:00,11.5548081693,117.918763403,0,0,0,12,12,5053,6566
reference_NY46__paper_roles,2019-10-28 00:00:00,9.89501432915,158.548691195,0,0,0,12,12,3756,7147
reference_NY46__paper_roles,2019-10-28 01:00:00,11.0079516726,153.998903641,0,0,0,12,12,4653,7097
reference_NY46__paper_roles,2019-10-28 02:00:00,14.4239440126,612.193116941,0,0,0,12,12,6719,8344
reference_NY46__paper_roles,2019-10-28 03:00:00,17.2418236615,803.049916333,0,0,0,12,12,7683,8434
reference_NY46__paper_roles,2019-10-28 04:00:00,19.5633237785,233.088626091,0,0,0,12,12,8103,7672
reference_NY46__paper_roles,2019-10-28 05:00:00,29.4532243608,1676.43648686,0,0,0,12,12,8692,8586
reference_NY46__paper_roles,2019-10-28 06:00:00,22.5190491987,3905.51815219,1,0,0,12,12,8447,8690
reference_NY46__paper_roles,2019-10-28 07:00:00,8.33573430228,749.395104613,1,0,0,12,12,2380,8417
reference_NY46__paper_roles,2019-10-28 08:00:00,7.6930045207,455.509039484,1,0,0,12,12,1866,8200
reference_NY46__paper_roles,2019-10-28 09:00:00,9.14111574966,522.827715261,1,0,0,12,12,3078,8276
reference_NY46__paper_roles,2019-10-28 10:00:00,7.77170058464,6614.71420634,0,0,0,12,12,1919,8725
reference_NY46__paper_roles,2019-10-28 11:00:00,4.70531163163,266.512912188,0,0,0,12,12,279,7810
reference_NY46__paper_roles,2019-10-28 12:00:00,4.39042299539,2188.46397388,0,0,0,12,12,192,8631
reference_NY46__paper_roles,2019-10-28 13:00:00,5.01973114141,278.345973848,0,0,0,12,12,366,7849
reference_NY46__paper_roles,2019-10-28 14:00:00,6.26731896903,1574.63521945,1,0,0,12,12,881,8578
reference_NY46__paper_roles,2019-10-28 15:00:00,7.66952570823,842.418550547,0,0,0,12,12,1851,8449
reference_NY46__paper_roles,2019-10-28 16:00:00,8.2427703046,1794.94321454,0,0,0,12,12,2298,8599
reference_NY46__paper_roles,2019-10-28 17:00:00,9.49611663152,399.972764729,1,0,0,14,13,3406,8139
reference_NY46__paper_roles,2019-10-28 18:00:00,11.179674771,54.3867134966,0,0,0,11,11,4779,4484
reference_NY46__paper_roles,2019-10-28 19:00:00,10.1778007577,97.8931846696,0,0,0,12,12,3988,6170
reference_NY46__paper_roles,2019-10-28 20:00:00,17.8623810709,122.520552309,1,0,0,12,12,7821,6669
reference_NY46__paper_roles,2019-10-28 21:00:00,12.6577937604,833.828946444,1,0,0,12,12,5786,8446
reference_NY46__paper_roles,2019-10-28 22:00:00,14.8183991954,135.104954548,0,0,0,12,12,6873,6863
reference_NY46__paper_roles,2019-10-28 23:00:00,17.4869175459,496.315989466,0,0,0,12,12,7731,8248
reference_NY46__paper_roles,2019-10-29 00:00:00,11.7900358984,1002.78857698,1,0,0,12,12,5223,8496
reference_NY46__paper_roles,2019-10-29 01:00:00,12.5113817682,584.671793776,0,0,0,12,12,5707,8327
reference_NY46__paper_roles,2019-10-29 02:00:00,11.6503476155,620.125781073,0,0,0,12,12,5118,8350
reference_NY46__paper_roles,2019-10-29 03:00:00,11.1790215618,1844.46452259,0,0,0,12,12,4778,8605
reference_NY46__paper_roles,2019-10-29 04:00:00,15.2880583669,3449.09693838,1,0,0,12,12,7040,8682
reference_NY46__paper_roles,2019-10-29 05:00:00,27.3087932271,388.958952144,1,0,0,12,12,8659,8124
reference_NY46__paper_roles,2019-10-29 06:00:00,20.6724918493,652.54217319,1,0,0,12,12,8265,8365
reference_NY46__paper_roles,2019-10-29 07:00:00,14.7765600302,241.341613768,1,0,0,12,12,6856,7712
reference_NY46__paper_roles,2019-10-29 08:00:00,9.28952061975,218.814084464,1,0,0,12,12,3219,7597
reference_NY46__paper_roles,2019-10-29 09:00:00,7.41508196566,832.608938241,1,0,0,12,12,1635,8445
reference_NY46__paper_roles,2019-10-29 10:00:00,8.35244098632,381.260400851,1,0,0,13,12,2392,8114
reference_NY46__paper_roles,2019-10-29 11:00:00,9.19884064578,269.119078713,1,0,0,12,12,3134,7823
reference_NY46__paper_roles,2019-10-29 12:00:00,9.98422954519,251.65558918,1,0,0,12,12,3826,7763
reference_NY46__paper_roles,2019-10-29 13:00:00,8.88279015292,223.207134872,1,0,0,12,12,2876,7620
reference_NY46__paper_roles,2019-10-29 14:00:00,10.5105169616,247.705325289,1,0,0,12,12,4251,7748
reference_NY46__paper_roles,2019-10-29 15:00:00,13.3535328452,314.56306732,1,0,0,11,10,6162,7964
reference_NY46__paper_roles,2019-10-29 16:00:00,10.5303503525,344.004090545,1,0,0,12,12,4273,8046
reference_NY46__paper_roles,2019-10-29 17:00:00,7.90997254754,975.485052632,1,0,0,11,11,2018,8491
reference_NY46__paper_roles,2019-10-29 18:00:00,8.76479629131,3223.01781484,0,0,0,12,12,2754,8674
reference_NY46__paper_roles,2019-10-29 19:00:00,12.6769779478,240.116081218,1,0,0,12,12,5793,7710
reference_NY46__paper_roles,2019-10-29 20:00:00,15.0455369758,438.189243918,1,0,0,9,9,6954,8178
reference_NY46__paper_roles,2019-10-29 21:00:00,15.7366979671,247.916540138,1,0,0,12,12,7226,7749
reference_NY46__paper_roles,2019-10-29 22:00:00,11.5612992678,595.113031636,0,0,0,12,12,5057,8334
reference_NY46__paper_roles,2019-10-29 23:00:00,22.1584519864,2206.69738758,1,0,0,12,12,8422,8633
reference_NY46__paper_roles,2019-10-30 00:00:00,16.9732132154,878.385518162,1,0,0,12,12,7612,8463
reference_NY46__paper_roles,2019-10-30 01:00:00,16.5657649887,513.786926237,1,0,0,12,12,7507,8266
reference_NY46__paper_roles,2019-10-30 02:00:00,16.1624266743,683.361113809,1,0,0,12,12,7372,8388
reference_NY46__paper_roles,2019-10-30 03:00:00,19.5016975192,1134.26794637,1,0,0,12,12,8088,8524
reference_NY46__paper_roles,2019-10-30 04:00:00,23.2819207948,263.727392911,1,0,0,12,12,8494,7804
reference_NY46__paper_roles,2019-10-30 05:00:00,25.2145060062,474.276779568,1,0,0,12,12,8592,8221
reference_NY46__paper_roles,2019-10-30 06:00:00,16.0496476776,76.1574302244,0,0,0,12,12,7332,5490
reference_NY46__paper_roles,2019-10-30 07:00:00,11.8223044245,136.761328439,0,0,0,12,12,5243,6883
reference_NY46__paper_roles,2019-10-30 08:00:00,8.78733139978,649.615128714,1,0,0,12,12,2772,8362
reference_NY46__paper_roles,2019-10-30 09:00:00,4.56213800371,489.728046978,0,0,0,12,12,240,8239
reference_NY46__paper_roles,2019-10-30 10:00:00,4.34975633245,75.4962393598,0,0,0,12,12,185,5460
reference_NY46__paper_roles,2019-10-30 11:00:00,9.68037382466,845.916795156,0,0,0,12,12,3577,8450
reference_NY46__paper_roles,2019-10-30 12:00:00,2.14457326885,539.195405716,1,0,0,12,12,2,8292
reference_NY46__paper_roles,2019-10-30 13:00:00,11.6587693441,172.519938542,1,0,0,12,12,5129,7287
reference_NY46__paper_roles,2019-10-30 14:00:00,5.15394620563,248.910955677,1,0,0,12,12,428,7757
reference_NY46__paper_roles,2019-10-30 15:00:00,9.77113670469,213.032537538,1,0,0,12,12,3641,7563
reference_NY46__paper_roles,2019-10-30 16:00:00,10.6152098399,490.980719627,1,0,0,12,12,4346,8241
reference_NY46__paper_roles,2019-10-30 17:00:00,5.88865596749,79.4994108887,0,0,0,12,12,702,5605
reference_NY46__paper_roles,2019-10-30 18:00:00,9.05816542303,697.404772938,0,0,0,12,12,3011,8401
reference_NY46__paper_roles,2019-10-30 19:00:00,12.0925386966,432.634282544,1,0,0,12,12,5455,8171
reference_NY46__paper_roles,2019-10-30 20:00:00,20.538777052,527.044396346,1,0,0,12,12,8247,8281
reference_NY46__paper_roles,2019-10-30 21:00:00,19.2710023635,394.593571066,0,0,0,9,9,8062,8130
reference_NY46__paper_roles,2019-10-30 22:00:00,12.3821422307,114.386329356,0,0,0,12,12,5621,6511
reference_NY46__paper_roles,2019-10-30 23:00:00,15.9576903221,109.616667261,0,0,0,12,12,7307,6424
reference_NY46__paper_roles,2019-10-31 00:00:00,9.02407094562,75.7249433088,0,0,0,12,12,2988,5472
reference_NY46__paper_roles,2019-10-31 01:00:00,9.67877618711,73.7722405595,0,0,0,12,12,3573,5393
reference_NY46__paper_roles,2019-10-31 02:00:00,6.92724537716,57.3926525616,0,0,0,12,12,1285,4665
reference_NY46__paper_roles,2019-10-31 03:00:00,9.61950311543,68.400905464,0,0,0,12,12,3527,5188
reference_NY46__paper_roles,2019-10-31 04:00:00,12.6929337239,77.2880328312,0,0,0,12,12,5800,5525
reference_NY46__paper_roles,2019-10-31 05:00:00,20.5287707911,63.022725204,0,0,0,12,12,8245,4941
reference_NY46__paper_roles,2019-10-31 06:00:00,21.4775883958,914.193380903,0,0,0,12,12,8354,8471
reference_NY46__paper_roles,2019-10-31 07:00:00,13.326746661,2330.5594734,0,0,0,12,12,6147,8643
reference_NY46__paper_roles,2019-10-31 08:00:00,10.1581059213,3344.44533612,0,0,0,12,12,3970,8675
reference_NY46__paper_roles,2019-10-31 09:00:00,7.36780313228,171.708847579,1,0,0,12,12,1593,7282
reference_NY46__paper_roles,2019-10-31 10:00:00,4.79661236223,82.7398092788,0,0,0,12,12,300,5715
reference_NY46__paper_roles,2019-10-31 11:00:00,4.51009969586,70.6239069304,0,0,0,10,9,225,5276
reference_NY46__paper_roles,2019-10-31 12:00:00,8.04507890257,180.476184183,0,0,0,11,11,2128,7350
reference_NY46__paper_roles,2019-10-31 13:00:00,14.8379326657,5887.18662512,1,0,0,13,13,6886,8721
reference_NY46__paper_roles,2019-10-31 14:00:00,9.54804443682,141.047671796,0,0,0,12,12,3453,6943
reference_NY46__paper_roles,2019-10-31 15:00:00,8.36552910974,206.70814653,0,0,0,12,12,2407,7530
reference_NY46__paper_roles,2019-10-31 16:00:00,7.95067542673,63.0846352984,0,0,0,12,12,2050,4945
reference_NY46__paper_roles,2019-10-31 17:00:00,12.2991100148,122.355733628,0,0,0,12,12,5575,6662
reference_NY46__paper_roles,2019-10-31 18:00:00,8.93954882115,180.497345079,0,0,0,12,12,2929,7351
reference_NY46__paper_roles,2019-10-31 19:00:00,8.41383147371,881.937139808,0,0,0,13,13,2445,8465
reference_NY46__paper_roles,2019-10-31 20:00:00,10.7464054398,187.056637221,0,0,0,11,11,4439,7393
reference_NY46__paper_roles,2019-10-31 21:00:00,11.732272987,248.90186609,0,0,0,14,14,5179,7756
reference_NY46__paper_roles,2019-10-31 22:00:00,13.4719337596,350.145720603,0,0,0,12,12,6236,8066
reference_NY46__paper_roles,2019-10-31 23:00:00,15.3803821286,227.411297393,0,0,0,14,13,7086,7642
reference_NY46__paper_roles,2019-11-01 00:00:00,7.47287483867,67.1609853124,0,0,0,14,14,1689,5127
reference_NY46__paper_roles,2019-11-01 01:00:00,4.23762666042,36.5637120493,0,0,0,11,11,170,3101
reference_NY46__paper_roles,2019-11-01 02:00:00,7.01814200427,28.3062338322,0,0,0,12,12,1349,2225
reference_NY46__paper_roles,2019-11-01 03:00:00,12.5801609626,62.3881843145,0,0,0,12,12,5746,4913
reference_NY46__paper_roles,2019-11-01 04:00:00,11.027623185,42.9432722904,0,0,0,12,12,4665,3656
reference_NY46__paper_roles,2019-11-01 05:00:00,9.33719158957,18.9525772156,0,0,0,12,12,3264,971
reference_NY46__paper_roles,2019-11-01 06:00:00,10.9841159178,51.2216647545,0,0,0,13,13,4633,4275
reference_NY46__paper_roles,2019-11-01 07:00:00,5.7251139231,24.4056625737,0,0,0,12,12,633,1736
reference_NY46__paper_roles,2019-11-01 08:00:00,6.32598909714,26.6504035887,0,0,0,12,12,916,2034
reference_NY46__paper_roles,2019-11-01 09:00:00,8.70794926747,23.5676238459,0,0,0,12,12,2685,1623
reference_NY46__paper_roles,2019-11-01 10:00:00,10.1759654563,152.991433924,0,0,0,12,12,3984,7085
reference_NY46__paper_roles,2019-11-01 11:00:00,7.91051864091,43.4107440946,0,0,0,12,12,2019,3694
reference_NY46__paper_roles,2019-11-01 12:00:00,8.37960004011,196.786154619,0,0,0,12,12,2415,7464
reference_NY46__paper_roles,2019-11-01 13:00:00,10.6215313222,209.358151348,0,0,0,12,12,4351,7548
reference_NY46__paper_roles,2019-11-01 14:00:00,10.3348047941,261.487541299,0,0,0,14,14,4104,7799
reference_NY46__paper_roles,2019-11-01 15:00:00,9.78749082406,2441.75419654,0,0,0,10,10,3655,8649
reference_NY46__paper_roles,2019-11-01 16:00:00,9.18527338531,218.35254985,0,0,0,12,12,3125,7596
reference_NY46__paper_roles,2019-11-01 17:00:00,9.07242836146,122.47471287,0,0,0,12,12,3020,6667
reference_NY46__paper_roles,2019-11-01 18:00:00,12.1495636917,293.421119377,0,0,0,13,12,5490,7908
reference_NY46__paper_roles,2019-11-01 19:00:00,10.0897794907,17.1995534215,0,0,0,12,12,3913,750
reference_NY46__paper_roles,2019-11-01 20:00:00,20.2081240867,48.5117147784,0,0,0,12,12,8200,4086
reference_NY46__paper_roles,2019-11-01 21:00:00,12.1784798737,19.2672017144,0,0,0,12,12,5514,1026
reference_NY46__paper_roles,2019-11-01 22:00:00,11.8497818232,46.9754087187,0,0,0,12,12,5263,3960
reference_NY46__paper_roles,2019-11-01 23:00:00,16.6124247088,114.905428907,0,0,0,12,12,7520,6519
reference_NY46__paper_roles,2019-11-02 00:00:00,11.9657860794,79.509559394,0,0,0,12,12,5371,5607
reference_NY46__paper_roles,2019-11-02 01:00:00,13.6399086038,200.560423851,1,0,0,12,12,6336,7492
reference_NY46__paper_roles,2019-11-02 02:00:00,13.7775504907,491.002236778,1,0,0,12,12,6415,8242
reference_NY46__paper_roles,2019-11-02 03:00:00,15.5504425156,367.273538935,1,0,0,12,12,7152,8094
reference_NY46__paper_roles,2019-11-02 04:00:00,17.8522580289,161.48967108,1,0,0,12,12,7818,7182
reference_NY46__paper_roles,2019-11-02 05:00:00,13.3953984598,139.05103033,1,0,0,12,12,6192,6915
reference_NY46__paper_roles,2019-11-02 06:00:00,9.4892236775,1784.13583784,0,0,0,12,12,3391,8597
reference_NY46__paper_roles,2019-11-02 07:00:00,11.9645134174,76.3103447874,0,0,0,12,12,5370,5494
reference_NY46__paper_roles,2019-11-02 08:00:00,9.34132472582,36.4065537444,0,0,0,12,12,3265,3083
reference_NY46__paper_roles,2019-11-02 09:00:00,17.6997472169,101.693706785,0,0,0,12,12,7783,6269
reference_NY46__paper_roles,2019-11-02 10:00:00,13.1679553713,137.529313441,0,0,0,12,12,6065,6898
reference_NY46__paper_roles,2019-11-02 11:00:00,8.78141402548,194.087600002,0,0,0,12,12,2767,7444
reference_NY46__paper_roles,2019-11-02 12:00:00,8.79661679592,109.257172769,0,0,0,12,12,2783,6418
reference_NY46__paper_roles,2019-11-02 13:00:00,11.1278726226,317.403592485,0,0,0,12,12,4732,7972
reference_NY46__paper_roles,2019-11-02 14:00:00,10.555389204,481.968620444,0,0,0,12,12,4300,8228
