experiment,criterion,rank,timestamp,interface,observed_actual_mw,predicted_actual_scale_mw,observed_benchmark_mw,predicted_benchmark_mw,signed_error_benchmark_mw,absolute_error_actual_scale_mw,absolute_error_pct,paper_rating_error_pct,wrong_direction
compact51_marcy__paper_roles,pooled,3,2019-09-06 03:00:00,Dun/SPR-South,2792.46916667,2778.93508669,1001.55320563,996.699042384,-4.8541632424,13.5340799752,0.4846635421,0.311128275292,False
compact51_marcy__paper_roles,minimax,1,2019-07-03 04:00:00,Dysinger East,857.38,844.825259764,307.509818798,303.006907726,-4.50291107195,12.5547402355,1.46431456711,0.39856318208,False
compact51_marcy__paper_roles,minimax,1,2019-07-03 04:00:00,West Central,497.0375,504.407090638,178.268575848,180.911769627,2.64319377843,7.36959063815,1.48270314376,-0.0737032767092,False
compact51_marcy__paper_roles,minimax,1,2019-07-03 04:00:00,Total East,4110.18,4234.16051339,1474.16630552,1518.63343236,44.4671268368,123.980513391,3.01642539721,-1.82324284399,False
compact51_marcy__paper_roles,minimax,1,2019-07-03 04:00:00,Moses South,1935.28,2029.1764686,694.111831536,727.788947919,33.6771163829,93.8964685983,4.85182860353,-2.98084027296,False
compact51_marcy__paper_roles,minimax,1,2019-07-03 04:00:00,Central East,2132.80416667,2042.69611604,764.95628872,732.637934757,-32.3183539624,90.1080506263,4.22486283713,3.80738242083,False
compact51_marcy__paper_roles,minimax,1,2019-07-03 04:00:00,UpNY-Coned,2833.57416667,2939.87602079,1016.2960164,1054.42247596,38.1264595607,106.301854119,3.75151126693,-1.86494480911,False
compact51_marcy__paper_roles,minimax,1,2019-07-03 04:00:00,Dun/SPR-South,3468.36166667,3553.32463198,1243.97031379,1274.44332001,30.4730062135,84.9629653111,2.44965702763,-1.95317161635,False
compact51_marcy__paper_roles,minimax,2,2019-07-22 04:00:00,Dysinger East,1057.25333333,1052.61472579,379.196833325,377.533140023,-1.66369330276,4.63860753942,0.438741349228,0.147257382204,False
compact51_marcy__paper_roles,minimax,2,2019-07-22 04:00:00,West Central,614.283333333,646.907157439,220.320227348,232.021160702,11.7009333542,32.6238241058,5.31087567178,-0.326270868145,False
compact51_marcy__paper_roles,minimax,2,2019-07-22 04:00:00,Total East,4771.39666667,4839.34283625,1711.31974664,1735.68947103,24.3697243893,67.9461695844,1.4240310402,-0.999208376241,False
compact51_marcy__paper_roles,minimax,2,2019-07-22 04:00:00,Moses South,2175.66416667,2224.86643831,780.3285517,797.97554794,17.6469962409,49.2022716418,2.26148283341,-1.56197687752,False
compact51_marcy__paper_roles,minimax,2,2019-07-22 04:00:00,Central East,2281.57,2204.23432705,818.312973564,790.575589003,-27.7373845612,77.3356729488,3.38958142633,2.91832728109,False
compact51_marcy__paper_roles,minimax,2,2019-07-22 04:00:00,UpNY-Coned,3841.94166667,3779.72302689,1377.95934795,1355.64387215,-22.315475801,62.2186397723,1.61945821073,1.09155508373,False
compact51_marcy__paper_roles,minimax,2,2019-07-22 04:00:00,Dun/SPR-South,3833.9975,4029.06726318,1375.11007546,1445.07423082,69.9641553666,195.069763179,5.08789489767,-4.48436237194,False
compact51_marcy__paper_roles,minimax,3,2019-09-08 05:00:00,Dysinger East,765.053333333,745.378837983,274.395731069,267.339232783,-7.05649828565,19.6744953504,2.57165017042,0.624587153982,False
compact51_marcy__paper_roles,minimax,3,2019-09-08 05:00:00,West Central,568.540833333,586.370793167,203.914120504,210.309053576,6.39493307235,17.8299598335,3.13609133912,-0.178317430078,False
compact51_marcy__paper_roles,minimax,3,2019-09-08 05:00:00,Total East,4053.45916667,4069.7763639,1453.82268521,1459.67504748,5.85236227069,16.3171972305,0.402549934749,-0.239958782802,False
compact51_marcy__paper_roles,minimax,3,2019-09-08 05:00:00,Moses South,2037.21166667,2056.82065931,730.67086994,737.703874878,7.03300493785,19.6089926403,0.962540759073,-0.622507702866,False
compact51_marcy__paper_roles,minimax,3,2019-09-08 05:00:00,Central East,2234.5025,2330.97246779,801.431639271,836.031772602,34.6001333311,96.4699677929,4.31729066282,-4.09638929057,False
compact51_marcy__paper_roles,minimax,3,2019-09-08 05:00:00,UpNY-Coned,1866.06666667,1761.83358134,669.287623377,631.903153034,-37.384470343,104.23308533,5.58571069257,1.82865061983,False
compact51_marcy__paper_roles,minimax,3,2019-09-08 05:00:00,Dun/SPR-South,2539.30083333,2539.6479045,910.751287797,910.875769115,0.124481318323,0.347071170348,0.0136679815874,-0.0079786475942,False
compact51_marcy__current_roles,pooled,1,2019-05-30 09:00:00,Dysinger East,1583.75833333,1599.73017614,568.0342883,573.762784986,5.72849668604,15.971842811,1.00847727048,-0.50704262892,False
compact51_marcy__current_roles,pooled,1,2019-05-30 09:00:00,West Central,1108.89083333,1137.78038692,397.717253989,408.078845569,10.36159158,28.8895535877,2.60526579526,-0.288924428319,False
compact51_marcy__current_roles,pooled,1,2019-05-30 09:00:00,Total East,4260.34916667,4259.41095596,1528.02631302,1527.68981228,-0.33650073904,0.938210704185,0.0220219204455,0.013797216238,False
compact51_marcy__current_roles,pooled,1,2019-05-30 09:00:00,Moses South,1083.18166667,1017.44126303,388.496347059,364.917747592,-23.5785994672,65.7404036406,6.06919463869,2.30668082949,False
compact51_marcy__current_roles,pooled,1,2019-05-30 09:00:00,Central East,2376.23,3587.74195369,852.263939818,1286.7875132,434.523573385,1211.51195369,50.9846249599,-46.3293290128,False
compact51_marcy__current_roles,pooled,1,2019-05-30 09:00:00,UpNY-Coned,2777.13083333,2724.90458851,996.051924859,977.320343668,-18.7315811914,52.2262448227,1.88058280135,0.916249909171,False
compact51_marcy__current_roles,pooled,1,2019-05-30 09:00:00,Dun/SPR-South,3233.075,3243.93819564,1159.58187433,1163.47809225,3.8962179215,10.8631956358,0.336001968276,-0.236156426866,False
compact51_marcy__current_roles,pooled,2,2019-06-30 01:00:00,Dysinger East,998.221666667,924.369428979,358.024404391,331.536396472,-26.4880079185,73.8522376878,7.39838055553,2.34451548215,False
compact51_marcy__current_roles,pooled,2,2019-06-30 01:00:00,West Central,603.910833333,555.962757471,216.600003415,199.402839824,-17.1971635915,47.9480758622,7.93959525408,0.479528711493,False
compact51_marcy__current_roles,pooled,2,2019-06-30 01:00:00,Total East,4381.59333333,4334.32884451,1571.51201565,1554.56002891,-16.9519867433,47.2644888244,1.07870551255,0.695066012123,False
compact51_marcy__current_roles,pooled,2,2019-06-30 01:00:00,Moses South,1698.31166667,1682.57463052,609.120241758,603.475961352,-5.6442804062,15.7370361493,0.926628277844,0.499588449183,False
compact51_marcy__current_roles,pooled,2,2019-06-30 01:00:00,Central East,2289.13166667,3547.76801365,821.025057758,1272.45037091,451.425313156,1258.63634699,54.9831346669,-52.3341516418,False
compact51_marcy__current_roles,pooled,2,2019-06-30 01:00:00,UpNY-Coned,2930.92916667,2959.70895762,1051.21357735,1061.53580122,10.3222238693,28.7797909534,0.981934032411,-0.504908613217,False
compact51_marcy__current_roles,pooled,2,2019-06-30 01:00:00,Dun/SPR-South,3542.51583333,3584.92165259,1270.56661223,1285.77597774,15.2093655049,42.4058192598,1.19705376786,-0.974846419766,False
compact51_marcy__current_roles,pooled,3,2019-05-21 20:00:00,Dysinger East,1464.67083333,1437.80244168,525.322100535,515.685423393,-9.63667714164,26.8683916501,1.83443208116,0.895613055003,False
compact51_marcy__current_roles,pooled,3,2019-05-21 20:00:00,West Central,1019.59083333,1012.75844172,365.688717262,363.238196479,-2.45052078247,6.83239161823,0.67011112643,0.0683307492572,False
compact51_marcy__current_roles,pooled,3,2019-05-21 20:00:00,Total East,3603.69166667,3656.07361595,1292.50807276,1311.29549926,18.7874265011,52.3819492871,1.45356357126,-0.770322783633,False
compact51_marcy__current_roles,pooled,3,2019-05-21 20:00:00,Moses South,1331.87583333,1227.29739395,477.693550315,440.18521452,-37.5083357954,104.578439381,7.85196613407,3.66941892566,False
compact51_marcy__current_roles,pooled,3,2019-05-21 20:00:00,Central East,2338.22166667,3144.64733618,838.631786402,1127.86621164,289.234425233,806.425669515,34.4888459897,-30.4311573402,False
compact51_marcy__current_roles,pooled,3,2019-05-21 20:00:00,UpNY-Coned,2087.0875,2204.45874493,748.559447316,790.656079217,42.0966319014,117.371244927,5.62368587456,-2.05914464785,False
compact51_marcy__current_roles,pooled,3,2019-05-21 20:00:00,Dun/SPR-South,2412.77166667,2200.79924782,865.370055304,789.34355584,-76.0264994638,211.972418849,8.78543219722,4.60809606193,False
compact51_marcy__current_roles,minimax,1,2019-03-02 15:00:00,Dysinger East,1120.32666667,998.975180338,401.818855421,358.294661281,-43.5241941399,121.351486328,10.831794863,3.85242813741,False
compact51_marcy__current_roles,minimax,1,2019-03-02 15:00:00,West Central,614.084166667,519.795363668,220.248793788,186.430961876,-33.8178319122,94.2888029992,15.3543778064,0.942982328224,False
compact51_marcy__current_roles,minimax,1,2019-03-02 15:00:00,Total East,4250.0275,3748.44579513,1524.32432108,1344.4259106,-179.898410478,501.581704866,11.8018461026,7.37620154215,False
compact51_marcy__current_roles,minimax,1,2019-03-02 15:00:00,Moses South,1805.61333333,1526.96530463,647.605296312,547.664774239,-99.9405220732,278.648028704,15.4323200632,8.84596916521,False
compact51_marcy__current_roles,minimax,1,2019-03-02 15:00:00,Central East,2398.95916667,3092.28812112,860.416033316,1109.08693904,248.670905725,693.328954451,28.9012403414,-25.6788501649,False
compact51_marcy__current_roles,minimax,1,2019-03-02 15:00:00,UpNY-Coned,2496.06083333,1812.12136101,895.242733171,649.93948,-245.303253171,683.939472326,27.4007533467,11.998938111,False
compact51_marcy__current_roles,minimax,1,2019-03-02 15:00:00,Dun/SPR-South,2851.59416667,2461.79326143,1022.7591097,882.952249575,-139.806860127,389.800905234,13.6695785743,8.47393272247,False
compact51_marcy__current_roles,minimax,2,2019-03-02 16:00:00,Dysinger East,995.205,938.283156975,356.942440011,336.526725119,-20.4157148921,56.9218430247,5.71960983161,1.80704263571,False
compact51_marcy__current_roles,minimax,2,2019-03-02 16:00:00,West Central,477.119166667,449.125908693,171.124622089,161.084497888,-10.0401242004,27.9932579733,5.86714178114,0.279960575791,False
compact51_marcy__current_roles,minimax,2,2019-03-02 16:00:00,Total East,4180.2775,3724.16202251,1499.30763086,1335.71623868,-163.591392186,456.115477485,10.9111291651,6.70758055125,False
compact51_marcy__current_roles,minimax,2,2019-03-02 16:00:00,Moses South,1794.01666667,1540.18522239,643.446010038,552.406259362,-91.0397506762,253.831444277,14.148778492,8.05814108816,False
compact51_marcy__current_roles,minimax,2,2019-03-02 16:00:00,Central East,2370.09416667,3071.3299314,850.06324818,1101.57002808,251.506779895,701.235764728,29.5868313838,-25.9716949899,False
compact51_marcy__current_roles,minimax,2,2019-03-02 16:00:00,UpNY-Coned,2389.27583333,1667.50722701,856.942987434,598.071852879,-258.871134555,721.768606325,30.208676464,12.6626071285,False
compact51_marcy__current_roles,minimax,2,2019-03-02 16:00:00,Dun/SPR-South,2826.90083333,2414.25004052,1013.90254382,865.90029216,-148.002251656,412.650792815,14.5972857607,8.97066940901,False
compact51_marcy__current_roles,minimax,3,2019-03-02 08:00:00,Dysinger East,1193.97166667,1020.55112581,428.232535009,366.0331379,-62.1993971093,173.420540853,14.5246780719,5.50541399534,False
compact51_marcy__current_roles,minimax,3,2019-03-02 08:00:00,West Central,681.845,538.974476115,244.552045065,193.309785027,-51.242260038,142.870523885,20.9535193314,1.42884812366,False
compact51_marcy__current_roles,minimax,3,2019-03-02 08:00:00,Total East,3772.04666667,3626.86275339,1352.89065171,1300.81866628,-52.0719854258,145.183913278,3.84894265919,2.1350575482,False
compact51_marcy__current_roles,minimax,3,2019-03-02 08:00:00,Moses South,1789.33833333,1479.83252641,641.768068594,530.760027113,-111.00804148,309.505806926,17.2972210543,9.82558117224,False
compact51_marcy__current_roles,minimax,3,2019-03-02 08:00:00,Central East,2322.41166667,3026.83671732,832.961336619,1085.6119929,252.650656282,704.425050654,30.3316186688,-26.8097069706,False
compact51_marcy__current_roles,minimax,3,2019-03-02 08:00:00,UpNY-Coned,2136.03166667,1584.75677771,766.113871052,568.39239258,-197.721478472,551.274888961,25.8083668685,9.67148928002,False
compact51_marcy__current_roles,minimax,3,2019-03-02 08:00:00,Dun/SPR-South,2361.8175,2199.00205391,847.094720495,788.698970274,-58.3957502208,162.815446089,6.89365059277,3.53946621933,False
