timestamp,experiment,bus_id,delta_injection_benchmark_mw,delta_injection_actual_scale_mw
2019-07-17 16:00:00,current_hydro_spatial_rule_fixed_paper_total,49,-15.8905304596,-44.3050015728
2019-07-17 16:00:00,current_hydro_spatial_rule_fixed_paper_total,50,-12.1420840781,-33.8538134736
2019-07-17 16:00:00,current_hydro_spatial_rule_fixed_paper_total,51,1.89561373319,5.28523384689
2019-07-17 16:00:00,current_hydro_spatial_rule_fixed_paper_total,53,-16.0480587946,-44.7442124065
2019-07-17 16:00:00,current_hydro_spatial_rule_fixed_paper_total,54,221.283732044,616.969717982
2019-07-17 16:00:00,current_hydro_spatial_rule_fixed_paper_total,55,-589.925056406,-1644.79282918
2019-07-17 16:00:00,current_hydro_spatial_rule_fixed_paper_total,56,277.789802637,774.516475332
2019-07-17 16:00:00,current_hydro_spatial_rule_fixed_paper_total,57,8.03288681013,22.3968018979
2019-07-17 16:00:00,current_hydro_spatial_rule_fixed_paper_total,60,33.4042760599,93.1357519582
2019-07-17 16:00:00,current_hydro_spatial_rule_fixed_paper_total,61,74.2183046874,206.930921171
2019-07-17 16:00:00,current_hydro_spatial_rule_fixed_paper_total,65,0.0484250661993,0.13501579696
2019-07-17 16:00:00,current_hydro_spatial_rule_fixed_paper_total,68,-8.51503293448,-23.7410921248
2019-07-17 16:00:00,current_hydro_spatial_rule_fixed_paper_total,71,4.1661103103,11.6156930267
2019-07-17 16:00:00,current_hydro_spatial_rule_fixed_paper_total,72,1.23530870497,3.44421190063
2019-07-17 16:00:00,current_hydro_spatial_rule_fixed_paper_total,73,4.88916279213,13.6316635713
2019-07-17 16:00:00,current_hydro_spatial_rule_fixed_paper_total,76,3.80268217166,10.6024049999
2019-07-17 16:00:00,current_hydro_spatial_rule_fixed_paper_total,77,-20.4847314429,-57.114270735
2019-07-20 16:00:00,thermal_residual_statewide_normalization,42,54.7984129521,152.785571142
2019-07-20 16:00:00,thermal_residual_statewide_normalization,45,0.707076296156,1.97142672442
2019-07-20 16:00:00,thermal_residual_statewide_normalization,47,1.03851830998,2.89553300149
2019-07-20 16:00:00,thermal_residual_statewide_normalization,50,20.6819816626,57.6642316892
2019-07-20 16:00:00,thermal_residual_statewide_normalization,51,3.380708541,9.42588402612
2019-07-20 16:00:00,thermal_residual_statewide_normalization,56,15.6440630524,43.6178162777
2019-07-20 16:00:00,thermal_residual_statewide_normalization,57,1.08271057849,3.01874717176
2019-07-20 16:00:00,thermal_residual_statewide_normalization,60,2.45267090229,6.83838645032
