experiment,period,interface,hours,observations,wape_pct,mae_benchmark_mw,mae_actual_scale_mw,bias_benchmark_mw,wrong_direction_count
compact51_marcy__current_roles,month_10,West Central,744,744,92.0417557985,81.1639375545,226.296308367,12.1494717089,170
compact51_marcy__current_roles,month_10,Total East,744,744,6.9224932524,84.5474142258,235.729910324,70.8462080718,0
compact51_marcy__current_roles,month_10,Moses South,744,744,17.6173753227,78.438263597,218.696751556,-22.3241255085,0
compact51_marcy__current_roles,month_10,Central East,744,744,65.6035678568,441.645293723,1231.36829716,441.645293723,0
compact51_marcy__current_roles,month_10,UpNY-Coned,744,744,18.35858427,135.64336968,378.19251675,-56.0308487642,0
compact51_marcy__current_roles,month_10,Dun/SPR-South,744,744,12.976896263,129.11030804,359.977435323,-17.498435374,0
compact51_marcy__current_roles,month_10,ALL_SEVEN_POOLED,744,5208,23.4996779358,147.04809893,409.990482755,61.4563022408,179
compact51_marcy__current_roles,month_11,Dysinger East,720,720,29.584519254,65.449445061,182.482125045,56.9912611181,22
compact51_marcy__current_roles,month_11,West Central,720,720,83.2280321018,73.4846633491,204.885427427,67.4847972284,169
compact51_marcy__current_roles,month_11,Total East,720,720,10.4655563677,128.712704393,358.868861243,127.598853703,0
compact51_marcy__current_roles,month_11,Moses South,720,720,11.7116795262,67.9990940174,189.590899753,-56.558915147,0
compact51_marcy__current_roles,month_11,Central East,720,720,68.7126059971,477.417110259,1331.10508014,477.417110259,0
compact51_marcy__current_roles,month_11,UpNY-Coned,720,720,16.0242195401,111.297250598,310.312162035,-100.605412593,2
compact51_marcy__current_roles,month_11,Dun/SPR-South,720,720,5.7607875464,50.1707305176,139.882951053,-7.88686721321,0
compact51_marcy__current_roles,month_11,ALL_SEVEN_POOLED,720,5040,22.2482425405,139.218714028,388.161072385,80.6344039079,193
compact51_marcy__current_roles,month_12,Dysinger East,744,744,19.6109857011,68.3678774631,190.619119118,23.8178684452,0
compact51_marcy__current_roles,month_12,West Central,744,744,45.1378711704,73.3340061899,204.465374384,34.6534179004,83
compact51_marcy__current_roles,month_12,Total East,744,744,7.45800143669,106.711528103,297.526532073,84.2084463477,0
compact51_marcy__current_roles,month_12,Moses South,744,744,11.3713769808,63.9472300914,178.293741482,-36.3652378075,0
compact51_marcy__current_roles,month_12,Central East,744,744,57.8391247443,468.843866857,1307.20168916,468.843866857,0
compact51_marcy__current_roles,month_12,UpNY-Coned,744,744,10.6392612265,82.7293664945,230.660941242,-62.2758821559,0
compact51_marcy__current_roles,month_12,Dun/SPR-South,744,744,6.86218621411,60.4324576554,168.494068733,-8.4260971546,0
compact51_marcy__current_roles,month_12,ALL_SEVEN_POOLED,744,5208,18.5872637716,132.052333265,368.180209456,72.0651974903,83
